Well,GeoMean BV605-A of Amet+_PD1,GeoMean PerCP-Cy5-5-A of Amet+_Lag3,Amet+Tim3+ as % of Amet+,GeoMean PE-A of Amet+_Tim3
B02,445.248672487734,836.683625387757,9.58904109589041,39.513557422794
B03,395.473966987515,716.722939794188,5.01519756838906,27.947379327428
B04,444.660851568667,684.640585036719,8.58034321372855,35.630948536055
B05,389.848731931274,582.203399905668,4.17449384262158,27.4340595420278
B06,639.509028114935,1220.21262610565,13.0345030964317,45.5945435259545
B07,508.347580158706,1226.26363768925,10.1893287435456,39.6450861011033
B08,542.34340710502,979.011938498824,11.5754812563323,41.7829940301311
B09,558.618373861489,961.330486837535,8.70061657912765,35.673460921302
B10,451.448825731889,801.206552542286,4.68296726067136,30.8497149196258
B11,364.586944569224,665.249349150754,5.13347022587269,31.9285369033724
C02,167.09554699036,258.11362085732,16.5262889229199,44.5840200384095
C03,151.700440333943,231.92714930363,18.5426708250638,56.5616814208819
C04,363.088185363125,686.781980219727,8.0265707168558,32.6817544320545
C05,298.390253678794,456.429150491483,23.198316675434,73.5316213540668
C06,627.81054454644,1645.18394855969,8.60262008733624,34.1958155779706
C07,472.339007834222,872.940419931343,8.77702484672475,41.3916823275095
C08,418.135703339594,606.353710876764,5.85791441628583,33.3569007635299
C09,431.603670900729,759.415190883872,4.73580355185266,30.9732685911945
C10,373.939765121276,802.638100502526,5.86454786227772,33.9739313932796
C11,282.091176974357,516.458509451601,2.38095238095238,26.3470422015711
D02,332.521486895644,583.293481742929,13.4778911564626,41.5245632233127
D03,148.402468704661,281.215586273395,5.55555555555556,17.751177215765
D04,361.654247656649,657.973243894048,8.90522875816994,36.0226796322125
D05,296.362796065572,656.119486935293,5.04540867810293,29.4586658629718
D06,447.429567202501,685.18291869612,3.79876796714579,27.9034341811005
D07,430.622738069649,623.442331989049,5.85585585585586,28.5483139872924
D08,462.85081495254,736.007967782217,3.5056967572305,29.8631828167934
D09,459.996587236095,693.416177910834,6.49250864387245,36.6368093364382
D10,366.140275896641,531.183124987529,4.19447092469018,30.4565708610545
D11,309.680475553805,482.573475554828,8.15569972196478,31.8553929505714
E02,286.244253158081,788.706020603098,7.2212593876372,26.2188455910975
E03,322.279996157923,1125.32940411268,2.73461777501554,27.201597198424
E04,346.447510634905,959.811411922659,4.09169336948484,25.8035390524251
E05,339.962182394862,1074.30196214304,2.95224312590449,27.0138554948357
E06,539.560289711111,872.795927271929,7.08333333333333,31.3031261367012
E07,377.435593180908,1125.61873812725,7.37011679420056,32.199626042946
E08,503.219672332982,1457.9182745538,8.0456129236617,32.8269930620344
E09,338.557256080204,1060.12199890698,8.11885821244736,33.8170548430306
E10,497.005166228629,853.886352550286,9.17338709677419,36.763839582898
E11,329.007212088379,594.473301337041,7.9185520361991,27.6675716081251
F02,196.391666103883,699.673874220215,4.9468791500664,17.7039660757225
F03,161.839784996031,539.563334386713,5.37257019438445,22.257143491527
F04,154.247204711484,425.18023152282,6.56140350877193,19.6981637618703
F05,6.32597462069148,414.729106554396,14.2857142857143,10.5272240663337
F06,323.145145652974,772.750897372253,7.61517615176152,28.2144475904445
F07,325.568661265966,902.609377565656,5.65207829338025,25.5822297956041
F08,258.486341866264,742.093314887447,7.97074954296161,33.3266054245047
F09,340.733914994923,712.422370199335,4.6932894195142,25.4611960804399
F10,346.817362289107,467.292960578968,0,30.8607787049816
F11,546.623934222302,277.56784825446,5.26315789473684,45.3511594750969
G02,390.276177435899,611.735083786213,4.34782608695652,12.1483745863408
G03,214.240984610024,450.243625820222,7.07343412526998,27.5772752842248
G04,139.183610817644,254.407099232911,6.31602112676056,28.5350437739559
G05,308.151400212206,756.840276651339,4.59249676584735,22.105384362454
G06,1104.10104429182,1697.93397010674,12.3689354896037,39.2672138982329
G07,1138.72793898116,1904.21443579492,12.142152023692,42.1986993215596
G08,808.897114376393,1894.3881550261,12.2409741508225,43.7817835152671
G09,1122.28144943867,1031.67045567016,11.6994452849218,40.0391060875906
G10,672.482359572547,669.316415775967,12.5,56.3048945904769
G11,555.452961165407,659.921310270456,23.0769230769231,54.5718180155009
