"Experiment: 100U panel2","Analysis: Analysis 1","User: Admin","Plate: control","Plate Type: 96 Well","Plate Order: Row","Export Date: 7/10/2015","Export Time: 6:58:16 PM"
"Well ID","Well Type","Count of live cells","Count of Amet+","Count of Amet+GFP+","Count of GFP+","GeoMean BV605-A - PD-1 of Amet+","GeoMean BV605-A - PD-1 of Amet+GFP+","GeoMean BV605-A - PD-1 of GFP+","GeoMean PerCP-Cy5-5-A - Lag3 of Amet+","GeoMean PerCP-Cy5-5-A - Lag3 of Amet+GFP+","GeoMean PerCP-Cy5-5-A - Lag3 of GFP+","Amet+Tim3+ as % of Amet+","Amet+GFP+Tim3+ as % of Amet+GFP+","GFP+ as % of GFP+Tim3+","GFP+Tim3+ as % of GFP+","GeoMean PE-A - Tim3 of Amet+","GeoMean PE-A - Tim3 of Amet+GFP+","GeoMean PE-A - Tim3 of GFP+"
"B02","Sample",42692,3755,2191,3088,1102.27376494629,2253.14260439994,2438.48363471903,4165.6699360629,4556.08874645391,4461.06341885103,64.7936085219707,92.8343222272935,109.38717676231,91.4183937823834,430.286856816449,2063.72130856172,2004.45294248796
"B03","Sample",42946,1558,977,4417,1181.22347376156,3057.12643793597,2388.9303028061,4380.96044752291,4820.00245147078,5138.70081163677,61.1039794608472,91.5046059365404,108.632562715199,92.0534299298166,365.598376826572,2315.12178209682,2073.36491068944
"B04","Sample",48699,6111,3243,2896,1406.54216723467,2828.04051388336,2492.9292379551,5317.82246968971,5658.15463639832,5491.72278414178,67.7794141711667,92.1677459142769,109.905123339658,90.9875690607735,518.310891150162,2275.19432442762,1961.91835584183
"B05","Sample",46373,8624,4295,2019,1159.90545538998,2697.59617805706,2480.83365353357,4363.71735763836,5317.14450671221,5690.65065831349,61.0157699443414,91.4551804423749,107.5652637187,92.9668152550768,352.664117436372,1971.93292149966,2225.4846335988
"B06","Sample",45763,7926,3418,2278,1257.73150752039,3070.48147376537,2477.76297659963,4987.57970859241,5263.3573994567,5535.39690832163,76.9745142568761,94.3826799297835,108.167141500475,92.4495171202809,861.366201494322,2812.05091824682,2230.12575734335
"B07","Sample",46837,5427,2333,3134,884.045755835025,2214.14393952949,2233.29298847747,4997.1821472925,4662.13563504494,5494.59296759592,70.5730606228119,91.8559794256322,108.255613126079,92.3739629865986,537.288721163393,1974.70981077029,2190.76016364894
"B08","Sample",47771,6396,3165,2869,1174.01752782303,2500.73074804895,2222.35010991055,5347.29188883386,5977.26661990804,5645.64860716464,73.4521575984991,94.4707740916272,106.495916852264,93.9003136981527,706.492001217023,2743.45367030605,2337.78350578788
"B09","Sample",44273,8135,3466,1961,973.228023722915,2530.8190330601,2047.1619835955,4851.48663870131,6130.06253369846,5352.73405845634,70.6330669944684,92.9890363531448,106.287262872629,94.0846506884243,577.971545897349,2287.65990615409,2436.05086313843
"B10","Sample",48802,7564,3369,2289,825.200127872293,2307.58526492167,2018.54096095401,4034.41227347681,4956.48078057193,5421.14790675095,67.3188789000529,93.3808251706738,106.862745098039,93.5779816513761,493.67275491072,2432.22231490863,2397.49766198264
"B11","Sample",54668,2476,7449,10572,673.024013743442,923.231581590451,810.089683124004,2949.05876882485,2535.64860617625,3224.22854151712,67.4878836833603,73.6071955967244,138.721952499672,72.0866439651911,500.095379502681,663.357686351189,642.424721288927
"C02","Sample",50819,8077,4658,2187,470.940972385753,1831.10334329226,2445.61666269709,2080.50662513991,2769.81575150403,4750.42302571416,64.3927200693327,92.3142979819665,107.100881488737,93.3699131229995,471.957864049943,2833.71249066453,2299.47573903726
"C03","Sample",44121,7562,4583,1958,345.130853315756,1161.92912413577,2134.55094311911,2239.38214170512,2593.75337346833,4706.01791230413,61.1875165300185,88.4573423521711,109.08077994429,91.6751787538304,406.402061032508,2388.33029101619,2025.95400831952
