Well,GeoMean BV605-A of Amet+_PD1,GeoMean PerCP-Cy5-5-A of Amet+_Lag3,Amet+Tim3+ as % of Amet+,GeoMean PE-A of Amet+_Tim3
B02,1588.22456508442,2455.21111959208,57.898516036381,310.932433668879
B03,949.571209779729,4244.3783535422,71.5317919075144,629.537751014629
B04,1145.39694673845,4336.20323866494,52.9706693406869,260.944415595321
B05,1519.53144150628,4314.53746462289,71.393384940183,613.47977223821
B06,488.757524340206,2720.23757652254,69.8152666434298,526.491789554613
B07,844.77615104097,4427.86454120134,73.9747634069401,676.539097305364
B08,936.231711998301,3933.46373876599,70.3592814371257,566.641465615188
B09,1268.16097907388,3190.34427308743,58.3849728892332,340.16360902589
B10,862.904718178846,3984.45382706076,66.3287316652286,466.414696898616
B11,910.755173564152,3290.93318249633,75.1511294941139,780.423257489034
C02,794.181503403595,731.641177290071,14.8148148148148,91.7142971371459
C03,1250.78906872402,2802.53328102289,63.4387777060469,441.040000706132
C04,1149.49988829286,4148.43783505008,59.6786341953301,367.385116853342
C05,1194.60509209028,6128.92082668743,66.4969450101833,508.802522442785
C06,731.415819802262,4013.87417530082,64.9115590292061,443.555098949757
C07,599.545939255062,1620.7099898176,71.3955637707948,683.026640244958
C08,640.022110912013,3274.45797651801,67.6833122629583,489.238319394967
C09,959.10769824957,3893.66560515891,68.4854497354497,538.440266343883
C10,680.533167395575,4161.15004123303,75.4908835904628,729.890477053476
C11,983.225433183569,4054.30893541835,72.4137931034483,627.540589802449
D02,1059.79154186388,4455.90512609742,65.1877133105802,472.18154550488
D03,1140.85261268261,4534.79467953307,59.7035303296275,361.318084881301
D04,1233.49200971177,6057.77314877693,72.6590957788729,701.611526332238
D05,976.213017390389,4732.31071763602,67.2332635983264,472.441402651315
D06,1118.51394732578,5542.56505582392,69.4453725359171,536.233707267661
D07,718.701416560737,4581.97947028652,52.5939177101968,244.592175942031
D08,768.052689789155,3514.08588912751,67.1575846833579,491.558948809987
D09,864.238099352195,4564.35620377603,65.7398212512413,473.480578518471
D10,1344.74327668576,2784.55318212127,52.4613220815752,268.176918948555
D11,1430.48919733672,3699.76599048731,77.6790381599582,926.033697745941
E02,872.948595289575,3812.08902892432,64.4979778442061,456.474186961445
E03,1171.17561271337,4360.52323596967,66.7540296160398,463.560959123611
E04,1328.35282578914,4768.31960303479,67.333495974628,506.928991970478
E05,1102.50820811594,5075.51135730022,58.4880830530779,340.542856614165
E06,1054.76582828062,4096.90493245603,64.1080869394948,456.070115965435
E07,982.929963859733,3361.88437839546,59.7685265158058,347.985279021296
E08,869.476998322699,4440.53330121636,66.6036844591403,458.542766510695
E09,1330.55217238756,4933.81834187932,64.0395220588235,466.296885207811
E10,993.867405817122,5014.96289374471,76.3475264582821,740.536850784796
E11,1032.79551359363,3786.30252270623,68.8838498362308,510.863235565728
F02,946.177246409521,3488.90722479869,63.2107023411371,421.352734856368
F03,1207.36993313992,5076.93742676466,78.6744315030505,1006.04554916067
F04,1061.18103226192,3364.80526389172,70.4,570.010476675498
F05,994.705952691179,4681.64389449717,68.4118236472946,562.796866368395
F06,1286.85520814979,6079.62254117439,72.027373823781,642.491517543892
F07,1195.10813915552,4953.28889626873,73.2306210881079,682.143166320854
F08,1115.82290905033,3696.60710162054,71.3342668533707,589.090944769421
F09,678.056154084049,3155.81998455931,67.3821745216986,492.642021100839
F10,739.310156948069,3436.41132296295,73.2270478284772,644.246507830545
F11,1077.51686032618,4704.29040813797,71.4029697900666,667.268365951588
G02,902.579723051454,3819.3581763544,71.7967599410898,680.132856892802
G03,759.875303559213,3597.10718681189,71.7560975609756,590.793802396565
G04,1116.77032254673,4732.25443887385,58.6367260164762,355.804395090883
G05,986.022175463749,6118.33450025717,74.2558139534884,789.037199790175
G06,966.452055723927,3601.3044243487,71.7644424540976,605.170237737473
G07,1023.93756361005,3930.49419559389,73.2543158979644,681.745079196281
G08,1112.31570143589,3611.75656263757,70.4756543765832,601.881664610195
G09,674.252233409197,2147.23076059343,60,388.812077093957
G10,1002.92853506365,3826.30427125963,72.2900215362527,627.169324801101
G11,1336.90552711983,2871.58252773081,71.3442743868707,623.704981195807
