Well,GeoMean BV605-A of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A of Amet+GFP+_Lag3,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A of Amet+GFP+_Tim3
B02,1274.2931098392,2159.70192495293,90.6100068540096,1563.89861734181
B03,1841.67349362471,2450.18463813868,89.4624800425758,1579.53130365057
B04,1354.98544428307,2346.266517992,93.2067932067932,2034.91910243027
B05,1952.55144789117,2717.54253975671,91.4821124361158,1567.17105164405
B06,1112.68875438211,2438.28852859178,89.4337016574586,1328.86015289997
B07,1653.83503512595,3618.18472562729,89.9895178197065,1565.13137711155
B08,1859.7783749878,3210.66957702801,90.8408408408408,1507.51263971492
B09,1995.3440061115,2998.73067325475,90.6779661016949,1490.12630966889
B10,1229.76000610884,2336.45183526651,83.8235294117647,1203.97651570515
B11,1710.6274416908,2358.81208352718,83.5730858468677,930.938201614304
C02,1307.96732474493,1445.99930259487,89.5555555555556,1387.46954857151
C03,955.465568917744,2166.65163406161,88.5245901639344,1224.32157542482
C04,3641.14403869741,2980.57783468389,65.3465346534653,498.15338326883
C05,1762.15709636781,2384.63603041727,85.4622871046229,1068.3982653622
C06,1849.34413444822,3403.11217488861,86.7910983488873,1129.75061214898
C07,1147.92441795956,2587.48188741031,88.0630630630631,1305.11935456248
C08,1835.11694899979,3039.19290277011,87.5124543341083,1236.34734318013
C09,2019.08347858409,4027.8727896486,87.1282051282051,1373.90993819525
C10,1465.35257497762,3103.99240113226,87.7979797979798,1347.46657130713
C11,2159.51139594332,3221.19527934166,86.1626248216833,1122.97851248328
D02,1642.03081664456,2407.75857096741,92.3676012461059,1607.54855940969
D03,1524.95928736405,2761.05529357697,90.7975460122699,1588.15066763349
D04,2052.09876319028,3137.11980825433,88.545362392296,1354.74289645162
D05,1674.30936608335,2475.6631938152,85.6380613606047,1382.77456367559
D06,2013.17147649554,3754.31244580275,87.8119800332779,1317.19416347828
D07,1625.62215078823,3691.38401079241,88.7494941319304,1373.6110737968
D08,1971.16650885423,3642.06129369668,89.1677675033025,1478.51780210519
D09,2122.72363511009,3527.61849476531,86.745406824147,1264.67635512198
D10,1142.3737330125,3729.14287450255,84.5498783454988,1331.37053726503
D11,1978.67435694072,3672.76511291297,86.501569584932,1179.10069454472
E02,1142.7294798866,1995.62714066485,88.5883905013193,1221.95888580344
E03,1318.98331267028,2359.65869263796,86.1867704280156,1214.52395190298
E04,1368.07146374657,2565.34246085589,88.8674698795181,1292.89161004744
E05,1721.42198332333,2311.16989082884,83.0758426966292,946.531958349928
E06,1872.19280292199,2939.8857260693,85.1928374655647,1119.43341752059
E07,1719.21444212602,2914.47288083941,82.6086956521739,850.661822138902
E08,1880.57848955375,3202.04232745504,81.9555302166477,931.373842212139
E09,2360.64749851119,3861.59672671933,90.4109589041096,1662.37824077555
E10,1679.60267765578,3378.68540747196,88.1374722838137,1388.28979275823
E11,2755.69459990799,3871.99769466875,90.9090909090909,1894.1854812659
F02,1230.22552681522,2028.12963484026,89.5867768595041,1397.75997020959
F03,1160.79716243169,2667.84601400475,87.5054800526085,1322.49396406764
F04,1505.83294404657,2952.36606157855,86.952931461602,1231.28852664387
F05,2356.62228830475,2916.63940480955,90.9882232462878,1632.58492446818
F06,2390.5321869037,3069.94334199373,92.8903179707038,1790.30064180477
F07,1506.19786583863,3098.19551961078,86.6666666666667,1246.45365246008
F08,1497.26635499478,2984.894829748,87.8712871287129,1232.16619736525
F09,2328.17404647527,2761.42042133981,84.4083006169377,1047.39639745329
F10,1664.19532481201,3493.77811460948,88.3401920438957,1436.23183979072
F11,1971.02224004937,3468.12176537763,86.0882036572248,1183.80493538488
G02,1265.79112837623,2587.32075055921,90.282131661442,1472.31882827193
G03,1277.82541894032,3323.43253861997,89.8514851485149,1423.70180214993
G04,2070.19077006457,2433.28221340065,87.8731343283582,1421.66594313225
G05,1087.25206431307,3394.32415186486,87.3570138470801,1363.96275820314
G06,1387.48706458341,3448.0225775345,89.4017899199246,1461.04004947536
G07,3053.43131818024,3028.41830841263,85.4596100278551,1140.32847932411
G08,1695.67108232088,2975.63881631723,87.5952875952876,1314.33879756011
G09,1545.64909455787,2921.36712017528,89.1871737509321,1423.41836230781
G10,1655.78335066104,2430.41137186746,90.8077994428969,1454.91885179556
G11,1660.71269392894,2267.28817781175,90.734055354994,1344.63246965391
