Well,GeoMean BV605-A of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A of Amet+GFP+_Lag3,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A of Amet+GFP+_Tim3
B02,3961.25185653356,3309.17169566239,82.7170751973411,1019.02119706585
B03,1771.28229553992,4741.57375698021,92.7389014296463,2366.51804180561
B04,2748.37542285911,4727.99415674798,89.1146589259797,1906.84824993114
B05,3413.48434337365,5109.25053676373,93.2390631904551,2318.76982907313
B06,1185.69843794339,4012.91664884544,90.7889908256881,1750.32351389883
B07,1965.08382067873,5122.91748390945,92.1861656703672,2217.62724403658
B08,1896.71116393522,4626.70126188111,92.3857868020305,2002.65489082103
B09,2337.06681355279,4341.60458727235,90.1680938788455,1713.99502743126
B10,1951.75899126321,4859.3795609485,91.4240506329114,1810.24240686339
B11,1903.95906070787,3996.590417279,94.0944881889764,2498.34507334832
C02,1380.44714670157,777.22458912568,40.625,153.459615365538
C03,3020.87913086318,4151.65184734672,89.5667046750285,1919.57407734712
C04,2506.33653264696,5487.19384843393,87.6044568245125,1429.52235865415
C05,2143.35844151719,6850.57348022246,90.4888888888889,2032.80510258373
C06,2192.86092930489,5669.39959527125,91.6806440791681,1922.00999407031
C07,1094.13323665734,2560.01836757432,90.189092902165,2162.89897351347
C08,1523.33596328863,4380.71816179148,91.9975186104218,1865.63620646112
C09,2806.66856441405,4703.60063343313,93.3777592669721,2287.81310411719
C10,1327.77426859517,4977.32503553742,94.6494464944649,2493.12003227766
C11,2081.42955102429,5096.7220700264,94.2359249329759,2127.23908035189
D02,2324.59092606554,5061.72070876299,91.0344827586207,2083.90673836081
D03,2185.37890016426,5207.72025762005,88.2200311364816,1585.55454499888
D04,2445.89918384076,6542.12847984778,90.8464566929134,2210.8957550888
D05,1993.0158640979,5632.39416854496,88.5216773276475,1594.04198938194
D06,2131.90572122895,5778.50112361261,89.9105214439988,1736.8460234874
D07,1655.83879959314,5855.66277793705,84.2772612003381,1201.04295208143
D08,1650.5706046192,4400.3060297998,87.8571428571429,1390.16210478467
D09,2172.81365090934,5391.1053181989,90.1113294040603,1806.41790548043
D10,2765.93238955452,4163.42178877597,82.9673985362608,1146.29365239167
D11,1912.58757159846,2423.02166202233,91.5407854984894,2776.34978821579
E02,2493.55596096625,4257.69878782671,90.9316770186335,2097.51121240199
E03,2961.61602641828,5152.28240557334,93,2105.6760435927
E04,2710.67808618914,5435.68993360876,88.2708280896048,1792.78015162354
E05,2505.00996965486,6696.22658583015,85.2520360994937,1330.39524603405
E06,3074.92924413826,4953.16366202887,89.7166228454572,1740.5545812853
E07,2988.29663192757,4831.94499684024,88.682392184894,1612.91833927323
E08,2024.72639762984,5189.32232180196,90.2469135802469,1819.64630469186
E09,2729.77747334881,5101.57826646236,88.3528081417263,1740.92756469102
E10,1856.49259504375,5450.11775760913,93.377253814147,2252.62456329295
E11,1798.52279185038,4253.00070393333,92.7608440797186,2184.60389836959
F02,2555.98374035266,5505.66073850948,88.7223168654174,1565.66307250859
F03,2021.86665051058,4551.14516771832,94.341675734494,3155.34248641298
F04,2680.09281917081,3850.6466798104,89.5118999596612,1793.13165925283
F05,2388.91762648285,5836.71415093049,92.3265306122449,2125.88321660749
F06,2676.13210884618,7857.03177287312,90.6847624922887,2027.68982359279
F07,2495.69605752868,5666.22809863338,93.2728647014361,2484.63586050976
F08,3809.24707635267,5419.73228778954,93.5679261609461,2098.62351469234
F09,1779.82059580039,4131.07617909503,92.3123123123123,2188.92207741226
F10,1788.75504267107,4600.75557169597,94.6862116353642,2446.01433925281
F11,1897.68868326148,5059.68297850733,91.9087899963222,2318.69563785335
G02,1052.34785793475,4128.5099036736,88.4513274336283,1766.72794045638
G03,1691.38827125171,5165.86527899899,94.3258084197682,2257.40418231144
G04,1971.46348620619,4935.46079591273,80.3847067204939,973.118963526439
G05,1780.16006303971,5958.54146466427,89.8656898656899,2329.73507773064
G06,2386.68863696517,4428.6080006877,92.1431076815152,2212.89837999338
G07,2127.77194183842,4496.52537319703,91.0977859778598,1861.9536642743
G08,2028.91241342362,4146.0545873074,91.2957857424183,2054.71459453799
G09,3910.92528617023,1458.2273648113,90,2187.25063985951
G10,2102.76639600548,4917.03051840829,91.3430042115115,2014.14847579358
G11,2626.97152076414,4172.69372168339,92.1467469188879,2038.12042445761
