Well,GeoMean BV605-A of Amet+_PD1,GeoMean PerCP-Cy5-5-A of Amet+_Lag3,Amet+Tim3+ as % of Amet+,GeoMean PE-A of Amet+_Tim3
B02,929.7545435756,123.523562458999,33.3333333333333,41.6492448504931
B03,1005.89702414502,3530.66234332005,58.3603656738425,361.073970820436
B04,988.521265428444,4681.86257237952,66.474278544542,463.880330566994
B05,1039.57063011089,6236.97282947043,65.1819322459222,477.738898252991
B06,736.158505553989,3583.74353723465,59.5123900879297,354.566514961003
B07,872.297804966122,4896.70564056699,77.552973342447,792.676717346096
B08,656.152856833239,2592.49387028088,66.6264187394349,472.801654023116
B09,945.537817849539,3373.84235128408,65.1866151866152,443.214372289352
B10,913.151655642909,4119.72888579242,55.1087673038893,285.458563290247
B11,785.78289350215,3504.59356921619,71.5066621113768,616.072032603243
C02,1022.6704787382,4564.32796978204,65.1672862453532,435.122129383216
C03,1067.10208693883,5352.20084651784,58.1582313173762,345.825209953736
C04,813.521380275117,5511.56149249329,58.7550054605024,377.77571306103
C05,1003.37986724942,4274.42847329484,56.7619047619048,326.187048621463
C06,830.927633178489,4254.901296348,63.8221768012264,435.424612727571
C07,958.432117564654,4226.66289760137,63.4589196550159,414.316001150285
C08,875.088389147452,5562.49818252112,68.116554054054,539.811541042381
C09,952.122230160727,4075.16459325378,69.7729769315269,577.343341147133
C10,965.843662356917,3125.76414261717,66.726368159204,527.995803371156
C11,917.562160127566,2860.64119043646,70.5590330239586,589.897124642091
D02,1022.84922508845,4739.57365113457,53.9897755056679,280.804454959313
D03,1053.29074751996,5636.2803902125,59.8275862068966,364.455683984598
D04,1125.40679675726,5292.38303355788,68.1609195402299,493.164232453021
D05,1009.39956457589,5089.92061987027,60.2754237288136,365.644471601747
D06,701.056373159856,2120.269387118,62.5,165.253263206416
D07,900.232355330563,4740.62659702703,63.1882941855988,416.980338114421
D08,961.281417383812,5360.91320437423,60.6255749770009,372.69672851717
D09,993.519232598606,5182.87112290242,68.0088659032139,508.361599381173
D10,1041.12249892388,4076.7155763981,70.4634721131186,607.148721248656
D11,1035.00806355188,5118.69087164218,63.2060632060632,420.116215804683
E02,801.897005295359,4180.44571052342,63.8899359215982,406.529974931392
E03,1260.09709775818,5181.80084941739,67.2413793103448,469.512558698608
E04,1079.59618279312,5183.07061075203,52.7656187823319,258.951219967094
E05,1119.77035477153,5786.73307161269,64.3674403399804,457.420961122449
E06,905.233287750298,5141.50734698535,58.6723768736617,336.333537403944
E07,1387.59461876558,5142.68240343001,64.5387149917628,446.715862767005
E08,1036.92858103124,5232.37478590434,62.3211446740859,378.39160457828
E09,763.563393546769,4925.73718589453,67.4969623329283,513.031679210338
E10,832.996660638161,4186.3863180344,66.0350877192982,463.241783567333
E11,873.344804685176,3931.2497338058,73.4909244406923,655.56820633106
F02,962.055673472709,5049.4498812961,68.0816057913787,548.095471762338
F03,1213.40333503144,4507.39306660134,60.0815418828762,377.773934123356
F04,1171.49427736881,5028.06947041466,63.2497761862131,423.141169615122
F05,858.389607764428,4892.44387092676,79.1549295774648,834.731338513611
F06,1240.47660160553,4826.33850740798,73.6682808716707,767.617146332921
F07,899.578626439812,5373.38956592957,74.5098039215686,777.433540730168
F08,806.458707175827,4168.0029377283,69.8649278062413,580.508239827842
F09,699.881589302942,4725.44133587707,70.1241642788921,583.890961204161
F10,848.40789965079,3864.49464307346,74.1425928561264,728.12252545871
F11,1023.23664609171,2782.69041395385,53.4146341463415,294.959293214695
G02,629.433272273643,411.490003433002,20.4545454545455,62.1448956106666
G03,558.546399683414,3783.43054608782,73.2234809474768,679.431635245818
G04,1196.05206789599,3022.40100501027,65.6560756730536,489.988255729472
G05,460.836374969852,3156.01703955077,60.7038123167155,369.78490352742
G06,638.324928645272,3101.99663477834,62.8383921246924,458.520798952776
G07,659.586571761509,3645.29915003429,70.5114013725924,594.473698713785
G08,625.776122015535,3506.1189204466,73.8935852809547,716.365191313282
G09,492.460350985847,2144.47888840775,68.6283668067881,526.671391206081
G10,642.279483959266,3325.1501407742,78.752107925801,952.335052909064
G11,719.612403913381,3701.4292940437,67.4374831944071,507.715942037025
