"Experiment: 100U panel2","Analysis: Analysis 1","User: Admin","Plate: 8","Plate Type: 96 Well","Plate Order: Row","Export Date: 7/10/2015","Export Time: 6:59:13 PM"
"Well ID","Well Type","Count of live cells","Count of Amet+","Count of Amet+GFP+","Count of GFP+","GeoMean BV605-A of Amet+","GeoMean BV605-A of Amet+GFP+","GeoMean BV605-A of GFP+","GeoMean PerCP-Cy5-5-A of Amet+","GeoMean PerCP-Cy5-5-A of Amet+GFP+","GeoMean PerCP-Cy5-5-A of GFP+","Amet+Tim3+ as % of Amet+","Amet+GFP+Tim3+ as % of Amet+GFP+","GFP+ as % of GFP+Tim3+","GFP+Tim3+ as % of GFP+","GeoMean PE-A of Amet+","GeoMean PE-A of Amet+GFP+","GeoMean PE-A of GFP+"
"B02","Sample",36478,7736,2980,1938,773.367705279592,1723.48243855036,1510.27332610966,1274.14258058607,1892.86078381302,2880.61668120784,63.5729058945191,90.9395973154362,112.217718587145,89.1124871001032,439.036277558815,1728.23606774689,1371.65049712465
"B03","Sample",40356,199,156,7125,602.52952852371,1833.93157260778,1663.91953281955,2108.08057116964,2823.03507901878,2907.12682021467,57.286432160804,92.9487179487179,110.03861003861,90.8771929824561,296.115183543999,1710.8140632208,1557.37514966915
"B04","Sample",40358,7464,4417,2681,614.520026473442,1876.08033361252,1682.46014584327,2787.58342916235,3295.58698900528,3358.01793920305,67.0418006430868,89.3819334389857,108.983739837398,91.7568071615069,465.364538143314,1610.37320961605,1652.86117523311
"B05","Sample",32991,5588,2606,2341,681.581209297148,1774.54993945502,1572.84363834775,3631.64236936911,4296.73798037731,3236.02876052142,65.7122405153901,91.6730621642364,113.037180106229,88.4664673216574,429.758749206773,1800.50202407353,1407.52541335633
"B06","Sample",35711,5092,3619,3047,577.718243176128,1877.2774825409,1618.06223708354,2369.65717151273,2824.29785612434,2790.77203212497,62.9418695993716,90.466979828682,111.816513761468,89.4322284213981,390.692097171656,1536.57584594595,1345.17656836826
"B07","Sample",31811,8980,4301,1298,586.19614788642,1633.43012848055,1592.09146288658,2556.93815323017,3062.41625232644,3229.83638527542,66.6815144766147,89.374564054871,112.575888985256,88.828967642527,438.796148730091,1410.52628778422,1275.6071726556
"B08","Sample",33667,10818,4859,861,911.422074301539,2575.82994702578,1730.474513269,2758.38975475719,3591.54871696981,3493.91197213267,60.7043815862451,89.1335665774851,111.240310077519,89.8954703832753,362.731456794289,1585.95293741956,1544.27366621052
"B09","Sample",34199,4446,3638,3407,1079.68310924683,2464.97506114633,1869.73324796106,2500.15241082129,2971.6743493454,3447.65100408737,58.6369770580297,82.957669048928,114.868509777478,87.0560610507778,338.236608584197,979.532483560635,1266.31253561759
"B10","Sample",35989,4833,2858,3213,756.944865140083,1946.15171564172,1996.63460344045,2764.42366201432,3120.4464282983,3001.90767468594,62.549141320091,88.8383484954514,112.776412776413,88.6710239651416,385.938580160654,1419.12303998105,1340.74742714821
"B11","Sample",31345,6145,4036,2322,556.445530408241,1410.54135986054,1642.40325086372,2491.12519158726,2825.52857296505,2842.21202452773,65.7607811228641,88.2804757185332,112.119748913568,89.1903531438415,445.911502457032,1307.08546981883,1397.46550988334
