Well,GeoMean BV605-A - PD-1 of Amet+_PD1,GeoMean PerCP-Cy5-5-A - Lag3 of Amet+,Amet+Tim3+ as % of Amet+,GeoMean PE-A - Tim3 of Amet+
B02,1102.27376494629,4165.6699360629,64.7936085219707,430.286856816449
B03,1181.22347376156,4380.96044752291,61.1039794608472,365.598376826572
B04,1406.54216723467,5317.82246968971,67.7794141711667,518.310891150162
B05,1159.90545538998,4363.71735763836,61.0157699443414,352.664117436372
B06,1257.73150752039,4987.57970859241,76.9745142568761,861.366201494322
B07,884.045755835025,4997.1821472925,70.5730606228119,537.288721163393
B08,1174.01752782303,5347.29188883386,73.4521575984991,706.492001217023
B09,973.228023722915,4851.48663870131,70.6330669944684,577.971545897349
B10,825.200127872293,4034.41227347681,67.3188789000529,493.67275491072
B11,673.024013743442,2949.05876882485,67.4878836833603,500.095379502681
C02,470.940972385753,2080.50662513991,64.3927200693327,471.957864049943
C03,345.130853315756,2239.38214170512,61.1875165300185,406.402061032508
C04,1013.89719586239,4045.05958428116,53.3949801849406,257.744995891073
C05,733.35650119587,4095.17216570503,73.4025872206978,725.632615313884
C06,1240.77595830872,5947.52771969986,59.9867724867725,353.341626276622
C07,1016.57372848327,4369.71917783203,70.2475618904726,583.155648075549
C08,947.203615995009,3991.75293472477,61.708173157279,369.378892567255
C09,811.630058151693,4295.33054734415,58.7369969528213,311.001968066975
C10,672.537282236205,5346.37297857838,64.4758215669124,439.669564972637
C11,608.980997472143,4165.53477877735,65.9344262295082,452.737475203211
D02,734.922200498508,3237.28265110968,65.3837209302326,446.235172690815
D03,986.79079113903,2191.5054980175,63.6363636363636,811.461267051158
D04,1168.52603088039,4530.71852457073,67.3723783142066,483.851877712261
D05,598.921774393152,2847.4717135713,40.2897624374134,151.902070428015
D06,656.225220727617,3168.35687394258,58.9209726443769,314.751258731335
D07,913.305460917112,2507.33720155118,46.6255185672367,185.417786099881
D08,754.170454381913,3936.12085039471,56.0452335658423,287.725735613407
D09,859.767309693483,3351.66279102193,55.5475355743452,278.35041937697
D10,612.517176730464,2917.0745312493,69.6509733299031,552.420508175211
D11,633.660810144019,2433.76909015403,67.5592417061611,505.712501449456
E02,235.891700656833,651.73601851649,38.6515697375193,144.789044927379
E03,190.102069917206,850.538198878884,26.2388591800357,75.1402604057875
E04,384.35048109926,1399.6990353987,46.375996249414,192.034513304059
E05,337.788702269205,2095.18248582263,58.5966441490521,336.195074034226
E06,988.173873378762,3865.76645476258,69.9699919490595,559.236116611362
E07,707.286070971575,4833.20659896034,70.9808219178082,585.954163728112
E08,661.430317756078,4862.70460435932,70.9286165508528,558.165534494736
E09,436.919431516138,3822.48761537869,66.25656167979,449.611848449259
E10,975.151823992608,3538.88482285714,74.9285270354257,709.001301330331
E11,811.499503600697,2703.41238634991,71.2051190899396,604.000937801131
F02,153.265591153695,732.12187403885,14.3669509951497,41.5354839236924
F03,251.24194479649,1246.98119387193,34.5950882890197,102.574159126868
F04,201.198484924567,605.387523436311,22.7773372103269,58.2689779338155
F05,402.787891468884,1284.68160271342,46.9387755102041,132.928742681138
F06,641.408898950898,3911.57709589383,74.1803594846872,653.158786853604
F07,579.463895012006,3990.06371424633,70.9268221146796,576.658193011178
F08,468.264297862684,2774.83923436117,69.2905289614989,528.006474102894
F09,644.694558063725,2925.67968697567,65.8614739955632,433.116199222078
F10,677.217243104677,3962.85768948836,40.625,128.713153176429
F11,1216.78668438575,5374.05261801568,75,1004.03331058616
G02,721.092871860192,2968.55937452509,66.516290726817,478.517294322735
G03,250.331922595476,358.798057288205,38.1176135554606,137.552543237564
G04,260.807876117843,451.469106546124,40.4303942106266,138.73974984948
G05,383.118967315697,899.402997821754,47.6440891880522,209.90873390928
G06,1386.40607307411,3391.80909654637,55.2917903066271,286.872460289158
G07,1348.78268178823,3060.63477344011,54.7101449275362,280.656322060201
G08,727.690530226352,5526.22998695524,60.6019841937111,357.018454730867
G09,1460.56978368349,1740.03084647672,60.3420969274628,354.323690706882
G10,1065.11953422842,2354.19050363049,42.1052631578947,90.1867236372565
G11,2512.33031677626,6248.30283645558,80,709.622938348789
