Well,GeoMean BV605-A of Amet+_PD1,GeoMean PerCP-Cy5-5-A of Amet+_Lag3,Amet+Tim3+ as % of Amet+,GeoMean PE-A of Amet+_Tim3
B02,2212.83996539661,4077.03628385986,80.0024137098721,869.036061841457
B03,1375.17896655467,4265.91678367311,64.8458904109589,443.524391668953
B04,948.283610265591,4061.03620718259,60.4096283783784,378.84082357241
B05,667.737669945673,4842.16236412968,54.4549266247379,309.9054412657
B06,547.048075824467,3422.40789606243,48.6486486486486,211.53479248722
B07,1204.52608806076,2742.49790224774,61.3915797317437,404.725490760615
B08,878.836541976433,3541.0160055802,71.2806539509537,660.685727775018
B09,712.101220229138,3167.04960959268,58.4715025906736,323.257836276888
B10,442.366230842885,1528.53733650097,61.4970382337103,421.451228308047
B11,1591.5546489516,2704.5312549766,75.8293838862559,679.303817900648
C02,1026.40048140814,3796.32407783448,71.5811965811966,540.987405936525
C03,1183.75285518767,4047.65996733964,60.6382978723404,350.787847286855
C04,1330.71077825343,3794.80664341848,60.6963087248322,356.512271398774
C05,1197.70401198984,3847.62044604572,71.9318557724115,567.804571454233
C06,1259.72747330925,2579.63735419755,54.996934396076,284.488654847236
C07,910.467693582181,4086.64961075744,60.6990166737922,354.659316671376
C08,807.960645908979,4453.12007770427,29.5032614149523,95.8013164941776
C09,1273.29834723495,5327.29397807521,58.8370856231165,322.866836489162
C10,619.793438411148,2450.6746305507,66.5326633165829,516.126230324326
C11,982.119717796411,3695.82878520109,73.5086962771309,642.05030790648
D02,360.475532050858,2676.27717700162,57.9153094462541,333.249062399265
D03,551.528542909686,2000.81505033438,61.5384615384615,392.988244065948
D04,1018.24751853044,4900.24340120788,63.7281910009183,414.21317824372
D05,1078.12518135647,2095.6567323908,50,123.587761953399
D06,1066.73697129105,4741.42708522761,55.2458725368365,268.01256878966
D07,1072.04850518623,4601.31231110747,63.3317676530452,403.293882134374
D08,1107.73233437467,5201.1042566526,61.7545957256016,373.957824827967
D09,1111.42177691682,4400.01024287808,58.5228215767635,337.776391009541
D10,1540.28576058575,5067.79232180054,79.95960502693,804.494387427016
D11,1676.25116458121,3796.23023490589,57.9203727234223,343.906731717057
E02,1336.17074120227,3898.41047271424,72.7691127588852,701.988648820198
E03,988.790796598111,4273.87779089949,52.2199217851392,257.612684022704
E04,1393.64899913116,4493.4717762566,80.1541741840249,877.786915817843
E05,964.71094913875,5106.48839226303,65.3110730593607,441.367051474862
E06,896.375644656598,5253.73142864558,56.9084423305589,301.730833387425
E07,935.418288371659,3625.08305784445,45.3574807406406,189.081904662157
E08,940.666802189753,3782.85512029991,52.286282306163,250.517035467759
E09,1564.87360935591,4941.38916993992,71.9837439674879,579.033721285389
E10,1364.15829111764,3091.07138456779,55.4562127464466,282.963705242938
E11,1073.90002097165,3793.68184389111,58.5235794034328,327.281507633612
F02,825.008036432519,4297.1210235423,23.7161376101047,66.2963206015709
F03,1075.02830551723,4391.97022851319,62.7082670062613,411.072686155678
F04,1209.23596743167,4618.86229334184,59.5419847328244,332.019126642012
F05,768.984304645036,3688.55544607287,53.0107654087306,254.786032256235
F06,746.382250742498,3022.43284419484,49.1525423728813,190.827087616126
F07,1202.60363764114,3225.02932109427,58.8427438170789,311.537225913138
F08,866.978323140387,4079.66793757916,59.1798536668368,348.99934288434
F09,999.023164985303,4046.79562865183,58.8483146067416,345.403984217895
F10,936.424223923016,3719.60455236953,70.8455762324518,552.616203444922
F11,1522.57440456207,2572.13465584117,80.5464391204463,871.861952390554
G02,1120.64347060543,3507.46630573024,70.4115226337449,579.736306523811
G03,769.664127897476,3457.27888126575,55.041782729805,280.10991426632
G04,750.646769739946,3259.09441420346,71.690294438386,636.497956027209
G05,887.120557234449,4073.96987986229,64.6452051688959,413.879588105722
G06,975.513199312426,3464.48046343389,64.6266142616508,429.020766253848
G07,868.33073258203,3716.49225127857,62.5568181818182,401.197679747912
G08,563.355730874414,1319.70650404406,35.1818416301264,125.652839557079
G09,1202.75710249437,2933.61964539479,58.3383287375614,347.744562796251
G10,917.463378917719,2598.2382357586,63.1402922020771,398.214529804146
G11,801.672143387724,3099.7125186024,45.3559171925163,196.975599081228
