Well,GeoMean BV605-A of Amet+_PD1,GeoMean PerCP-Cy5-5-A of Amet+_Lag3,Amet+Tim3+ as % of Amet+,GeoMean PE-A of Amet+_Tim3
B02,508.772724706895,1999.27498814348,69.8839907192575,516.23005628697
B03,691.065871736209,2038.79899962392,65.8978228066394,447.73376405871
B04,581.788780031712,2222.34605234125,70.1732673267327,598.082356066746
B05,812.775942456176,2327.67339129571,68.0169971671388,483.151723939345
B06,533.879139001687,2487.43681549152,69.85559566787,505.697121761771
B07,469.594167368904,2849.31689159923,68.1664028939634,478.260604388704
B08,550.982591864291,2559.26331753075,64.5425867507886,395.610335559195
B09,734.710648792835,2542.99582934604,69.7840172786177,507.958358393649
B10,820.935906848842,2500.38791287495,66.9811320754717,599.104195013857
B11,629.376229309987,2081.03506748677,56.7580684299927,306.11242027892
C02,593.628111738164,1814.10004824928,66.9941060903733,489.295984601163
C03,504.51200689177,2201.89806083454,65.3696498054475,420.442879375164
C04,1170.83875572854,3021.02295096818,40.4145077720207,122.98833350448
C05,536.417594420514,2440.31272597727,55.9126365054602,289.556906482014
C06,666.314199567362,2957.72749686277,60.4507451835696,345.2857212982
C07,547.931534179847,2788.17313561797,57.514450867052,310.760339137777
C08,801.863305847954,3006.75269471729,59.0334420880914,339.552194756772
C09,768.557140880687,3117.09637460051,64.334085778781,422.976331827748
C10,651.948997369736,2780.83673348999,58.3000210393436,320.131128400373
C11,858.546661872543,3258.42003261966,53.8435940099834,266.255779441768
D02,702.620752524189,1993.23042282553,73.0630268968286,601.968793775264
D03,571.742035782897,2393.87259468238,67.2970843183609,465.849756816852
D04,686.476203414328,2456.30276678994,55.7944156165061,287.357770542896
D05,688.225559667004,2302.25712540041,56.2209602478059,293.470785720797
D06,728.358373408717,3243.31282250898,62.7508361204013,385.843746055866
D07,667.216783023787,3342.27381671713,67.5828970331588,488.347295954749
D08,821.78537846129,3806.86032187584,65.3299916457811,433.261481275187
D09,686.587698262744,3271.9151684127,62.559456398641,388.493956648477
D10,536.854429447694,2709.00420474638,61.8048268625393,380.769093461803
D11,774.457925974086,3244.73915569087,57.3772714944399,318.973735416048
E02,486.517690744886,2116.72247503165,62.3927309439677,359.93876653437
E03,538.059857321449,2226.05888702301,64.6383110835144,448.240473628856
E04,498.944650593661,2320.63271960344,58.9929360623076,331.979349497136
E05,641.55448816461,2404.36393364174,57.1978133225349,306.775261153042
E06,590.182846882536,2737.28606277843,57.7661431064572,323.963109082491
E07,674.577821610146,2981.9055802719,51.5151515151515,219.994922496019
E08,748.222041566693,2866.94168287509,56.3022157646204,310.499950270675
E09,928.847828922954,3955.97744266607,62.6440922190202,387.427386569731
E10,850.593177952126,3855.11350989466,68.8394276629571,536.730176304871
E11,986.809707680658,3071.01313239718,74.5728130578934,701.606145969751
F02,412.463984662201,1788.71183400196,64.1397690257625,395.951116304281
F03,428.1358342295,2477.00718963831,63.7282652648605,410.140691382055
F04,500.834086164804,2533.29654726158,64.056875449964,388.786972424313
F05,918.768546774771,2832.2745489287,59.4945355191257,340.374560026202
F06,655.269677692908,2615.90117180057,59.1918294849023,332.137133354296
F07,659.719781210279,3008.82220870634,63.2488158261354,408.175730727058
F08,565.736680336787,2842.14173383342,56.0876369327074,286.246733887213
F09,555.400197332892,1933.36786371734,39.252928141817,156.067158290266
F10,708.943330925401,3178.86953118048,67.1592775041051,484.637146971957
F11,715.560795863936,2732.76018585449,59.1877764374749,345.909483705493
G02,405.814979796143,1783.09533108883,68.1036694893508,478.425864786658
G03,461.639424060119,2521.23289257952,65.839243498818,428.799957733398
G04,665.29111265509,1908.10038310869,61.2615587846764,371.723145296218
G05,417.961634438861,2714.86912237388,61.9153365718251,374.607266365089
G06,521.959370945187,2654.83947500219,69.8619917941067,545.759414703522
G07,645.353696960218,1772.89403237913,41.8963337547408,173.285961328484
G08,615.698714173645,2633.21913068358,65.2627189324437,406.142884793407
G09,542.662700983414,2441.10571639593,63.5924932975871,410.164777998565
G10,800.260613629714,2660.9850255624,71.7687074829932,634.590404525353
G11,643.902419748246,1922.41607043982,66.9081425673718,468.468490682018
