x,8805|TRIM24|O15164,6119|RPA3|P35244,84678|KDM2B|Q8NHM5,3431|SP110|Q9HB58,196528|ARID2|Q68CP9,84661|DPY30|Q9C005,57492|ARID1B|Q8NFD5,51780|KDM3B|Q7LBC6,55274|PHF10|Q8WUB8,11107|PRDM5|Q9NQX1,1912|PHC2|Q8IXK0,3720|JARID2|Q92833,6595|SMARCA2|P51531,30827|CXXC1|Q9P0U4,6749|SSRP1|Q08945,10943|MSL3|Q8N5Y2,80854|SETD7|Q8WTS6,79831|KDM8|Q8N371,57713|SFMBT2|Q5VUG0,84759|PCGF1|Q9BSM1,23476|BRD4|O60885,9219|MTA2|O94776,10919|EHMT2|Q96KQ7,4221|MEN1|O00255,10933|MORF4L1|Q9UBU8,63976|PRDM16|Q9HAZ2,57504|MTA3|Q9BTC8,84148|KAT8|Q9H7Z6,91133|L3MBTL4|Q8NA19,5431|POLR2B|P30876,55140|ELP3|Q9H9T3,80335|WDR82|Q6UXN9,10389|SCML2|Q9UQR0,10771|ZMYND11|Q15326,4673|NAP1L1|P55209,2146|EZH2|Q15910,11108|PRDM4|Q9UKN5,54620|FBXL19|Q6PCT2,29117|BRD7|Q9NPI1,8467|SMARCA5|O60264,3065|HDAC1|Q13547,26038|CHD5|Q8TDI0,8726|EED|O75530,9329|GTF3C4|Q9UKN8,23613|ZMYND8|Q9ULU4,22992|KDM2A|Q9Y2K7,142|PARP1|P09874,10013|HDAC6|Q9UBN7,54617|INO80|Q9ULG1,9810|RNF40|O75150,9869|SETDB1|Q15047,9682|KDM4A|O75164,8085|MLL2|O14686,23028|KDM1A|O60341,9739|SETD1A|O15047,84108|PCGF6|Q9BYE7,23569|PADI4|Q9UM07,3015|H2AFZ|P0C0S5,26147|PHF19|Q5T6S3,1911|PHC1|P78364,54904|WHSC1L1|Q9BZ95,10419|PRMT5|O14744,3276|PRMT1|Q99873,23246|BOP1|Q14137,6045|RNF2|Q99496,387893|SETD8|Q9NQR1,23411|SIRT1|Q96EB6,6597|SMARCA4|P51532,83746|L3MBTL2|Q969R5,8520|HAT1|O14929,2145|EZH1|Q92800,51230|PHF20|Q9BVI0,5563|PRKAA2|P54646,55193|PBRM1|Q86U86,6601|SMARCC2|Q8TAQ2,80012|PHC3|Q8NDX5,10765|KDM5B|Q9UGL1,54093|SETD4|Q9NVD3,79960|PHF17|Q6IE81,11143|KAT7|O95251,8289|ARID1A|O14497,26013|L3MBTL1|Q9Y468,11091|WDR5|P61964,6419|SETMAR|Q53H47,23466|CBX6|O95503,23774|BRD1|O95696,10902|BRD8|Q9H0E9,5252|PHF1|O43189,5927|KDM5A|P29375,23135|KDM6B|O15054,51460|SFMBT1|Q9UHJ3,84444|DOT1L|Q8TEK3,546|ATRX|P46100,8242|KDM5C|P41229,23030|KDM4B|O94953,6603|SMARCD2|Q92925,6672|SP100|P23497,55693|KDM4D|Q6B0I6,60|ACTB|P60709,23309|SIN3B|O75182,1105|CHD1|O14646,64754|SMYD3|Q9H7B4,10322|SMYD5|Q6GMV2,57634|EP400|Q96L91,80853|JHDM1D|Q6ZMT4,2289|FKBP5|Q13451,22955|SCMH1|Q96GD3,65980|BRD9|Q9H8M2,10196|PRMT3|O60678,25942|SIN3A|Q96ST3,2965|GTF2H1|P32780,1107|CHD3|Q12873,23081|KDM4C|Q9H3R0,8208|CHAF1B|Q13112,56979|PRDM9|Q9NQV7,84456|L3MBTL3|Q96JM7,5110|PCMT1|P22061,6015|RING1|Q06587,27154|BRPF3|Q9ULD4,23133|PHF8|Q9UPP1,389856|USP27X|A6NNY8,54623|PAF1|Q8N7H5,158880|USP51|Q70EK9,3066|HDAC2|Q92769,84289|ING5|Q8WYH8,1108|CHD4|Q14839,6594|SMARCA1|P28370,3054|HCFC1|P51610,8535|CBX4|O00257,639|PRDM1|O75626,84733|CBX2|Q14781,2186|BPTF|Q12830,5931|RBBP7|Q16576,10498|CARM1|Q86X55,7468|WHSC1|O96028,56981|PRDM11|Q9NQV5,8930|MBD4|O95243,57680|CHD8|Q9HCK8,58508|MLL3|Q8NEZ4,51105|PHF20L1|A8MW92,23492|CBX7|O95931,11335|CBX3|Q13185,10036|CHAF1A|Q13111,53615|MBD3|O95983,27125|AFF4|Q9UHB7,6596|HLTF|Q14527,59336|PRDM13|Q9H4Q3,84787|SUV420H2|Q86Y97,6604|SMARCD3|Q6STE5,7290|HIRA|P54198,57332|CBX8|Q9HC52,7319|UBE2A|P49459,7403|KDM6A|O15550,56950|SMYD2|Q9NRG4,10155|TRIM28|Q13263,8850|KAT2B|Q92831,6605|SMARCE1|Q969G3,22823|MTF2|Q9Y483,4204|MECP2|P51608,150572|SMYD1|Q8NB12,55818|KDM3A|Q9Y4C1,2648|KAT2A|Q92830,10951|CBX1|P83916,23522|KAT6B|Q8WYB5,22976|PAXIP1|Q6ZW49,9070|ASH2L|Q9UBL3,64324|NSD1|Q96L73,114826|SMYD4|Q8IYR2,11168|PSIP1|O75475,2122|MECOM|Q13465,4152|MBD1|Q9UIS9,9611|NCOR1|O75376,4299|AFF1|P51825,648|BMI1|P35226,2962|GTF2F1|P35269,1106|CHD2|O14647,5929|RBBP5|Q15291,6602|SMARCD1|Q96GM5,22933|SIRT2|Q8IXJ6,8932|MBD2|Q9UBB5,6046|BRD2|P25440,672|BRCA1|P38398,11198|SUPT16H|Q9Y5B9,6839|SUV39H1|O43463,79813|EHMT1|Q9H9B1,51592|TRIM33|Q9UPN9,56341|PRMT8|Q9NR22,5928|RBBP4|Q09028,65094|JMJD4|Q9H9V9,7994|KAT6A|Q92794,55929|DMAP1|Q9NPF5,9031|BAZ1B|Q9UIG0,11176|BAZ2A|Q9UIF9,7799|PRDM2|Q13029,51147|ING4|Q9UNL4,23326|USP22|Q9UPT9,6599|SMARCC1|Q92922,7862|BRPF1|P55201,3275|PRMT2|P55345,23468|CBX5|P45973,84333|PCGF5|Q86SE9,51111|SUV420H1|Q4FZB7,23210|JMJD6|Q6NYC1,6598|SMARCB1|Q12824,9112|MTA1|Q13330,86|ACTL6A|O96019,23512|SUZ12|Q15022,7703|PCGF2|P35227,6304|SATB1|Q01826
9810|RNF40|O75150,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,47.251077820597516,100.0,100.0,100.0,100.0,100.0,75.60275250421306,100.0,100.0,100.0,100.0,100.0,100.0,32.05064552251101,100.0,100.0,100.0,60.63191632772375,100.0,100.0,100.0,80.62967682937919,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,78.29356523791677,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,38.620011058110045,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9869|SETDB1|Q15047,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,58.82584561817146,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,65.50410920320792,100.0,100.0,100.0,100.0,100.0,55.93332189880846,100.0,100.0,100.0,100.0,78.6278890101708,100.0,100.0,100.0,100.0,100.0,92.1006715898582,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.78866050857897,87.79452527654405,100.0,68.65096787410184,100.0,100.0,100.0,60.5114360600472,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.6553989677374,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,79.56256086889843,100.0,100.0,100.0,100.0,100.0,100.0,62.69300160341797,100.0,58.26920776570874,100.0,100.0,100.0,100.0,100.0,100.0,78.66993745274276,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,69.58237015754413,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,89.98562990374396,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,56.9379853138833,36.67742738022242,100.0,100.0,100.0,77.29971181083752,100.0,100.0,100.0,62.69812047289695,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.15267386968542,100.0,100.0,100.0,100.0,100.0,65.56905466572213,56.99651242182721,100.0,100.0
9682|KDM4A|O75164,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59.04122206200742,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.52949150795035,100.0,100.0,100.0,82.93279101118945,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,25.61511064179307,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.81679519152843,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
8085|MLL2|O14686,100.0,100.0,100.0,100.0,100.0,15.278906945860427,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21.840587246653744,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,20.538869365775973,100.0,100.0,100.0,38.86624867880784,100.0,100.0,100.0,35.56780760176873,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.61223539327362,100.0,100.0,100.0,100.0,100.0,99.99050135353569,100.0,100.0,100.0,100.0,100.0,100.0,100.0,23.21376056918491,54.05708019013702,100.0,100.0,100.0,100.0,100.0,99.11801262485542,99.98735239983155,100.0,73.544596796482,100.0,100.0,100.0,56.34472704656404,100.0,100.0,32.422802452750624,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,13.125319760520172,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.5711182699464,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,71.08405717818499,100.0,100.0,100.0,100.0,100.0,60.699022768301994,100.0,100.0,100.0,22.086532524267408,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,11.986592730909393,32.40724650391087,100.0,75.59671194339599,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8.808798261230674,100.0,99.96232130596319,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,12.795200817941005,10.59905703598636,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,11.287451329917708,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.56234332702772,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
23028|KDM1A|O60341,100.0,100.0,100.0,36.76525635902555,100.0,100.0,100.0,100.0,100.0,100.0,78.49398575902055,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.51010880761494,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27.809036459486364,100.0,100.0,100.0,100.0,100.0,69.93906458187016,100.0,100.0,32.05064552251101,100.0,100.0,100.0,100.0,66.81600939511696,100.0,100.0,90.54602326542447,100.0,100.0,100.0,98.88659611731845,99.91770170673232,100.0,100.0,100.0,56.50942465987834,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.85867563328805,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.17113591921469,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.27719886655846,100.0,100.0,36.33056772715113,100.0,100.0,100.0,100.0,100.0,28.063750342638997,100.0,100.0,100.0,100.0,100.0,100.0,100.0,22.01663463895095,100.0,100.0,100.0,100.0,78.84614672813166,100.0,100.0,100.0,94.14707105672404,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.85284957751126,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9739|SETD1A|O15047,100.0,100.0,100.0,66.06483532603178,100.0,17.256255402856887,100.0,100.0,100.0,100.0,84.11471061484302,100.0,100.0,12.42923257797029,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,18.15180828104852,100.0,100.0,100.0,26.2090670405303,100.0,100.0,100.0,19.068034381782994,100.0,100.0,94.59958823113254,100.0,100.0,100.0,100.0,100.0,65.13816030378821,100.0,100.0,98.32368644973572,100.0,43.12746260928183,99.97510929629212,100.0,100.0,100.0,100.0,100.0,23.21376056918491,66.81600939511696,100.0,35.881575973037705,100.0,99.9969251418271,100.0,100.0,100.0,99.97905658123959,99.69563547710467,100.0,56.86601487950316,100.0,59.61519099630661,100.0,37.38596818720441,75.57172321266444,100.0,27.96828208970909,100.0,100.0,93.72036274753803,100.0,100.0,100.0,100.0,100.0,100.0,100.0,13.410400620005285,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,58.038171922417,100.0,100.0,100.0,100.0,100.0,99.31234817249278,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67.87563877350865,100.0,100.0,100.0,100.0,100.0,100.0,99.78464243620422,63.04213886632322,100.0,100.0,56.209578409800095,100.0,100.0,40.32271208231162,100.0,83.12102932740555,100.0,17.355228513714472,100.0,100.0,100.0,100.0,99.71125211246816,100.0,100.0,100.0,100.0,100.0,21.591924711550817,27.954909830887946,100.0,41.424615741214254,100.0,100.0,70.94305583123028,100.0,100.0,100.0,100.0,100.0,100.0,100.0,17.02889002435416,100.0,98.88122446537935,63.313533896440276,91.0037859194586,100.0,100.0,100.0,100.0,59.96609417659145,100.0,100.0,22.47348095604755,10.759849551269813,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,13.956910262681312,100.0,100.0,100.0,57.44256748913941,100.0,100.0,100.0,100.0,100.0,100.0,97.49476266916132,100.0,100.0,62.698072682473516,90.22648739629439,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.28758741545121,100.0,100.0,100.0,100.0,100.0,93.69862689241232,100.0,100.0,100.0
84108|PCGF6|Q9BYE7,100.0,100.0,18.391288122952485,100.0,100.0,69.67688742892257,100.0,100.0,100.0,100.0,28.796700649226967,100.0,100.0,32.6248616702426,100.0,100.0,100.0,100.0,100.0,14.205480255122664,100.0,100.0,42.14632069582973,38.3852141439827,100.0,100.0,100.0,32.00434008033419,100.0,100.0,100.0,79.22765587437058,68.12866543595173,100.0,100.0,100.0,100.0,100.0,100.0,98.72559434811534,55.603366603875074,100.0,100.0,100.0,100.0,68.74577226084273,98.6565905632224,100.0,100.0,100.0,100.0,100.0,54.05708019013702,100.0,35.881575973037705,100.0,100.0,99.99526033698737,100.0,23.78355339148807,40.891551581768546,99.99370059528749,99.99999933500001,100.0,15.98856113039125,100.0,100.0,100.0,10.00461935179139,100.0,100.0,32.50636212997717,100.0,100.0,100.0,26.00885802019988,100.0,100.0,100.0,100.0,100.0,100.0,13.306523355073203,100.0,30.55196648143463,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.99933000673342,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35.38247376577801,100.0,100.0,100.0,100.0,100.0,100.0,25.966383653407373,100.0,100.0,99.99817005023196,10.59182627001542,100.0,100.0,100.0,100.0,100.0,40.053646231667635,100.0,24.90358480717776,100.0,33.19105001337371,36.61995413394087,100.0,24.548599824178538,100.0,99.97705789751676,100.0,100.0,100.0,100.0,100.0,45.76547294951905,32.48606420323078,100.0,11.593712052845698,26.702911007254734,100.0,100.0,100.0,100.0,100.0,100.0,100.0,18.602950346933905,100.0,41.5381320442677,55.150712077258966,79.55916345861088,100.0,100.0,100.0,100.0,100.0,100.0,100.0,14.709273737288383,100.0,51.312420678074595,43.66583649592921,100.0,100.0,100.0,100.0,100.0,100.0,100.0,14.156028535378848,100.0,100.0,40.92750651289542,100.0,100.0,100.0,100.0,100.0,100.0,100.0,47.12681963879781,100.0,100.0,51.46872989623922,100.0,100.0,100.0,98.84043850183652,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35.008863107204824,14.037507933813421,100.0,100.0,100.0,69.98192009449838,100.0,100.0,14.526264871015101,100.0
23569|PADI4|Q9UM07,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.92817751998012,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.47197463284759,100.0,100.0,100.0,100.0,100.0,95.99137496192704,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.98050570189692,99.97650828050688,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.6178285498232,99.99869002574094,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,65.53690699507983,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81.71402012951808,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,72.08595588757971,100.0,100.0,100.0
3015|H2AFZ|P0C0S5,99.89761051904445,81.56400496266002,99.73364610782446,100.0,100.0,99.99999991750002,99.99977300077293,79.70270519735918,99.99999999794001,100.0,99.99999927500001,87.58510852586188,99.99999680000015,100.0,99.61059160116433,96.63137483574518,100.0,96.90335825262886,100.0,99.99855003153674,99.63722745078334,100.0,90.58771039991403,100.0,100.0,39.18117270929458,100.0,99.43451236723493,100.0,99.99999995025,89.90632187529816,97.20059072242323,86.15741848895279,59.21624752346166,99.99998775000225,96.17813864783581,80.21838014512588,97.04023251032604,99.99999861500001,99.99998525000326,99.9999999998695,100.0,99.59825220334584,99.9999999885,98.92140015610488,100.0,100.0,100.0,92.91331045893968,60.63191632772375,100.0,96.52949150795035,100.0,90.54602326542447,99.9969251418271,99.99526033698737,100.0,100.0,94.90441848191035,100.0,93.2119965098141,100.0,100.0,96.52165442061576,99.99999999851002,100.0,100.0,99.99999999752,99.99540531668613,99.97396017462012,99.99919500972025,100.0,99.90753081656375,99.999999802,99.9999999999305,100.0,66.88898368334114,56.897069862792875,100.0,99.99939000558145,100.0,100.0,99.99999999954201,93.24397517558833,99.99614522290105,99.9985300324127,100.0,99.77942986986716,100.0,98.4947253439088,61.45227563113571,66.5071378964365,91.50315334735828,100.0,99.91725476503355,100.0,42.16825578467265,99.99806005645218,100.0,100.0,86.37505423123271,100.0,57.89598301755622,76.65714817708064,100.0,86.66925425439948,99.9999529500332,100.0,100.0,99.99997830000707,99.99893501701308,100.0,96.28867588302538,96.25743728869527,100.0,99.31444375777257,100.0,99.99999962350002,100.0,100.0,85.92088863544369,54.667146261972974,66.60157190858804,99.99986650026734,99.9966751658252,99.9944004703561,99.82977896654437,99.9910512013583,99.93398652426661,60.55059779535729,100.0,100.0,99.99999999999997,99.8073527279653,85.57191597183734,100.0,92.53598766293214,73.3021092592059,100.0,100.0,100.0,99.99821504779196,89.06380635791801,99.99110118797378,98.44725796043956,83.08131123913746,100.0,81.60535789098516,100.0,80.94660114639045,100.0,41.12661661297876,100.0,99.99998550000315,100.0,99.97411005780846,99.9999999999987,99.84608154406497,94.05612457951906,100.0,90.89074045626373,100.0,93.40577107072829,99.99255083243415,100.0,99.99999999899501,51.736263540040945,100.0,99.44491036384932,100.0,85.0922329124365,82.12535798332537,93.66916850886513,100.0,99.30905786142385,91.58862943809174,99.9999999615,100.0,100.0,100.0,99.27982109838986,100.0,99.84324410803136,99.99295074544992,87.16980778689079,99.38225681342671,87.70876073445064,99.99999944,100.0,100.0,80.54646746963144,99.99990100014702,100.0,87.68587811803076,99.98335415718391,85.38853024647734,99.99999999996885,100.0,95.8237015610304,98.56467022519172,100.0,82.39540666530223,97.09287576872164,99.99999999952,99.99370059528749,99.99999999970402,99.93455540103868,100.0,44.06944305493522
26147|PHF19|Q5T6S3,100.0,100.0,100.0,100.0,100.0,72.94751115317723,100.0,100.0,100.0,100.0,100.0,26.614644049726426,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,52.02343495331605,53.94643001877313,100.0,100.0,100.0,50.64385605584707,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,24.074945936741628,100.0,100.0,100.0,69.17705530097354,87.83254425565198,45.42001471686491,25.960778506802118,81.00722459840925,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.90441848191035,100.0,100.0,100.0,98.3562606881948,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59.12397584810157,27.16236282025331,100.0,100.0,67.91238745953997,73.0931146446486,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,25.184730869561903,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.87640782739457,52.37647328160719,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,65.1529556341876,100.0,50.33693620379066,100.0,61.620465541368766,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,69.51980970427827,100.0,64.00368351982625,53.54354967088133,100.0,58.67993374773791,100.0,100.0,50.325570774135535,43.184723454524544,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.48808370024402,54.456834883001825,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,26.003730006384547,54.322455613852405,100.0,100.0,100.0,65.29803076625532,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.55588451950036,100.0,100.0,100.0,100.0,52.46049787784269,100.0,100.0,33.215046967210874,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,57.33912452380158,100.0,27.462319669480912,100.0,100.0
