Position,Pool,shRNA,Percentage
14_B02,2,Prmt1.1,82.7170751973411
14_B03,2,Rbbp4.1,92.7389014296463
14_B04,2,Rbbp5.1,89.1146589259797
14_B05,2,Psip1.1,93.2390631904551
14_B06,2,Prmt3.1,90.7889908256881
14_B07,2,Rnf40.1,92.1861656703672
14_B08,2,Ring1.1,92.3857868020305
14_B09,2,Prmt7.1,90.1680938788455
14_B10,2,Prmt2.1,91.4240506329114
14_B11,2,Rnf20.1,94.0944881889764
14_C02,2,Ring1.2,40.625
14_C03,2,Prmt5.1,89.5667046750285
14_C04,2,Prmt1.2,87.6044568245125
14_C05,2,Rnf20.2,90.4888888888889
14_C06,2,Rbbp7.1,91.6806440791681
14_C07,2,Rbbp5.2,90.189092902165
14_C08,2,Prmt3.2,91.9975186104218
14_C09,2,Rnf217.1,93.3777592669721
14_C10,2,Rbbp4.2,94.6494464944649
14_C11,2,Prmt8.1,94.2359249329759
14_D02,2,Prmt2.2,91.0344827586207
14_D03,2,Rnf217.2,88.2200311364816
14_D04,2,Rbbp4.3,90.8464566929134
14_D05,2,Prmt6.1,88.5216773276475
14_D06,2,Prmt5.2,89.9105214439988
14_D07,2,Rnf217.3,84.2772612003381
14_D08,2,Rbbp7.2,87.8571428571429
14_D09,2,Prmt7.2,90.1113294040603
14_D10,2,Prmt1.3,82.9673985362608
14_D11,2,Rnf40.2,91.5407854984894
14_E02,2,Prmt8.2,90.9316770186335
14_E03,2,Psip1.2,93
14_E04,2,Prmt1.4,88.2708280896048
14_E05,2,Ring1.3,85.2520360994937
14_E06,2,Rbbp5.3,89.7166228454572
14_E07,2,Prmt6.2,88.682392184894
14_E08,2,Prmt2.3,90.2469135802469
14_E09,2,Rnf20.3,88.3528081417263
14_E10,2,Rbbp7.3,93.377253814147
14_E11,2,Prmt7.3,92.7608440797186
14_F02,2,Prmt3.3,88.7223168654174
14_F03,2,Rnf40.3,94.341675734494
14_F04,2,Rbbp5.4,89.5118999596612
14_F05,2,Prmt6.3,92.3265306122449
14_F06,2,Prmt5.3,90.6847624922887
14_F07,2,Ring1.4,93.2728647014361
14_F08,2,Psip1.3,93.5679261609461
14_F09,2,Prmt8.3,92.3123123123123
14_F10,2,Prmt5.4,94.6862116353642
14_F11,2,Rnf20.4,91.9087899963222
14_G02,2,Rbbp7.4,88.4513274336283
14_G03,2,Prmt8.4,94.3258084197682
14_G04,2,Prmt2.4,80.3847067204939
14_G05,2,Rnf40.4,89.8656898656899
14_G06,2,Rnf217.4,92.1431076815152
14_G07,2,Prmt6.4,91.0977859778598
14_G08,2,Prmt3.4,91.2957857424183
14_G09,2,Rbbp4.4,90
14_G10,2,Prmt7.4,91.3430042115115
14_G11,2,Psip1.4,92.1467469188879
12_B02,2,Pcgf2.1,75
12_B03,2,Phf20.1,87.8482513337285
12_B04,2,Phf20l1.1,91.3531998045921
12_B05,2,Phf2.1,89
12_B06,2,Pcgf6.1,88.8307155322862
12_B07,2,Prdm1.1,91.7711346833815
12_B08,2,Phip.1,90.8246859639541
12_B09,2,Phf1.1,88.150289017341
12_B10,2,Pcgf5.1,86.2896315338475
12_B11,2,Polr2b.1,92.0372285418821
12_C02,2,Phip.2,88.6792452830189
12_C03,2,Pcmt1.1,88.8233252342936
12_C04,2,Pcgf2.2,85.1263537906137
12_C05,2,Polr2b.2,83.3333333333333
12_C06,2,Phf8.1,90.7938257993385
12_C07,2,Phf20l1.2,87.059620596206
12_C08,2,Pcgf6.2,92.7205252640594
12_C09,2,Ppargc1a.1,94.5427728613569
12_C10,2,Phf20.2,92.8203094010313
12_C11,2,Phf19.1,94.0955448201825
12_D02,2,Pcgf5.2,86.4677677144379
12_D03,2,Ppargc1a.2,84.4983357108892
12_D04,2,Phf20.3,89.466754443713
12_D05,2,Phc1.1,87.6543209876543
12_D06,2,Pcmt1.2,100
12_D07,2,Ppargc1a.3,92.0112781954887
12_D08,2,Phf8.2,86.9938650306748
12_D09,2,Phf1.2,89.7067280046003
12_D10,2,Pcgf2.3,92.6061159287996
12_D11,2,Prdm1.2,87.1230643846781
12_E02,2,Phf19.2,85.1965288412455
12_E03,2,Phf2.2,88.621997471555
12_E04,2,Pcgf2.4,82.3644357596483
12_E05,2,Phip.3,89.780701754386
12_E06,2,Phf20l1.3,86.7988520740934
12_E07,2,Phc1.2,88.9699445579224
12_E08,2,Pcgf5.3,87.1276204486944
12_E09,2,Polr2b.3,88.788040576615
12_E10,2,Phf8.3,88.8636363636364
12_E11,2,Phf1.3,92.2058267120696
12_F02,2,Pcgf6.3,89.99648999649
12_F03,2,Prdm1.3,85.7414901213997
12_F04,2,Phf20l1.4,86.5280985373364
12_F05,2,Phc1.3,91.7985611510791
12_F06,2,Pcmt1.3,91.8084685397705
12_F07,2,Phip.4,94.3703703703704
12_F08,2,Phf2.3,91.6993830622546
12_F09,2,Phf19.3,91.8937329700272
12_F10,2,Pcmt1.4,92.9996929689899
12_F11,2,Polr2b.4,83.3333333333333
12_G02,2,Phf8.4,48.4848484848485
12_G03,2,Phf19.4,91.9368974583698
12_G04,2,Pcgf5.4,89.5529197080292
12_G05,2,Prdm1.4,81.6929133858268
12_G06,2,Ppargc1a.4,89.4993894993895
12_G07,2,Phc1.4,91.5154749199573
12_G08,2,Pcgf6.4,89.9236641221374
12_G09,2,Phf20.4,92.3041580519182
12_G10,2,Phf1.4,92.8643724696356
12_G11,2,Phf2.4,91.5094339622641
13_B02,2,Prdm10.1,90.8983451536643
13_B03,2,Prdm5.1,84.66472303207
13_B04,2,Prdm6.1,84.5338983050847
13_B05,2,Prdm4.1,89.751552795031
13_B06,2,Prdm12.1,87.0967741935484
13_B07,2,Prkcd.1,81.919111816019
13_B08,2,Prdm9.1,88.194763435921
13_B09,2,Prdm15.1,82.0474777448071
13_B10,2,Prdm11.1,15.1515151515152
13_B11,2,Prkaa1.1,88.8888888888889
13_C02,2,Prdm9.2,91.0681955340978
13_C03,2,Prdm13.1,90.5192456729527
13_C04,2,Prdm10.2,83.8134430727023
13_C05,2,Prkaa1.2,89.1414998303359
13_C06,2,Prdm8.1,89.9184782608696
13_C07,2,Prdm6.2,87.424668541583
13_C08,2,Prdm12.2,90.0386431945041
13_C09,2,Prkaa2.1,86.2925482980681
13_C10,2,Prdm5.2,88.0548538433778
13_C11,2,Prdm2.1,89.1497130933751
13_D02,2,Prdm11.2,75.796178343949
13_D03,2,Prkaa2.2,82.7777777777778
13_D04,2,Prdm5.3,81.2714776632302
13_D05,2,Prdm14.1,84.6228868660598
13_D06,2,Prdm13.2,74.188790560472
13_D07,2,Prkaa2.3,87.1657754010695
13_D08,2,Prdm8.2,83.3666001330672
13_D09,2,Prdm15.2,80.6219017575484
13_D10,2,Prdm10.3,86.280487804878
13_D11,2,Prkcd.2,89.3944822644213
13_E02,2,Prdm2.2,91.1454102355808
13_E03,2,Prdm4.2,90.7235621521336
13_E04,2,Prdm10.4,87.0239298955174
13_E05,2,Prdm9.3,88.796992481203
13_E06,2,Prdm6.3,92.1526277897768
13_E07,2,Prdm14.2,86.1424541607898
13_E08,2,Prdm11.3,88.0132850241546
13_E09,2,Prkaa1.3,84.5385347288297
13_E10,2,Prdm8.3,84.3413421706711
13_E11,2,Prdm15.3,86.7218423893487
13_F02,2,Prdm12.3,82.0697498104625
13_F03,2,Prkcd.3,80.6031128404669
13_F04,2,Prdm6.4,83.2995723610173
13_F05,2,Prdm14.3,85.9558316080055
13_F06,2,Prdm13.3,61.5384615384615
13_F07,2,Prdm9.4,88.9714993804213
13_F08,2,Prdm4.3,89.7896357106208
13_F09,2,Prdm2.3,87.5343218012081
13_F10,2,Prdm13.4,81.7977528089888
13_F11,2,Prkaa1.4,84.2633228840125
13_G02,2,Prdm8.4,86.2021857923497
13_G03,2,Prdm2.4,88.0043620501636
13_G04,2,Prdm11.4,83.4188034188034
13_G05,2,Prkcd.4,81.9119025304592
13_G06,2,Prkaa2.4,82.6860841423948
13_G07,2,Prdm14.4,80.1119402985075
13_G08,2,Prdm12.4,82.2815533980583
13_G09,2,Prdm5.4,82.5903151421983
13_G10,2,Prdm15.4,89.3577981651376
13_G11,2,Prdm4.4,89.5090954398206
10_B02,2,Mll1.1,96.6955405838948
10_B03,2,Mta3.1,86.6595517609392
10_B04,2,Mtf2.1,85.4892044349348
10_B05,2,Mta2.1,86.5869177907865
10_B06,2,Mll3.1,90.9090909090909
10_B07,2,Nap1l1.1,83.3525124664365
10_B08,2,Myst2.1,90.9008189262966
10_B09,2,Msl3.1,82.1138211382114
10_B10,2,Mll2.1,90.5191873589165
10_B11,2,Myst3.1,93.1243926141885
10_C02,2,Myst2.2,92.9376854599406
10_C03,2,Mll5.1,88.6297977713578
10_C04,2,Mll1.2,90.3128533735394
10_C05,2,Myst3.2,90.0964295022153
10_C06,2,Myst1.1,84.1279241930708
10_C07,2,Mtf2.2,88.5604337939479
10_C08,2,Mll3.2,65.4014392549739
10_C09,2,Myst4.1,81.7864416642421
10_C10,2,Mta3.2,93.5433070866142
10_C11,2,Mta1.1,92.9896344789962
10_D02,2,Mll2.2,85.7514539332721
10_D03,2,Myst4.2,87.5
10_D04,2,Mta3.3,88.231981981982
