Gene,nbPctgShift
Actb,-2.5273970829825263
Actl6a,2.0258500293816795
Actl6b,-7.768368562805766
Aff1,0.8966819786722606
Aff4,11.324182088483308
Arid1a,-1.4988031858536957
Arid1b,14.807304372438642
Arid2,-14.179305642656107
Ash1l,2.6054595351446235
Ash2l,3.855196919424369
Asxl1,-12.090222781065657
Asxl2,0.3284221704243535
Asxl3,-0.6340567238309281
Atad2,5.085561813570447
Atad2b,4.426802005632215
Atm,-2.5588045911014685
Atr,-2.9859230339503853
Atrx,-6.760147522812732
Aurkb,4.178936004807492
Baz1a,-1.1598542677103723
Baz1b,-9.501209635263509
Baz2a,2.7741544533144307
Baz2b,-8.928554713410412
Bmi1,-4.756161606019558
Bop1,8.415071365230853
Bptf,-9.5947150975985
Brd1,-0.9740744726066666
Brd2,4.584522287374609
Brd3,4.447615128872682
Brd4,-3.587965185436861
Brd7,4.990794590270329
Brd8,-4.146602394417325
Brd9,7.424441943229485
Brdt,6.408216266555532
Brpf1,4.396266297412651
Brpf3,-0.5983249524271752
Brwd1,-7.913897104031987
Brwd3,-14.064673136327206
Carm1,-8.361871025782975
Cbx1,-6.003939674350681
Cbx2,9.216987408158246
Cbx3,-2.6920800323709564
Cbx4,0.28128176184299275
Cbx5,-11.976736922561928
Cbx6,-16.126276549277126
Cbx7,-15.766349079795251
Cbx8,-5.723000477705151
Cecr2,-1.1910452859138043
Chaf1a,-11.189652187238364
Chaf1b,-7.710453127929176
Chd1,9.215554493471734
Chd1l,-16.515554479676577
Chd2,-8.399506990274265
Chd3,-0.545993085642495
Chd4,-10.935681696663126
Chd5,9.89067316515419
Chd6,6.0776504274568826
Chd7,13.407723722303592
Chd8,0.9477439004313908
Chd9,-2.797409769094381
Clock,6.4077017363167394
Crebbp,-1.8038101391621044
Ctsl,1.2840846466084628
Cxxc1,-1.5117137616064245
Dmap1,5.691098256333529
Dnmt1,1.941404039057716
Dnmt3a,1.6763736889688357
Dnmt3b,-10.97145463379823
Dnmt3l,-2.7241625257676727
