Gene,nbPctgShift
Actb,-0.7897016469368836
Actl6a,11.774465100981232
Actl6b,5.9891313584214405
Aff1,13.953508146324367
Aff4,-1.2663862219778128
Arid1a,5.600814854741271
Arid1b,-6.727491014824537
Arid2,-2.3239861534931805
Ash1l,-12.497323797306253
Ash2l,-11.835686806308203
Asxl1,-3.6736744717796324
Asxl2,-2.959689964452624
Asxl3,-19.209997870097368
Atad2,-5.604599810671559
Atad2b,-13.63968783456298
Atm,-11.346234371769924
Atr,1.3678438259415575
Atrx,-9.55707597001167
Aurkb,13.798901747152279
Baz1a,-19.09329961705898
Baz1b,-12.482675653124197
Baz2a,-6.470477323583435
Baz2b,-18.35885165928932
Bmi1,-3.7683558417910348
Bop1,-13.582070396627795
Bptf,-9.007342220401386
Brd1,-9.766856139079666
Brd2,0.19663080345157624
Brd3,-5.950629546655705
Brd4,14.899557797656957
Brd7,15.715911628407488
Brd8,-1.0597392674932156
Brd9,-4.459783570669366
Brdt,-3.436345718192181
Brpf1,-5.807174238174902
Brpf3,-0.024691916151935445
Brwd1,-4.957283863459674
Brwd3,-9.089117075700825
Carm1,-4.002674760377907
Cbx1,-7.611911977726692
Cbx2,-5.241041143467304
Cbx3,4.551759885128266
Cbx4,-4.189005247857291
Cbx5,-5.402418578240752
Cbx6,8.128349204274393
Cbx7,-15.50341266589677
Cbx8,-3.2805762125183318
Cd4,-11.972988819262916
Cecr2,-8.446351449592024
Chaf1a,4.430967909930292
Chaf1b,6.683676198303678
Chd1,-1.0207427690825668
Chd1l,4.458035665239646
Chd2,-9.162066844526537
Chd3,-4.009628853024989
Chd4,-4.090319423057931
Chd5,-8.178854529888474
Chd6,-7.021327645967622
Chd7,-28.980144217170146
Chd8,-2.837707825534222
Chd9,-6.029374170151062
Clock,0.07073780353715442
Crebbp,-11.632272267623817
Ctsl,2.5064015919845524
Cxxc1,-2.6109069496629544
Dmap1,-12.154984822234132
Dnmt1,8.685400217483423
Dnmt3a,-21.134853963854138
Dnmt3b,-1.0248868434273817
Dnmt3l,3.2795655461497564
Dot1l,-8.490558065683919
Dpy30,-8.632340908105814
Dub2a,-6.172186958512739
Eaf1,-4.426526158918329
Eed,-1.6976985988012647
Ehmt1,9.002548087903776
Ehmt2,-21.30130608527962
Elp3,1.9106820775055553
Elp4,-9.766064432539304
Ep300,4.826263847829708
Ep400,-10.715307691301563
Epc1,2.2649730161643022
Epc2,-26.39891611808295
Ercc5,-12.036435312715716
Ezh1,-21.025519751617477
Ezh2,0.3355539989463008
Fbxl19,8.623034261941944
Fbxo17,-2.7970684649695468
Fbxo44,1.7504093143589943
Fbxw9,-12.148130364823732
Fkbp1a,-6.873112736851032
Fkbp2,9.655846305208028
Fkbp5,-8.907520465686652
Gadd45a,16.549947104857672
Gadd45b,-18.89863410218265
Gtf2b,-2.4487706364704955
Gtf2f1,1.3120879873631353
Gtf2h1,-10.188475884117835
Gtf3c4,-7.85547714651022
H2afz,3.841996607508961
Hat1,13.326217957718802
Hcfc1,24.437459408267625
Hdac1,0.6236647870788463
Hdac10,-0.36218601522238697
Hdac11,-5.869457752365743
Hdac2,-21.018460951907645
Hdac3,4.196437017071835
Hdac4,1.843863597351966
Hdac5,-0.45649172779439934
Hdac6,-4.880973182537449
Hdac7,-6.681552382700552
Hdac8,-14.849158531952943
Hdac9,12.734509205373744
Hells,1.8404902968804653
Hes6,-26.559210984357122
Hira,-19.16971112883568
Hltf,-11.38289201060826
Ing2,-6.2281209740656465
Ing3,-8.378187733128875
Ing4,-10.681616421318552
Ing5,-9.569466166445471
Ino80,-12.770836642526415
Iws1,-1.303847142907142
Jarid2,-11.517656304939951
Jhdm1d,-12.766715507228321
Jmjd1c,-13.122840828709634
Jmjd4,-8.908447272246939
Jmjd5,7.430401871382365
Jmjd6,6.671670758671292
Jmjd8,-0.5230852084395453
Kat2a,1.3355207325767093
Kat2b,4.444546274890871
Kat5,0.9061036111006757
Kdm1a,0.7923537159361302
Kdm1b,-0.7636022403377147
Kdm2a,5.310832311352691
Kdm2b,37.07534955909515
Kdm3a,8.024014098906584
Kdm3b,4.572005038218485
Kdm4a,4.007610295458743
Kdm4b,14.119125850368718
Kdm4c,-1.973983779926975
Kdm4d,-4.452712042896309
Kdm5a,-4.721028814984675
Kdm5b,3.6709000048276597
Kdm5c,3.26719266532686
Kdm5d,-3.9658422696880917
Kdm6a,-3.7317359137109793
Kdm6b,19.5096893225113
L3mbtl1,4.586613502482344
L3mbtl2,5.505358321526683
L3mbtl3,2.7469815605527277
L3mbtl4,1.1256387170795783
Mbd1,18.94285368084194
Mbd2,18.884286888909887
Mbd3,9.693435229717087
Mbd4,-6.580571281849748
Mecom,6.328654118892118
Mecp2,-5.197451302290694
Men1,15.18581850611985
Mll1,10.849518145303815
Mll2,16.19349826278234
Mll3,-6.784413693692915
Mll5,3.338049404786586
Morf4l1,-14.941544341371902
Msl3,-8.40303752460248
Mta1,13.423810602404966
Mta2,4.038574091582203
Mta3,6.6761884125448425
Mtf2,6.569499819658138
Myst1,0.7724176109743617
Myst2,13.2742771261666
Myst3,7.850445600341035
Myst4,10.616275604755636
Nap1l1,-0.2979072189804981
Nap1l2,-0.8242378031774482
Nap1l3,-2.6342033545607086
Ncoa1,12.258471709333794
Ncoa3,-4.0327309577786075
Ncor1,-5.869773420781681
Ncor2,-5.297110518633975
Nsd1,8.052583815769099
