GeneName,q4minusq1_nbPctg
Actb,0.32129958174377293
Actl6a,2.462278167967188
Actl6b,-14.50662612121039
Aff1,-7.363891787280194
Aff4,3.58383834400549
Arid1a,0.1796037336830576
Arid1b,-1.3259403591288443
Arid2,2.4091429173278964
Ash1l,1.3084440464120988
Ash2l,-2.681434913079185
Asxl1,0.0718383497304469
Asxl2,2.226103796819975
Asxl3,-5.328101670355923
Atad2,-0.13078648938236803
Atad2b,3.1216434824566015
Atm,-8.51948499250492
Atr,-2.60084525206069
Atrx,-1.2917618012926813
Aurkb,-1.967586753321127
Baz1a,-2.8074343122195593
Baz1b,-4.117621275265904
Baz2a,5.271247187803425
Baz2b,-8.764817333392452
Bcl6,5.781628532071721
Bmi1,-3.9880636689471984
Bop1,-0.09722505025321748
Bptf,-5.608082259049544
Brd1,1.291702209967184
Brd2,-14.412110953105179
Brd3,5.299196935597146
Brd4,22.315692682787514
Brd7,-8.972705216806242
Brd8,-3.2126929924985745
Brd9,-2.4612538948270646
Brdt,-2.61062382111473
Brpf1,-8.62589535299365
Brpf3,-1.3165687036359315
Brwd1,5.417516723283191
Brwd3,-8.331212642406875
CD4,2.8089648683167976
CDK9,-5.084933970705123
Carm1,-15.07585063515973
Cbx1,-3.893044929029543
Cbx2,-5.008843353508297
Cbx3,-12.799213720811789
Cbx4,-9.737579590448565
Cbx5,4.183388769215586
Cbx6,12.948875718525198
Cbx7,-6.8606804038407105
Cbx8,-6.897175593062325
Ccnt1,1.1774819931907246
Cd14,-6.405195513978178
Cd19,-12.502560485018806
Cd4,13.158457920300343
Cecr2,-14.74434170943429
Chaf1a,-2.9553483956304776
Chaf1b,9.100082942146923
Chd1,0.6747587689472093
Chd1l,11.351049757111907
Chd2,-2.1730809304890037
Chd3,3.1000852393796094
Chd4,17.475332274204884
Chd5,6.19934935935529
Chd6,2.764768969274896
Chd7,0.17961248886479217
Chd8,3.5622412673563963
Chd9,7.503144896852193
Clock,-0.7754210147002905
Crebbp,4.3971023700091365
Ctsl,4.90143080669036
Cxxc1,-6.372051008303499
Dmap1,3.8205896184757844
Dnmt1,-6.819268985027538
Dnmt3a,2.5198220936688696
Dnmt3b,5.0395013238215025
Dnmt3l,7.5645864810993135
Dot1l,19.44157501944955
Dpy30,6.329971790060685
Dub2a,3.1988866289389417
Eaf1,5.268242689615415
Eed,-2.0322101089709497
Ehmt1,0.3628756618243756
Ehmt2,-4.076282007365364
Elp3,0.3883956671281273
Elp4,1.5491829900524863
Ep300,7.192647439760904
Ep400,-10.608566716489424
Epc1,10.755826857463965
Epc2,9.274360021692232
Ercc5,4.794430337757447
Ezh1,3.5805941257579073
Ezh2,4.297686489782771
Fbxl19,-1.1744974971249706
Fbxo17,-1.5511988707512991
Fbxo44,8.444841612675047
Fbxw9,-1.858812807962531
Fkbp1a,8.691453321224264
Fkbp2,18.27889734110055
Fkbp5,-0.6212174802559259
Fosb,41.0059797645221
Gadd45a,0.013655559390695515
Gadd45b,11.048446562372213
Gtf2b,-3.1088137517176357
Gtf2f1,-7.057354219231671
Gtf2h1,-5.1296349217250095
Gtf3c4,4.707355656181647
H2afz,8.58578191209305
Hat1,13.295194721193667
Hcfc1,10.08695096819497
Hdac1,-14.56844974443377
Hdac10,-2.466210586154764
Hdac11,5.328505482150814
Hdac2,-2.3818321256724353
Hdac3,-8.06892863091377
Hdac4,-1.7628772062610532
Hdac5,-1.2106919379745087
Hdac6,0.1318995835403669
Hdac7,-1.0538700197993336
Hdac8,-6.168230717457238
Hdac9,8.059542429408028
Hells,10.106528066931972
Hes1,-1.0530091314802306
Hes6,-12.575131369292016
Hira,-3.9656453152419395
Hltf,-5.02153979313474
Id2,19.521775021412708
Id3,12.822814731915695
Ing2,-4.059322436256213
Ing3,-11.841946154896648
Ing4,-5.472851392870341
Ing5,2.5337672137023928
Ino80,10.952280032471242
Iws1,-1.8874130549103423
Jarid2,5.443795610241702
Jhdm1d,1.7752508405477716
Jmjd1c,-8.018606310383866
Jmjd4,4.336881090130987
Klf12,9.578297510421338
Klf2,12.002877081574567
Ms4a1,-9.270145209792453
Nfatc3,-8.190085324395518
Runx3,-4.609738074845712
Tbx21,3.516154889879848
