,,Experiment: 100U p1,Analysis: Analysis 1,User: Admin,Plate: 17,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/21/2015,Export Time: 10:44:43 AM,,,,,,,,,,,,,,,,,,,,,
B11,Taf1.1,B11,Sample,1230,5048,1470,15797,10320.34678,8987.647389,4293.749729,3454.016666,1781.728792,1042.385292,2691.840195,4399.342736,26.82926829,20.81632653,17.86846276,23.02503373,2.682926829,393.7597504,7.346938776,25.39619651,0.569105691,5.130286216,7.657444352,18.67115913,43.92308922,49.39396743,54.10322066
C02,Suz12.2,C02,Sample,734,2870,1115,9515,11509.97161,9567.282294,3583.487664,4280.384722,2241.084224,1508.509937,3526.920511,3827.89929,35.14986376,30.49327354,25.40069686,27.58418741,3.40599455,295.2674897,13.0044843,33.86759582,0,4.710649237,8.353366847,23.21143715,39.54341909,74.12489212,59.30941731
C03,Sp110.1,C03,Sample,428,2727,919,7647,10062.80558,9708.144019,3642.10595,2840.956398,2276.798636,1633.740934,3900.645462,3540.107374,32.71028037,27.20348205,20.4620462,25.93764121,3.037383178,402.8064993,8.161044614,24.82581591,0.46728972,4.805050044,8.301454093,19.58624271,47.71039919,66.29322543,57.40757746
C04,Smyd4.2,C04,Sample,787,3006,1495,9722,9623.933369,7966.164154,3523.776045,2894.360652,1853.149007,1929.88301,3894.293923,3924.704844,35.57814485,29.36454849,20.39254824,26.86253935,2.287166455,344.3298969,12.10702341,29.04191617,0.381194409,4.865280512,9.276598158,19.16759187,45.51879736,66.20474362,55.90814151
C05,Taf1.2,C05,Sample,1010,2810,1293,10081,9118.898421,7946.009804,3916.383315,2658.043684,2111.986828,1218.422422,2472.665101,4177.550254,38.21782178,23.97525135,18.71886121,25.11811024,2.376237624,331.3679245,9.899458623,30.17793594,0.198019802,4.651514732,7.899701089,19.54034123,48.05946916,50.28538944,48.83736344
C06,Suv420h2.1,C06,Sample,2312,1419,797,12446,9059.852844,10528.55716,4015.892274,3076.702147,2244.994137,1882.22654,4476.456482,4156.50282,36.07266436,33.50062735,23.89006342,26.63129213,5.060553633,572.1774194,8.406524467,17.47709655,0.346020761,4.939070069,7.462165167,17.40074559,41.0226088,72.72627125,55.1058115
C07,Suv420h1.2,C07,Sample,925,2575,1310,9664,9808.037323,7817.044126,3504.532733,3351.990319,2150.703961,2040.682033,4182.797869,3907.658864,33.83783784,25.8778626,16.42718447,27.94970986,3.351351351,318.2941904,12.36641221,31.41747573,0.432432432,5.267461749,10.07225451,19.70068675,49.72060305,76.05279438,63.9403704
C08,Sp100.2,C08,Sample,1323,2099,1172,10278,7693.531812,8413.734514,2753.391797,2685.12716,1975.906089,1305.583915,3169.240817,4018.448996,33.86243386,23.89078498,16.57932349,28.49952061,3.703703704,263.6934673,12.37201365,37.92282039,0.302343159,5.949352465,8.861546427,28.81352612,44.47195423,66.34502472,57.67464965
C09,Taf3.1,C09,Sample,1376,1461,1046,9790,8670.172317,7845.195807,2991.118347,2874.897776,2023.47078,880.3911763,2017.322241,4202.658147,34.44767442,27.24665392,20.80766598,26.18384401,3.343023256,262.7697842,13.57552581,38.05612594,0.363372093,5.391094142,8.711942535,21.37759047,37.74597707,42.26532099,38.90247956
C10,Suv39h2.2,C10,Sample,2782,838,567,12654,10455.72783,9832.296192,4191.242644,3941.512714,2052.880972,2147.527493,4744.660165,4545.698072,30.98490295,27.33686067,16.58711217,23.76669392,4.529115744,436.4583333,15.52028219,22.91169451,0.539180446,4.664041977,9.747108266,18.99039277,48.16039626,79.85592794,58.87859923
C11,Supt16h.1,C11,Sample,1529,1290,844,9296,11283.27432,11731.47863,4678.624375,4015.757293,1924.966525,1823.352707,4266.586049,4261.135092,31.91628515,31.16113744,23.48837209,29.38838596,3.20470896,513.9442231,10.5450237,19.45736434,0.327011118,4.414918801,7.413011608,18.45737928,44.75317576,67.67165647,57.9042145
D02,Smyd5.2,D02,Sample,2044,1529,809,12285,11048.19678,13323.76786,5242.756076,3736.99834,2013.007168,2399.882165,5573.426073,4745.85803,33.1702544,37.20642769,21.77894048,27.42841101,3.962818004,576.9811321,11.49567367,17.33158927,0.733855186,5.449584012,6.693393176,16.35741605,59.66395769,113.5386783,86.54109906
D03,Taf3.2,D03,Sample,2936,1579,984,15001,11063.75154,10447.04839,3640.85386,3564.717111,1968.291806,1414.156135,3366.156926,4454.332436,32.05040872,28.35365854,21.53261558,25.78873419,4.70027248,347.032967,13.82113821,28.81570614,0.510899183,4.479291484,7.229059296,17.57138149,49.87047435,69.43605194,50.08725707
D04,Suv39h2.3,D04,Sample,640,2240,940,7688,9561.312518,7760.688197,3071.926331,3295.725385,2081.061345,1890.937361,4063.065813,3932.215834,36.40625,30.74468085,19.15178571,28.94837476,3.125,260.1626016,10.85106383,38.4375,0.625,4.992780797,9.429758243,26.42954067,47.47120706,86.55262007,64.68939565
D05,Sp140.1,D05,Sample,1355,2281,1587,10522,9975.787128,8251.235065,3712.003331,3528.647592,1637.48873,1868.456256,4093.195115,3922.707,36.45756458,31.00189036,21.78868917,28.42773954,3.099630996,326.323319,11.09010712,30.64445419,0.295202952,4.502691678,7.988570668,17.83944008,46.14398871,78.20436876,69.18558863
D06,Sp110.2,D06,Sample,3676,1400,1089,15179,10696.67894,9461.655234,4027.662656,3440.286036,2052.1225,2160.08071,4134.303612,4201.613646,34.60282916,28.83379247,21.78571429,26.00265604,3.808487486,412.979351,10.65197429,24.21428571,0.380848749,4.556586785,7.906028765,18.82039801,51.6547354,76.39996273,58.06509916
D07,Taf3.3,D07,Sample,1822,2842,1396,13517,8696.409894,7612.935296,3358.409243,2826.323986,1957.367935,1055.150869,2236.426189,3897.186466,33.26015368,26.43266476,22.48416608,27.38262088,3.347969265,361.1181703,9.383954155,27.69176636,0.27442371,5.822117886,8.736264226,18.3895569,46.45122231,48.15180596,47.61480558
D08,Suv420h2.2,D08,Sample,2415,1408,984,11979,9178.102112,8673.616977,4027.230087,3039.950458,2156.446557,1388.681707,2978.228776,4120.486733,33.83022774,24.49186992,16.40625,24.43117638,3.726708075,259.7785978,13.61788618,38.49431818,0.16563147,5.821132973,9.02550853,23.68070766,50.811595,58.52252863,66.32310581
D09,Ssrp1.2,D09,Sample,2007,876,538,10558,10578.65087,9235.038328,3482.296249,3636.151085,2017.964555,1959.166245,4774.480164,4493.537294,30.34379671,23.04832714,18.15068493,21.36900079,3.587443946,419.138756,10.96654275,23.85844749,0.298953662,4.967943345,7.244646176,24.49296063,36.4622363,73.50673141,60.32725193
D10,Smyd4.3,D10,Sample,1793,3146,1604,13140,9903.657321,10377.23219,4496.649073,3694.04168,2252.863714,1905.172346,4134.623514,4491.331757,32.06915784,25.24937656,18.62682772,24.25219416,3.123257111,414.4927536,7.2319202,24.12587413,0.501952036,5.717744434,7.163348621,19.70688514,41.1062073,48.16337857,48.7442301
D11,Tcea1.2,D11,Sample,1593,2119,1120,10809,11693.51421,9001.115862,3248.168177,3531.729657,1909.269278,1529.155748,3147.520783,4643.082926,33.01946014,24.91071429,19.15998112,23.55482411,3.452605148,272.7155727,13.03571429,36.66823974,0.502197112,4.588218486,8.795107539,22.22493608,39.47558408,59.06345622,49.59081583
E02,Supt16h.2,E02,Sample,2288,836,580,13499,10822.26979,10867.5596,4575.592875,3602.655897,1828.999159,2102.553075,5105.169707,4633.164421,32.91083916,31.72413793,24.64114833,26.52117187,3.758741259,461.878453,12.5862069,21.6507177,0.480769231,4.943392054,7.563368378,19.81994638,41.31909873,63.89276159,69.30232174
E03,Suv39h1.2,E03,Sample,1730,1992,1085,11127,10952.4616,11895.27795,5281.692627,3831.834878,1977.22002,2571.651806,4885.297518,4436.711862,31.90751445,30.23041475,22.43975904,26.44934247,2.832369942,392.1259843,10.13824885,25.50200803,0.173410405,4.885742511,7.007096867,14.96967424,58.2340699,108.6907481,80.37706327
E04,Smyd4.4,E04,Sample,1173,3542,1517,11513,10626.77167,7332.322331,3369.904744,3430.954866,2207.266973,1579.981118,3868.928205,4379.174617,37.9369139,28.87277521,22.64257482,27.39861523,1.875532822,308.8055798,9.162821358,32.38283456,0.42625746,4.300874804,9.019929591,20.85862638,46.69325023,49.48056568,55.64943972
E05,Suz12.3,E05,Sample,4041,977,716,15780,11010.99327,8751.964324,2717.870959,3581.931852,2186.478767,2902.291852,4875.50251,4616.255422,34.74387528,30.58659218,21.80143296,27.1441401,4.231625835,463.0331754,9.916201117,21.59672467,0.420687949,4.809375142,8.254306031,20.65993833,52.1107589,69.84367767,54.02506557
E06,Suv420h1.3,E06,Sample,1563,2887,1514,12389,10010.26168,9465.180647,3527.482762,3117.871151,2012.597642,1796.756309,4199.323606,4090.024162,37.04414587,30.84544254,22.02978871,28.74024056,2.879078695,337.2663551,12.35138705,29.65015587,0.127959053,4.851104513,7.948549792,24.22408871,43.97893351,80.90979616,68.10652799
E07,Sp140.2,E07,Sample,2190,2459,1499,13306,9423.769623,8617.591995,3476.478269,3524.877892,2399.085872,3206.969773,4551.989278,4514.610062,41.36986301,40.29352902,27.57218381,30.08235104,2.511415525,505.9670782,8.272181454,19.76413176,0.273972603,5.216376711,8.061278823,21.17096604,39.65886564,72.21886498,62.92928543
E08,Smyd5.3,E08,Sample,1947,2614,1663,12876,9067.929189,9751.866263,3969.169002,3170.965285,2308.635822,2010.506342,4236.969718,4228.631217,36.3122753,30.24654239,22.1117062,28.02694899,2.927580894,520.7171315,9.380637402,19.20428462,0.154083205,5.67330976,8.602167598,20.01308492,37.20647114,69.89324707,51.65879526
E09,Taf1.3,E09,Sample,1289,1857,1359,10497,8277.758201,9014.26419,4393.943494,3236.870542,2302.549378,863.2759254,883.443611,4488.543282,31.26454616,34.58425313,27.30210016,25.08396306,4.65477114,217.9577465,15.37895511,45.88045234,0.232738557,6.052002298,6.595126888,15.45166252,37.32859338,46.02366093,45.48394382
E10,Suv420h2.3,E10,Sample,821,2621,1028,8737,10187.79521,10109.32892,3993.690841,3886.665913,2340.487292,2011.795381,4038.135937,4579.060284,30.32886724,26.94552529,18.46623426,25.00748727,2.679658952,356.5986395,8.852140078,28.04273178,0.365408039,5.202496675,8.045252902,20.8997742,38.2848194,54.88738642,43.5615309
E11,Ssrp1.3,E11,Sample,2086,105,89,9779,7931.573637,6744.596394,3883.520928,3522.360901,2334.470013,1783.806668,4303.638177,4491.431253,32.8379674,28.08988764,16.19047619,22.60509008,5.465004794,233.3333333,24.71910112,42.85714286,0.431447747,7.720094717,12.16072603,24.3855109,38.87377974,89.22500397,75.70211463
F02,Sp100.3,F02,Sample,2244,1603,927,11877,9436.741281,9718.243393,4045.542085,3395.20213,2197.594897,2417.891087,4856.367146,4057.571856,33.86809269,33.00970874,20.21210231,29.08346972,4.857397504,337.4736842,13.16073355,29.63194011,0.401069519,5.56053326,7.711281498,21.91109381,49.12111812,87.47701747,71.03994456
F03,Tcea1.3,F03,Sample,3352,1140,1001,15521,11131.43123,10708.69136,3883.839633,4107.124131,1999.038393,2305.027778,4822.350911,4500.668587,34.03937947,31.66833167,21.49122807,25.50520148,5.757756563,243.5897436,17.68231768,41.05263158,0.477326969,5.195876808,9.490931462,20.81050548,67.93690032,98.06347336,75.73648063
F04,Suv420h1.4,F04,Sample,3161,1737,1353,14498,9848.707362,9701.133498,3696.262501,3476.98195,2331.984005,2409.625222,4829.963198,4559.639405,42.29674154,34.95934959,21.87679908,28.92017373,4.587155963,380.0875274,13.37767923,26.30972942,0.347991142,5.075266055,9.721219695,21.83881352,51.38416753,101.0314527,77.8618631
F05,Sp140.3,F05,Sample,993,2577,1460,10282,9714.508841,8432.93194,3746.678092,3520.732414,2399.696327,1754.274137,3682.896745,4369.109942,34.54179255,31.91780822,22.7008149,28.87855898,3.524672709,267.3236515,11.43835616,37.40783857,0.201409869,4.747920137,9.063139425,19.55270273,41.36075053,53.5958294,50.77301077
F06,Sp110.3,F06,Sample,3379,1490,1299,14489,11087.44407,10774.7727,3716.352173,3939.799133,2655.498163,2387.352293,5196.564841,4782.214687,40.72210713,30.40800616,20.33557047,29.9272198,4.705534182,375.3148615,12.9330254,26.6442953,0.325540101,4.922377856,6.458812434,20.82171024,56.51250393,82.355573,69.10565561
F07,Suz12.4,F07,Sample,2709,521,361,12577,7673.945023,7610.331471,3164.279214,3357.648699,2805.379441,2541.931692,4171.908741,4756.620545,41.41749723,40.4432133,27.63915547,29.98705425,6.349206349,209.2369478,14.40443213,47.79270633,0.406053894,7.236042734,8.948088034,28.87332298,36.33068897,56.07226738,68.10345948
F08,Suv39h1.3,F08,Sample,1928,2789,1696,13550,10592.13906,10674.81124,4358.092398,3741.099285,2575.206435,2403.286193,4344.703288,4807.199767,38.95228216,31.36792453,23.26998924,28.16091954,3.734439834,321.3133641,12.73584906,31.12226605,0.20746888,4.991569581,8.781472302,22.12645069,44.88769799,73.88502459,55.73798495
F09,Supt16h.3,F09,Sample,2926,724,703,13274,11066.87394,12164.40797,5559.06299,3902.764707,2604.140959,2187.420535,4835.90515,5047.376857,37.66233766,38.12233286,25.13812155,28.39898348,4.579630895,271.1610487,17.49644381,36.87845304,0.23923445,5.053539505,6.806100738,17.55450175,39.3890728,100.1796007,77.85427269
F10,Sp110.4,F10,Sample,5258,8,14,17699,10627.82505,13048.05931,5767.106234,4140.183586,2338.09512,2008.086348,4728.551895,4969.761038,31.47584633,57.14285714,12.5,23.8237098,5.058957779,200,7.142857143,50,0.43742868,5.770797666,26.77782117,47.17460803,44.45833299,48.68027913,44.7248019
F11,Taf1.4,F11,Sample,2126,771,443,12034,10985.07849,10688.68321,6747.056062,3723.380317,2270.847226,890.3255998,529.5223553,4545.769618,33.11382879,33.40857788,20.36316472,25.25708553,5.409219191,323.9495798,16.93002257,30.8690013,0.517403575,5.948448817,5.864674425,13.28323336,41.55296784,41.50341401,41.55049972
G02,Suv420h2.4,G02,Sample,1816,2633,1684,12821,8782.087507,8169.725109,3336.978453,3180.776991,1863.370566,1898.543996,3873.074416,3978.727758,36.34361233,31.11638955,20.05317129,25.78591325,4.129955947,403.8343558,11.10451306,24.76262818,0.495594714,6.431735888,10.83709279,22.5263123,49.645549,70.30161029,56.19499458
G03,Supt16h.4,G03,Sample,990,2562,1534,9546,8929.966142,8581.280668,3863.902733,3695.494703,2028.430883,1783.153554,4054.550554,4269.300976,37.17171717,30.24771838,21.2334114,29.21607378,5.252525253,372.9257642,8.930899609,26.81498829,0.505050505,6.378478291,9.674719088,22.71388021,44.44103999,68.69353933,62.43006277
G04,Smyd5.4,G04,Sample,1660,2677,1864,11754,9425.472974,9109.750922,3542.319755,3360.060547,2250.489259,2193.806935,4095.841362,4231.550472,33.97590361,28.96995708,20.99364961,26.20510397,5.542168675,310.5568445,11.85622318,32.20022413,1.024096386,6.492640875,10.38736064,24.14302122,60.67356615,85.5932401,73.75766206
G05,Tcea1.4,G05,Sample,1027,2707,1307,9828,9933.983437,9848.692812,4148.945317,3339.070269,2022.860597,914.5053496,2298.02184,4516.035383,37.09834469,36.57230298,24.45511636,29.47336002,3.407984421,389.4964029,9.716908952,25.67417806,0.584225901,5.885887639,10.24093662,20.3653268,53.22488005,75.51987509,60.47378891
G06,Taf3.4,G06,Sample,1732,3791,2668,14728,8300.414698,8001.918808,3778.253813,2834.261208,2460.050208,662.1055448,1330.671336,4647.041583,40.99307159,27.2113943,20.86520707,31.6452945,3.464203233,211.1977716,10.34482759,47.34898444,0.461893764,5.891313259,7.619511552,21.0686667,47.45231342,48.96830639,50.44612685
G07,Sp140.4,G07,Sample,3503,1555,1166,16948,10267.55152,5999.950157,2210.981796,3714.273352,2472.777603,2338.302981,4424.999399,4733.261618,37.93890951,32.93310463,23.1511254,31.17787938,5.109905795,299.6146435,12.43567753,33.37620579,0.399657436,5.363353332,11.39636837,27.49489409,46.28792355,76.72728249,55.6437449
G08,Sp100.4,G08,Sample,2521,1923,1898,13516,10396.71172,4580.7247,2071.741046,3530.963962,2280.528548,2680.88814,4393.789772,4822.021709,43.15747719,37.88198103,26.31305252,32.21197323,3.133677112,324.2833052,10.43203372,30.83723349,0.317334391,5.74255503,13.92388308,26.23265926,47.51339612,75.88134762,56.64637439
G09,Suv39h2.4,G09,Sample,1380,2623,1500,10742,10341.46281,9098.917669,4178.257886,3777.500344,2398.706225,2331.583052,4653.48505,4824.027028,40.86956522,37.8,26.87762104,33.24981208,3.47826087,379.0462428,9.8,26.38200534,0.797101449,5.925701915,8.896226882,22.14935305,36.01721952,50.81172798,46.0792347
G10,Ssrp1.4,G10,Sample,1539,1640,1016,10258,11723.28095,10631.99161,4143.700935,4199.172507,2308.557891,1804.621661,4467.335867,5115.281376,40.09096816,32.38188976,25.54878049,28.50896371,2.079272255,406.9478908,7.677165354,24.57317073,0.259909032,5.946775413,7.857994374,28.77574534,46.71618305,56.5414981,55.06241066
G11,Suv39h1.4,G11,Sample,729,2339,1181,8237,10973.90311,11201.12436,4992.567782,3783.353481,2121.785463,1955.98159,3950.678647,4596.877716,32.37311385,32.59949196,25.01068833,29.03225806,1.920438957,397.7891156,9.144792549,25.13894827,0.411522634,6.1655006,8.948973911,22.67246034,36.26697713,64.30862659,51.04397263
