,,Experiment: 100U p1,Analysis: Analysis 1,User: Admin,Plate: 15,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/21/2015,Export Time: 10:43:10 AM,,,,,,,,,,,,,,,,,,,,,
B11,Sfmbt2.1,B11,Sample,2410,581,363,10873,10946.73523,10118.27723,4129.783054,3711.636514,1792.596654,2073.304451,3619.717762,4365.012744,32.2406639,30.85399449,20.48192771,24.60353421,6.970954357,293.4343434,21.21212121,34.07917384,0.871369295,4.851977046,9.629849854,24.39211427,49.44174713,73.28616606,55.20448553
C02,Sfmbt1.2,C02,Sample,2682,1502,876,13467,12604.62002,13065.67815,4931.667689,3917.925348,1858.105746,2167.185343,4455.411615,4120.133992,28.8590604,25,19.10785619,23.71552569,7.009694258,439.1812865,13.01369863,22.76964048,0.596569724,4.352344301,5.495641069,13.77483337,44.7844501,62.7503783,49.71113992
C03,Setd1a.1,C03,Sample,1132,2186,1110,8907,9884.305024,11646.39662,3801.284743,2892.998876,2159.76438,1751.5709,4766.555529,4045.300715,32.06713781,24.95495495,20.53979872,25.07528059,4.770318021,324.8142645,14.86486486,30.78682525,1.060070671,4.656109312,6.973501114,17.48561736,45.55048236,88.79449477,65.07432797
C04,Rpa3.2,C04,Sample,1831,428,252,9032,9583.957765,11285.592,4004.640794,2984.279978,2433.68422,2025.35437,3471.588929,4364.041346,32.0043692,39.28571429,25.46728972,24.39391406,8.629164391,199.0697674,19.04761905,50.23364486,0.546149645,6.000057937,8.005135559,19.58911188,33.76969512,54.81959774,54.66240051
C05,Sfmbt2.2,C05,Sample,1306,2440,1227,9290,10022.69858,11592.15537,4546.040929,3194.764671,2138.79046,2513.383594,4581.581882,4168.520538,35.98774885,22.90138549,14.42622951,27.31105089,4.977029096,389.7763578,13.44743276,25.6557377,0.765696784,4.924238727,7.361879736,17.65060444,47.18467086,64.76128324,52.44613933
C06,Setmar.1,C06,Sample,623,2485,1334,7654,10093.20655,8712.627964,4247.447579,3147.802631,1944.775222,2068.896929,4002.871474,3600.881626,33.38683788,36.95652174,27.44466801,27.1070615,4.333868379,215.8992181,16.19190405,46.31790744,0.802568218,4.682682615,8.004187717,19.09166849,47.86696692,68.07338494,59.35398853
C07,Setdb2.2,C07,Sample,783,2122,926,7156,9390.620955,9369.160381,3579.383863,3511.793456,1854.178969,1830.456538,4262.455661,3869.686259,29.75734355,29.58963283,20.59377945,24.38345267,3.959131545,400.3773585,11.66306695,24.97643732,1.277139208,5.393038193,7.334267747,19.18959796,47.26122291,78.64708331,68.13792344
C08,Scml4.2,C08,Sample,704,2209,1055,7575,9166.757519,9553.047999,3658.310196,3008.736669,1745.209063,1774.720905,3851.454042,3694.795204,29.97159091,24.64454976,17.74558624,24.78783593,5.681818182,260.495283,12.41706161,38.38841105,0.568181818,5.170305088,7.411435499,17.69179337,44.64606987,57.88531766,50.98883172
C09,Sin3a.1,C09,Sample,1474,786,743,7663,9447.574684,8652.713781,3317.935792,3138.621103,2196.034946,1183.677542,3285.826026,3983.695243,31.13975577,26.5141319,21.11959288,26.625387,5.495251018,398.9847716,17.76581427,25.06361323,0.746268657,4.780241149,8.901955451,19.76368578,41.24738753,66.52225455,50.95144185
C10,Setdb1.2,C10,Sample,271,1911,845,5185,9661.151298,8202.822298,3273.884106,3193.357561,1951.783444,1297.280025,3934.875967,4481.949802,35.79335793,24.85207101,17.16378859,28.62537764,4.79704797,252.1108179,14.20118343,39.66509681,0.73800738,6.530480532,13.47651261,25.70946978,56.8264679,79.11591236,58.28616105
C11,Setd5.1,C11,Sample,494,1416,826,5240,7494.208535,11225.99704,3862.071186,2553.623769,2134.483953,1156.299589,2434.133157,3361.044325,19.63562753,11.13801453,10.4519774,8.941709111,10.12145749,185.8267717,24.45520581,53.81355932,6.882591093,11.59688755,15.86012276,64.69992291,52.53050042,66.4149049,57.21159588
D02,Scml2.2,D02,Sample,534,3758,1265,9601,11510.96253,9041.50537,3698.090702,3717.461617,1964.302365,1871.334448,3874.714325,3795.955687,24.90636704,22.45059289,15.75306014,20.78891258,3.745318352,330.8098592,9.328063241,30.22884513,0,5.136465792,9.592872064,23.06935064,41.53815207,69.11820347,58.07700699
D03,Sin3a.2,D03,Sample,137,1691,493,3810,11350.51325,6572.754069,3149.08604,2358.037363,2647.077908,1428.002651,2766.684124,2905.533598,24.08759124,22.31237323,16.14429332,22.45614035,1.459854015,302.5044723,8.31643002,33.05736251,0,6.062048355,10.91916805,22.31218473,44.31794493,57.75557988,63.02799253
D04,Setdb1.3,D04,Sample,717,1529,859,6808,10042.38347,8925.464598,2654.154419,3367.829962,1841.141445,948.1862689,3498.156645,4418.021225,32.63598326,26.89173458,17.85480706,26.74301111,4.044630404,218.1169757,14.43538999,45.8469588,0.139470014,4.921843533,6.640009343,23.00971041,44.76472601,49.32681344,48.53028793
D05,Setd2.1,D05,Sample,1067,1348,435,7566,10327.72227,11922.62151,4238.481251,3414.448901,2085.549698,1905.135583,4215.430949,4237.723383,30.27179007,25.28735632,23.4421365,21.36044177,3.748828491,413.4969325,14.48275862,24.18397626,0.374882849,6.211872588,8.654370099,20.01368604,37.40839456,63.84810307,57.63616937
D06,Setd1a.2,D06,Sample,988,2371,1031,8501,7528.883023,9455.499203,3081.408866,2332.932388,2132.50138,2075.847626,4785.785953,3952.040521,34.51417004,25.99418041,22.31126107,25.90993214,3.947368421,362.5382263,11.93016489,27.58329819,0.303643725,6.283669371,8.575959067,22.39657051,42.24503741,77.47290108,61.36343388
D07,Sin3a.3,D07,Sample,1415,1629,862,8622,9490.819783,8803.592151,3443.279721,3104.779726,2046.860167,1567.007695,3403.930215,4406.811719,32.5795053,30.04640371,22.59054635,24.9047014,3.816254417,386.935867,11.60092807,25.84407612,0.282685512,5.544069532,8.235481807,24.25753802,44.86443893,64.99095756,57.88850119
D08,Setmar.2,D08,Sample,1126,2043,1301,8680,8229.627066,9626.197672,4025.805357,2592.364997,1703.34111,1026.952702,2729.452349,4054.817261,34.72468917,28.97770945,22.07537934,28.52135118,3.730017762,427.4058577,9.761721752,23.39696525,0.53285968,6.156387347,8.281580582,18.95306043,35.8703146,55.72335532,46.99011172
D09,Setd4.2,D09,Sample,830,1585,1033,6713,8035.533622,9661.214441,4619.870457,2770.784526,1507.076163,1553.946468,3722.886489,3808.83525,19.75903614,16.55372701,12.3659306,14.66666667,6.86746988,251.1885895,14.71442401,39.81072555,0.843373494,6.968408764,9.954895616,30.26931513,35.40582924,59.79676947,58.83703559
D10,Rpa3.3,D10,Sample,1210,210,118,7048,6369.807502,7449.433315,2901.343162,2789.790688,2628.526816,1829.579825,2973.701721,4441.734552,31.15702479,33.89830508,24.28571429,24.32072962,12.0661157,159.0909091,12.71186441,62.85714286,0.743801653,10.83001961,9.934376187,30.56379341,51.76357814,57.16325292,69.03764338
D11,Sin3b.2,D11,Sample,2083,1861,1226,11156,10333.18718,13016.07169,4685.766485,3463.235552,1945.985754,1810.575386,3699.968952,4323.783885,33.89342295,31.48450245,21.11767867,27.07440592,3.936629861,472.3350254,12.64274062,21.17141322,0.576092175,4.878429385,6.425355404,19.75434589,42.97162997,76.52922667,52.97580896
E02,Setd5.2,E02,Sample,359,2425,869,6639,9384.120135,14084.86149,6020.840632,2924.186972,1918.493378,757.6017668,2657.132631,4621.341284,27.8551532,23.36018412,19.3814433,29.6479648,5.013927577,313.7128072,14.03912543,31.87628866,0.835654596,6.45244037,6.431448881,17.22300248,37.7088123,56.85038309,48.25487708
E03,Setd8.2,E03,Sample,1475,1745,1009,10150,9683.650419,9323.735032,3415.029691,3252.084721,1939.108604,2086.647716,4387.983594,4538.35491,36.40677966,33.69672944,30.6017192,31.07044471,5.016949153,266.4122137,11.89296333,37.53581662,0.474576271,6.0653035,8.56119134,25.69238997,43.77707125,60.4311439,55.53874996
E04,Rpa3.4,E04,Sample,1375,654,443,7970,8723.168959,10577.1614,3633.620946,2853.581392,2182.955133,2010.012102,4400.773147,4740.27626,31.49090909,39.05191874,34.09785933,28.93107718,6.109090909,236.101083,12.86681716,42.35474006,0.654545455,6.596069984,7.933758771,23.11433735,39.77505358,57.53059269,65.35812804
E05,Sfmbt1.3,E05,Sample,917,2767,1234,8298,10763.85665,10951.4804,4331.925925,3465.38778,2186.097083,2069.745189,4325.62935,4623.453854,35.98691385,31.44246353,25.29815685,30.11494253,3.162486369,471.3798978,9.724473258,21.21431153,0.218102508,4.982415569,7.596778036,17.93711701,41.6399632,63.84989186,58.74617506
E06,Setdb2.3,E06,Sample,1087,2353,1535,8941,11784.44329,7162.273172,2218.653966,3685.226545,2056.747562,1320.460821,3348.976927,4228.653147,38.63845446,26.90553746,18.5720357,32.0585301,2.943882245,258.004386,13.02931596,38.75903102,0.459981601,4.9216504,10.1047019,25.42509074,49.64819467,88.86105922,56.42410172
E07,Setd2.2,E07,Sample,307,1889,768,5135,7756.338394,9709.667417,3560.83656,2876.893825,2422.594087,1630.661766,3787.594926,4256.754869,32.247557,32.68229167,23.50449974,34.75975976,1.628664495,454.0865385,8.333333333,22.02223399,0,5.659451764,9.051134552,21.17379229,46.87019493,70.27197656,60.5840022
E08,Scml2.3,E08,Sample,976,2728,1312,9444,10367.17792,9934.204289,3742.220121,3925.339702,1743.291434,1728.738279,3967.43656,4492.586317,37.39754098,28.42987805,20.52785924,30.47785548,3.278688525,278.6516854,12.65243902,35.88709677,0.512295082,5.488374678,7.54296307,18.7290914,52.33483874,78.92932579,60.14061775
E09,Sfmbt2.3,E09,Sample,4882,752,509,16567,9891.873005,8501.335505,3533.729229,3465.834741,2106.585616,1962.564348,3809.222901,4489.669282,33.03973781,29.46954813,22.7393617,23.89870185,4.383449406,306.9387755,12.57367387,32.57978723,0.348217943,6.129860855,9.999171639,21.58033188,51.11428848,63.91250198,51.20526959
E10,Setmar.3,E10,Sample,219,1704,771,4401,10340.88786,7838.632452,4309.682834,4143.105313,1963.00869,1418.575144,3468.691827,4489.756471,32.42009132,28.79377432,22.00704225,30.47790803,1.826484018,337.4257426,7.392996109,29.63615023,0.456621005,5.878558765,10.83164708,20.30641675,45.06851538,64.96571145,52.30959475
E11,Setd4.3,E11,Sample,3379,1702,850,16258,10445.58372,10849.04652,4777.217652,3747.993073,2058.630197,1949.49055,4122.283098,4608.14336,34.30008878,34.94117647,24.67685076,27.13691175,4.409588636,595.1048951,9.294117647,16.80376028,0.473512874,6.008347408,8.948640439,19.96433533,50.4442622,74.13310235,62.55619922
F02,Scml4.3,F02,Sample,782,3297,1491,9872,9459.470119,11393.47935,4648.394295,3382.034129,2263.774948,1813.211047,4066.178633,4509.396695,36.57289003,28.23608317,22.35365484,30.86053412,4.092071611,349.6288441,10.59691482,28.60175918,0.383631714,5.699338674,8.963847561,22.45051222,40.89006927,71.08618489,57.37432495
F03,Sin3b.3,F03,Sample,964,2397,1262,8859,10561.94261,9283.026612,3802.538431,3671.934314,1873.330938,1672.838434,3720.117589,4400.062663,39.3153527,31.22028526,25.57363371,31.39356815,4.460580913,282,11.7274168,35.46099291,0.31120332,4.819877007,8.838893298,19.04608767,41.82121088,60.30524918,53.0289009
F04,Setdb2.4,F04,Sample,884,3258,1451,9188,10201.03225,8929.481161,3593.390583,3898.402098,2156.606347,1926.030234,4226.591516,4588.074416,38.46153846,29.9793246,21.97667281,32.6142132,3.846153846,393.0036188,11.71605789,25.44505832,0.226244344,4.854221673,8.984481049,20.81218037,53.57932477,70.19559337,56.09132553
F05,Setd2.3,F05,Sample,689,1614,686,6210,10382.0287,9854.324673,4403.99134,3166.541067,2039.812799,2115.685068,3713.046952,4781.874843,39.04208999,37.90087464,28.37670384,31.39145013,3.193033382,255.7844691,16.6180758,39.09541512,0.290275762,5.031270574,10.20103003,20.55508438,34.59701643,65.73034611,52.31794632
F06,Setd1a.3,F06,Sample,1198,3029,1222,9839,9691.793989,11467.57989,3642.592384,3248.21233,2368.262536,2464.514651,5161.47585,4555.084365,41.65275459,39.93453355,30.73621657,33.35332933,4.257095159,443.4846266,11.29296236,22.54869594,0.333889816,5.711803353,8.006541863,23.67378775,50.50826468,110.1360098,84.06910205
F07,Sfmbt1.4,F07,Sample,853,2576,1371,8554,11423.56585,10921.70506,4249.165893,3541.190948,2260.075066,1693.717261,4307.038449,4896.208394,40.56271981,33.11451495,24.18478261,36.50107991,4.337631887,389.1238671,8.89861415,25.69875776,0.586166471,5.68378048,7.468476756,21.09209802,61.02974544,76.42354674,58.72127601
F08,Setd8.3,F08,Sample,1776,438,329,9540,8030.346383,7913.166686,3559.308604,3097.821924,2775.982737,2554.101986,4610.358865,4561.010547,40.1463964,46.50455927,29.9086758,30.73125579,8.502252252,230.5263158,9.118541033,43.37899543,0.563063063,8.138671469,13.11765231,30.49844924,42.46044785,65.79484279,67.4429252
F09,Setd5.3,F09,Sample,488,2657,1123,7044,7375.457783,12709.66671,5234.194483,2366.505958,2770.205492,792.0285558,2485.506973,4751.775745,42.62295082,22.97417631,20.73767407,34.25925926,3.278688525,399.5488722,9.171861086,25.02822732,0.204918033,8.094923794,6.4796772,17.14661606,42.42675226,47.91235842,49.59352158
F10,Setd1a.4,F10,Sample,648,4144,1302,9685,9586.653612,11611.02834,4027.502141,3525.298099,2291.012586,2292.41265,5240.956646,4988.782899,38.27160494,38.24884793,29.41602317,29.88772745,2.160493827,335.004042,10.36866359,29.8503861,0,6.156547334,9.243604824,22.83939912,52.75078268,96.53283671,69.98083966
F11,Sfmbt2.4,F11,Sample,5232,22,14,19396,11127.27977,6998.922502,3027.861901,4147.101376,2060.694472,3870.544428,5412.150995,4632.227746,33.81116208,78.57142857,31.81818182,26.4267312,6.766055046,220,0,45.45454545,0.879204893,6.232364944,8.628052238,31.70090599,51.75270029,79.10832701,121.7686491
G02,Setmar.4,G02,Sample,650,2652,1410,8508,10164.46501,9267.346568,3821.58971,3804.464686,1812.604205,1903.683334,4263.341321,4367.971657,34.76923077,27.30496454,22.39819005,30.92659446,5.692307692,271.7213115,12.05673759,36.80241327,0.307692308,5.053719145,10.71244087,21.61123312,44.37738984,65.68938814,52.93006286
G03,Setd5.4,G03,Sample,633,2758,1112,8003,10076.92166,15894.9335,6273.020111,2755.135104,1951.729444,761.4527096,2313.260598,4814.563842,33.80726698,22.30215827,20.55837563,30.72666913,2.843601896,358.1818182,13.84892086,27.91878173,0,5.518485077,6.187737735,14.76334283,52.01570505,48.86001736,49.0715888
G04,Scml2.4,G04,Sample,309,1827,911,5321,8112.092606,8486.864029,4067.10237,2795.265226,2144.094015,1876.135748,4101.559021,4310.847626,38.51132686,29.96706915,26.98412698,32.84438776,4.530744337,332.7868852,9.879253568,30.04926108,0.323624595,5.971471746,9.375941897,21.43081992,33.65575796,53.60481558,48.84377763
G05,Sin3b.4,G05,Sample,2521,2305,1329,13910,11344.73151,11445.87904,4725.711056,3905.154136,2455.893392,1703.048779,3548.828146,4751.441137,37.52479175,39.57863055,26.2472885,31.57022303,4.601348671,311.9079838,11.28668172,32.06073753,0.595001983,5.482277412,8.847133568,20.57028983,43.5630542,78.41298707,61.08066526
G06,Sin3a.4,G06,Sample,1393,1604,905,9479,8750.225304,6350.678621,3569.844363,3325.060422,1753.201091,971.5617547,2690.938199,4146.692804,36.32447954,34.91712707,24.31421446,27.39052726,4.020100503,313.8943249,14.6961326,31.85785536,0.502512563,6.309927629,12.32656043,26.26917925,41.79536594,56.55207726,62.76350052
G07,Setd2.4,G07,Sample,1013,2313,913,10006,9797.823793,9897.32385,3708.314017,3347.378536,2731.431005,2028.671062,4157.252713,4686.180578,40.07897335,35.48740416,26.71854734,32.13636364,4.343534057,394.0374787,13.14348302,25.37829658,0.394866732,6.936943582,11.98485041,23.97876792,41.76733639,60.91648557,55.94080001
G08,Scml4.4,G08,Sample,4873,11,7,19593,9666.457544,4375.633841,1657.84657,3462.807954,2419.944253,638.5452476,2960.754321,4577.040877,38.96983378,28.57142857,45.45454545,30.26431075,7.202955058,NaN,14.28571429,0,0.677200903,7.228566632,16.42877304,16.59684871,53.76747389,9.882863205,52.34402489
G09,Setdb1.4,G09,Sample,1169,2249,1472,9651,9145.854367,8873.947132,2845.899348,3634.508271,2295.712746,1912.924808,4363.775996,4784.961764,40.71856287,28.5326087,22.05424633,34.00725765,3.079555175,329.7653959,10.66576087,30.32458871,0.342172797,7.130762104,9.18670121,24.06936627,52.68720078,74.9934311,66.46739464
G10,Setd4.4,G10,Sample,1875,1518,745,13418,9505.686634,12079.76708,5533.048323,3415.671952,2799.037687,2831.995644,4824.831904,5152.942578,36.90666667,40.67114094,30.63241107,30.36030715,5.706666667,380.4511278,8.456375839,26.28458498,0.746666667,8.746149891,8.586456352,19.50933802,47.39848779,80.08207823,62.25699734
G11,Setd8.4,G11,Sample,1420,1786,954,10961,9597.689017,10463.89803,4102.920467,3637.221789,2550.169375,2860.620692,5503.410415,4925.086128,35.21126761,40.67085954,34.09854423,28.44755711,6.408450704,333.2089552,9.853249476,30.01119821,0.352112676,7.752221885,9.016607592,26.80236277,41.9257455,58.83572758,61.43405164
