type,shRNA,count,pctg
control,Bcl6,67581,1.5658908693554734
control,Bcl6.2,68038,1.5764798237553113
control,Bcl6.3,9079,0.21036568270487774
control,CD4.1,2932,0.06793613632456234
control,CD4.2,4951,0.11471753442800414
control,CD4.3,13402,0.3105320938000629
control,CD4.4,164880,3.8203649922216365
control,CDK9.1,17026,0.3945022704849926
control,CDK9.2,0,0.0
control,CDK9.3,11393,0.26398240148217555
control,Ccnt1,49022,1.1358681019449848
control,Ccnt1.2,28818,0.6677297328107904
control,Ccnt1.3,27486,0.6368665221749388
control,Ccnt1.4,2092,0.04847285033798923
control,Cd14,35575,0.8242933321099268
control,Cd14.2,10249,0.2374752596147474
control,Cd19,9423,0.2183363617279505
control,Cd19.3,98,0.00227071669843353
control,Cd19.4,0,0.0
control,Fosb,0,0.0
control,Fosb.2,0,0.0
control,Hes1,104,0.002409740169766195
control,Hes1.2,7307,0.16930741750463063
control,Hes1.3,10,0.0002317057855544418
control,Id2,402,0.00931457257928856
control,Id2.2,42,0.0009731642993286557
control,Id2.3,49583,1.148866796514589
control,Id2.4,439,0.010171883985839996
control,Id2.5,3,6.951173566633255e-05
control,Id3,6876,0.1593208981472342
control,Id3.2,0,0.0
control,Id3.3,0,0.0
control,Id3.4,11,0.000254876364109886
control,Id3.5,0,0.0
control,Klf12,5595,0.12963938701771022
control,Klf12.4,3,6.951173566633255e-05
control,Klf12.5,31497,0.7298037127608255
control,Klf2,0,0.0
control,Klf2.2,0,0.0
control,Klf2.3,0,0.0
control,Klf2.4,1,2.317057855544418e-05
control,Klf2.5,1,2.317057855544418e-05
control,Klf2.6,213,0.004935333232309611
control,Klf2.7,0,0.0
control,Ms4a1,65611,1.5202448296012483
control,Ms4a1.2,1868,0.04328264074156973
control,Nfatc3.2,137909,3.195431318002752
control,Nfatc3.3,2,4.634115711088836e-05
control,Nfatc3.7,0,0.0
control,Nfatc3.8,0,0.0
target,Rpa3.1,15,0.00034755867833166274
target,Rpa3.2,1709,0.03959851875125411
target,Rpa3.3,18,0.0004170704139979953
target,Rpa3.4,8993,0.2083730129491095
control,Runx3,0,0.0
