type,shRNA,count,pctg
control,Bcl6,5175,0.05941471170259716
control,Bcl6.2,5608,0.06438602960930723
control,Bcl6.3,2419,0.0277727898760546
control,CD4.1,2829,0.032480042397419785
control,CD4.2,5443,0.06249164749705051
control,CD4.3,3395,0.03897834709764587
control,CD4.4,2860,0.03283595661244983
control,CDK9.1,19774,0.2270273447743297
control,CDK9.2,24600,0.28243515128191116
control,CDK9.3,776,0.008909336479461911
control,Ccnt1,13812,0.15857700445145353
control,Ccnt1.2,10207,0.11718762557457182
control,Ccnt1.3,36970,0.424456404182612
control,Ccnt1.4,13800,0.15843923120692577
control,Cd14,118347,1.3587541808439163
control,Cd14.2,10542,0.12103379531763851
control,Cd19,4367,0.05013797990439455
control,Cd19.3,71,0.0008151583634559223
control,Cd19.4,7180,0.08243432464244399
control,Fosb,99371,1.1408887568306827
control,Fosb.2,941,0.010803718591718635
control,Hes1,1,1.1481103710646795e-05
control,Hes1.2,1,1.1481103710646795e-05
control,Hes1.3,1959,0.02249148216915707
control,Id2,23552,0.27040295459315333
control,Id2.2,1450,0.016647600380437853
control,Id2.3,4542,0.05214717305375774
control,Id2.4,17786,0.20420291059756387
control,Id2.5,2483,0.028507580513535996
control,Id3,6804,0.07811742964724079
control,Id3.2,920,0.010562615413795051
control,Id3.3,4992,0.0573136697235488
control,Id3.4,4110,0.04718733625075833
control,Id3.5,4721,0.05420229061796352
target,Jmjd5.1,20433,0.23459339211964594
target,Jmjd5.2,1260,0.01446619067541496
target,Jmjd5.3,11247,0.1291279734336445
target,Jmjd5.4,99274,1.13977508977075
target,Jmjd6.1,1084,0.012445516422341126
target,Jmjd6.2,40908,0.46966899059513906
target,Jmjd6.3,6087,0.06988547828670703
target,Jmjd6.4,42525,0.48823393529525494
target,Jmjd8.1,0,0.0
target,Jmjd8.2,0,0.0
target,Jmjd8.3,2,2.296220742129359e-05
target,Kat2a.1,3,3.444331113194039e-05
target,Kat2a.2,0,0.0
target,Kat2a.3,60667,0.696524118813809
target,Kat2b.1,4188,0.04808286234018878
target,Kat2b.2,18680,0.21446701731488213
target,Kat2b.3,78376,0.8998429844256531
target,Kat2b.4,6832,0.0784389005511389
target,Kat5.1,5779,0.06634929834382783
target,Kat5.2,22197,0.2548460590652269
target,Kat5.3,2683,0.030803801255665352
target,Kat5.4,105454,1.2107283107025473
target,Kdm1a.1,13530,0.15533933320505114
target,Kdm1a.2,5281,0.060631708695925726
target,Kdm1a.3,80178,0.9205319333122387
target,Kdm1a.4,46348,0.5321261947810576
target,Kdm1b.1,42897,0.4925049058756155
target,Kdm1b.2,4618,0.05301973693576689
target,Kdm1b.3,1864,0.021400777316645626
target,Kdm1b.4,18004,0.20670579120648488
target,Kdm2a.1,462,0.005304269914318819
target,Kdm2a.3,2651,0.030436405936924656
target,Kdm2a.4,79825,0.9164791037023804
target,Kdm2b.1,32450,0.3725618154104885
target,Kdm2b.2,39165,0.4496574268274817
target,Kdm2b.3,40038,0.4596804303668764
target,Kdm2b.4,97449,1.1188220754988196
target,Kdm3a.1,33084,0.37984083516303857
target,Kdm3a.2,36298,0.4167411024890573
target,Kdm3a.3,194402,2.2319495235571583
target,Kdm3a.4,8644,0.0992426604748309
target,Kdm3b.2,9771,0.11218186435672983
target,Kdm3b.3,16040,0.1841569035187746
target,Kdm3b.4,5606,0.06436306740188594
target,Kdm4a.1,16168,0.1856264847937374
target,Kdm4a.2,20381,0.23399637472669232
target,Kdm4a.3,4701,0.05397266854375058
target,Kdm4a.4,741,0.008507497849589275
target,Kdm4b.1,2,2.296220742129359e-05
target,Kdm4b.2,0,0.0
target,Kdm4b.3,24,0.0002755464890555231
target,Kdm4c.1,95142,1.0923351692383574
target,Kdm4c.2,8111,0.09312323219705616
target,Kdm4c.3,3200,0.03673953187406974
target,Kdm4c.4,20187,0.23176904060682682
target,Kdm4d.1,10261,0.11780760517494676
target,Kdm4d.2,11081,0.12722211021767715
target,Kdm4d.3,8013,0.09199808403341277
target,Kdm4d.4,5769,0.06623448730672137
target,Kdm5a.1,11221,0.1288294647371677
target,Kdm5a.2,53584,0.6152034612312979
target,Kdm5a.3,37999,0.43627045990086755
target,Kdm5a.4,657,0.0075430851378949434
target,Kdm5b.1,4,4.592441484258718e-05
target,Kdm5b.2,3831,0.04398410831548787
target,Kdm5b.3,84542,0.9706354699055014
target,Kdm5b.4,1338,0.01536171676484541
target,Kdm5c.1,57711,0.6625859762451372
target,Kdm5c.3,3781,0.043410053129955536
target,Kdm5c.4,11973,0.13746325472757406
target,Kdm5d.1,91065,1.0455267094100504
target,Kdm5d.2,2973,0.03413332133175292
target,Kdm5d.3,2078,0.02385773351072404
target,Kdm5d.4,78,0.00089552608943045
target,Kdm6a.1,2209,0.02536175809681877
target,Kdm6a.2,50501,0.5798072184913737
target,Kdm6a.3,592,0.006796813396702902
target,Kdm6a.4,765,0.008783044338644798
target,Kdm6b.1,3496,0.04013793857242119
target,Kdm6b.2,15592,0.17901336905640483
target,Kdm6b.3,11955,0.13725659486078243
target,Kdm6b.4,12077,0.13865728951348136
control,Klf12,32306,0.37090853647615535
control,Klf12.4,12334,0.1416079331671176
control,Klf12.5,16947,0.19457026458433124
control,Klf2,78669,0.9032069478128728
control,Klf2.2,12665,0.14540817849534166
control,Klf2.3,3472,0.03986239208336567
control,Klf2.4,7,8.036772597452756e-05
control,Klf2.5,339,0.0038920941579092634
control,Klf2.6,22536,0.25873815322313615
control,Klf2.7,54283,0.62322875272504
target,L3mbtl1.1,6261,0.07188319033235958
target,L3mbtl1.2,22246,0.2554086331470486
target,L3mbtl1.3,36378,0.4176595907859091
target,L3mbtl1.4,4292,0.04927689712609604
target,L3mbtl2.1,248,0.002847313720240405
target,L3mbtl2.3,3364,0.03862243288261582
target,L3mbtl2.4,5302,0.06087281187384931
target,L3mbtl3.1,41223,0.4732855382639929
target,L3mbtl3.2,4059,0.04660179996151534
target,L3mbtl3.3,921,0.010574096517505698
target,L3mbtl3.4,5582,0.0640875209128304
target,L3mbtl4.1,18439,0.21170007132061625
target,L3mbtl4.2,13736,0.15770444056944435
target,L3mbtl4.3,9184,0.10544245647858017
target,L3mbtl4.4,559,0.006417936974251559
target,Mbd1.1,27646,0.3174065931845413
target,Mbd1.2,38380,0.44064476041462397
target,Mbd1.3,25711,0.29519065750443974
target,Mbd1.4,15755,0.18088478896124024
target,Mbd2.2,79143,0.9086489909717194
target,Mbd2.3,15551,0.1785426438042683
target,Mbd2.4,20867,0.23957619113006667
target,Mbd3.1,8781,0.1008155716831895
target,Mbd3.2,23367,0.26827895040668365
target,Mbd3.3,6118,0.0702413925017371
target,Mbd3.4,6724,0.07719894135038904
target,Mbd4.1,14139,0.16233132536483502
target,Mbd4.2,4912,0.05639518142669706
target,Mbd4.3,31364,0.3600933367807261
target,Mbd4.4,2500,0.028702759276616988
