shRNA,Q1,Q2,Q3,Q4,exp
Hdac1.2,-4.59,-4.54,-8.80,-4.91,P1-7_rep1
Hdac1.3,5.45,4.86,-2.96,0.68,P1-7_rep1
Hdac1.4,-2.09,-0.44,-3.29,-1.27,P1-7_rep1
Hdac10.1,-6.04,-6.04,0.00,-3.66,P1-7_rep1
Hdac10.2,-0.66,-2.80,-2.93,-0.50,P1-7_rep1
Hdac10.3,-0.16,-2.22,-0.96,-1.13,P1-7_rep1
Hdac10.4,-6.89,-3.39,-4.59,-5.20,P1-7_rep1
Hdac11.1,3.76,2.48,-7.52,3.66,P1-7_rep1
Hdac11.2,0.00,0.00,0.00,0.00,P1-7_rep1
Hdac11.3,2.33,0.00,0.00,0.00,P1-7_rep1
Hdac2.1,-2.58,-2.96,-2.92,-2.71,P1-7_rep1
Hdac2.2,-0.10,0.24,-0.52,1.00,P1-7_rep1
Hdac2.3,0.56,-0.22,9.91,-0.73,P1-7_rep1
Hdac2.4,1.97,-0.06,-1.06,0.74,P1-7_rep1
Hdac3.1,-8.32,-8.32,0.00,-6.42,P1-7_rep1
Hdac3.2,-1.59,-2.17,0.00,-3.46,P1-7_rep1
Hdac3.3,3.15,1.88,0.00,2.29,P1-7_rep1
Hdac3.4,0.80,-0.78,7.21,-0.90,P1-7_rep1
Hdac4.1,7.24,1.99,-1.71,3.84,P1-7_rep1
Hdac4.2,-5.90,-5.90,-9.22,-5.90,P1-7_rep1
Hdac4.3,6.13,5.84,-1.68,5.26,P1-7_rep1
Hdac4.4,-3.44,-3.64,-7.87,-3.28,P1-7_rep1
Hdac5.1,0.00,0.00,-9.84,0.00,P1-7_rep1
Hdac5.2,2.33,1.99,-6.04,0.00,P1-7_rep1
Hdac5.3,0.00,0.00,-8.57,0.00,P1-7_rep1
Hdac6.1,1.09,-0.55,2.62,-0.80,P1-7_rep1
Hdac6.2,-3.33,-2.06,-3.53,-3.45,P1-7_rep1
Hdac6.3,-1.74,-2.39,-9.09,-1.46,P1-7_rep1
Hdac6.4,0.54,0.25,1.98,0.83,P1-7_rep1
Hdac7.1,1.00,0.67,-2.47,0.35,P1-7_rep1
Hdac7.2,0.31,-0.11,-3.86,0.02,P1-7_rep1
Hdac7.3,-3.88,0.34,-5.25,-4.85,P1-7_rep1
Hdac7.4,-0.06,0.13,-7.35,-4.01,P1-7_rep1
Hdac8.1,0.13,-0.04,-1.31,-0.65,P1-7_rep1
Hdac8.2,-0.31,-1.03,-1.26,-0.15,P1-7_rep1
Hdac8.3,0.45,0.09,-4.09,-0.53,P1-7_rep1
Hdac8.4,1.27,0.90,-0.62,0.30,P1-7_rep1
Hdac9.2,-1.55,-1.53,-1.06,-1.93,P1-7_rep1
Hdac9.3,-4.19,-3.58,-8.87,-1.68,P1-7_rep1
Hells.1,0.28,0.53,-1.72,0.93,P1-7_rep1
Hells.2,-3.11,-2.15,2.47,-1.66,P1-7_rep1
Hells.3,0.00,0.00,-8.80,0.00,P1-7_rep1
Hells.4,0.81,0.70,2.38,0.49,P1-7_rep1
Hes1,0.63,-7.75,-8.38,-2.93,P1-7_rep1
Hes1.2,-8.13,-5.05,-1.36,-1.37,P1-7_rep1
Hes1.3,-8.61,-5.87,-8.93,-8.27,P1-7_rep1
Hes6,0.82,0.83,0.06,0.97,P1-7_rep1
Hes6.3,3.79,4.16,0.29,1.93,P1-7_rep1
Hira.1,0.44,0.81,-2.43,-0.13,P1-7_rep1
Hira.2,0.53,0.72,-4.50,1.70,P1-7_rep1
Hira.3,3.15,2.62,-4.79,0.91,P1-7_rep1
Hira.4,-0.28,-0.04,-0.01,0.03,P1-7_rep1
Hltf.1,0.00,0.00,-10.81,0.00,P1-7_rep1
Hltf.2,1.06,1.06,-0.15,-0.60,P1-7_rep1
Hltf.3,0.13,0.29,0.16,0.15,P1-7_rep1
Hltf.4,0.17,-0.60,0.96,-0.77,P1-7_rep1
Id2,-9.81,-9.81,-1.02,-4.65,P1-7_rep1
Id2.2,0.00,0.00,4.85,8.23,P1-7_rep1
Id2.3,-9.98,-9.98,-9.52,-9.98,P1-7_rep1
Id2.4,4.04,6.53,7.62,8.51,P1-7_rep1
Id2.5,0.00,0.00,-10.18,8.66,P1-7_rep1
Id3,0.80,2.64,-7.81,2.87,P1-7_rep1
Id3.2,-1.59,-5.07,-8.29,2.11,P1-7_rep1
Id3.3,-0.19,-0.47,2.59,-0.46,P1-7_rep1
Id3.4,-4.71,0.68,-3.12,0.70,P1-7_rep1
Id3.5,-6.22,-8.01,-7.69,-4.12,P1-7_rep1
Ing2.1,0.15,0.23,0.55,-0.44,P1-7_rep1
Ing2.2,0.87,0.71,-0.61,0.10,P1-7_rep1
Ing2.3,-2.84,-4.25,0.00,-4.95,P1-7_rep1
Ing2.4,2.06,1.74,-2.39,2.02,P1-7_rep1
Ing3.1,0.50,-1.09,8.36,-1.06,P1-7_rep1
Ing3.2,0.02,0.58,-1.90,-1.36,P1-7_rep1
Ing3.3,0.63,0.24,0.14,-0.40,P1-7_rep1
Ing3.4,-0.05,-0.99,3.15,-2.16,P1-7_rep1
Ing4.1,1.81,-0.20,-1.60,0.31,P1-7_rep1
Ing4.2,3.34,0.31,-10.13,2.64,P1-7_rep1
Ing4.3,-0.43,-0.18,-0.36,-0.55,P1-7_rep1
Ing4.4,-0.72,-1.71,0.15,-1.45,P1-7_rep1
Ing5.1,-1.20,-1.75,0.00,1.76,P1-7_rep1
Ing5.2,-0.04,-0.45,-1.40,0.17,P1-7_rep1
Ing5.3,-0.36,0.22,-11.21,-0.11,P1-7_rep1
Ing5.4,-5.00,-5.35,-7.54,-5.44,P1-7_rep1
Ino80.1,-1.03,0.46,8.88,-0.23,P1-7_rep1
Ino80.2,0.00,0.50,-0.66,0.81,P1-7_rep1
Ino80.3,-0.42,-0.36,-0.10,0.20,P1-7_rep1
Ino80.4,-1.13,-0.23,-1.96,0.49,P1-7_rep1
Iws1.1,0.00,0.00,0.00,0.00,P1-7_rep1
Iws1.2,0.00,0.00,0.00,0.00,P1-7_rep1
Iws1.3,-3.84,-3.84,0.00,-1.46,P1-7_rep1
Jarid2.1,0.68,0.85,-2.08,1.30,P1-7_rep1
Jarid2.2,0.98,0.69,2.17,1.02,P1-7_rep1
Jarid2.3,-1.77,0.45,-1.71,-0.16,P1-7_rep1
Jarid2.4,-1.53,-1.90,7.21,-1.59,P1-7_rep1
Jhdm1d.1,-3.58,-3.41,-1.56,-3.78,P1-7_rep1
Jhdm1d.2,1.14,0.95,1.31,0.34,P1-7_rep1
Jhdm1d.3,7.44,5.86,-8.82,8.96,P1-7_rep1
Jhdm1d.4,-2.28,-1.37,-1.31,-0.64,P1-7_rep1
Jmjd1c.2,1.28,0.65,1.92,0.83,P1-7_rep1
Jmjd1c.3,-0.16,-3.81,0.00,-0.76,P1-7_rep1
Jmjd1c.4,1.22,0.51,0.61,-0.69,P1-7_rep1
Jmjd4.1,2.09,-0.42,-7.39,0.30,P1-7_rep1
Jmjd4.2,-2.12,-0.96,-2.61,0.56,P1-7_rep1
Jmjd4.3,0.70,0.61,-1.77,-0.17,P1-7_rep1
Jmjd4.4,-2.53,-3.18,-7.56,-3.30,P1-7_rep1
Klf12,-6.10,2.01,-2.70,-6.10,P1-7_rep1
Klf12.4,-2.32,-9.33,-0.81,-1.53,P1-7_rep1
Klf12.5,-0.49,-0.74,0.55,-0.17,P1-7_rep1
Klf2,0.81,-0.42,9.34,0.51,P1-7_rep1
Klf2.2,4.04,4.98,-5.67,2.61,P1-7_rep1
Klf2.3,-9.31,-9.31,0.47,0.13,P1-7_rep1
Klf2.4,-1.78,-1.08,-8.77,1.94,P1-7_rep1
Klf2.5,0.00,0.00,0.00,1.89,P1-7_rep1
Klf2.6,0.24,0.71,-1.26,0.64,P1-7_rep1
Klf2.7,-7.81,-4.28,-9.31,-7.81,P1-7_rep1
Ms4a1,-1.05,-1.08,-3.21,-2.21,P1-7_rep1
Ms4a1.2,1.15,1.01,-0.78,0.73,P1-7_rep1
Nfatc3.2,0.93,0.96,9.35,0.71,P1-7_rep1
Nfatc3.3,1.09,-0.29,-1.61,-1.13,P1-7_rep1
Nfatc3.7,-1.82,1.32,-9.59,-2.79,P1-7_rep1
Nfatc3.8,-0.68,-3.01,-3.70,-3.01,P1-7_rep1
Runx3,-6.05,-4.24,-5.86,-8.38,P1-7_rep1
Runx3.2,-1.15,-1.36,-5.35,-2.47,P1-7_rep1
Runx3.3,1.14,-1.12,-1.95,-0.04,P1-7_rep1
Tbx21,0.79,0.42,0.32,0.25,P1-7_rep1
Tbx21.3,-1.10,-3.92,-8.06,-3.60,P1-7_rep1
Tbx21.4,-8.25,-2.27,-8.25,-5.05,P1-7_rep1
Actb,-7.03,-7.09,8.62,-6.77,P1-7_rep2
Actl6a,-6.65,-5.01,-4.65,-4.93,P1-7_rep2
Actl6b.1,-4.90,-4.40,-3.53,-6.10,P1-7_rep2
Actl6b.2,-2.84,-2.36,-2.26,-2.15,P1-7_rep2
Actl6b.3,-3.12,-2.71,-2.85,-2.24,P1-7_rep2
Actl6b.4,-2.71,-2.45,-2.08,-2.43,P1-7_rep2
Aff1.1,-3.10,-5.86,-3.20,-6.92,P1-7_rep2
Aff1.2,-3.16,-3.27,-4.33,-5.58,P1-7_rep2
Aff1.3,-2.62,-2.72,-1.73,-2.29,P1-7_rep2
Aff1.4,-3.39,-2.33,-2.08,-3.52,P1-7_rep2
Aff4.1,-6.01,-8.39,-2.06,-5.10,P1-7_rep2
Aff4.2,-2.95,-2.57,-2.52,-2.43,P1-7_rep2
Aff4.3,-2.68,-2.39,-1.72,-2.18,P1-7_rep2
Aff4.4,-2.95,-2.59,-2.10,-2.38,P1-7_rep2
Arid1a.1,0.00,0.00,-4.87,-5.27,P1-7_rep2
Arid1a.2,0.00,0.00,0.00,0.00,P1-7_rep2
Arid1b.1,0.00,0.00,-2.84,0.00,P1-7_rep2
Arid1b.2,0.00,-13.49,0.00,0.00,P1-7_rep2
Arid1b.3,-9.00,-7.42,-3.47,-6.75,P1-7_rep2
Arid2.1,-2.92,-2.42,-2.40,-2.50,P1-7_rep2
Arid2.2,-3.41,-2.61,-2.98,-3.22,P1-7_rep2
Arid2.3,-8.56,-7.26,-4.90,-6.50,P1-7_rep2
Arid2.4,-4.84,-3.55,-4.77,-4.63,P1-7_rep2
Ash1l.1,-2.87,-2.47,-2.44,-2.33,P1-7_rep2
Ash1l.2,-2.65,-2.85,-1.77,-2.28,P1-7_rep2
Ash1l.3,-4.19,-5.40,-4.02,-2.92,P1-7_rep2
Ash1l.4,-3.12,-2.81,-2.09,-2.57,P1-7_rep2
Ash2l.1,-2.97,-2.65,-1.78,-2.44,P1-7_rep2
Ash2l.2,-2.93,-2.49,-2.33,-2.17,P1-7_rep2
Ash2l.3,-3.09,-2.77,-2.84,-2.70,P1-7_rep2
Ash2l.4,0.00,-5.14,-4.20,0.00,P1-7_rep2
Asxl1.1,-2.66,-2.69,-4.12,-3.28,P1-7_rep2
Asxl1.2,-2.84,-2.39,-2.13,-2.18,P1-7_rep2
Asxl1.3,-7.43,-4.82,0.00,-5.94,P1-7_rep2
Asxl1.4,-3.00,-2.49,-2.36,-2.27,P1-7_rep2
Asxl2.1,-3.06,-2.69,-2.30,-2.58,P1-7_rep2
Asxl2.2,-2.86,-2.71,-1.70,-2.33,P1-7_rep2
Asxl2.3,-3.06,-2.57,-2.90,-2.43,P1-7_rep2
Asxl2.4,-1.76,-0.48,-0.99,-1.13,P1-7_rep2
Asxl3.1,-1.16,-1.77,-0.83,-0.72,P1-7_rep2
Asxl3.2,-3.27,-2.66,-2.94,-3.27,P1-7_rep2
Asxl3.3,-6.24,-2.49,-2.45,-4.61,P1-7_rep2
Asxl3.4,-3.35,-2.38,-2.03,-2.75,P1-7_rep2
Atad2.1,-2.74,-2.47,-1.72,-2.47,P1-7_rep2
Atad2.2,-2.98,-2.83,-2.09,-2.30,P1-7_rep2
Atad2.3,-2.82,-2.60,-2.42,-2.21,P1-7_rep2
Atad2.4,-3.06,-2.52,-2.30,-2.39,P1-7_rep2
Atad2b.1,-3.00,-3.17,-2.81,-3.08,P1-7_rep2
Atad2b.2,-2.78,-2.59,-2.41,-2.40,P1-7_rep2
Atad2b.3,-2.85,-2.39,-2.47,-2.43,P1-7_rep2
Atad2b.4,-3.14,-2.36,-1.86,-2.24,P1-7_rep2
Atm.1,-5.88,-2.66,-2.89,-3.41,P1-7_rep2
Atm.2,-2.94,-2.53,-1.82,-2.49,P1-7_rep2
Atm.3,-2.71,-2.31,-1.75,-2.19,P1-7_rep2
Atm.4,-3.86,-2.77,-1.77,-2.21,P1-7_rep2
Atr.1,-3.18,-2.37,-1.82,-2.37,P1-7_rep2
Atr.2,-2.73,-2.65,-2.31,-2.53,P1-7_rep2
Atr.3,-2.94,-2.45,-2.45,-2.61,P1-7_rep2
Atr.4,-3.98,-3.03,-3.20,-4.89,P1-7_rep2
Atrx.1,-3.77,-2.70,-4.48,-2.96,P1-7_rep2
Atrx.2,-3.14,-3.08,-2.83,-2.24,P1-7_rep2
Atrx.3,-2.88,-2.57,-2.58,-2.43,P1-7_rep2
Atrx.4,-2.92,-2.30,-1.74,-2.46,P1-7_rep2
Aurkb.1,-2.65,-2.38,-2.08,-2.19,P1-7_rep2
Aurkb.2,-7.96,-4.47,-5.18,-6.73,P1-7_rep2
Aurkb.3,-3.04,-2.61,-2.76,-2.20,P1-7_rep2
Aurkb.4,-2.83,-2.83,-1.83,-2.46,P1-7_rep2
Baz1a.1,0.00,-6.37,-2.94,6.99,P1-7_rep2
Baz1a.2,-3.31,0.02,-2.02,-2.55,P1-7_rep2
Baz1a.3,0.00,0.00,0.00,0.00,P1-7_rep2
Baz1a.4,-2.96,-2.29,-2.24,-2.53,P1-7_rep2
Baz1b.1,-2.95,-2.40,-2.10,-2.75,P1-7_rep2
Baz1b.2,-3.34,-2.53,-2.38,-2.55,P1-7_rep2
Baz1b.3,-2.68,-2.62,-2.27,-2.75,P1-7_rep2
Baz1b.4,-5.96,-4.08,-4.29,-4.83,P1-7_rep2
Baz2a.1,-3.12,-2.72,-1.85,-2.36,P1-7_rep2
Baz2a.3,0.00,0.00,0.00,0.00,P1-7_rep2
Baz2a.4,-3.13,-4.28,-2.99,-4.97,P1-7_rep2
Baz2b.1,-2.92,-2.48,-2.05,-2.24,P1-7_rep2
Baz2b.2,-2.95,-2.99,-1.87,-2.41,P1-7_rep2
Baz2b.3,-3.25,-5.48,-2.96,-2.99,P1-7_rep2
Baz2b.4,-3.11,-2.82,-1.89,-2.15,P1-7_rep2
Bcl6,-3.40,-6.52,-4.13,-2.90,P1-7_rep2
Bcl6.2,-4.37,-1.64,-3.14,-2.38,P1-7_rep2
Bcl6.3,-3.41,-2.88,-1.89,-1.96,P1-7_rep2
Bmi1.1,-3.15,-2.64,-1.86,-2.47,P1-7_rep2
Bmi1.2,-3.41,-3.31,-4.35,-3.28,P1-7_rep2
Bmi1.3,-4.17,-3.90,-2.91,-4.88,P1-7_rep2
Bmi1.4,-2.84,-2.50,-2.34,-3.01,P1-7_rep2
Bop1.1,-2.72,-3.16,-3.16,-2.17,P1-7_rep2
Bop1.2,-2.70,-2.32,-2.56,-2.31,P1-7_rep2
Bop1.3,-2.99,-2.28,-2.38,-2.20,P1-7_rep2
Bop1.4,-8.11,-7.38,-5.21,-6.10,P1-7_rep2
Bptf.1,-3.56,-3.07,-4.29,-3.88,P1-7_rep2
Bptf.2,-3.68,-5.17,-4.02,-5.00,P1-7_rep2
Bptf.3,-3.87,-3.59,-2.13,-2.92,P1-7_rep2
Bptf.4,-4.51,-2.99,-4.53,-5.08,P1-7_rep2
Brd1.1,-2.61,-2.52,-2.41,-2.42,P1-7_rep2
Brd1.2,-2.95,-2.56,-2.39,-2.33,P1-7_rep2
Brd1.3,-3.00,-3.26,-3.14,-2.96,P1-7_rep2
Brd1.4,-8.05,0.00,-5.10,0.00,P1-7_rep2
Brd2.1,-5.35,-5.53,-3.24,-4.64,P1-7_rep2
Brd2.2,-3.53,-3.26,-1.71,-2.92,P1-7_rep2
Brd2.3,-8.47,-4.80,-3.66,-6.31,P1-7_rep2
Brd2.4,-4.32,-3.72,-3.85,-4.60,P1-7_rep2
Brd3.1,-5.33,-3.77,-4.28,-2.16,P1-7_rep2
Brd3.2,-3.37,-2.96,-2.50,-3.30,P1-7_rep2
Brd3.3,-3.62,-3.04,-2.06,-3.87,P1-7_rep2
Brd3.4,-7.05,-4.70,-2.09,-7.00,P1-7_rep2
Brd4.1,-3.54,-4.40,-2.88,-2.75,P1-7_rep2
Brd4.2,-6.97,-3.55,-3.64,-2.72,P1-7_rep2
Brd4.3,-4.17,-3.04,-3.44,-2.81,P1-7_rep2
Brd4.4,-3.92,-4.77,-2.85,-2.22,P1-7_rep2
Brd7.1,-5.55,-6.59,-4.32,-7.51,P1-7_rep2
Brd7.2,0.00,0.00,0.00,0.00,P1-7_rep2
Brd7.3,-8.56,-6.37,-5.52,6.99,P1-7_rep2
Brd8.1,-3.42,-2.31,-1.86,-2.22,P1-7_rep2
Brd8.2,-5.48,-5.96,-4.74,-6.75,P1-7_rep2
Brd8.3,-3.51,-3.29,-2.21,-3.41,P1-7_rep2
Brd8.4,-2.91,-2.33,-2.26,-2.44,P1-7_rep2
Brd9.2,-3.57,-3.58,-2.82,-4.53,P1-7_rep2
Brd9.3,-3.09,-2.49,-2.47,-2.32,P1-7_rep2
Brd9.4,-3.47,-3.75,-3.87,-2.93,P1-7_rep2
Brdt.1,-8.05,-7.09,-5.43,-6.63,P1-7_rep2
Brdt.2,0.00,0.00,0.00,0.00,P1-7_rep2
Brdt.3,0.00,0.00,-4.70,0.00,P1-7_rep2
Brpf1.1,-3.71,-3.30,-2.79,-6.95,P1-7_rep2
Brpf1.2,-3.08,-2.48,-1.94,-2.25,P1-7_rep2
Brpf1.3,-2.64,-2.53,-2.38,-2.25,P1-7_rep2
Brpf1.4,-3.04,-4.51,-2.87,-2.98,P1-7_rep2
Brpf3.1,-2.64,-2.51,-2.44,-2.44,P1-7_rep2
Brpf3.2,-5.55,-7.70,8.62,0.00,P1-7_rep2
Brpf3.3,-3.55,-2.68,-2.86,-2.88,P1-7_rep2
Brpf3.4,-3.08,-5.01,-2.75,-3.29,P1-7_rep2
Brwd1.1,-2.74,-2.31,-2.08,-2.26,P1-7_rep2
Brwd1.2,-3.35,-4.35,-4.17,-4.91,P1-7_rep2
Brwd1.3,-2.87,-2.66,-2.84,-2.86,P1-7_rep2
Brwd1.4,-3.09,-2.55,-2.88,-2.24,P1-7_rep2
Brwd3.1,-3.00,-2.65,-1.77,-2.49,P1-7_rep2
Brwd3.2,-2.77,-2.51,-1.73,-2.73,P1-7_rep2
Brwd3.3,-8.70,-8.22,-4.75,-2.20,P1-7_rep2
CD4.1,-3.49,-13.98,-22.69,-5.00,P1-7_rep2
CD4.2,-3.87,-5.70,-3.66,-3.57,P1-7_rep2
CD4.3,-3.99,-2.26,-2.51,-2.38,P1-7_rep2
CD4.4,-3.93,-3.02,-4.38,-4.02,P1-7_rep2
CDK9.1,-5.43,-2.33,-2.52,-2.20,P1-7_rep2
CDK9.2,-12.93,-4.31,-7.89,-3.90,P1-7_rep2
CDK9.3,-4.49,-2.71,-3.51,-4.06,P1-7_rep2
Carm1.1,-3.16,-4.71,-4.01,-3.42,P1-7_rep2
Carm1.2,-3.11,-2.45,-2.81,-2.25,P1-7_rep2
Carm1.3,-3.25,-7.31,-3.73,-4.73,P1-7_rep2
Carm1.4,-2.63,-4.88,-2.96,-3.10,P1-7_rep2
Cbx1.1,-2.91,-2.54,-2.42,-2.41,P1-7_rep2
Cbx1.2,-3.03,-2.43,-1.95,-2.30,P1-7_rep2
Cbx1.3,-3.64,-4.44,-2.81,-3.53,P1-7_rep2
Cbx1.4,-3.06,-2.43,-2.36,-2.41,P1-7_rep2
Cbx2.1,-2.98,-2.67,-1.82,-2.66,P1-7_rep2
Cbx2.2,-2.70,-2.53,-1.83,-2.24,P1-7_rep2
Cbx2.3,-3.07,-3.25,-2.18,-2.92,P1-7_rep2
Cbx3.1,-3.03,-2.61,-1.83,-2.79,P1-7_rep2
Cbx3.2,-4.75,0.00,-3.24,-5.13,P1-7_rep2
Cbx3.3,-2.92,-2.47,-2.53,-2.43,P1-7_rep2
Cbx3.4,-2.89,-2.66,-2.38,-2.48,P1-7_rep2
Cbx4.1,-4.02,-3.47,-2.84,-3.35,P1-7_rep2
Cbx4.2,-2.71,-2.60,-1.87,-2.48,P1-7_rep2
Cbx4.3,-6.03,-4.35,-3.64,-2.93,P1-7_rep2
Cbx4.4,-2.95,-2.34,-2.00,-2.25,P1-7_rep2
Cbx5.1,-2.96,-2.45,-2.06,-2.72,P1-7_rep2
Cbx5.2,-2.83,-2.46,-2.35,-2.65,P1-7_rep2
Cbx5.3,-4.10,-3.14,8.62,0.00,P1-7_rep2
Cbx5.4,-2.74,-2.33,-1.68,-2.42,P1-7_rep2
Cbx6.1,-13.49,0.00,0.00,-5.16,P1-7_rep2
Cbx6.2,-2.97,-4.44,-2.35,-2.72,P1-7_rep2
Cbx6.3,0.00,-8.22,-5.55,-4.88,P1-7_rep2
Cbx6.4,-8.86,-2.65,-5.10,-2.25,P1-7_rep2
Cbx7.1,-8.56,-6.56,-4.40,-3.31,P1-7_rep2
Cbx7.2,-4.32,-5.12,-5.55,-6.64,P1-7_rep2
Cbx7.3,-2.95,-2.34,-2.37,-2.27,P1-7_rep2
Cbx7.4,-6.02,-3.06,-4.59,-2.69,P1-7_rep2
Cbx8.1,-3.11,-4.82,-4.32,-4.53,P1-7_rep2
Cbx8.2,-3.03,-2.33,-2.27,-2.55,P1-7_rep2
Cbx8.3,-3.05,-2.35,-1.77,-2.69,P1-7_rep2
Cbx8.4,-3.13,-4.49,-2.68,-2.86,P1-7_rep2
Ccnt1,-3.94,-2.12,-3.15,-3.37,P1-7_rep2
Ccnt1.2,-5.96,-3.05,-3.86,-3.74,P1-7_rep2
Ccnt1.3,-3.63,-2.97,-3.66,-4.12,P1-7_rep2
Ccnt1.4,-3.49,-2.96,-1.95,-2.74,P1-7_rep2
Cd14,-3.18,-2.52,-2.24,-3.11,P1-7_rep2
Cd14.2,-3.00,-2.38,-1.95,-2.57,P1-7_rep2
Cd19,-3.53,-2.79,-2.55,-2.64,P1-7_rep2
Cd19.3,-22.65,-18.03,-9.33,-22.65,P1-7_rep2
Cd19.4,-4.00,-1.94,-3.07,-3.59,P1-7_rep2
Cd4.5,0.00,0.00,0.00,0.00,P1-7_rep2
Cecr2.1,-4.88,0.00,-5.50,0.00,P1-7_rep2
Cecr2.2,-3.53,-6.43,-4.67,-5.18,P1-7_rep2
Cecr2.3,-13.49,0.00,0.00,-5.16,P1-7_rep2
Chaf1a.1,-3.01,-2.65,-2.16,-3.00,P1-7_rep2
Chaf1a.2,-5.98,-13.49,0.00,-6.85,P1-7_rep2
Chaf1a.3,-6.05,-3.96,-4.28,-3.34,P1-7_rep2
Chaf1a.4,-3.68,-4.95,-2.78,-3.06,P1-7_rep2
Chaf1b.1,-2.74,-2.68,-2.38,-2.42,P1-7_rep2
Chaf1b.2,-6.21,-13.49,-2.64,-5.10,P1-7_rep2
Chaf1b.3,-8.01,-7.56,-3.53,-5.08,P1-7_rep2
Chaf1b.4,-3.62,-2.62,-1.77,-2.48,P1-7_rep2
Chd1.1,-3.66,-2.38,-1.80,-2.21,P1-7_rep2
Chd1.2,-2.73,-2.48,-1.77,-2.21,P1-7_rep2
Chd1.3,-2.79,-2.61,-2.45,-2.26,P1-7_rep2
Chd1.4,-3.09,-2.83,-1.95,-2.71,P1-7_rep2
Chd1l.1,-8.39,-2.69,-4.65,-4.27,P1-7_rep2
Chd1l.2,-3.01,-2.84,-2.15,-2.54,P1-7_rep2
Chd1l.3,-2.84,-2.70,-2.82,-2.49,P1-7_rep2
Chd2.1,-3.11,-3.25,-2.20,-2.70,P1-7_rep2
Chd2.2,-2.73,-2.50,-1.84,-2.21,P1-7_rep2
Chd2.3,-8.83,-3.21,-5.03,-4.99,P1-7_rep2
Chd2.4,-2.84,-2.35,-2.39,-2.49,P1-7_rep2
Chd3.1,-2.92,-2.47,-2.56,-2.30,P1-7_rep2
Chd3.2,-2.94,-2.54,-3.68,-2.39,P1-7_rep2
Chd3.3,-4.92,-2.66,-2.09,-2.72,P1-7_rep2
Chd3.4,-3.05,-3.28,-2.06,-2.21,P1-7_rep2
Chd4.1,-3.09,-2.86,-4.91,-4.48,P1-7_rep2
Chd4.2,-3.14,-2.58,-1.81,-2.22,P1-7_rep2
Chd4.3,-13.49,-7.24,0.00,-5.13,P1-7_rep2
Chd4.4,-7.65,-3.09,-2.83,-2.19,P1-7_rep2
Chd5.1,-3.06,-2.32,-2.43,-2.39,P1-7_rep2
Chd5.2,-4.45,-5.46,-2.76,-5.54,P1-7_rep2
Chd5.3,-3.07,-2.98,-1.97,-2.94,P1-7_rep2
Chd5.4,-3.55,-2.50,-1.89,-2.85,P1-7_rep2
Chd6.1,-2.72,-2.71,-2.11,-2.22,P1-7_rep2
Chd6.2,-3.08,-3.26,-1.71,-2.46,P1-7_rep2
Chd6.3,-3.00,-2.73,-2.43,-2.40,P1-7_rep2
Chd6.4,-5.94,-3.32,-4.37,-2.22,P1-7_rep2
Chd7.1,-4.81,-2.12,-2.29,-6.33,P1-7_rep2
Chd7.2,-6.95,-2.48,-2.30,-6.88,P1-7_rep2
Chd7.3,0.00,-2.30,0.00,0.00,P1-7_rep2
Chd8.1,-3.02,-2.59,-2.41,-2.27,P1-7_rep2
Chd8.2,-2.75,-3.21,-2.39,-3.29,P1-7_rep2
Chd8.3,-2.62,-2.83,-2.81,-2.20,P1-7_rep2
Chd8.4,-3.16,-3.08,-2.36,-2.43,P1-7_rep2
Chd9.1,-3.07,-2.49,-1.95,-2.24,P1-7_rep2
Chd9.2,-3.56,-2.34,-2.67,-2.69,P1-7_rep2
Chd9.3,-3.02,-2.72,-2.08,-2.29,P1-7_rep2
Chd9.4,-3.29,-2.67,-2.47,-3.17,P1-7_rep2
Clock.1,0.00,0.00,8.62,-5.70,P1-7_rep2
Clock.2,-6.74,-4.28,-4.19,-6.97,P1-7_rep2
Clock.3,0.00,0.00,0.00,0.00,P1-7_rep2
Crebbp.1,-2.69,-2.48,-2.44,-2.39,P1-7_rep2
Crebbp.2,-3.53,-2.50,-2.78,-2.24,P1-7_rep2
Crebbp.3,-3.06,-2.66,-2.35,-2.76,P1-7_rep2
Crebbp.4,-3.12,-2.82,-1.89,-2.44,P1-7_rep2
Ctsl.1,-2.90,-2.47,-2.39,-2.26,P1-7_rep2
Ctsl.2,-3.00,-2.70,-2.27,-2.37,P1-7_rep2
Ctsl.3,-3.01,-2.81,-2.12,-2.23,P1-7_rep2
Ctsl.4,-4.21,-2.36,-1.88,-2.25,P1-7_rep2
Cxxc1.1,-8.21,-4.00,-4.20,-3.49,P1-7_rep2
Cxxc1.2,-6.02,-4.91,-1.75,-4.82,P1-7_rep2
Cxxc1.3,-4.32,-2.85,-2.81,-2.22,P1-7_rep2
Cxxc1.4,-2.71,-2.71,-2.25,-2.46,P1-7_rep2
Dmap1.1,-3.02,-3.29,-3.84,-3.83,P1-7_rep2
Dmap1.2,-3.59,-3.29,-2.85,-2.85,P1-7_rep2
Dmap1.3,-6.85,-2.83,-2.45,-2.93,P1-7_rep2
Dmap1.4,-2.57,-2.48,-2.40,-2.46,P1-7_rep2
Dnmt1.1,0.00,0.00,0.00,0.00,P1-7_rep2
Dnmt1.2,-2.97,-2.67,-2.32,-2.37,P1-7_rep2
Dnmt1.3,-8.29,0.00,0.00,0.00,P1-7_rep2
Dnmt1.4,-2.96,-2.82,-2.83,-2.95,P1-7_rep2
