Plate,Well,GeoMean
1,B02,163.800760127893
1,B03,137.051467344655
1,B04,138.173995716114
1,B05,82.8455005340832
1,B06,146.250884773781
1,B07,103.771177539271
1,B08,110.721306735313
1,B09,115.163753331953
1,B10,195.588613732821
1,B11,156.714317199029
1,C02,189.156327250253
1,C03,121.56318824556
1,C04,123.273959196654
1,C05,163.854687042574
1,C06,111.789535302758
1,C07,127.989906335022
1,C08,156.314893316659
1,C09,195.205454133991
1,C10,172.141727278504
1,C11,263.3059091617
1,D02,355.169611271612
1,D03,233.439479084315
1,D04,178.733074434991
1,D05,115.782883630815
1,D06,185.971385101452
1,D07,147.293512246358
1,D08,149.322545791173
1,D09,200.897598212981
1,D10,232.177144007227
1,D11,335.586641249705
1,E02,157.754580948796
1,E03,468.792941213176
1,E04,129.393120856714
1,E05,121.416182311582
1,E06,140.799424711268
1,E07,124.211083910711
1,E08,190.717118797756
1,E09,93.9994954302839
1,E10,198.188349542162
1,E11,266.971849642697
1,F02,148.033401916518
1,F03,164.953497699052
1,F04,200.74943334594
1,F05,199.586222602837
1,F06,189.272204708393
1,F07,196.870405657397
1,F08,132.153069379065
1,F09,244.628853429624
1,F10,304.605507103557
1,F11,251.384409758674
1,G02,140.303256696137
1,G03,236.704022314235
1,G04,194.338358773783
1,G05,167.621710771411
1,G06,162.441914022577
1,G07,223.834096531856
1,G08,122.443021562546
1,G09,279.961251710874
1,G10,234.66410346308
1,G11,139.768870358511
2,B02,474.619315127692
2,B03,185.182227391847
2,B04,131.574210114789
2,B05,207.182132544769
2,B06,128.037448329417
2,B07,359.384510678797
2,B08,636.950720279039
2,B09,236.279630870208
2,B10,353.10156555233
2,B11,380.884424827042
2,C02,249.882379514127
2,C03,223.740485948663
2,C04,232.224160097696
2,C05,184.386262706712
2,C06,97.1681391663554
2,C07,162.720507978109
2,C08,202.596431873831
2,C09,181.180630290499
2,C10,170.093381327816
2,C11,182.582924205894
2,D02,148.822314683506
2,D03,131.386795429749
2,D04,102.748341745669
2,D05,116.324415698476
2,D06,133.086350043282
2,D07,164.296915547302
2,D08,78.3280218947868
2,D09,136.310129410811
2,D10,253.785766974515
2,D11,171.269936582158
2,E02,142.731012971442
2,E03,112.094386199163
2,E04,215.183798942045
2,E05,117.885708519726
2,E06,95.0296888613179
2,E07,77.8517510740848
2,E08,167.309521016708
2,E09,64.7731826509424
2,E10,127.333397973989
2,E11,223.141863026143
2,F02,164.581159047394
2,F03,109.809159823718
2,F04,133.131909646963
2,F05,115.040278948001
2,F06,98.8344227423604
2,F07,93.1527532655258
2,F08,132.832451613619
2,F09,250.006216392055
2,F10,179.441367629847
2,F11,251.935787223003
2,G02,91.9179477009253
2,G03,103.847029856911
2,G04,189.144405194623
2,G05,143.045826927493
2,G06,183.907176787285
2,G07,202.59530546552
2,G08,129.658400785681
2,G09,99.8865003864251
2,G10,183.69156807821
2,G11,250.908596018674
3,B02,183.569415466689
3,B03,258.709084853594
3,B04,160.156975150084
3,B05,213.019245596773
3,B06,134.839016680476
3,B07,152.192423762094
3,B08,192.817698360733
3,B09,234.383545550777
3,B10,396.794870826929
3,B11,192.917919269856
3,C02,157.611254254411
3,C03,113.067314565894
3,C04,148.135898569894
3,C05,185.745787066915
3,C06,110.191403984159
3,C07,171.865383314316
3,C08,143.021224847715
3,C09,135.209257253794
3,C10,275.931719021075
3,C11,247.996100377936
3,D02,122.566661271366
3,D03,169.508231839115
3,D04,152.315655141688
3,D05,105.172199863428
3,D06,96.2331891177154
3,D07,155.943694709458
3,D08,119.082186670803
3,D09,216.203397576752
3,D10,254.897393858518
3,D11,153.401883940707
3,E02,294.301371922306
3,E03,139.498076442034
3,E04,154.844479862744
3,E05,162.983930186638
3,E06,174.118257942455
3,E07,148.847422758216
3,E08,119.619217487307
3,E09,97.6839888233909
3,E10,185.436420607814
3,E11,243.025124207243
3,F02,241.561717149982
3,F03,140.487146916821
3,F04,148.981488347417
3,F05,176.864263176453
3,F06,101.545989674434
3,F07,132.24971839362
3,F08,143.661087046231
3,F09,154.280188247807
3,F10,189.7364499667
3,F11,176.21138280348
3,G02,268.283445847669
3,G03,195.41432066717
3,G04,61.1483779776087
3,G05,215.295630833367
3,G06,460.056341852264
3,G07,234.309744891024
3,G08,229.861513768366
3,G09,214.349067954163
3,G10,300.058054505565
3,G11,226.579769852345
4,B02,112.679715894153
4,B03,124.760843018319
4,B04,133.208446821794
4,B05,237.549791426944
4,B06,102.526740229641
4,B07,145.46093523366
4,B08,119.766587586567
4,B09,128.829950737601
4,B10,80.713118501688
4,B11,138.879699282685
4,C02,160.255390865113
4,C03,112.102298082768
4,C04,138.5648783707
4,C05,74.9318585096413
4,C06,123.302323774353
4,C07,213.390642072821
4,C08,199.757998226706
4,C09,124.061104469803
4,C10,84.5037765752941
4,C11,163.97402075046
4,D02,87.5714776258567
4,D03,110.261180254488
4,D04,90.9101125720447
4,D05,154.000403342445
4,D06,103.902565788846
4,D07,98.6204006939999
4,D08,143.480140163129
4,D09,167.220233429702
4,D10,103.991821402945
4,D11,172.933819591713
4,E02,123.413494013159
4,E03,66.2257117839984
4,E04,135.884142435409
4,E05,110.087782102731
4,E06,103.611249535862
4,E07,115.516428436745
4,E08,96.7458560269773
4,E09,125.616287904223
4,E10,167.227103141127
4,E11,174.75579100889
4,F02,85.800695568629
4,F03,154.942697298606
4,F04,111.716485730445
4,F05,140.271973654693
4,F06,74.819932899089
4,F07,141.144596242055
4,F08,144.083673550127
4,F09,91.9900444701329
4,F10,126.766899492004
4,F11,131.080568303159
4,G02,176.259217158171
4,G03,81.6262603455103
4,G04,106.601373159562
4,G05,119.028137154302
4,G06,184.634501161047
4,G07,161.256139230985
4,G08,125.900279037618
4,G09,93.3088635431697
4,G10,123.735651384319
4,G11,223.098066822311
5,B02,138.837622752913
5,B03,58.2448242665547
5,B04,94.0749069321088
5,B05,116.295336310625
5,B06,102.547068759763
5,B07,154.964999675229
5,B08,89.3968953390214
5,B09,154.356131040334
5,B10,137.86167065882
5,B11,287.787405114233
5,C02,83.3329789098896
5,C03,74.7316085655365
5,C04,103.365050448476
5,C05,105.384423034751
5,C06,142.126333330896
5,C07,135.089664653134
5,C08,176.253145811892
5,C09,233.359847750885
5,C10,229.514481956799
5,C11,156.670005762336
5,D02,141.401016731726
5,D03,186.773485285218
5,D04,118.641359796153
5,D05,118.449974001194
5,D06,113.414516900561
5,D07,155.584594518072
5,D08,160.424931892831
5,D09,173.899903077921
5,D10,227.345342629285
5,D11,155.20126495052
5,E02,48.693849329818
5,E03,145.917288136684
5,E04,95.3465306177117
5,E05,95.6963161215514
5,E06,103.247299700915
5,E07,110.930208826881
5,E08,182.276339053805
5,E09,161.494935060833
5,E10,159.051857033391
5,E11,175.770772920665
5,F02,165.391808996409
5,F03,110.540799938997
5,F04,82.8626097643374
5,F05,51.6105278517622
5,F06,102.278945726491
5,F07,99.5195745794896
5,F08,371.088685674629
5,F09,32.1783435294308
5,F10,158.683699711323
5,F11,212.091083557039
5,G02,123.273832622917
5,G03,134.810619909591
5,G04,179.246723807356
5,G05,164.165763152218
5,G06,101.513278164707
5,G07,137.056690218773
5,G08,294.361344025199
5,G09,169.761759162867
5,G10,166.528923879707
5,G11,258.712620610203
6,B02,158.456688086951
6,B03,82.0222442497468
6,B04,57.664662114493
6,B05,118.83777598471
6,B06,104.087795407482
6,B07,107.093717972307
6,B08,72.1613618070135
6,B09,173.718570177436
6,B10,181.10904351898
6,B11,347.239251781994
6,C02,98.5871544696831
6,C03,109.322658348168
6,C04,152.686132731868
6,C05,175.073265567225
6,C06,203.665398377258
6,C07,76.1888633081394
6,C08,110.081938647607
6,C09,159.091407751234
6,C10,189.902370206877
6,C11,208.534580804875
6,D02,386.89559434424
6,D03,91.7920747245088
6,D04,55.503880600621
6,D05,87.959362821405
6,D06,67.8664696606262
6,D07,78.8404186603056
6,D08,86.0402726443708
6,D09,101.762723526217
6,D10,142.353767127086
6,D11,136.852070184787
6,E02,107.035318715106
6,E03,81.6994278440442
6,E04,96.8026129469546
6,E05,66.1849860027436
6,E06,57.1429724918521
6,E07,77.0927503773758
6,E08,82.8084215156439
6,E09,212.535848262067
6,E10,97.3307173230655
6,E11,133.707438463402
6,F02,97.9309780178998
6,F03,81.482383342279
6,F04,42.6365560470375
6,F05,75.3340366248639
6,F06,68.4025974330853
6,F07,94.6528494434897
6,F08,111.65377959654
6,F09,92.0546948136785
6,F10,91.899512048325
6,F11,251.845293326522
6,G02,60.5387128825788
6,G03,61.1222319220345
6,G04,78.8224662164565
6,G05,52.8820881315238
6,G06,118.109527893309
6,G07,107.188650701451
6,G08,114.671978793534
6,G09,87.9614141473146
6,G10,144.863159464771
6,G11,130.513790554371
7,B02,145.737574037995
7,B03,88.4654955418551
7,B04,115.483135630391
7,B05,156.735839359263
7,B06,184.136676566353
7,B07,140.497232168572
7,B08,84.4178042467347
7,B09,82.9392340446543
7,B10,112.065466084972
7,B11,167.986427427315
