Plate,Well,Percentage
1,B02,26.02666667
1,B03,33.11842552
1,B04,34.08423115
1,B05,33.68107303
1,B06,31.08108108
1,B07,31.59985554
1,B08,36.1368724
1,B09,34.46492079
1,B10,29.94880546
1,B11,30.64085447
1,C02,29.71510999
1,C03,33.59621451
1,C04,29.04673884
1,C05,24.98470948
1,C06,36.2922231
1,C07,35.09485095
1,C08,28.11515969
1,C09,29.2354975
1,C10,26.43764003
1,C11,28.94043226
1,D02,24.58770615
1,D03,30.35244608
1,D04,30.08730692
1,D05,28.80375858
1,D06,30.62080537
1,D07,27.09284627
1,D08,30.38674033
1,D09,28.9010989
1,D10,28.59205776
1,D11,26.59846547
1,E02,29.30022573
1,E03,35.65217391
1,E04,28.52363028
1,E05,27.04507513
1,E06,32.80318091
1,E07,20.66490366
1,E08,25.48652695
1,E09,33.13069909
1,E10,32.05128205
1,E11,29.65116279
1,F02,30.52489906
1,F03,32.44170096
1,F04,58.73015873
1,F05,32.28346457
1,F06,32.05394191
1,F07,42.60869565
1,F08,31.13207547
1,F09,55.88235294
1,F10,28.32832833
1,F11,25.9762309
1,G02,25.03941974
1,G03,34.47871925
1,G04,32.78418451
1,G05,31.70731707
1,G06,30.44289044
1,G07,29.143898
1,G08,35.02512563
1,G09,28.80835381
1,G10,26.51834035
1,G11,29.41420856
2,B02,21.85628743
2,B03,23.17073171
2,B04,37.39837398
2,B05,23.3974359
2,B06,29.85347985
2,B07,29.63951936
2,B08,40
2,B09,32.30563003
2,B10,28.40790843
2,B11,35
2,C02,25.06925208
2,C03,28.17869416
2,C04,33.92857143
2,C05,36.30289532
2,C06,41.74311927
2,C07,34.05114401
2,C08,16.66666667
2,C09,32.72138229
2,C10,33.42105263
2,C11,30.02610966
2,D02,28.0771132
2,D03,25.22222222
2,D04,34.68634686
2,D05,34.1509434
2,D06,35.52631579
2,D07,29.95529061
2,D08,53.78973105
2,D09,36.89482471
2,D10,33.93316195
2,D11,39.5711501
2,E02,25.27881041
2,E03,34.86073675
2,E04,35.2704515
2,E05,32.8358209
2,E06,40.41013269
2,E07,31.2987013
2,E08,26.15942029
2,E09,29.726206
2,E10,48.99408284
2,E11,32.10843373
2,F02,26.84331797
2,F03,28.9532294
2,F04,26.08695652
2,F05,28.58809802
2,F06,31.28834356
2,F07,26.31578947
2,F08,40.3064231
2,F09,32.35023041
2,F10,24.8776509
2,F11,33.39145597
2,G02,47.09418838
2,G03,30.09153318
2,G04,30.27975864
2,G05,29.75658222
2,G06,27.07535121
2,G07,25.88084561
2,G08,31.22171946
2,G09,29.60893855
2,G10,29.7979798
2,G11,23.80952381
3,B02,33.94700139
3,B03,32.90937997
3,B04,34.64979944
3,B05,35.21126761
3,B06,29.47080292
3,B07,26.47828362
3,B08,26.25762195
3,B09,29.38496583
3,B10,32.65503876
3,B11,25.26606228
3,C02,35.07751938
3,C03,30.54711246
3,C04,37.1375694
3,C05,39.01292597
3,C06,26.52370203
3,C07,33.74057707
3,C08,33.52272727
3,C09,36.84210526
3,C10,25.76687117
3,C11,27.99681402
3,D02,30.53892216
3,D03,34.93468184
3,D04,35.63432836
3,D05,33.16787004
