Plate,Well,GeoMean
1,B02,846.3350521
1,B03,710.327029
1,B04,552.5196508
1,B05,465.2060071
1,B06,726.4985802
1,B07,586.1636137
1,B08,714.8588459
1,B09,684.9022388
1,B10,816.5578295
1,B11,740.8934016
1,C02,716.3046852
1,C03,579.6164263
1,C04,742.2892356
1,C05,836.4373863
1,C06,617.8401177
1,C07,450.7630036
1,C08,650.5029165
1,C09,923.5138134
1,C10,1088.054763
1,C11,751.2151294
1,D02,555.9536613
1,D03,1037.623644
1,D04,592.0458294
1,D05,463.9444595
1,D06,835.3534215
1,D07,517.1995934
1,D08,567.6814692
1,D09,815.8141355
1,D10,836.5902725
1,D11,1257.025664
1,E02,577.6154637
1,E03,620.8547044
1,E04,587.1793005
1,E05,585.4165386
1,E06,585.0572297
1,E07,597.611085
1,E08,570.4141436
1,E09,915.6519098
1,E10,837.3508244
1,E11,1211.30005
1,F02,620.0505142
1,F03,971.2611709
1,F04,2690.34696
1,F05,806.0836418
1,F06,894.6219596
1,F07,1159.348763
1,F08,609.6730417
1,F09,2237.861233
1,F10,873.8852876
1,F11,744.7602455
1,G02,456.1750302
1,G03,973.0082004
1,G04,549.6788704
1,G05,740.8290713
1,G06,728.9358968
1,G07,847.9347112
1,G08,609.7947744
1,G09,768.3259005
1,G10,569.5091889
1,G11,502.905348
2,B02,730.0511731
2,B03,299.3594097
2,B04,306.3175506
2,B05,559.4162328
2,B06,398.5730355
2,B07,609.9726362
2,B08,2340.796128
2,B09,585.1808506
2,B10,775.2667148
2,B11,859.0158379
2,C02,654.5062932
2,C03,337.6190359
2,C04,317.0819187
2,C05,413.7563142
2,C06,395.8554752
2,C07,368.1893898
2,C08,605.8170426
2,C09,541.6289306
2,C10,391.6699401
2,C11,573.6483446
2,D02,237.3658332
2,D03,400.0786996
2,D04,188.7837354
2,D05,278.5131329
2,D06,454.6070871
2,D07,591.2903887
2,D08,395.7094429
2,D09,387.6302108
2,D10,551.3305823
2,D11,357.3735538
2,E02,371.3492584
2,E03,506.0050889
2,E04,400.2906098
2,E05,177.7031239
2,E06,347.4088748
2,E07,572.5794466
2,E08,435.6919665
2,E09,238.9942852
2,E10,702.019592
2,E11,575.3565236
2,F02,566.5432931
2,F03,366.0880297
2,F04,216.0167835
2,F05,330.3288179
2,F06,263.6940408
2,F07,337.8874442
2,F08,340.8855484
2,F09,405.4308702
2,F10,278.9889398
2,F11,482.7737913
2,G02,290.8666536
2,G03,191.9708304
2,G04,307.6145694
2,G05,331.7755697
2,G06,337.2220605
2,G07,389.8860727
2,G08,312.4728924
2,G09,186.4087889
