"Position","Pool","shRNA","Percentage","precentile","z"
"7_B02",1,"Hdac7.1",25.93984962,74.5282316070866,0.659717136101547
"7_B03",1,"Ing4.1",23.50198181,63.8739165808714,0.355090666908998
"7_B04",1,"Ing5.1",22.17217217,57.4923350843702,0.188922832184844
"7_B05",1,"Ing3.1",24.51253482,68.4871601280277,0.481365436240401
"7_B06",1,"Hdac9.1",33.33333333,94.3355116432869,1.58357807243752
"7_B07",1,"Jmjd4.1",18.96656535,41.6194998012639,-0.211637314345889
"7_B08",1,"Jarid2.1",23.97179788,66.048862904797,0.413797053689674
"7_B09",1,"Hltf.1",20.34820457,48.4447962012943,-0.0389930571141777
"7_B10",1,"Hdac8.1",18.25033647,38.1655972234255,-0.30113448640467
"7_B11",1,"Jhdm1d.1",22.00120555,56.6535086080437,0.167559509043716
"7_C02",1,"Jarid2.2",29.45454545,86.4094122166481,1.09889984181957
"7_C03",1,"Hells.1",24.8549079,69.9911864673469,0.524147043216448
"7_C04",1,"Hdac7.2",27.54590985,80.5216855714898,0.860404168913007
"7_C05",1,"Jhdm1d.2",27.02702703,78.6858004555355,0.795566592103921
"7_C06",1,"Ino80.1",21.47147147,54.0370037666606,0.101366001036666
"7_C07",1,"Ing5.2",22.48186946,59.0029708955152,0.227621399672472
"7_C08",1,"Hdac9.2",20.22873481,47.8498840326889,-0.0539215331434344
"7_C09",1,"Jmjd1c.1",16.66666667,30.8881344568419,-0.499023698265123
"7_C10",1,"Ing4.2",21.95945946,56.4482154234348,0.162343080184395
"7_C11",1,"Ing2.1",23.30468004,62.9464957082036,0.33043660596525
"7_D02",1,"Hdac8.2",32.24206349,92.6081955565981,1.44721724231707
"7_D03",1,"Jmjd1c.2",29.56648807,86.712168031565,1.11288775574291
"7_D04",1,"Ing4.3",24.38118812,67.9017393951926,0.464952864034079
"7_D05",1,"Hira.1",20.9143637,51.266508046286,0.0317519833123683
"7_D06",1,"Hells.2",26.29144179,75.9174843047397,0.703650724667551
"7_D07",1,"Jmjd1c.3",25,70.6186215622035,0.542277187086198
"7_D08",1,"Ino80.2",28.76712329,84.4470455775726,1.01300224532704
"7_D09",1,"Hltf.2",17.88939052,36.4582347674994,-0.346236886898588
"7_D10",1,"Hdac7.3",19.62905719,44.8736226461286,-0.128854913569172
"7_D11",1,"Jmjd4.2",20.53527981,49.3770026081966,-0.0156168635401101
"7_E02",1,"Ing2.2",19.74708171,45.4576475101686,-0.114107029102974
"7_E03",1,"Ing3.2",26.31843295,76.0224042746829,0.707023434925459
"7_E04",1,"Hdac7.4",28.68499503,84.200679356462,1.00273981774089
"7_E05",1,"Jarid2.3",29.51911221,86.5846086250662,1.10696785274507
"7_E06",1,"Ing5.3",19.94784876,46.4533023549745,-0.089019960263214
"7_E07",1,"Hira.2",25.23245985,71.6110139539772,0.571324464811454
"7_E08",1,"Hdac8.3",24.5089667,68.4713171134298,0.480919577858417
"7_E09",1,"Jhdm1d.3",18.06930693,37.3061675595131,-0.323755232846927
"7_E10",1,"Ino80.3",29.32377688,86.0498006323624,1.08255951048698
"7_E11",1,"Hltf.3",26.3280989,76.0599169933754,0.708231254401074
"7_F02",1,"Hdac9.3",29.14622179,85.5512511042712,1.06037291778823
"7_F03",1,"Jmjd4.3",27.98122066,81.985139715174,0.914798912757486
"7_F04",1,"Ing5.4",20.41920216,48.7985087078515,-0.0301214747116517
