Gene,nbPctgShift,ZScore
Actb,0.26896689056365375,-0.11700386997041554
Actl6a,2.3924752216887093,0.18829888523586522
Actl6b,-15.11517461665288,-2.3288250904447856
Aff1,-7.661829356247127,-1.257236714664807
Aff4,3.5766311612472865,0.35854830956921624
Arid1a,0.16674872321623457,-0.1317000629007111
Arid1b,-1.3398306353689218,-0.34830520749614885
Arid2,2.3551708534261664,0.18293553146661015
Ash1l,1.194137304071596,0.016010478096521532
Ash2l,-2.925930895363786,-0.5763432953680597
Asxl1,-0.1063355561514765,-0.17096215651835744
Asxl2,2.12648247587534,0.15005636130911393
Asxl3,-5.711521623882594,-0.976835495859351
Atad2,-0.30905302925691913,-0.20010741682197805
Atad2b,3.083841353262324,0.2876985352075243
Atm,-8.950107715898591,-1.4424561116924786
Atr,-2.847020135558626,-0.5649980738632436
Atrx,-1.484603571612066,-0.36911961903693985
Aurkb,-2.1307405791584184,-0.46201655085172044
Baz1a,-3.0435485378869718,-0.5932535140834113
Baz1b,-4.423012333707881,-0.7915828973019393
Baz2a,5.389782660566769,0.6192301916390431
Baz2b,-9.318953429015233,-1.4954860955215856
Bmi1,-4.180007444080964,-0.7566454020049986
Bop1,-0.26359010666008853,-0.19357108478828713
Bptf,-5.992852034357581,-1.017283158899986
Brd1,1.136495064620231,0.007723091481260118
Brd2,-15.136451977059831,-2.3318841962936037
Brd3,5.23964063258098,0.5976438507029405
Brd4,23.03068483489852,3.15551222981428
Brd7,-8.901106308275368,-1.4354110417310955
Brd8,-3.4483558868134363,-0.6514538032668878
Brd9,-2.770795736794272,-0.5540390780280965
Brdt,-2.4859757467816324,-0.5130897083392035
Brpf1,-8.923763990348746,-1.438668600301598
Brpf3,-1.3909297033001795,-0.35565186396988185
Brwd1,5.488688756549449,0.6334501987695125
Brwd3,-8.664919229286552,-1.4014537622128156
Carm1,-15.832643642344772,-2.4319776267961957
Cbx1,-4.170489548719598,-0.7552769874643076
Cbx2,-5.303748972012197,-0.9182088767455726
Cbx3,-13.3435142619354,-2.074108506734274
Cbx4,-10.283386420361913,-1.6341453346468577
Cbx5,4.193184975273933,0.4471919825872293
Cbx6,12.794302742463989,1.6837988344122778
Cbx7,-7.283557191452637,-1.202851463410146
Cbx8,-7.368663518266491,-1.2150874389798718
Cecr2,-14.594707194631496,-2.2539960277991717
Chaf1a,-3.1608726947672583,-0.6101215375438269
Chaf1b,9.172948669684946,1.163146591239224
Chd1,0.5354319637003044,-0.07869343821818352
Chd1l,11.674046218103156,1.5227364084203017
Chd2,-2.446509283626746,-0.5074155041164914
Chd3,3.1304356403651195,0.29439752669291175
Chd4,17.9184458398188,2.420511275217644
Chd5,6.271546156295072,0.7460038052577594
Chd6,2.59186680255461,0.21696597267368248
Chd7,0.3402431788811171,-0.10675627786764771
Chd8,3.5386486008926377,0.3530874502186342
Chd9,7.6145864172830535,0.9390964746024345
Clock,-0.7942301095349684,-0.2698626879460375
Crebbp,4.409971507466965,0.4783599910193328
Ctsl,4.936801295100196,0.5541037888333725
Cxxc1,-6.705021808402277,-1.1196738069627061
Dmap1,3.835257749341256,0.39573178031776535
Dnmt1,-6.7426395284970075,-1.1250822122047122
Dnmt3a,2.479016041341305,0.2007411018688224
Dnmt3b,5.011777474608545,0.5648833246813021
Dnmt3l,7.676545553878304,0.9480045136411653
Dot1l,19.79160614920258,2.68982079240467
Dpy30,6.463079740388906,0.7735411264357746
Dub2a,3.2768305962045545,0.3154451405454091
Eaf1,5.298010907672599,0.6060359090463981
Eed,-2.023727597681871,-0.4466309940310797
Ehmt1,0.2097468204134838,-0.1255181057355171
Ehmt2,-4.405609827217846,-0.789080890080669
Elp3,0.23114422203200036,-0.12244174122465723
Elp4,1.4540493126364187,0.05337875735540131
Ep300,7.172268490927808,0.8755031843788735
Ep400,-10.755554505293766,-1.7020302659830082
Epc1,10.945773812756087,1.4180306398418636
Epc2,9.502693151699626,1.2105548812833762
Ercc5,4.820155870897137,0.5373333486757248
Ezh1,3.461053663146411,0.3419314081458293
Ezh2,4.299612113993124,0.4624933111497008
