type,shRNA,count,ZScore
target,Actl6b.1,5358,-0.09475860977426383
target,Actl6b.2,3436,-0.10420703464331696
target,Actl6b.3,1217,-0.11511549186726538
target,Actl6b.4,5410,-0.09450298121381079
target,Aff1.1,771,-0.11730799836653577
target,Aff1.2,12110,-0.06156622438620624
target,Aff1.3,361699,1.6569901760026657
target,Aff1.4,725,-0.11753413132385963
target,Aff4.1,55474,0.15160833129621812
target,Aff4.2,89,-0.12066066525555462
target,Aff4.3,2486,-0.10887717180543999
target,Aff4.4,142,-0.1204001207612467
target,Arid2.1,69753,0.2218029508098547
target,Arid2.2,3630,-0.10325334347547288
target,Arid2.3,796,-0.11718510002016412
target,Arid2.4,491,-0.11868445984589836
target,Ash1l.1,4403,-0.0994533266056612
target,Ash1l.2,9540,-0.07420017439321276
target,Ash1l.3,118,-0.1205181031737635
target,Ash1l.4,1508,-0.11368495511549928
target,Ash2l.1,3523,-0.10377934839794359
target,Ash2l.2,3820,-0.10231931604304828
target,Ash2l.3,330,-0.11947592519653183
target,Ash2l.4,0,-0.12109818336863773
target,Asxl1.1,874,-0.11680165717948454
target,Asxl1.2,1873,-0.11189063925847306
target,Asxl1.3,170,-0.12026247461331045
target,Asxl1.4,6569,-0.08880541387602069
target,Asxl2.1,92561,0.3339255701716464
target,Asxl2.2,2317,-0.1097079646269124
target,Asxl2.3,3188,-0.10542618623932382
target,Asxl2.4,150390,0.6182091090647126
target,Asxl3.1,4125776,20.16094373262643
target,Asxl3.2,3589,-0.1034548967635224
target,Asxl3.3,1431,-0.11406348202232398
target,Asxl3.4,3618,-0.10331233468173127
target,Atad2.1,4452,-0.09921244584677275
target,Atad2.2,3052,-0.10609475324358564
target,Atad2.3,4846,-0.0972755679079554
target,Atad2.4,3714,-0.10284040503166411
target,Atad2b.1,9603,-0.07389047056035618
target,Atad2b.2,939,-0.11648212147891823
target,Atad2b.3,3125,-0.10573589007218039
target,Atad2b.4,4566,-0.09865202938731799
target,Atm.1,1211,-0.11514498747039459
target,Atm.2,3262,-0.1050624071340637
target,Atm.3,5754,-0.09281189996773676
target,Atm.4,2182,-0.11037161569731936
target,Atr.1,15824,-0.043308446049232625
target,Atr.2,114262,0.4406062507561011
target,Atr.3,6100,-0.091110986853953
target,Atr.4,2529,-0.10866578664968074
target,Atrx.1,0,-0.12109818336863773
target,Atrx.2,831,-0.11701304233524379
target,Atrx.3,25100,0.0022917563885076326
target,Atrx.4,5149,-0.0957860399499309
target,Aurkb.1,25954,0.006489963900563495
target,Aurkb.2,73592,0.24067522087868665
target,Aurkb.3,1958,-0.11147278488080942
target,Aurkb.4,1105,-0.11566607645901042
target,Baz1a.1,1,-0.12109326743478287
target,Baz1a.2,185622,0.7914072906393638
target,Baz1a.3,0,-0.12109818336863773
target,Baz1a.4,8854,-0.07757250501765107
target,Baz1b.1,4367,-0.09963030022443638
target,Baz1b.2,52634,0.1376470791483977
target,Baz1b.3,8134,-0.08111197739315484
target,Baz1b.4,165,-0.12028705428258478
target,Baz2a.1,2749,-0.10758428120161014
target,Baz2a.3,0,-0.12109818336863773
target,Baz2a.4,706,-0.1176275340671021
target,Baz2b.1,37338,0.062452954904362014
target,Baz2b.2,5969,-0.09175497418894049
target,Baz2b.3,836,-0.11698846266596946
target,Baz2b.4,1083,-0.11577422700381748
control,Bcl6.2,14541,-0.04961558918502615
control,Bcl6.3,7,-0.12106377183165366
target,Bmi1.1,2965,-0.10652243948895901
target,Bmi1.2,3543,-0.10368102972084625
target,Bmi1.3,1351,-0.11445675673071329
target,Bmi1.4,489904,2.287237475865806
target,Bop1.1,1133,-0.11552843031107415
target,Bop1.2,1110,-0.11564149678973608
target,Bop1.3,33,-0.12093595755142714
target,Bop1.4,9,-0.12105393996394394
target,Bptf.1,1285,-0.11478120836513447
target,Bptf.2,1653,-0.11297214470654365
target,Bptf.3,165,-0.12028705428258478
target,Bptf.4,703,-0.11764228186866668
target,Brd1.1,1209,-0.11515481933810431
target,Brd1.2,16384,-0.040555523090507466
target,Brd1.3,76,-0.12072457239566789
target,Brd1.4,151,-0.12035587735655291
target,Brd2.1,375,-0.11925470817306286
target,Brd2.2,46982,0.10986222100069308
target,Brd2.3,1620,-0.11313437052375425
target,Brd2.4,251,-0.11986428397106627
target,Brd3.1,1842,-0.11204303320797392
target,Brd3.2,15034,-0.04719203379457704
target,Brd3.3,2192,-0.11032245635877069
target,Brd3.4,776,-0.11728341869726144
target,Brd4.1,3040,-0.10615374444984403
target,Brd4.2,41997,0.08535629073418434
target,Brd4.3,2434,-0.10913280036589304
target,Brd4.4,8893,-0.07738078359731129
target,Brd8.1,65499,0.20089056819125328
target,Brd8.2,1183,-0.11528263361833084
target,Brd8.3,4911,-0.09695603220738909
target,Brd8.4,6577,-0.08876608640518176
target,Brd9.2,23392,-0.006104658635604092
target,Brd9.3,862,-0.11686064838574294
target,Brd9.4,67,-0.12076881580036168
target,Brpf1.1,470,-0.11878769445685054
target,Brpf1.2,7611,-0.08368301079924995
target,Brpf1.3,7973,-0.08190344274378833
target,Brpf1.4,419,-0.11903840708344873
target,Brpf3.1,1572,-0.11337033534878783
target,Brpf3.2,1728,-0.11260344966742868
target,Brpf3.3,1574,-0.1133605034810781
target,Brpf3.4,792,-0.11720476375558359
target,Brwd1.1,16637,-0.03931179182522628
target,Brwd1.2,1326,-0.11457965507708495
target,Brwd1.3,2861,-0.1070336966098651
target,Brwd1.4,2586,-0.10838557841995335
target,Brwd3.1,5703,-0.09306261259433495
target,Brwd3.2,12306,-0.06060270135065244
target,Brwd3.3,2988,-0.10640937301029708
control,CD4.1,8638,-0.0786343467303022
control,CD4.2,13,-0.12103427622852447
control,CD4.3,7404,-0.08470060910720728
control,CD4.4,4842,-0.09729523164337486
control,CDK9.1,31336,0.03294751990745418
control,CDK9.2,9774,-0.07304984587117404
control,CDK9.3,7780,-0.08285221797777753
target,Carm1.1,634,-0.11798148130465247
target,Carm1.2,10728,-0.06836004497363153
target,Carm1.3,767,-0.11732766210195524
target,Carm1.4,4111,-0.10088877929128216
target,Cbx1.1,4288,-0.10001865899897082
target,Cbx1.2,16890,-0.03806806055994509
target,Cbx1.3,1489,-0.11377835785874174
target,Cbx1.4,8544,-0.07909644451265964
target,Cbx3.1,40582,0.07840024432954845
target,Cbx3.2,1545,-0.11350306556286922
target,Cbx3.3,253278,1.1239997115242015
target,Cbx3.4,27689,0.01501910913875661
target,Cbx4.1,2624,-0.10819877293346843
target,Cbx4.2,40538,0.07818394323993433
target,Cbx4.3,692,-0.11769635714107021
target,Cbx4.4,3705,-0.1028846484363579
target,Cbx5.1,4616,-0.09840623269457466
target,Cbx5.2,9629,-0.07376265628012965
target,Cbx5.3,19,-0.12100478062539527
target,Cbx5.4,69517,0.22064279042010626
target,Cbx6.1,42,-0.12089171414673335
target,Cbx6.2,3419,-0.10429060551884968
target,Cbx6.3,2828,-0.1071959224270757
target,Cbx6.4,0,-0.12109818336863773
target,Cbx7.1,1199,-0.11520397867665298
target,Cbx7.2,73,-0.12073932019723249
target,Cbx7.3,5000,-0.09651851409430598
target,Cbx7.4,1538,-0.11353747709985329
target,Cbx8.1,769,-0.11731783023424551
target,Cbx8.2,44335,0.09684974408686185
target,Cbx8.3,1828,-0.11211185628194205
target,Cbx8.4,11706,-0.06355226166357225
control,Ccnt1.2,54395,0.14630403866681732
control,Ccnt1.3,5484,-0.09413920210855067
control,Ccnt1.4,42455,0.08760778843971312
control,Cd14.2,1535,-0.11355222490141788
control,Cd19.3,1445,-0.11399465894835585
control,Cd19.4,5526,-0.09393273288664629
control,Cd4.5,16,-0.12101952842695987
target,Chaf1a.1,4989,-0.09657258936670951
target,Chaf1a.2,8,-0.1210588558977988
target,Chaf1a.3,6271,-0.09027036216477086
target,Chaf1a.4,6105,-0.09108640718467867
target,Chaf1b.1,5844,-0.09236946592079878
target,Chaf1b.2,1092,-0.11572998359912368
target,Chaf1b.3,5576,-0.09368693619390296
target,Chaf1b.4,18327,-0.031003863610502152
