type,shRNA,count,ZScore
target,Hat1.3,163442,9.322417308389173
target,Hltf.3,143498,8.140007382561075
target,Asxl2.4,137061,7.758380191799167
target,Asxl3.1,135927,7.691149302514717
target,Elp4.4,130750,7.3842230998466425
target,Cbx3.1,74295,4.037203827753514
target,Epc2.4,67162,3.6143132340445367
target,Hells.4,62228,3.3217936505088446
target,Gtf2b.1,51784,2.702605460308851
target,Bmi1.4,50233,2.6106521011552517
target,Ing3.3,47470,2.446843505835204
target,Brd9.3,38714,1.9277309250815517
target,Brd3.2,36460,1.7940991574914729
target,Dnmt3a.4,33864,1.640191407418782
target,Hdac2.1,29067,1.3557940741758319
target,Fkbp1a.4,27747,1.2775358961727687
target,Arid2.2,27086,1.2383475206727501
target,Asxl3.2,26908,1.227794523942034
target,Fkbp1a.1,26562,1.2072813954654735
target,Atad2b.1,26225,1.1873018454752975
target,Chd8.2,25409,1.1389240627097676
target,Chd9.4,23346,1.0166160163307378
target,Hdac8.4,23064,0.9998972237573561
target,Jmjd1c.4,22835,0.9863206156037945
target,Ezh1.2,22173,0.9470729536052885
target,Ehmt2.1,21338,0.8975687273685024
target,Asxl3.4,20550,0.8508509665606131
target,Jarid2.1,17737,0.6840780463162066
target,Atad2.3,16753,0.6257401318048322
target,Ing5.2,16267,0.5969268935400681
target,Hira.4,15847,0.572026564175457
target,Gadd45b.2,15609,0.5579163775355108
target,Cbx5.2,15501,0.5515134356988965
target,Baz1b.2,15208,0.5341424916421561
target,Dnmt1.2,15086,0.5269095388267214
target,Asxl2.1,15069,0.5259016683524396
target,Ing2.1,14432,0.4881361688161129
target,Hat1.1,14053,0.46566658588947574
target,Cbx3.4,13913,0.45736647610127207
target,Epc2.2,12451,0.3706896153130309
target,Cbx3.3,12291,0.3612037755550839
target,Hdac2.3,12117,0.35088792481831643
target,Fbxl19.1,12073,0.348279318884881
target,Atr.3,11939,0.34033492808760035
target,Chd2.4,11797,0.33191624530242236
target,Ash1l.1,11462,0.3120552683092207
target,Chd6.3,11396,0.3081423594090676
target,Epc2.3,11002,0.28478347900512296
target,Chd1.3,10925,0.28021841862161095
target,Gtf3c4.4,10890,0.27814339117456005
target,Jmjd4.2,10625,0.26243246907546025
target,Ezh1.3,10216,0.2381842911942081
target,Crebbp.3,10159,0.23480496078043944
target,Brd1.1,9894,0.21909403868133964
target,Hdac2.4,9840,0.21589256776303253
target,Ercc5.1,9437,0.19200010887270338
target,Dnmt3b.2,9419,0.19093295189993434
target,Aff4.2,8880,0.15897752921535022
target,Dub2a.4,8779,0.15298959286814615
target,Atad2b.3,8714,0.14913597046648017
target,Epc2.1,8599,0.14231802314045572
target,Jmjd1c.2,8257,0.12204204065784391
target,Atrx.3,8191,0.11812913175769076
target,Jarid2.2,8130,0.11451265534997344
target,Bop1.2,8122,0.11403836336207608
target,Ino80.3,8096,0.11249691440140969
target,Chd3.1,7982,0.10573825357387243
target,Ing4.3,7906,0.10123247968884758
target,Cbx1.1,7849,0.09785314927507893
target,Brpf1.3,7757,0.09239879141425938
target,Arid2.1,7625,0.08457297361395306
target,Asxl1.4,7621,0.0843358276200044
target,Cbx1.4,7572,0.0814307891941331
target,Jhdm1d.1,7444,0.07384211738777546
target,Chaf1b.1,7433,0.0731899659044166
target,Eed.2,7353,0.06844704602544309
target,Dmap1.4,7322,0.06660916457234084
target,Epc1.3,7171,0.05765690330077832
target,Chd8.1,7127,0.05504829736734288
target,Atad2b.2,7083,0.05243969143390744
target,Brpf3.1,6959,0.04508816562149848
target,Dmap1.3,6858,0.03910022927429441
