shRNA,nbPctg_Q4,nbPctg_Q1,q4minusq1_nbPctg
Bcl6,95.1045816533484,84.22568256405957,10.878899089288836
Bcl6.2,95.15403477400764,82.74860908208976,12.405425691917884
Bcl6.3,73.5900953712038,66.96377068084713,6.626324690356668
CD4.1,60.87520730915218,75.9570421530874,-15.08183484393522
CD4.2,66.58223942520203,63.67436354165659,2.9078758835454437
CD4.3,78.21860684845247,89.8512539571901,-11.632647108737629
CD4.4,99.27771471205666,95.86540878426997,3.41230592778669
CDK9.1,81.05966309882912,92.61146357443496,-11.551800475605845
CDK9.2,7.706663455745143,84.15685327221925,-76.45018981647411
CDK9.3,76.28405955107446,95.79516504590815,-19.511105494833686
Ccnt1.2,87.09383693976989,98.43365266804197,-11.339815728272086
Ccnt1.3,86.57200315809985,95.69024613897345,-9.118242980873603
Ccnt1.4,57.40446985635922,98.27602113824165,-40.871551281882425
Cd14,89.34179904579757,84.2990702183939,5.042728827403678
Cd14.2,75.02586758975451,73.26982032497833,1.7560472647761856
Cd19,74.02981282595161,77.95444199674013,-3.9246291707885206
Cd19.3,33.310025096905264,14.673583781398214,18.63644131550705
Cd19.4,7.706663455745143,36.04409052474752,-28.337427069002374
Fosb,7.706663455745143,14.673583781398214,-6.966920325653072
Fosb.2,7.706663455745143,14.673583781398214,-6.966920325653072
Hes1,33.66617143782047,30.351628768628814,3.3145426691916597
Hes1.2,71.04151495137508,71.37412707095197,-0.3326121195768934
Hes1.3,22.13021544880713,14.673583781398214,7.456631667408917
Id2,42.86962247700467,14.673583781398214,28.196038695606454
Id2.2,28.62337831495008,23.516310479154857,5.107067835795224
Id2.3,92.56458838027363,82.4542506516018,10.110337728671837
Id2.4,43.547706085236214,14.673583781398214,28.874122303838
Id2.5,17.840786585286068,14.673583781398214,3.1672028038878537
Id3,70.33473685682779,54.253446757244085,16.081290099583704
Id3.2,7.706663455745143,14.673583781398214,-6.966920325653072
Id3.3,7.706663455745143,14.673583781398214,-6.966920325653072
Id3.4,22.508890696467514,57.59626513704927,-35.087374440581755
Id3.5,7.706663455745143,52.61454849824246,-44.90788504249732
Klf12,67.9653903330438,72.67407141155647,-4.708681078512669
Klf12.4,17.840786585286068,14.673583781398214,3.1672028038878537
Klf12.5,88.05836642055014,79.82067247310066,8.237693947449486
Klf2,7.706663455745143,54.14379113310315,-46.437127677358006
Klf2.2,7.706663455745143,23.516310479154857,-15.809647023409713
Klf2.3,7.706663455745143,14.673583781398214,-6.966920325653072
Klf2.4,14.69683632670457,14.673583781398214,0.0232525453063559
Klf2.5,14.69683632670457,14.673583781398214,0.0232525453063559
Klf2.6,38.273355298864956,38.50703209536995,-0.2336767965049944
Klf2.7,7.706663455745143,29.040612101970552,-21.33394864622541
Ms4a1,94.88441889581846,96.08834833538369,-1.2039294395652291
Ms4a1.2,56.27816177960633,34.59130739399748,21.686854385608846
Nfatc3.2,98.81276774504715,97.36548913422803,1.4472786108191258
Nfatc3.3,16.603034458829526,29.040612101970552,-12.437577643141026
Nfatc3.7,7.706663455745143,14.673583781398214,-6.966920325653072
Nfatc3.8,7.706663455745143,14.673583781398214,-6.966920325653072
Rpa3.1,23.800393497392424,45.28866118348923,-21.48826768609681
Rpa3.2,55.40696836451355,46.0119058384708,9.39506252604275
Rpa3.3,24.59581646824933,23.516310479154857,1.0795059890944714
Rpa3.4,73.4777327401404,40.489777549893866,32.98795519024653
Runx3,7.706663455745143,14.673583781398214,-6.966920325653072
Runx3.2,7.706663455745143,67.05504633230048,-59.348382876555334
Runx3.3,77.85490879478047,55.97488093253763,21.88002786224284
Satb1.1,54.112760838675264,57.3259721203832,-3.2132112817079346
Satb1.2,90.88901114507226,80.56438956555051,10.324621579521747
Satb1.3,87.97486232009847,95.00638464788706,-7.031522327788593
Scmh1.1,57.42369878448709,69.17284438514096,-11.749145600653875
Scmh1.2,62.421713057747766,72.21805797511325,-9.796344917365488
Scmh1.3,86.16384923384433,78.9493651011414,7.214484132702935
Scml2.1,53.47025920517634,59.69745118437662,-6.227191979200278
Scml2.2,87.2129330701107,75.83568080322681,11.377252266883886
Scml2.3,66.20437697792094,57.17490865258995,9.029468325330996
Scml2.4,54.24596116722583,74.5771597955567,-20.331198628330867
Scml4.1,67.33988054038097,68.42424096768785,-1.0843604273068763
Scml4.2,61.54586192963066,44.658323842825645,16.887538086805016
Scml4.3,47.270907868460085,54.890449571111056,-7.61954170265097
Setd1a.1,7.706663455745143,14.673583781398214,-6.966920325653072
Setd1a.2,81.58242849248938,85.47143966690535,-3.8890111744159697
Setd1a.3,42.926900998081486,73.65885556986377,-30.73195457178229
Setd1a.4,67.16767377418427,57.644599794351535,9.52307397983273
Setd2.1,34.277770996629236,42.42790931521449,-8.150138318585256
Setd2.2,82.53477508476092,81.55359406935557,0.9811810154053546
Setd2.3,72.82960706736164,73.17200123564622,-0.342394168284585
Setd2.4,92.53695235421047,93.98031140195788,-1.443359047747407
Setd3.1,61.30209405480518,55.696583381955364,5.605510672849817
Setd3.2,43.583507854553986,50.28564145534631,-6.7021336007923225
Setd3.3,76.5332847524743,63.287536811939326,13.245747940534976
Setd4.1,7.706663455745143,14.673583781398214,-6.966920325653072
Setd4.2,68.91349674872725,77.570016974279,-8.656520225551745
Setd4.3,50.356257718999075,34.59130739399748,15.764950325001593
Setd4.4,74.44717805144462,69.5527471063982,4.894430945046423
Setd5.1,7.706663455745143,14.673583781398214,-6.966920325653072
Setd5.2,99.77988183521805,99.66029680906266,0.11958502615539146
Setd5.3,7.706663455745143,14.673583781398214,-6.966920325653072
Setd5.4,96.17269319651598,95.99189012694738,0.18080306956859715
Setd7.1,7.706663455745143,45.28866118348923,-37.58199772774409
Setd7.2,25.895145883199717,50.10350076867165,-24.208354885471934
Setd8.1,31.522674433838088,47.61862894862306,-16.095954514784975
Setd8.2,61.319443532813736,54.32502535771465,6.994418175099085
Setd8.3,61.113410007655645,66.80170767242683,-5.688297664771184
Setd8.4,49.409362079735544,32.20661433385848,17.202747745877062
Setdb1.1,94.50665615760113,92.63438184733864,1.8722743102624833
Setdb1.2,98.04769959227411,94.43270147460235,3.6149981176717603
Setdb1.3,73.60440606760366,69.11564257922002,4.48876348838364
Setdb1.4,55.64905049760445,59.60197319217866,-3.9529226945742124
Setdb2.1,57.74488374845783,14.673583781398214,43.071299967059616
Setdb2.2,74.36431796408148,87.72566546782362,-13.361347503742138
Setdb2.3,68.17721712688264,60.875057117023154,7.3021600098594845
Setdb2.4,53.20379115633369,53.003955053003416,0.19983610333027713
Setmar.1,64.89152071829002,70.94688447710588,-6.055363758815858
Setmar.2,87.3519169708403,83.0175224454486,4.334394525391701
Setmar.3,41.27381402642542,54.72150700478073,-13.447692978355313
Setmar.4,54.68466681965499,37.338798055181286,17.345868764473707
Sfmbt1.1,67.02821585659657,72.0939108739075,-5.065695017310929
Sfmbt1.2,14.69683632670457,27.158149790131574,-12.461313463427004
Sfmbt1.3,72.1021947650318,74.23584447017143,-2.133649705139632
Sfmbt1.4,84.02928482197473,84.68595495794848,-0.656670135973755
Sfmbt2.1,7.706663455745143,14.673583781398214,-6.966920325653072
Sfmbt2.2,47.450580007621085,61.87569246985749,-14.425112462236406
Sfmbt2.3,30.688864357934403,70.66365560544563,-39.97479124751122
Sgk1.1,71.48953756776548,59.202766172143676,12.286771395621805
Sin3a.1,42.86962247700467,35.47164303378898,7.397979443215689
Sin3a.2,97.5803406934591,94.720388214375,2.8599524790841
Sin3a.3,7.706663455745143,14.673583781398214,-6.966920325653072
Sin3a.4,50.392201736439816,14.673583781398214,35.7186179550416
Sin3b.1,36.3242430618895,53.018363659383304,-16.694120597493807
Sin3b.2,35.68528655830106,57.375858844453084,-21.690572286152026
Sin3b.3,48.10511749323333,14.673583781398214,33.431533711835115
Sin3b.4,28.495693747051632,37.338798055181286,-8.843104308129654
Sirt1.1,81.53339665954591,80.588296627298,0.9451000322479075
Sirt1.2,66.57998611119342,60.44954545740651,6.130440653786913
Sirt1.3,63.84401767511921,74.45588863758479,-10.61187096246558
Sirt1.4,54.93641970668346,55.12136021002754,-0.1849405033440803
Sirt3.1,37.39204576888404,70.268711511561,-32.876665742676956
Sirt3.2,16.603034458829526,27.158149790131574,-10.555115331302048
Sirt3.3,78.04131221026996,85.53809783280734,-7.496785622537374
