Plate,Well,GeoMean
control1,B02,18.20539099
control1,B03,24.13411387
control1,B04,22.13182205
control1,B05,24.81863161
control1,B06,19.33188772
control1,B07,17.59126913
control1,B08,19.35639232
control1,B09,15.93791842
control1,B10,20.28780984
control1,B11,144.3322377
control1,C02,16.83043372
control1,C03,15.72219735
control1,C04,21.23549245
control1,C05,17.39920206
control1,C06,33.8718626
control1,C07,18.62543397
control1,C08,24.87860381
control1,C09,22.29410244
control1,C10,21.39729269
control1,C11,493.4573663
control1,D02,19.94311862
control1,D03,13.69449177
control1,D04,21.89692227
control1,D05,24.16323029
control1,D06,31.57967316
control1,D07,44.50245713
control1,D08,25.38369044
control1,D09,31.47179629
control1,D10,22.18405219
control1,D11,171.1110167
control1,E02,45.28371075
control1,E03,29.28529971
control1,E04,25.0085737
control1,E05,23.39512777
control1,E06,24.63999185
control1,E07,23.99339057
control1,E08,20.58138489
control1,E09,20.41811284
control1,E10,21.78055372
control1,E11,234.0372637
control1,F02,33.58467355
control1,F03,102.9049913
control1,F04,95.7283961
control1,F05,44.85131527
control1,F06,26.71676034
control1,F07,22.92327386
control1,F08,23.06086669
control1,F09,26.69851319
control1,F10,37.55035311
control1,F11,105.6766673
control1,G02,23.25297535
control1,G03,29.74240621
control1,G04,20.47424421
control1,G05,29.93574527
control1,G06,30.21750566
control1,G07,24.80265817
control1,G08,29.24784649
control1,G09,24.65579478
control1,G10,35.64771897
control1,G11,3958.478271
7,B02,26.96358057
7,B03,40.79203252
7,B04,28.73387361
7,B05,37.41507581
7,B06,51.37853726
7,B07,29.89237744
7,B08,33.42973983
7,B09,33.17162576
7,B10,35.19698028
7,B11,43.60015237
7,C02,22.98021801
7,C03,29.59182545
7,C04,27.60951917
7,C05,36.01858556
7,C06,38.8306624
7,C07,34.05773757
7,C08,23.06610263
7,C09,132.5333819
7,C10,25.13806651
7,C11,31.12351759
7,D02,24.17506843
7,D03,32.204525
7,D04,43.23727049
7,D05,25.54604701
7,D06,37.57472476
7,D07,71.02382463
7,D08,29.85589603
7,D09,39.79694316
7,D10,32.82663466
7,D11,37.54138414
7,E02,24.38916543
7,E03,38.98217698
7,E04,32.94560017
7,E05,29.80404819
7,E06,44.69073189
7,E07,41.70292645
7,E08,40.12590254
7,E09,33.79813775
7,E10,27.50770204
7,E11,34.98596959
7,F02,21.67666107
7,F03,25.74629945
7,F04,28.4027777
7,F05,39.55109635
7,F06,27.43395765
7,F07,27.92026776
7,F08,32.31353159
7,F09,35.4429779
7,F10,31.12002421
7,F11,34.93060062
7,G02,21.36102793
7,G03,29.68309024
7,G04,30.17763915
7,G05,25.24156359
7,G06,30.41767962
7,G07,25.47931001
7,G08,127.9586772
7,G09,30.26808885
7,G10,33.264274
7,G11,37.31190602
6,B02,33.25432628
6,B03,33.61499319
6,B04,32.53984274
6,B05,26.48038436
6,B06,28.14236531
6,B07,21.57441955
6,B08,24.62385686
6,B09,27.1091617
6,B10,22.87493425
6,B11,23.48761322
6,C02,29.59244291
6,C03,36.49542013
6,C04,39.55268795
6,C05,35.94581883
6,C06,34.46146649
6,C07,23.78719996
6,C08,30.81946924
6,C09,27.27777321
6,C10,29.48772555
6,C11,23.18593673
6,D02,72.950178
6,D03,34.64013057
6,D04,39.57450478
6,D05,30.49507167
6,D06,30.31134615
6,D07,26.73365658
6,D08,27.4847311
6,D09,28.59546947
6,D10,24.52780838
6,D11,29.89239164
6,E02,35.51674683
6,E03,42.49027543
6,E04,34.21956379
6,E05,35.66351024
6,E06,37.29073165
6,E07,49.48753344
6,E08,31.2478418
6,E09,31.25620583
6,E10,27.57466878
6,E11,26.60257039
6,F02,35.14785563
6,F03,41.17028485
6,F04,41.3146694
6,F05,28.61051636
6,F06,36.24045691
6,F07,31.91875212
6,F08,35.48413504
6,F09,33.13693316
6,F10,36.93957775
6,F11,28.61687875
6,G02,38.44964094
6,G03,46.48847287
6,G04,29.20911916
6,G05,34.73463976
6,G06,31.56876272
6,G07,29.05524309
6,G08,26.82554147
6,G09,42.10634135
6,G10,113.9206384
6,G11,128.6804519
5,B02,16.59410661
5,B03,26.92061312
5,B04,19.92990447
5,B05,35.49056682
5,B06,20.90269216
5,B07,24.87508679
5,B08,7.130938346
5,B09,23.79469467
5,B10,28.31040573
5,B11,41.44965662
5,C02,21.36049721
5,C03,21.36367799
5,C04,22.42178532
5,C05,21.39674431
5,C06,17.83640227
5,C07,32.4182244
5,C08,21.13974227
5,C09,24.39251471
5,C10,28.66302933
5,C11,8.438420035
5,D02,24.16065922
5,D03,19.53275641
5,D04,19.97761146
5,D05,16.15338469
5,D06,15.25469247
5,D07,25.00417849
5,D08,22.65445739
5,D09,31.55992826
5,D10,30.27107282
5,D11,20.70891638
5,E02,25.88555639
5,E03,38.08457718
5,E04,22.57817301
5,E05,27.00539314
5,E06,25.05833354
5,E07,22.23330133
5,E08,29.54510226
5,E09,27.01091778
5,E10,26.81613738
5,E11,33.66283385
5,F02,18.66840246
5,F03,25.5370685
5,F04,29.11921118
5,F05,36.42242495
5,F06,27.52392564
5,F07,22.10103921
5,F08,47.66564045
5,F09,46.11657668
5,F10,32.58938212
5,F11,25.85524521
5,G02,24.39652912
5,G03,50.75247773
5,G04,20.42397849
5,G05,22.63457641
5,G06,31.54611174
5,G07,24.73455683
5,G08,31.39810802
5,G09,25.29694347
5,G10,29.22389819
5,G11,37.32688967
4,B02,35.12049524
4,B03,26.5008223
4,B04,26.89532069
4,B05,21.66604813
4,B06,17.87001185
4,B07,19.01407925
4,B08,18.47161889
4,B09,24.85423635
4,B10,24.05915892
4,B11,20.02590302
4,C02,23.92504043
4,C03,22.4826657
4,C04,23.51477655
4,C05,22.23643605
4,C06,21.06455825
4,C07,26.23053091
4,C08,26.75994213
4,C09,20.84350508
4,C10,36.08329896
4,C11,33.58097593
4,D02,22.20622246
4,D03,28.26086906
4,D04,31.32848657
4,D05,19.14524739
4,D06,23.94207743
4,D07,25.89976667
4,D08,24.76226185
4,D09,28.63500101
4,D10,22.1919434
4,D11,22.06556055
4,E02,21.92674487
4,E03,27.48694599
4,E04,26.28894264
4,E05,24.43929423
4,E06,27.07361491
4,E07,22.41468322
4,E08,26.24428592
4,E09,24.38294527
4,E10,21.31147073
4,E11,26.96486476
4,F02,21.18077732
4,F03,24.50997381
4,F04,27.05819289
4,F05,25.210476
4,F06,24.88530968
4,F07,24.80896882
4,F08,29.84942569
4,F09,22.78951597
4,F10,20.93749331
4,F11,27.50307512
4,G02,26.20865832
4,G03,28.63255348
4,G04,27.53176681
4,G05,26.76606849
4,G06,26.0089969
4,G07,20.20547621
4,G08,22.31776895
4,G09,36.46804123
4,G10,22.15392056
4,G11,21.60806084
2,B02,28.65152571
2,B03,23.95412479
2,B04,30.96448072
2,B05,19.05477164
2,B06,20.28065671
2,B07,17.92381173
2,B08,44.38270312
2,B09,19.38404677
2,B10,14.06933854
2,B11,35.04273983
2,C02,23.32466501
2,C03,25.933993
2,C04,25.94588466
2,C05,18.55390721
2,C06,29.3604509
2,C07,17.81631709
2,C08,82.81169065
2,C09,18.01994553
2,C10,16.51710575
2,C11,19.06902301
2,D02,27.5105075
2,D03,26.95293935
2,D04,25.56601918
2,D05,16.99469783
2,D06,19.32551046
2,D07,24.29707068
2,D08,24.63527881
2,D09,20.28064092
2,D10,15.46004653
2,D11,13.70887094
2,E02,16.57111741
2,E03,27.07956928
2,E04,20.39646748
2,E05,28.92681147
2,E06,21.23510388
2,E07,19.61013521
2,E08,17.649441
2,E09,21.64426261
2,E10,22.71827256
2,E11,12.5026454
2,F02,17.79406977
2,F03,21.62840835
2,F04,26.58552895
2,F05,30.53726908
2,F06,28.42569986
2,F07,20.7460114
2,F08,23.90916749
2,F09,16.15548519
2,F10,17.69947714
2,F11,14.61043865
2,G02,29.90940746
2,G03,22.3121666
2,G04,21.32170322
2,G05,22.23606187
2,G06,27.98928459
2,G07,20.34288588
2,G08,18.44305053
2,G09,20.26714411
2,G10,16.23921528
2,G11,22.34367366
3,B02,18.21042291
3,B03,21.67179851
3,B04,22.33049525
3,B05,20.70955106
3,B06,23.53531224
3,B07,27.70244429
3,B08,17.9597361
3,B09,22.1232402
3,B10,19.87509451
3,B11,19.24443936
3,C02,12.79973415
3,C03,22.73708898
3,C04,20.94035194
