Position,Pool,shRNA,Percentage
7_B03,1,Ing4.1,1.192250373
7_B04,1,Ing5.1,0.670337563
7_B05,1,Ing3.1,1.179071481
7_B06,1,Hdac9.1,0
7_B07,1,Jmjd4.1,0.386286818
7_B08,1,Jarid2.1,0.544182431
7_B09,1,Hltf.1,0.620347395
7_B10,1,Hdac8.1,0.717488789
7_B11,1,Jhdm1d.1,0.419412822
7_C02,1,Jarid2.2,0.632911392
7_C03,1,Hells.1,0.759425007
7_C04,1,Hdac7.2,0.493583416
7_C05,1,Jhdm1d.2,0.699790063
7_C06,1,Ino80.1,0.257731959
7_C07,1,Ing5.2,0.925925926
7_C08,1,Hdac9.2,0.56753689
7_C09,1,Jmjd1c.1,0
7_C10,1,Ing4.2,0.417536534
7_C11,1,Ing2.1,0.579374276
7_D02,1,Hdac8.2,0.441576087
7_D03,1,Jmjd1c.2,0.820512821
7_D04,1,Ing4.3,0.720192051
7_D05,1,Hira.1,1.032540676
7_D06,1,Hells.2,0.457366874
7_D07,1,Jmjd1c.3,0
7_D08,1,Ino80.2,0.939926441
7_D09,1,Hltf.2,0.908304498
7_D10,1,Hdac7.3,0.96969697
7_D11,1,Jmjd4.2,0.456852792
7_E02,1,Ing2.2,0.392541708
7_E03,1,Ing3.2,0.959147425
7_E04,1,Hdac7.4,0.274160384
7_E05,1,Jarid2.3,0.535873772
7_E06,1,Ing5.3,0.808189655
7_E07,1,Hira.2,0.932835821
7_E08,1,Hdac8.3,0.388098318
7_E09,1,Jhdm1d.3,0.365586156
7_E10,1,Ino80.3,0.497076023
7_E11,1,Hltf.3,0.589622642
7_F02,1,Hdac9.3,0.448095594
7_F03,1,Jmjd4.3,0.298596596
7_F04,1,Ing5.4,0.736
7_F05,1,Hira.3,0.294464075
7_F06,1,Hells.3,0.624219725
7_F07,1,Jarid2.4,0.360006546
7_F08,1,Ing3.3,0.600600601
7_F09,1,Ing2.3,0.813743219
7_F10,1,Hells.4,0.389294404
7_F11,1,Jhdm1d.4,0.386100386
7_G02,1,Ino80.4,1.437587658
7_G03,1,Ing2.4,0.386206897
7_G04,1,Hdac8.4,0.293586269
7_G05,1,Jmjd4.4,0.223214286
7_G06,1,Jmjd1c.4,0.555849656
7_G07,1,Hira.4,0.46339203
7_G08,1,Hdac9.4,0
7_G09,1,Ing4.4,0.81919251
7_G10,1,Hltf.4,0.335382895
7_G11,1,Ing3.4,0.565930956
6_B02,1,Fbxw9.1,0.594613501
6_B03,1,Hcfc1.1,1.274426508
6_B04,1,Hdac1.1,0.621644532
6_B05,1,Hat1.1,0.573215216
6_B06,1,Gadd45a.1,0.460299194
6_B07,1,Hdac6.1,0.564516129
6_B08,1,Hdac2.1,0.797546012
6_B09,1,Gtf2f1.1,0.695479384
6_B10,1,Fkbp1a.1,0.218340611
6_B11,1,Hdac3.1,0.275103164
6_C02,1,Hdac2.2,0.4957039
6_C03,1,Gadd45b.1,0.451240913
6_C04,1,Fbxw9.2,0.624721107
6_C05,1,Hdac3.2,1.201923077
6_C06,1,Hdac10.1,0.611153552
6_C07,1,Hdac1.2,0.789993417
6_C08,1,Gadd45a.2,0.590445518
6_C09,1,Hdac4.1,0.445632799
6_C10,1,Hcfc1.2,0.700525394
6_C11,1,Gtf3c4.1,0.67264574
6_D02,1,Fkbp1a.2,0
6_D03,1,Hdac4.2,0.679963735
6_D04,1,Hcfc1.3,2.262443439
6_D05,1,Gtf2b.1,0.497850192
6_D06,1,Gadd45b.2,1.026119403
6_D07,1,Hdac4.3,0.92272203
6_D08,1,Hdac10.2,0.586940572
6_D09,1,Gtf2f1.2,0.449713818
6_D10,1,Fbxw9.3,0.684410646
6_D11,1,Hdac6.2,0.375410605
6_E02,1,Gtf3c4.2,0.560412464
6_E03,1,Hat1.2,1.73940544
6_E04,1,Fbxw9.4,0.710732054
6_E05,1,Hdac2.3,0.545933735
6_E06,1,Hdac1.3,1.505302771
6_E07,1,Gtf2b.2,3.889585947
6_E08,1,Fkbp1a.3,0.431480842
6_E09,1,Hdac3.3,0.513973659
6_E10,1,Hdac10.3,0.635989525
6_E11,1,Gtf2f1.3,0.715746421
6_F02,1,Gadd45a.3,0.593952484
6_F03,1,Hdac6.3,0.99626401
6_F04,1,Hdac1.4,0.918964077
6_F05,1,Gtf2b.3,0.312677658
6_F06,1,Gadd45b.3,1.111797406
6_F07,1,Hdac2.4,0.67834935
6_F08,1,Hat1.3,0.255863539
6_F09,1,Gtf3c4.3,0.933075933
6_F10,1,Gadd45b.4,0.67961165
6_F11,1,Hdac3.4,0.35335689
6_G02,1,Hdac10.4,0.319488818
6_G03,1,Gtf3c4.4,0.962379703
6_G04,1,Fkbp1a.4,0.45045045
6_G05,1,Hdac6.4,0.555153271
6_G06,1,Hdac4.4,0.57817999
6_G07,1,Gtf2b.4,0.667556742
6_G08,1,Gadd45a.4,0.427350427
6_G09,1,Hcfc1.4,1.860465116
6_G10,1,Gtf2f1.4,0.877717933
6_G11,1,Hat1.4,1.214095351
5_B02,1,Dub2a.1,1.27620784
5_B03,1,Epc1.1,1.379598662
5_B04,1,Epc2.1,0.382592061
5_B05,1,Ep400.1,1.201671891
5_B06,1,Ehmt1.1,0.561797753
5_B07,1,Fbxo44.1,0.463320463
5_B08,1,Ezh1.1,0
5_B09,1,Elp4.1,0.086805556
5_B10,1,Eed.1,2.922077922
5_B11,1,Ezh2.1,1.204819277
5_C02,1,Ezh1.2,1.282433642
5_C03,1,Ehmt2.1,0.36036036
5_C04,1,Dub2a.2,0.686813187
5_C05,1,Ezh2.2,0.552740673
5_C06,1,Ercc5.1,0.517598344
5_C07,1,Epc2.2,1.347708895
5_C08,1,Ehmt1.2,0.723096555
5_C09,1,Fbxl19.1,0.606796117
5_C10,1,Epc1.2,0.322580645
5_C11,1,Ep300.1,0
5_D02,1,Eed.2,1.086169442
5_D03,1,Fbxl19.2,1.049868766
5_D04,1,Epc1.3,1.105563481
5_D05,1,Elp3.1,0.856793146
5_D06,1,Ehmt2.2,0.556483027
5_D07,1,Fbxl19.3,0.551343901
5_D08,1,Ercc5.2,0.474383302
5_D09,1,Elp4.2,1.145865593
5_D10,1,Dub2a.3,0.857843137
5_D11,1,Fbxo44.2,0.635978195
5_E02,1,Ep300.2,1.371841155
5_E03,1,Ep400.2,0.930232558
5_E04,1,Dub2a.4,0.701139351
5_E05,1,Ezh1.3,0.868621064
5_E06,1,Epc2.3,0.44600939
5_E07,1,Elp3.2,0.605393506
5_E08,1,Eed.3,1.824134705
5_E09,1,Ezh2.3,0.542215337
5_E10,1,Ercc5.3,0.636267232
5_E11,1,Elp4.3,0.424028269
5_F02,1,Ehmt1.3,0.943396226
5_F03,1,Fbxo44.3,0.920810313
5_F04,1,Epc2.4,0.646776549
5_F05,1,Elp3.3,4.444444444
5_F06,1,Ehmt2.3,0.792682927
5_F07,1,Ezh1.4,0.549628193
5_F08,1,Ep400.3,0
5_F09,1,Ep300.3,1.101928375
5_F10,1,Ehmt2.4,0.493131384
5_F11,1,Ezh2.4,0.441640379
5_G02,1,Ercc5.4,0.72587532
5_G03,1,Ep300.4,0
5_G04,1,Eed.4,0.8004002
5_G05,1,Fbxo44.4,0.511508951
5_G06,1,Fbxl19.4,0.792602378
5_G07,1,Elp3.4,0.219418541
5_G08,1,Ehmt1.4,0.614439324
5_G09,1,Epc1.4,0.341426404
5_G10,1,Elp4.4,0.502310629
5_G11,1,Ep400.4,2.218934911
4_B02,1,Chd3.1,0.858034321
4_B03,1,Cxxc1.1,0.588812561
4_B04,1,Dmap1.1,0.501253133
4_B05,1,Ctsl.1,0.45045045
4_B06,1,Chd5.1,1.021152443
4_B07,1,Dot1l.1,0.45045045
4_B08,1,Dnmt3a.1,0.412492634
4_B09,1,Chd9.1,0.300450676
4_B10,1,Chd4.1,1.584786054
4_B11,1,Dnmt3b.1,0.360824742
4_C02,1,Dnmt3a.2,0.889679715
4_C03,1,Chd6.1,0.626304802
4_C04,1,Chd3.2,1.325757576
4_C05,1,Dnmt3b.2,0.364431487
4_C06,1,Dnmt1.1,0.437397485
4_C07,1,Dmap1.2,0.927152318
4_C08,1,Chd5.2,0.92272203
4_C09,1,Dnmt3l.1,0.588668138
4_C10,1,Cxxc1.2,5.555555556
4_C11,1,Crebbp.1,0.799573561
4_D02,1,Chd4.2,0.562324274
4_D03,1,Dnmt3l.2,1.360985094
4_D04,1,Cxxc1.3,1.14822547
4_D05,1,Chd8.1,0.197160883
4_D06,1,Chd6.2,0.31779661
4_D07,1,Dnmt3l.3,0.473612991
4_D08,1,Dnmt1.2,0.421686747
4_D09,1,Chd9.2,0.449943757
4_D10,1,Chd3.3,0.42462845
4_D11,1,Dot1l.2,0.833333333
4_E02,1,Crebbp.2,1.376146789
4_E03,1,Ctsl.2,3.264812576
4_E04,1,Chd3.4,0.511836212
4_E05,1,Dnmt3a.3,0.662878788
4_E06,1,Dmap1.3,0.176678445
4_E07,1,Chd8.2,0.721153846
4_E08,1,Chd4.3,0.601805416
4_E09,1,Dnmt3b.3,0.546116505
4_E10,1,Dnmt1.3,0.64171123
4_E11,1,Chd9.3,0.754936121
4_F02,1,Chd5.3,0.642673522
4_F03,1,Dot1l.3,0.701402806
4_F04,1,Dmap1.4,0.956937799
4_F05,1,Chd8.3,0.820283371
4_F06,1,Chd6.3,0.735294118
4_F07,1,Dnmt3a.4,1.438848921
4_F08,1,Ctsl.3,0.767148014
4_F09,1,Crebbp.3,0.283607487
4_F10,1,Chd6.4,0.624645088
4_F11,1,Dnmt3b.4,0.769230769
4_G02,1,Dnmt1.4,2.736156352
4_G03,1,Crebbp.4,0.368663594
4_G04,1,Chd4.4,1.53256705
4_G05,1,Dot1l.4,0.975609756
4_G06,1,Dnmt3l.4,0.427350427
4_G07,1,Chd8.4,0.452196382
4_G08,1,Chd5.4,0.596205962
4_G09,1,Cxxc1.4,0.898770104
4_G10,1,Chd9.4,0.814026299
4_G11,1,Ctsl.4,0.533807829
2_B02,1,Baz1a.1,1.483679525
2_B03,1,Brd2.1,0.355555556
2_B04,1,Brd3.1,0.444444444
2_B05,1,Brd1.1,0.464190981
2_B06,1,Baz2a.1,0.664697194
2_B07,1,Brpf3.1,0.290697674
2_B08,1,Brd8.1,0
2_B09,1,Bop1.1,0.205338809
2_B10,1,Baz1b.1,0.072833212
2_B11,1,Brd9.1,0
2_C02,1,Brd8.2,0.191204589
2_C03,1,Baz2b.1,0.149328024
2_C04,1,Baz1a.2,0.883392226
2_C05,1,Brd9.2,0.394632991
2_C06,1,Brd4.1,1.115241636
2_C07,1,Brd3.2,0.236630383
2_C08,1,Baz2a.2,0
2_C09,1,Brpf1.1,0.286532951
2_C10,1,Brd2.2,0.840336134
2_C11,1,Bptf.1,0.346020761
2_D02,1,Baz1b.2,0.866425993
2_D03,1,Brpf1.2,0.726072607
2_D04,1,Brd2.3,0
2_D05,1,Bmi1.1,0.58403634
2_D06,1,Baz2b.2,0.314630309
2_D07,1,Brpf1.3,0.427350427
2_D08,1,Brd4.2,2.380952381
2_D09,1,Bop1.2,0.573770492
2_D10,1,Baz1a.3,0.22192632
2_D11,1,Brpf3.2,0.149700599
2_E02,1,Bptf.2,0
2_E03,1,Brd1.2,0.465116279
2_E04,1,Baz1a.4,0.510855683
2_E05,1,Brd8.3,0.706713781
2_E06,1,Brd3.3,0.715990453
2_E07,1,Bmi1.2,1.160541586
2_E08,1,Baz1b.3,0.720072007
2_E09,1,Brd9.3,0.524344569
2_E10,1,Brd4.3,3.064516129
2_E11,1,Bop1.3,0.424499697
2_F02,1,Baz2a.3,0.133333333
2_F03,1,Brpf3.3,0.283687943
2_F04,1,Brd3.4,0
2_F05,1,Bmi1.3,1.040118871
2_F06,1,Baz2b.3,0.898203593
2_F07,1,Brd8.4,0.351288056
2_F08,1,Brd1.3,0.27100271
2_F09,1,Bptf.3,0.342465753
2_F10,1,Baz2b.4,0.397772474
2_F11,1,Brd9.4,0.314795383
2_G02,1,Brd4.4,8.558558559
2_G03,1,Bptf.4,0.447427293
2_G04,1,Baz1b.4,1.063829787
2_G05,1,Brpf3.4,0.504201681
2_G06,1,Brpf1.4,0.678733032
2_G07,1,Bmi1.4,0.704721635
2_G08,1,Baz2a.4,0
2_G09,1,Brd2.4,0.549450549
2_G10,1,Bop1.4,0.394477318
2_G11,1,Brd1.4,0.224215247
3_B02,1,Brwd1.1,0.513149455
3_B03,1,Cbx7.1,0.435413643
3_B04,1,Cbx8.1,0.169395822
3_B05,1,Cbx6.1,1.209677419
3_B06,1,Carm1.1,0.736377025
3_B07,1,Chd2.1,0.523864959
3_B08,1,Chaf1b.1,0.668151448
3_B09,1,Cbx4.1,0.657276995
3_B10,1,Brwd3.1,0.772797527
3_B11,1,Chd1.1,0.300842359
3_C02,1,Chaf1b.2,2.659574468
3_C03,1,Cbx1.1,0.856164384
3_C04,1,Brwd1.2,0
3_C05,1,Chd1.2,0.275482094
3_C06,1,Chaf1a.1,3.784570597
3_C07,1,Cbx8.2,0.408997955
3_C08,1,Carm1.2,0.390843104
3_C09,1,Chd1l.1,0.355871886
3_C10,1,Cbx7.2,0.528401585
3_C11,1,Cbx5.1,0.545785324
3_D02,1,Brwd3.2,0.204778157
3_D03,1,Chd1l.2,0.410076157
3_D04,1,Cbx7.3,0.338600451
3_D05,1,Cbx3.1,0.477099237
3_D06,1,Cbx1.2,0.259571707
3_D07,1,Chd1l.3,0
3_D08,1,Chaf1a.2,0.67114094
3_D09,1,Cbx4.2,0.172711572
3_D10,1,Brwd1.3,0.308324769
3_D11,1,Chd2.2,0.453514739
3_E02,1,Cbx5.2,0.261437908
3_E03,1,Cbx6.2,0.355029586
3_E04,1,Brwd1.4,0.458715596
3_E05,1,Chaf1b.3,0
3_E06,1,Cbx8.3,0.281293952
3_E07,1,Cbx3.2,0.42887777
3_E08,1,Brwd3.3,0.374531835
3_E09,1,Chd1.3,0.240847784
3_E10,1,Chaf1a.3,3.103782735
3_E11,1,Cbx4.3,0.972222222
3_F02,1,Carm1.3,0.674536256
3_F03,1,Chd2.3,0.595829196
3_F04,1,Cbx8.4,0.455580866
3_F05,1,Cbx3.3,0.969162996
3_F06,1,Cbx1.3,0.641025641
3_F07,1,Chaf1b.4,11.38790036
3_F08,1,Cbx6.3,0.589390963
3_F09,1,Cbx5.3,0.564971751
3_F10,1,Cbx1.4,1.083032491
3_F11,1,Chd1.4,0.420757363
3_G02,1,Chaf1a.4,2.377414562
3_G03,1,Cbx5.4,0.186915888
3_G04,1,Brwd3.4,0
3_G05,1,Chd2.4,0.147275405
3_G06,1,Chd1l.4,0
3_G07,1,Cbx3.4,0.32
3_G08,1,Carm1.4,0.793650794
3_G09,1,Cbx7.4,0.441083806
3_G10,1,Cbx4.4,0.08650519
3_G11,1,Cbx6.4,1.307966706
1_B02,1,Actl6b.1,0.919117647
1_B03,1,Asxl3.1,0.5893186
1_B04,1,Atad2.1,0.751252087
1_B05,1,Asxl2.1,0.389105058
1_B06,1,Aff4.1,0.926998841
1_B07,1,Aurkb.1,0.445382091
1_B08,1,Atm.1,0.513236089
1_B09,1,A2l.1,0.705716302
1_B10,1,Aff1.1,0.470219436
1_B11,1,Atr.1,0.180505415
1_C02,1,Atm.2,0.678952473
1_C03,1,Arid2.1,0.528278434
1_C04,1,Actl6b.2,0.650487866
1_C05,1,Atr.2,0.430925222
1_C06,1,Atad2b.1,0.327715356
1_C07,1,Atad2.2,0.443951165
1_C08,1,Aff4.2,0.758180367
1_C09,1,Atrx.1,0.73095305
1_C10,1,Asxl3.2,0.465116279
1_C11,1,Asxl1.1,1.095390233
1_D02,1,Aff1.2,0.872483221
1_D03,1,Atrx.2,0.971731449
1_D04,1,Asxl3.3,0.540784137
1_D05,1,A1l.1,0.69427819
1_D06,1,Arid2.2,0.509404389
1_D07,1,Atrx.3,0.511363636
1_D08,1,Atad2b.2,0.785854617
1_D09,1,A2l.2,0.657894737
1_D10,1,Actl6b.3,0.531914894
1_D11,1,Aurkb.2,0.502197112
1_E02,1,Asxl1.2,1.321003963
1_E03,1,Asxl2.2,0
1_E04,1,Actl6b.4,0.380228137
1_E05,1,Atm.3,0.439238653
1_E06,1,Atad2.3,0.474683544
1_E07,1,A1l.2,1.018964053
1_E08,1,Aff1.3,0.708024275
1_E09,1,Atr.3,0.729927007
1_E10,1,Atad2b.3,0.501756147
1_E11,1,A2l.3,0.590405904
1_F02,1,Aff4.3,0.427350427
1_F03,1,Aurkb.3,0.821355236
1_F04,1,Atad2.4,0
1_F05,1,A1l.3,1.168224299
1_F06,1,Arid2.3,1.430615165
1_F07,1,Atm.4,0
1_F08,1,Asxl2.3,0.972644377
1_F09,1,Asxl1.3,5.555555556
1_F10,1,Arid2.4,0.358744395
1_F11,1,Atr.4,0.829562594
1_G02,1,Atad2b.4,0.833116376
1_G03,1,Asxl1.4,1.313389274
1_G04,1,Aff1.4,1.912045889
1_G05,1,Aurkb.4,0.582072177
1_G06,1,Atrx.4,0.412201154
1_G07,1,A1l.4,0.611309221
1_G08,1,Aff4.4,0.484429066
1_G09,1,Asxl3.4,0.555555556
1_G10,1,A2l.4,0.411522634
1_G11,1,Asxl2.4,0.855809129
9_B02,2,Kdm5b.1,1.221299463
9_B03,2,L3mbtl4.1,0.78384082
9_B04,2,Mbd1.1,0.852541838
9_B05,2,L3mbtl3.1,0.978698906
9_B06,2,Kdm5d.1,0.597108737
9_B07,2,Men1.1,0.731261426
9_B08,2,Mbd3.1,0.771324864
9_B09,2,L3mbtl1.1,0.686947988
9_B10,2,Kdm5c.1,0.845720144
9_B11,2,Mbd4.1,0.761990139
9_C02,2,Mbd3.2,0.940438871
9_C03,2,Kdm6a.1,0.216450216
9_C04,2,Kdm5b.2,0.807102502
9_C05,2,Mbd4.2,1.145958987
9_C06,2,Mbd2.1,0
9_C07,2,Mbd1.2,0.621799561
9_C08,2,Kdm5d.2,0.708446866
9_C09,2,Mecom.1,1.060304838
9_C10,2,L3mbtl4.2,0.697674419
9_C11,2,L3mbtl2.1,0.539215686
9_D02,2,Kdm5c.2,1.710010688
9_D03,2,Mecom.2,0.713330361
9_D04,2,L3mbtl4.3,0.939597315
9_D05,2,Kdm6b.1,2.160864346
9_D06,2,Kdm6a.2,0.962025316
9_D07,2,Mecom.3,0.676482292
9_D08,2,Mbd2.2,1.65394402
9_D09,2,L3mbtl1.2,0.980049002
9_D10,2,Kdm5b.3,0.638569604
9_D11,2,Men1.2,0
9_E02,2,L3mbtl2.2,0
9_E03,2,L3mbtl3.2,0.785237534
9_E04,2,Kdm5b.4,0.398519784
9_E05,2,Mbd3.3,2.055968018
9_E06,2,Mbd1.3,1.205673759
9_E07,2,Kdm6b.2,0.588466065
9_E08,2,Kdm5c.3,1.053074979
9_E09,2,Mbd4.3,0.949367089
9_E10,2,Mbd2.3,0.750267953
9_E11,2,L3mbtl1.3,0.659195781
9_F02,2,Kdm5d.3,0.693909021
9_F03,2,Men1.3,0.666984278
9_F04,2,Mbd1.4,0.54429997
9_F05,2,Kdm6b.3,0.463821892
9_F06,2,Kdm6a.3,0.763358779
9_F07,2,Mbd3.4,0.178826896
9_F08,2,L3mbtl3.3,0.731930467
9_F09,2,L3mbtl2.3,0.44490971
9_F10,2,Kdm6a.4,0.375335121
9_F11,2,Mbd4.4,0.611828688
9_G02,2,Mbd2.4,0.666666667
9_G03,2,L3mbtl2.4,0.327868852
9_G04,2,Kdm5c.4,0.543847723
9_G05,2,Men1.4,0.9196515
9_G06,2,Mecom.4,0.17167382
9_G07,2,Kdm6b.4,1.156069364
9_G08,2,Kdm5d.4,0.516605166
9_G09,2,L3mbtl4.4,0.397877984
9_G10,2,L3mbtl1.4,0.944767442
9_G11,2,L3mbtl3.4,0.634920635
8_B02,2,Jmjd5.1,0.695249131
8_B03,2,Kdm2b.1,1.25
8_B04,2,Kdm3a.1,0.626959248
8_B05,2,Kdm2a.1,1.123595506
8_B06,2,Kat2a.1,0.81705151
8_B07,2,Kdm5a.1,0.766629087
8_B08,2,Kdm4a.1,0.626678603
8_B09,2,Kdm1a.1,2.372426141
8_B10,2,Jmjd6.1,1.324503311
8_B11,2,Kdm4c.1,0.603749603
8_C02,2,Kdm4a.2,0.457549568
8_C03,2,Kat2b.1,0.27281746
8_C04,2,Jmjd5.2,0.874125874
8_C05,2,Kdm4c.2,0.713648528
8_C06,2,Kdm3b.1,5
8_C07,2,Kdm3a.2,0.539169045
8_C08,2,Kat2a.2,0.176056338
8_C09,2,Kdm4d.1,0.547382826
8_C10,2,Kdm2b.2,0.584975369
8_C11,2,Kdm1b.1,0.821692687
8_D02,2,Jmjd6.2,1.086169442
8_D03,2,Kdm4d.2,1.892059553
8_D04,2,Kdm2b.3,0.767841012
8_D05,2,Kat5.1,0.970319635
8_D06,2,Kat2b.2,0.741255502
8_D07,2,Kdm4d.3,0.523993381
8_D08,2,Kdm3b.2,0.454397923
8_D09,2,Kdm1a.2,0.321715818
8_D10,2,Jmjd5.3,1.064962726
8_D11,2,Kdm5a.2,0.419384902
8_E02,2,Kdm1b.2,0.945571956
8_E03,2,Kdm2a.2,0.85692028
8_E04,2,Jmjd5.4,0.814725407
8_E05,2,Kdm4a.3,0.863787375
8_E06,2,Kdm3a.3,0.620081088
8_E07,2,Kat5.2,0.907590759
8_E08,2,Jmjd6.3,0.859004739
8_E09,2,Kdm4c.3,1.156973108
8_E10,2,Kdm3b.3,0.989373397
8_E11,2,Kdm1a.3,1.56490508
8_F02,2,Kat2a.3,0.67294751
8_F03,2,Kdm5a.3,1.029866117
8_F04,2,Kdm3a.4,0.870700914
8_F05,2,Kat5.3,0.706963591
8_F06,2,Kat2b.3,0.900140647
8_F07,2,Kdm4a.4,0.568787771
8_F08,2,Kdm2a.3,1.245108502
8_F09,2,Kdm1b.3,0.852951211
8_F10,2,Kat2b.4,0.501054852
8_F11,2,Kdm4c.4,0.869077656
8_G02,2,Kdm3b.4,1.665873394
8_G03,2,Kdm1b.4,0.746268657
8_G04,2,Jmjd6.4,0.92879257
8_G05,2,Kdm5a.4,0.444883836
8_G06,2,Kdm4d.4,0.704656863
8_G07,2,Kat5.4,1.299656694
8_G08,2,Kat2a.4,0
8_G09,2,Kdm2b.4,1.009637448
8_G10,2,Kdm1a.4,3.724780135
8_G11,2,Kdm2a.4,1.018493701
control2_B02,2,Bptf.1,0.8200082
control2_B03,2,Bptf.2,0.676982592
control2_B04,2,Bptf.3,0.700073692
control2_B05,2,Bptf.4,0.577507599
control2_B06,2,Whsc1.1,0.83364911
control2_B07,2,Whsc1.2,0.679347826
control2_B08,2,Whsc1.3,0.920368147
control2_B09,2,Whsc1.4,0.641025641
control2_B10,2,Cd4.1,0.802445548
control2_B11,2,Cd4.1,2.3636852
control2_C02,2,Mll2.1,1.518218623
control2_C03,2,Mll2.2,2.158054711
control2_C04,2,Mll2.3,3.493150685
control2_C05,2,Mll2.4,1.28998968
control2_C06,2,Brd8.1,2.848344881
control2_C07,2,Brd8.2,0.819318672
control2_C08,2,Brd8.3,0.955253896
control2_C09,2,Brd8.4,0.529100529
control2_C10,2,Cd4.2,1.122931442
control2_C11,2,Cd4.2,3.446012471
control2_D02,2,Ncor1.1,0.739176346
control2_D03,2,Ncor1.2,0
control2_D04,2,Ncor1.3,0.608743774
control2_D05,2,Ncor1.4,0.802139037
control2_D06,2,Cxxcl.1,1.294665976
control2_D07,2,Cxxcl.2,4.580498866
control2_D08,2,Cxxcl.3,0.619933238
control2_D09,2,Cxxcl.4,1.332223147
control2_D10,2,Cd4.3,0.439667807
control2_D11,2,Cd4.3,2.173475548
control2_E02,2,Smarca4.1,0.47897818
control2_E03,2,Smarca4.2,0.665004156
control2_E04,2,Smarca4.3,0.619497881
control2_E05,2,Smarca4.4,0.468683426
control2_E06,2,Klf2.1,0.541842264
control2_E07,2,Klf2.2,0.804135554
control2_E08,2,Klf2.3,0.592718036
control2_E09,2,Klf2.4,1.119402985
control2_E10,2,Cd4.4,0.834028357
control2_E11,2,Cd4.4,2.377128172
control2_F02,2,Runx3.1,0.286944046
control2_F03,2,Runx3.2,1.730920535
control2_F04,2,Runx3.3,1.411509229
control2_F05,2,Empty,0
control2_F06,2,Sp140.1,0.471945464
control2_F07,2,Sp140.2,0.371352785
control2_F08,2,Sp140.3,0.395927602
control2_F09,2,Sp140.4,1.082381239
control2_F10,2,Empty,6.25
control2_F11,2,Empty,0
control2_G02,2,Smarce1.1,1.090909091
control2_G03,2,Smarce1.2,1.629327902
control2_G04,2,Smarce1.3,2.526002972
control2_G05,2,Smarce1.4,1.089324619
control2_G06,2,Wdr82.1,0.884955752
control2_G07,2,Wdr82.2,0.802752294
control2_G08,2,Wdr82.3,0.479386385
control2_G09,2,Wdr82.4,0.965018094
control2_G10,2,Empty,0
control2_G11,2,Empty,25
11_B02,2,Nap1l2.1,0.281917036
11_B03,2,Padi1.1,0.618955513
11_B04,2,Padi4.1,0.399361022
11_B05,2,Orc1.1,0.458452722
11_B06,2,Ncoa1.1,0.71524363
11_B07,2,Pcgf1.1,0.625920471
11_B08,2,Parp1.1,0.566572238
11_B09,2,Ncor2.1,0.720164609
11_B10,2,Nap1l3.1,0
11_B11,2,Paxip1.1,1.126213592
11_C02,2,Parp1.2,0.690846287
