Position,Pool,shRNA,GeoMean
9_B02,2,Kdm5b.1,1198.393037
9_B03,2,L3mbtl4.1,1297.437981
9_B04,2,Mbd1.1,1516.296488
9_B05,2,L3mbtl3.1,1272.030145
9_B06,2,Kdm5d.1,1129.677671
9_B07,2,Men1.1,1138.877635
9_B08,2,Mbd3.1,1099.242751
9_B09,2,L3mbtl1.1,1183.451316
9_B10,2,Kdm5c.1,1552.207845
9_B11,2,Mbd4.1,1226.53892
9_C02,2,Mbd3.2,968.8894723
9_C03,2,Kdm6a.1,1204.898778
9_C04,2,Kdm5b.2,1169.285488
9_C05,2,Mbd4.2,949.9924608
9_C06,2,Mbd2.1,1015.735634
9_C07,2,Mbd1.2,916.0632907
9_C08,2,Kdm5d.2,1013.313137
9_C09,2,Mecom.1,1194.381642
9_C10,2,L3mbtl4.2,1181.542063
9_C11,2,L3mbtl2.1,1152.649651
9_D02,2,Kdm5c.2,1163.419283
9_D03,2,Mecom.2,1279.435977
9_D04,2,L3mbtl4.3,1511.325697
9_D05,2,Kdm6b.1,1210.897086
9_D06,2,Kdm6a.2,1189.079287
9_D07,2,Mecom.3,1429.3069
9_D08,2,Mbd2.2,967.8563888
9_D09,2,L3mbtl1.2,1339.545883
9_D10,2,Kdm5b.3,1185.698223
9_D11,2,Men1.2,986.9697657
9_E02,2,L3mbtl2.2,1545.293081
9_E03,2,L3mbtl3.2,1335.073733
9_E04,2,Kdm5b.4,1255.400679
9_E05,2,Mbd3.3,1454.80241
9_E06,2,Mbd1.3,1340.591624
9_E07,2,Kdm6b.2,767.5791892
9_E08,2,Kdm5c.3,1431.314765
9_E09,2,Mbd4.3,1252.014932
9_E10,2,Mbd2.3,686.4952721
9_E11,2,L3mbtl1.3,934.4299996
9_F02,2,Kdm5d.3,1102.28708
9_F03,2,Men1.3,1354.485542
9_F04,2,Mbd1.4,1155.327114
9_F05,2,Kdm6b.3,1469.887117
9_F06,2,Kdm6a.3,1167.521791
9_F07,2,Mbd3.4,1313.14443
9_F08,2,L3mbtl3.3,1004.794061
9_F09,2,L3mbtl2.3,1358.458766
9_F10,2,Kdm6a.4,1272.654647
9_F11,2,Mbd4.4,880.3875945
9_G02,2,Mbd2.4,910.3671399
9_G03,2,L3mbtl2.4,1269.392889
9_G04,2,Kdm5c.4,866.3340461
9_G05,2,Men1.4,1084.909358
9_G06,2,Mecom.4,1139.077212
9_G07,2,Kdm6b.4,1076.279546
9_G08,2,Kdm5d.4,1014.984786
9_G09,2,L3mbtl4.4,1032.072007
9_G10,2,L3mbtl1.4,1225.503964
9_G11,2,L3mbtl3.4,952.9616224
11_B02,2,Nap1l2.1,1356.388715
11_B03,2,Padi1.1,1299.824952
11_B04,2,Padi4.1,795.5554994
11_B05,2,Orc1.1,1282.907524
11_B06,2,Ncoa1.1,1409.943399
11_B07,2,Pcgf1.1,1271.941384
11_B08,2,Parp1.1,1304.470285
11_B09,2,Ncor2.1,1375.171556
11_B10,2,Nap1l3.1,1108.875335
11_B11,2,Paxip1.1,1040.900165
11_C02,2,Parp1.2,1357.171135
11_C03,2,Ncoa3.1,1407.057286
11_C04,2,Nap1l2.2,1741.003926
11_C05,2,Paxip1.2,1423.33934
11_C06,2,Padi6.1,1494.692815
11_C07,2,Padi4.2,1576.701698
11_C08,2,Ncoa1.2,1012.257832
11_C09,2,Pbrm1.1,1549.556582
11_C10,2,Padi1.2,1362.525049
11_C11,2,Nsd1.1,1548.831748
11_D02,2,Nap1l3.2,1091.00365
11_D03,2,Pbrm1.2,1390.065441
11_D04,2,Padi1.3,1723.358204
11_D05,2,Ncor1.1,1075.377322
11_D06,2,Ncoa3.2,1350.168119
11_D07,2,Pbrm1.3,1438.698792
11_D08,2,Padi6.2,1627.105409
11_D09,2,Ncor2.2,1186.437828
11_D10,2,Nap1l2.3,1443.640049
11_D11,2,Pcgf1.2,1209.939606
11_E02,2,Nsd1.2,1275.197159
11_E03,2,Orc1.2,1264.134994
11_E04,2,Nap1l2.4,1537.466956
11_E05,2,Parp1.3,1322.880673
11_E06,2,Padi4.3,1502.440301
11_E07,2,Ncor1.2,1670.277848
11_E08,2,Nap1l3.3,1204.593738
11_E09,2,Paxip1.3,1497.222695
11_E10,2,Padi6.3,1689.835395
11_E11,2,Ncor2.3,1310.848197
11_F02,2,Ncoa1.3,1314.291164
11_F03,2,Pcgf1.3,1570.991649
11_F04,2,Padi4.4,1514.068447
11_F05,2,Ncor1.3,1128.535148
11_F06,2,Ncoa3.3,1031.288046
11_F07,2,Parp1.4,1514.066361
11_F08,2,Orc1.3,1411.000835
11_F09,2,Nsd1.3,1362.267129
11_F10,2,Ncoa3.4,1505.661148
