type,shRNA,count
target,Baz1a.2,1460085
target,Hat1.3,135885
target,Elp4.4,119921
target,Hltf.3,115588
target,Asxl2.4,114312
target,Hells.4,72738
target,Asxl3.1,56145
target,Baz1b.1,37882
target,Ing3.3,33630
target,Cbx3.1,31973
target,Epc2.4,29027
target,Bmi1.4,27332
target,Dnmt3a.4,24242
target,Hdac8.4,23858
target,Arid2.2,23767
target,Gtf2b.1,21487
target,Brd3.2,20024
target,Chd8.2,17965
target,Atad2b.1,16908
target,Fkbp1a.4,16874
target,Asxl3.2,16121
target,Chd9.4,15805
target,Hdac2.1,15108
target,Ezh1.2,14266
target,Asxl3.4,14265
target,Fbxl19.1,11894
target,Ash2l.1,11750
target,Chd1.3,11623
target,Ing2.1,11498
target,Aff4.2,11113
target,Fkbp1a.1,10885
target,Jmjd4.2,10807
target,Baz1b.2,10715
target,Jmjd1c.3,10486
target,Hira.4,10378
target,Ehmt2.1,10317
target,Hdac2.3,10290
target,Dnmt3b.2,10169
target,Arid2.1,9771
target,Brd1.2,8998
target,Jmjd1c.4,8975
target,Asxl1.4,8804
target,Cbx5.2,8607
target,Ctsl.1,8484
target,Atr.3,8459
target,Baz2b.1,8226
target,Ing5.2,8028
target,Atad2b.3,7538
target,Jarid2.1,7449
target,Jmjd1c.2,7220
target,Brd9.3,7175
target,Chd3.1,7163
target,Ash1l.1,6979
target,Ercc5.1,6854
target,Epc2.3,6617
target,Gadd45b.3,6262
target,Atad2.3,6195
target,Atad2b.2,6192
target,Atrx.3,6171
target,Cbx4.2,6065
target,Crebbp.3,5896
target,Ctsl.2,5756
target,Hat1.1,5750
target,Dnmt1.2,5730
target,Aff4.4,5711
target,Dub2a.4,5690
target,Dnmt3b.4,5686
target,Hdac7.2,5663
target,Hdac9.2,5647
target,Jhdm1d.1,5627
target,Cbx1.4,5482
target,Chd2.2,5305
target,Atad2.4,5234
target,Asxl2.1,4881
target,Dnmt3a.3,4877
target,Gadd45b.2,4867
target,Cbx3.4,4792
target,Hdac8.3,4760
target,Ino80.3,4719
target,Brwd3.1,4657
target,Epc1.3,4577
target,Eed.4,4545
target,Jarid2.4,4508
target,Gtf3c4.4,4336
target,Chd6.3,4317
target,Hdac2.4,4296
