type,shRNA,count
target,Hat1.3,163442
target,Hltf.3,143498
target,Asxl2.4,137061
target,Asxl3.1,135927
target,Elp4.4,130750
target,Cbx3.1,74295
target,Epc2.4,67162
target,Hells.4,62228
target,Gtf2b.1,51784
target,Bmi1.4,50233
target,Ing3.3,47470
target,Brd9.3,38714
target,Brd3.2,36460
target,Dnmt3a.4,33864
target,Hdac2.1,29067
target,Fkbp1a.4,27747
target,Arid2.2,27086
target,Asxl3.2,26908
target,Fkbp1a.1,26562
target,Atad2b.1,26225
target,Chd8.2,25409
target,Chd9.4,23346
target,Hdac8.4,23064
target,Jmjd1c.4,22835
target,Ezh1.2,22173
target,Ehmt2.1,21338
target,Asxl3.4,20550
target,Jarid2.1,17737
target,Atad2.3,16753
target,Ing5.2,16267
target,Hira.4,15847
target,Gadd45b.2,15609
target,Cbx5.2,15501
target,Baz1b.2,15208
target,Dnmt1.2,15086
target,Asxl2.1,15069
target,Ing2.1,14432
target,Hat1.1,14053
target,Cbx3.4,13913
target,Epc2.2,12451
target,Cbx3.3,12291
target,Hdac2.3,12117
target,Fbxl19.1,12073
target,Atr.3,11939
target,Chd2.4,11797
target,Ash1l.1,11462
target,Chd6.3,11396
target,Epc2.3,11002
target,Chd1.3,10925
target,Gtf3c4.4,10890
target,Jmjd4.2,10625
target,Ezh1.3,10216
target,Crebbp.3,10159
target,Brd1.1,9894
target,Hdac2.4,9840
target,Ercc5.1,9437
target,Dnmt3b.2,9419
target,Aff4.2,8880
target,Dub2a.4,8779
target,Atad2b.3,8714
target,Epc2.1,8599
target,Jmjd1c.2,8257
target,Atrx.3,8191
target,Jarid2.2,8130
target,Bop1.2,8122
target,Ino80.3,8096
target,Chd3.1,7982
target,Ing4.3,7906
target,Cbx1.1,7849
target,Brpf1.3,7757
target,Arid2.1,7625
target,Asxl1.4,7621
target,Cbx1.4,7572
target,Jhdm1d.1,7444
target,Chaf1b.1,7433
target,Eed.2,7353
target,Dmap1.4,7322
target,Epc1.3,7171
target,Chd8.1,7127
target,Atad2b.2,7083
target,Brpf3.1,6959
target,Dmap1.3,6858
target,Hdac6.4,6798
target,Chd5.1,6771
target,Hdac9.2,6762
target,Brd1.2,6754
target,Cbx7.3,6703
target,Ctsl.1,6599
target,Bop1.3,6567
target,Atr.2,6468
target,Baz1a.4,6455
target,Cxxc1.4,6424
target,Ctsl.2,6336
target,Cbx8.2,6293
target,Hdac2.2,6077
target,Brd8.4,6071
target,Dnmt3a.1,5970
target,Actl6b.2,5906
target,Atad2.4,5794
target,Ehmt2.3,5679
target,Baz1b.3,5611
target,Jarid2.4,5596
target,Ep400.1,5529
target,Hdac8.3,5480
target,Ing3.4,5479
target,Brwd1.1,5463
target,Baz1a.2,5367
target,Cbx4.4,5334
target,Hltf.4,5299
target,Ino80.2,5203
target,Baz2b.1,5202
target,Ep400.2,5161
target,Bmi1.1,5150
target,Ehmt2.2,5143
target,Baz2b.2,4981
target,Fbxo44.1,4963
target,Elp4.1,4943
target,Hdac10.1,4930
target,Chd1.1,4896
target,Eed.4,4883
target,Dnmt3b.3,4859
target,Ash2l.1,4858
target,Brwd3.1,4845
target,Cbx8.3,4835
target,Elp3.2,4697
target,Atrx.4,4691
target,Chd1.2,4605
target,Chaf1b.4,4564
target,Aurkb.4,4439
target,Hdac3.4,4436
target,Elp4.2,4338
target,Hdac8.1,4314
target,Ezh2.4,4298
target,Atad2.1,4286
target,Fbxl19.3,4261
target,Dot1l.1,4253
target,Asxl2.2,4040
target,Chd6.2,4017
target,Ercc5.2,4014
target,Hdac7.2,4012
target,Dnmt3a.2,3967
target,Cbx5.4,3929
target,Hells.1,3849
target,Brwd3.2,3811
target,Atm.3,3768
target,Cxxc1.2,3715
target,Jmjd4.1,3710
target,Hltf.2,3691
target,Aff4.3,3628
target,Aff1.3,3608
target,Ing4.1,3606
target,Brd2.2,3557
target,Ash1l.2,3458
target,Atm.4,3449
target,Gadd45b.4,3382
target,Atr.1,3355
target,Chd2.2,3309
target,Hdac6.1,3281
target,Baz2a.1,3252
target,Atm.2,3229
target,Chd4.2,3183
target,Elp3.1,3085
target,Ino80.1,3031
target,Brpf1.2,2942
target,Dnmt3a.3,2923
target,Cbx1.2,2885
target,Chd9.1,2852
target,Ctsl.4,2838
target,Hdac6.2,2832
target,Atad2b.4,2804
target,Cbx4.2,2792
target,Ing3.1,2787
target,Brd8.1,2767
target,Gtf2f1.2,2739
