"Experiment: 100U p2","Analysis: Analysis 2","User: Admin","Plate: 17","Plate Type: 96 Well","Plate Order: Row","Export Date: 7/10/2015","Export Time: 7:37:15 PM"
"Well ID","Well Type","Count of live cells","Count of Amet+","Count of Amet+GFP+","Count of GFP+","GeoMean BV605-A - PD-1 of Amet+","GeoMean BV605-A - PD-1 of Amet+GFP+","GeoMean BV605-A - PD-1 of GFP+","GeoMean PerCP-Cy5-5-A - LAG3 of Amet+","GeoMean PerCP-Cy5-5-A - LAG3 of Amet+GFP+","GeoMean PerCP-Cy5-5-A - LAG3 of GFP+","Amet+Tim3+ as % of Amet+","Amet+GFP+Tim3+ as % of Amet+GFP+","GFP+ as % of GFP+Tim3+","GFP+Tim3+ as % of GFP+","GeoMean PE-A - Tim3 of Amet+","GeoMean PE-A - Tim3 of Amet+GFP+","GeoMean PE-A - Tim3 of GFP+"
"B02","Sample",6181,2070,533,139,773.916062517862,1274.78615083799,1344.10073201802,208.035415773434,24.1568323440604,20.1870974076976,0,0,"NaN",0,5.50949895488879,2.52889495671859,2.23133701923935
"B03","Sample",10611,3098,1477,350,430.66206926945,1588.53315076948,957.230064599404,179.543056903475,34.7645970291155,32.0322612997185,0.225952227243383,1.4218009478673,4375,2.28571428571429,14.034524010797,5.55930154523687,9.63461394523961
"B04","Sample",19303,5120,1368,866,601.372567960425,1318.26410543465,871.431669580485,2547.81734320716,3999.82113236013,4030.12767984975,66.93359375,92.1783625730994,109.205548549811,91.5704387990762,515.166269049367,2053.76908547901,2263.59362184841
"B05","Sample",22042,1554,580,2069,387.845561554203,1066.5007792659,902.632384346506,3049.58790609181,4871.62365334414,5203.17408728823,70.1415701415701,92.9310344827586,106.266050333847,94.1034316094732,601.577677728903,2389.402863601,2548.88467474414
"B06","Sample",18346,4810,1610,807,330.86987756058,611.663595650315,816.358199655349,3523.91052589232,4777.20975545307,5358.72896410421,72.2453222453222,95.0310559006211,105.352480417755,94.9194547707559,651.26079849887,2885.15197177534,2650.99304807
"B07","Sample",20443,4294,1416,1259,257.333812568445,599.228181536595,756.336171736842,2832.30158860784,3656.43031538793,4102.71741973197,64.4853283651607,93.0790960451977,105.976430976431,94.3606036536934,437.646854014505,2071.92729491652,2439.21551998846
"B08","Sample",18354,4135,1002,819,376.586111050839,1201.31574075289,722.834650893845,4805.56627751687,5729.65172095031,4933.76492074617,63.5550181378476,92.5149700598802,105.134788189987,95.1159951159951,421.899367660076,2022.80027775636,2446.18181598843
"B09","Sample",20930,5607,1711,918,339.54170862458,578.864060981238,758.879070110639,3767.69137543403,4670.40614389853,5279.86918811657,70.5189941144997,92.9281122150789,105.51724137931,94.7712418300654,643.202920622699,2520.14231774308,2853.54253114417
"B10","Sample",22103,5804,1991,943,325.726597686882,694.641189775806,644.629563927636,3278.62237040088,5417.38526613796,5435.79745200222,70.158511371468,92.51632345555,106.193693693694,94.1675503711559,626.960102567758,2248.7079779367,2595.56658927881
"B11","Sample",20464,6791,1812,733,237.024813517621,418.383391570802,617.344525365386,2113.19819041742,3692.53825957309,3709.43484950818,65.7340597850096,92.6600441501104,107.794117647059,92.7694406548431,496.612003733063,2355.41551868781,2316.28677395445
"C02","Sample",18546,5302,2115,719,511.687802135256,1476.37520728701,1322.06972726926,5232.92741629988,5886.62891551685,5865.05877615625,61.523953225198,91.725768321513,106.203840472674,94.1585535465925,401.645462013538,2351.87595428451,2902.88660339345
"C03","Sample",17608,6221,2211,419,401.288062825486,1073.42364777232,1148.99033448753,3249.26879715428,3798.71059819568,4089.17016374619,60.2957723838611,91.1352329262777,107.989690721649,92.6014319809069,385.411800837256,2047.56987472104,2183.95190917284
"C04","Sample",23181,7387,3593,841,535.430809962426,1278.33361590118,1166.73007395473,3232.60205972817,3983.11867074247,5052.91584942805,62.1767970759442,93.0698580573337,107.544757033248,92.9845422116528,404.627424884962,2414.87980998386,2432.5812436504
"C05","Sample",21476,6236,2839,936,240.265861292722,680.919502870099,1124.54458462791,3522.49466511698,5608.00603877132,5498.05629725269,53.6722257857601,92.7087002465657,105.524239007892,94.7649572649573,290.085261556749,2525.49178556729,2795.57432525655
"C06","Sample",21967,2707,1439,2431,660.22303348059,1498.6230084746,1309.37076807766,3281.67537199274,4822.10596713902,6350.4669325915,66.9006280014777,94.7880472550382,106.763285024155,93.6651583710407,498.120307485624,2967.2791260179,2635.51511083126
"C07","Sample",22507,6703,3067,1043,403.763536910354,871.595808911693,1095.03576318286,3075.57701920228,4555.4024854975,6655.52482806311,67.9844845591526,92.8594717965438,106.974358974359,93.4803451581975,518.785801657619,2721.08718927964,2676.21378274213
"C08","Sample",23790,5314,2808,1471,791.341424192117,1991.90508717907,1322.91263141587,1960.1469511509,3777.34729144897,5967.72830010324,45.3707188558525,89.0669515669516,107.293946024799,93.2019034670292,187.241866298692,2233.81618612067,2588.26614008033
"C09","Sample",18433,2884,2012,1356,232.836180552989,881.068276747871,1306.52041191972,5339.52488846915,7272.58985810058,5867.14601727215,59.4313453536755,93.5387673956262,106.771653543307,93.6578171091445,330.154501723507,2565.4627250311,2709.69119883375
"C10","Sample",21585,1893,978,2742,610.604769849878,1396.92492526918,1379.92140393677,4660.34852883896,6027.05713957544,6341.08562548589,71.8436344426836,93.9672801635992,105.54272517321,94.7483588621444,589.373052832298,2957.70967904639,2950.92896632539
"C11","Sample",18817,3893,1976,1341,393.488898512124,961.896821362554,1248.51775797873,4044.55355083232,4942.42157537683,4882.9453929383,74.184433598767,94.4331983805668,106.682577565632,93.7360178970917,724.50052355706,2894.70998861137,2469.66623934449
"D02","Sample",18078,2335,1316,1669,341.69007062436,840.100669594129,1061.88871641614,2371.2222019911,3292.59529007614,4668.836921421,76.017130620985,93.2370820668693,106.713554987212,93.708807669263,812.664561956739,2651.62880016194,2586.13933637001
"D03","Sample",18791,2188,1096,2140,437.971895076019,1120.44387963582,1261.24455491446,4033.71085456319,5711.6830396524,5293.06746338706,64.0767824497258,93.1569343065693,106.150793650794,94.2056074766355,424.822804934182,2222.86814365505,2656.25990840125
"D04","Sample",13450,4015,1618,488,873.611108427636,2338.46126436236,1009.08561733915,3885.90151248802,4752.61409378905,4799.23987479459,69.6637608966376,92.9542645241038,108.444444444444,92.2131147540984,533.938266356205,2409.75384039457,1999.24368499126
"D05","Sample",18559,4394,2801,1080,485.909060374632,1254.67339577315,1324.93020777246,3951.37847504966,4622.87624922442,5899.52200112115,66.5452890304961,93.2524098536237,107.142857142857,93.3333333333333,504.044954939114,2297.86100023522,2320.03091379002
"D06","Sample",21701,2435,1698,2686,361.108510461424,793.994455639236,1213.69211289961,5008.99139972737,6422.16849767163,5860.23234130524,66.652977412731,94.9352179034158,105.706414797324,94.6016381236039,514.945278195602,2793.81798236479,2852.66963222504
"D07","Sample",18428,4308,1769,1264,194.066153377305,862.587359459822,1024.80487865311,4446.29861373288,7125.98001396766,5929.63400246213,53.3426183844011,91.0684002261164,108.777969018933,91.9303797468354,276.38089178963,1817.58817779149,2297.97816289488
"D08","Sample",15369,1818,1199,1677,521.545489310155,1571.53521635381,1169.90053256142,4625.48041240293,5655.95244850825,5799.79475710663,71.3421342134213,92.3269391159299,106.341154090044,94.0369707811568,664.486846161821,2665.48588775888,2595.87205366003
"D09","Sample",12755,1444,653,1335,284.769941942148,999.625152497174,871.152979364638,3523.09484298971,6473.13690884167,5848.99294442025,80.2631578947368,96.937212863706,106.374501992032,94.0074906367041,1137.58830674604,3640.70219902203,2442.87060316119
"D10","Sample",16194,4138,1832,946,393.180158673877,972.772487621618,978.617263601426,3914.31095636212,5312.04085021217,5365.77046915741,74.1662638956017,94.2685589519651,105.345211581292,94.9260042283298,727.422751281896,2609.15788181783,2806.81881747133
"D11","Sample",13894,2960,1313,1066,352.090832041602,1272.44480399052,980.132465622533,2085.72939344372,4578.75829572057,5286.49212317004,60.5743243243243,93.6785986290937,105.753968253968,94.5590994371482,369.162138744116,2281.30598701626,2538.00070644095
"E02","Sample",17255,1553,738,1641,421.720121793677,1017.05995809506,909.290043271715,3256.58763514588,4601.39842427917,3846.38469940556,73.3419188667096,92.6829268292683,107.045009784736,93.418647166362,773.692772075627,2372.90090374726,2106.25022980517
"E03","Sample",15773,3136,1410,1271,385.618209882429,785.506781008662,1014.71921582922,2746.36223179275,3835.84188784054,4209.67912801567,73.9795918367347,94.6808510638298,106.538139145013,93.8630999213218,743.691561251172,2968.42637070296,2290.57514465897
"E04","Sample",16279,5728,2092,763,417.132225240347,1268.62752292884,1042.85196101496,2435.56024980434,5007.08194278608,5430.58244861447,51.2744413407821,90.3441682600382,107.313642756681,93.1847968545216,271.179676689712,2043.93409092093,2470.65564041636
"E05","Sample",18998,1303,813,2863,353.318080722255,727.222809368854,900.329059771705,3471.1732219475,4848.87261466317,5094.79300076078,70.2225633154259,94.0959409594096,106.988041853513,93.4683898009081,585.70279597941,2511.6348161441,2391.26815117773
"E06","Sample",15600,4047,1664,846,529.603194755164,1003.09174037212,995.099517717954,3859.01591714983,4544.97953592363,4986.88874748049,69.7059550284161,92.4879807692308,105.223880597015,95.0354609929078,539.269089681676,2112.5497690816,2556.06085015078
"E07","Sample",17937,3749,1989,1437,388.988638078253,700.253257862301,1143.50775483234,4027.01004784878,5702.42143707152,5519.11275952021,69.778607628701,92.9612870789341,105.197657393851,95.0591510090466,589.604999774107,2496.61946492667,2451.21594825808
"E08","Sample",20783,4426,2587,1355,384.947447033459,998.994747293963,926.375063351865,4323.29072502669,6289.97959194873,6250.74169894652,70.1988251242657,94.1244684963278,106.274509803922,94.0959409594096,627.234492946957,2772.29564731676,2749.24050804092
"E09","Sample",13156,2293,1247,864,170.466128870873,611.831228917326,914.344354735578,2607.80111633875,6155.41538739655,5827.20488971458,44.3959877889228,85.5653568564555,107.329192546584,93.1712962962963,191.280556498457,1323.24604601413,2359.62610210873
"E10","Sample",13144,4519,1458,445,443.22307187335,1151.22833975183,683.146518156338,3001.00466018318,4473.98115300449,5202.36182023777,68.8205355167072,93.758573388203,105.700712589074,94.6067415730337,536.102030285984,2429.55001114065,2534.05133245816
"E11","Sample",9096,153,58,1291,238.796646008385,1130.44826880526,532.371599694382,3051.59368316667,3641.61211221818,5024.80677107025,58.8235294117647,84.4827586206897,109.406779661017,91.4020139426801,386.271264406305,1342.6119325458,1620.9630792605
"F02","Sample",20683,2960,1753,1963,776.988577355951,2024.66920088361,1499.79694921359,3171.8054370015,4585.20034947983,5391.62671170559,72.5675675675676,95.0370792926412,107.033805888768,93.428425878757,645.724933227124,2824.61257601264,2415.1075106029
"F03","Sample",23359,1985,1433,3012,464.367058601798,1281.91354107957,1405.25696269326,3354.12781669482,4640.13551226934,4819.89054174711,67.6070528967254,94.4870900209351,106.468716861082,93.9243027888446,458.809580701842,2650.81734718102,2438.63379223065
"F04","Sample",20243,2471,1994,2309,739.896023708209,1737.22843691184,1393.1653659001,4705.46931959717,5753.31421163932,5833.74954953283,70.2954269526507,94.4332998996991,106.552838024919,93.8501515807709,594.298671083823,2578.35601455931,2454.22825561898
"F05","Sample",17830,5137,2501,686,405.94484638729,1265.60462668392,1203.5661746177,3393.96514628133,5232.62166913183,6168.47500380978,65.7971578742457,93.4426229508197,103.469079939668,96.6472303206997,450.86566958898,2287.29027005977,2674.93997391672
"F06","Sample",20613,2534,1884,2632,531.180755190923,1327.99609112716,1290.19419495361,5736.58889772098,7224.21692152174,7520.12148633222,72.4546172059984,94.3205944798301,105.490981963928,94.7948328267477,659.936270266658,3021.63010565554,2786.95494905587
"F07","Sample",14276,674,344,1828,349.326175706816,1001.96833846948,855.920213017636,3069.15892730596,7087.43732652038,7176.67926569326,61.7210682492582,93.3139534883721,107.403055229142,93.1072210065646,375.347988794165,2046.23425386965,1977.37712040544
"F08","Sample",17444,3658,2261,1185,519.130049649275,1392.15638586085,1233.17238038598,4061.35820373445,6388.64532834745,6211.33427347502,71.8698742482231,94.0291906236179,106.564748201439,93.8396624472574,620.873751231194,2583.84412494583,2475.9068778799
"F09","Sample",16221,1271,1034,1961,548.686046762087,1797.43816166766,1225.14505053393,3999.55174143141,4937.63484597951,5202.84521809821,75.1376868607396,93.036750483559,107.334428024083,93.1667516573177,722.945287466704,2479.56667550167,2441.47127829399
"F10","Sample",21988,22,9,4582,593.282314083619,107.677890270915,1190.79958837735,3698.53463114896,5081.47350188054,5688.35472781831,72.7272727272727,88.8888888888889,105.164103741106,95.0894805761676,487.474435681826,2323.41698882982,2790.3217244327
"F11","Sample",14291,887,437,1584,274.418836458446,588.935157356724,931.631014793424,2414.71345420305,4547.06517977498,5234.04696187801,54.7914317925592,80.091533180778,105.249169435216,95.0126262626263,282.875085678239,941.980818718736,2395.82737106463
"G02","Sample",19646,4315,2446,1282,525.878264996046,1070.52449855676,1176.58110672407,2165.56147148491,2925.45120968003,3239.22446289406,66.6280417149479,93.0498773507768,107.370184254606,93.1357254290172,484.738345044434,2201.15716692715,1955.28183811834
"G03","Sample",16658,5062,2730,613,356.397754000194,932.856672777543,1023.07430855108,2262.03039099188,2591.31066164177,3161.12732380831,68.984591070723,92.4908424908425,112.271062271062,89.0701468189233,519.780052423664,2108.14981387731,1586.07991500478
"G04","Sample",16591,3526,2416,1015,500.413943616029,1188.63287867859,1117.5231671425,2744.63335665361,3478.42351101492,3379.918880935,64.6625070901872,90.273178807947,109.492988133765,91.3300492610837,448.455966082012,1732.04638544076,1814.92079868172
"G05","Sample",15536,4233,2048,684,357.004591712735,1151.67796943435,981.673838065816,3180.15964523322,4049.28302701971,3741.44693726052,62.3198677061186,92.822265625,109.090909090909,91.6666666666667,382.974625567273,1969.0228630112,2080.16656275855
"G06","Sample",21574,4923,3788,1343,217.753595819349,602.454936279681,922.413433002192,3742.70138497162,5684.66792899219,3672.76871491503,58.1962218159659,90.1003167898627,108.569118835893,92.1072226358898,338.431676836741,1721.99547767328,1986.17923411586
"G07","Sample",23917,2171,1399,3014,423.224822060656,1492.57586875201,1037.8810711903,2499.89725165169,3203.29976935134,3833.48061063245,62.7360663288807,91.6368834882059,107.107320540156,93.364299933643,357.626423480618,2105.54748494457,2179.50392414562
"G08","Sample",20053,2780,2392,2201,391.432470815093,1132.52796906009,950.240417769072,3114.72613914875,4409.49385491467,4450.32081239765,68.6330935251799,93.185618729097,105.109837631328,95.1385733757383,543.399539447106,2318.12463344998,2444.92634254331
"G09","Sample",18812,4964,2807,960,332.947953236133,902.016585337982,922.048745943772,4002.29216880624,5040.03671077415,5249.92082773499,74.7179693795326,93.6943355895974,106.077348066298,94.2708333333333,667.744125646196,2562.89017661397,2527.8507797345
"G10","Sample",17157,3534,1987,1161,425.978154686284,1116.62960099248,809.947063119336,3796.71000827391,5567.66262151182,5198.19348558052,76.9949066213922,93.9607448414695,105.067873303167,95.176571920758,820.534161232274,2587.29749943428,2632.1753235815
"G11","Sample",17139,4954,2863,562,314.748346029545,765.463846232117,821.189316660736,2504.33411785485,4430.9227784176,5205.60620754476,72.5474364150182,94.7956688787985,107.251908396947,93.2384341637011,703.550913648096,3260.98802066101,2421.10047247962
