Well,GeoMean BV605-A - PD-1 of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A - LAG3 of Amet+GFP+_Lag3,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A - Tim3 of Amet+GFP+
B02,953.006922585862,3879.41317541398,93.8667749796913,2259.35686955337
B03,1065.92533431134,2844.46830466808,94.5544554455445,2391.27970898665
B04,2645.74418519632,2829.18678742831,76.2177650429799,996.047640859225
B05,1061.74464974444,3096.39765518618,92.663172939495,1938.66230422079
B06,714.435831180179,4289.30296646997,92.4433249370277,1876.46217807309
B07,375.82285835206,3966.84025516502,93.902962644912,3241.35480190125
B08,884.386277579885,4197.03380559934,94.2168674698795,2357.61934164717
B09,2638.85178497718,3903.33441982701,88.8198757763975,1745.01872423064
B10,1252.42174295084,3413.37863081461,93.8502673796791,2300.3331574558
B11,906.728211183812,3351.02178182819,92.8201587849499,2128.52779297476
C02,747.189691529115,3018.44321431061,93.6040044493882,2528.05655810544
C03,904.006172567868,3390.82629535594,92.0362576885723,2015.78042358245
C04,1392.66000811781,4254.64040742065,93.719171325222,2357.47047107226
C05,1519.47190514915,4917.27937734283,96.3431786216596,3058.39679530005
C06,1174.73417196979,3157.24292836281,95.5555555555556,2688.96879315302
C07,2355.52625119057,3049.75253621214,86.5987460815047,1380.80197874344
C08,1217.86949037037,3710.49815119861,93.7295273748245,2321.49628011508
C09,1673.55507979116,4325.23246911377,94.4915254237288,2371.44523558537
C10,1730.11505488281,3331.67210251593,94.8674941294867,2491.61233227447
C11,756.648502311096,2924.53835178452,91.0495229441163,1864.21387789124
D02,1126.56457541968,2975.27080053951,92.6608957470832,2120.13827933052
D03,1128.55336306838,3352.08803209932,91.369440774989,1979.25922359555
D04,1083.79593355436,3050.01769465864,91.820168591945,1792.31686028689
D05,1092.09859448338,2804.41118398531,92.2019924424596,2038.20975843997
D06,1213.42561661667,2550.20280833855,85.5198487712665,1255.41825709664
D07,1534.09129652077,3435.49053544521,90.2499120028159,1992.78594684795
D08,975.808463677945,2644.55058165261,90.690537084399,1886.27098274741
D09,1125.69118176951,3050.20841840017,92.053471964352,1743.0530392836
D10,1181.92197618748,3997.21323207608,91.7865132630233,2002.59694685929
D11,1009.72617723044,3428.72873197851,95.2115812917595,2887.9922274829
E02,1121.73276873451,2457.32234542756,92.4986793449551,1970.61033501791
E03,828.320497106232,3077.5493571913,75.0971502590674,728.979585662294
E04,1137.66715379144,3493.09838944348,93.2630906768838,2059.63874799635
E05,1636.78320415593,4117.68582348013,92.9089443996777,2194.26660103379
E06,1679.94411729628,2462.95658540056,83.9622641509434,1165.5751386695
E07,1346.59204908738,2482.88198861986,92.7087576374745,1987.54122116877
E08,1134.79630866766,4384.19463695152,91.0557184750733,1883.33982317799
E09,1106.60167304871,3672.25809107584,94.8192322027581,2492.38087625187
E10,1240.93137657173,3397.90903297632,89.0856994008856,1632.58304808054
E11,977.089309990393,2884.03285071647,95.0617283950617,2459.01151693381
F02,1138.80882148165,2398.23426245323,92.7065767284992,2220.96401844783
F03,1615.39992536174,4905.49923905306,92.9547844374343,2219.37352007775
F04,1196.96443556863,3437.52508194915,90.0539926115374,1698.98533330299
F05,1053.12896405262,3045.28762753043,90.3144016227181,1796.38195824565
F06,1779.62259771864,3162.66577744049,92.1193092621664,1939.2918878912
F07,979.415137230991,3865.88233362361,94.5100764419736,2513.1779625325
F08,1091.40131950693,3024.11070875008,88.4427563754748,1501.06027075348
F09,1115.37404735628,3465.63472949222,93.9756097560976,2353.3174809439
F10,1010.82246118749,3346.13968772699,94.2675159235669,2183.46293858883
F11,1187.5664321289,3161.06303298969,94.1278065630397,2268.42743481746
G02,1072.01356783072,3038.92203273803,93.1635388739946,2346.25714387105
G03,978.162551903499,2935.56633594714,90.6377204884668,1851.32982066657
G04,1429.47524809641,3242.32181055366,91.9153031761309,2158.68210788203
G05,1333.23420134119,3448.76597724514,92.2749218971883,2162.23899604619
G06,1014.50126993547,4555.28823669303,92.8982725527831,2195.30417068147
G07,909.285741549774,3584.87101502882,92.505487613672,2180.40979036241
G08,579.53699377951,4000.3247890897,89.740932642487,1720.07378337151
G09,745.808039170082,4437.87653440474,93.5122146575891,2319.20804390833
G10,937.196877712975,4231.97506498779,94.5504087193461,2499.59634839863
G11,756.887593906233,4280.55719006832,95.7294495186374,2945.14945615987
