Well,GeoMean BV605-A - PD-1 of Amet+_PD1,GeoMean PerCP-Cy5-5-A - LAG3 of Amet+_Lag3,Amet+Tim3+ as % of Amet+,GeoMean PE-A - Tim3 of Amet+
B02,410.830204971412,3950.83133625286,64.1867897727273,477.211185955082
B03,960.898144568515,2839.75955017223,60.7125185551707,390.788891915149
B04,545.8584930647,4152.43843795589,68.6730024639212,610.461684237671
B05,119.689905879666,433.610995535009,39.4248052726183,165.593986211556
B06,423.383900554878,2898.43244104427,61.4147909967846,406.961332770845
B07,351.630843410977,3482.71155774636,62.0590868397493,428.472474050452
B08,418.209894259341,3115.77295407017,80.1457194899818,1151.8524387705
B09,542.690493781423,3355.71147544094,59.4845013477089,400.335861617039
B10,340.936285146049,2021.20416546808,65.0348542458809,500.923044252791
B11,534.117674433007,3579.87150422893,62.240932642487,459.576247635507
C02,677.798187091934,4278.73678755608,66.7472793228537,574.773333293126
C03,744.209280624577,4707.74363694363,64.3925944712148,490.389562340495
C04,576.546358896234,4491.79141984177,65.0081124932396,505.80437065838
C05,190.125656239164,313.262168769915,39.3100681909346,182.683231871556
C06,417.945855972049,3477.44815730559,57.9057154776804,365.912599541168
C07,468.720378074953,3846.82663821792,70.2387267904509,650.357533508501
C08,318.797171303977,1662.56809678183,63.3838383838384,459.249625998847
C09,515.233564710828,3570.33217902526,63.7379695746663,492.13227646633
C10,667.441604639934,3052.55597997236,65.5054644808743,493.377493018587
C11,484.105279468175,3959.97141971967,68.0510018214936,577.415133440674
D02,745.432872989347,3301.19711183289,52.1780909673286,281.850978536675
D03,553.11594834502,3267.1507982601,64.0060813378943,489.538203117111
D04,838.159903930071,3044.21355500156,55.4658385093168,302.87967636286
D05,635.295618642962,3151.12741769512,61.3024207296284,406.622172117176
D06,586.858795221775,4029.20064338342,68.1343853397811,577.783660960101
D07,581.777348338556,3903.68320521486,54.6218487394958,348.12122094731
D08,696.621995759109,4096.31035820334,45.829244357213,216.306954964782
D09,279.362567862465,1915.98195754423,46.1788138093833,217.733992774104
D10,421.755165628916,3485.53366037835,64.5489486773683,492.576654553364
D11,339.009729532502,3433.91882227341,75.6993432254926,874.067199952764
E02,616.685766894372,4092.18047678101,63.2490974729242,463.993004933317
E03,161.943303966938,809.176581880104,31.0299869621904,105.309593515656
E04,476.96591197098,4936.16907173645,71.84740374426,656.558348260555
E05,591.225758751796,4505.88081018224,77.7777777777778,895.069512224504
E06,426.398865645871,4938.37476070971,77.9860069965018,976.155805783192
E07,380.787110215916,3599.8702275012,65.0637880274779,512.186062578708
E08,387.9157851689,3248.66490900996,70.1290719114936,654.367787561038
E09,162.122951847486,304.654677210428,42.2897921191437,206.697019647924
E10,194.817639634514,3283.6634381756,54.9358616843279,316.312966514867
E11,214.079986535594,2671.43241284266,57.8947368421053,303.50496974367
F02,857.211237393126,4352.80045051665,65.008431703204,499.553923749377
F03,487.588267406484,3769.66797487887,64.0243902439024,452.522568934543
F04,460.410871390353,3852.48400506604,73.3974358974359,700.695273180309
F05,425.001909818407,2969.1321098806,66.6666666666667,572.357110132043
F06,603.003324143734,4554.51633279327,77.307206068268,946.39907154023
F07,421.797047004607,3700.91629064322,71.1156186612576,682.861527022813
F08,254.992510808869,1279.70977146223,50.3971304125032,278.473862747671
F09,618.347311073903,4707.14455998787,71.7674970344009,658.094110597349
F10,436.512505537569,4480.6727758947,71.4493960849646,701.78171284665
F11,211.65189427103,537.805840194753,51.6231195566112,297.172188051789
G02,725.00066817754,4390.40847105605,54.5769563961883,311.302417387509
G03,515.965382469265,3704.72128837789,59.6866451131559,396.7283518158
G04,468.763078216254,4874.95925078802,71.2965340179718,663.260955803868
G05,606.306630127417,3987.58786784074,71.3765337423313,693.076045945026
G06,403.368549331448,3199.64085197628,73.1763354394026,783.364937463276
G07,490.269140932792,3217.73193130936,73.9142310844032,811.659538554787
G08,425.115093574666,2976.38062741728,64.9301825993555,508.88467260101
G09,797.434862311449,1720.8112795045,58.3222370173103,385.640455116324
G10,427.144129151636,4387.57847367881,74.2780026990553,793.794102024818
G11,171.595514951679,1261.11513154196,59.0621039290241,395.201793755387
