Well,GeoMean BV605-A - PD-1 of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A - LAG3 of Amet+GFP+_Lag3,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A - Tim3 of Amet+GFP+
B02,939.145789442242,5788.01048920127,91.812865497076,2176.16487343247
B03,1739.55060894088,4974.32812881197,91.8391719745223,2328.55140095597
B04,1725.12665249589,6002.14984982196,96.5098634294385,3704.94524008629
B05,1424.59598814231,5246.15647256249,91.5668423574509,1960.20870815827
B06,1150.43940634844,4905.69608071529,93.921568627451,2640.55161341843
B07,1659.58986495101,6084.36312291734,94.5774303859306,2981.36844719002
B08,730.468366329511,4090.21064088865,97.2131147540984,4342.93931067755
B09,1649.21370554234,6235.31421051785,92.7452118398143,2797.89369643024
B10,1195.46077068719,4177.70470210477,96.2611607142857,3479.80933320141
B11,1165.80101268948,3651.6936554184,94.1365093907467,2733.75619027175
C02,683.600031512028,3738.52231300011,95.1915852742299,2961.8042721906
C03,1424.6116204198,3672.04672775951,91.6621253405994,1792.43873379937
C04,1717.41656738807,3639.70018867073,89.0577507598784,1561.60882514273
C05,1392.34468574958,4557.31542392679,90.3807615230461,1850.25020846053
C06,1055.26712119159,4195.16106799709,91.6666666666667,1944.56210069191
C07,2919.11399078401,4076.97158253088,100,7605.54378684405
C08,1155.96682461778,3386.56204683861,90.4399782726779,1661.69803888444
C09,8352.59274225317,8087.87200833456,75,1312.74809733448
C10,1278.03156665977,3000.3829814902,90.4275092936803,1724.53142097306
C11,989.99878765903,3249.9077867932,93.5072463768116,2428.80562007266
D02,1600.59495631125,3728.48848965531,90.3795233892321,1795.42683160238
D03,1058.85576363091,2741.32940203253,88.7115165336374,1501.00176060807
D04,1935.21392511242,3195.51309774126,93.7716262975779,2197.49472583991
D05,482.995677566209,155.091871024918,31.25,66.1113461429318
D06,1230.02450754109,4245.89506741534,92.2451193058568,2011.66474971588
D07,1324.27980196374,3901.49474994184,88.9418907198612,1662.55920894997
D08,669.611532539866,3959.94536591985,93.1240657698057,2008.28703018151
D09,1082.07926212065,3694.34090780702,90.5,1989.4324524076
D10,1041.25534994267,3648.89053504153,90.4904306220096,1824.03585049344
D11,1094.64367225663,3549.66125061116,91.7891535732387,2014.43093888819
E02,1337.51919716738,4497.72087059982,90.5186385737439,1940.24833909547
E03,1911.86869298565,4972.39179526781,90.9090909090909,2492.41041966266
E04,1457.30431109202,3313.56802698036,93.491124260355,2194.90483882695
E05,1416.72813981173,5468.51254750437,95.2920662598082,2804.02680095748
E06,2008.6678852035,4297.40684491983,93.2162030258663,2470.06536717392
E07,1266.40741333264,4117.47228135529,93.4426229508197,2320.48138526082
E08,1034.16547623211,4488.32860580688,93.3232169954477,2394.82083078664
E09,1404.11753722753,4349.57281051803,95.8408679927667,3047.6814819589
E10,1468.80868459632,1718.5160698532,87.5,1208.11684280616
E11,772.866023907237,3569.64488015188,95.1282051282051,3047.0213861508
F02,1235.15661313385,5147.27688968141,93.2432432432432,2281.47991364609
F03,1651.8100180135,3685.94216716221,92.266508030934,2204.17755248159
F04,1300.7831651318,4663.62113112198,93.9704209328783,2414.83304639076
F05,1378.59712416204,4237.37051919494,90.5396402398401,2034.30405575385
F06,1243.47652031582,5241.54156519307,93.2481751824817,2252.37555392402
F07,1324.07680766917,4367.73294822733,94.0639269406393,2898.01127336955
F08,1077.26646028782,4764.65944554768,93.6342592592593,2423.91876666538
F09,1228.64463007095,6380.93303899073,92.3971377459749,2197.19168333935
F10,758.82683973418,4575.95601512197,93.5505319148936,2272.572558993
F11,1299.04686254527,4492.15422542995,94.0832724616508,2825.43793023263
G02,3832.07565538067,5761.814440327,91.3333333333333,1833.30183232966
G03,1914.14168445828,3607.3906101408,92.5144965735372,2081.94481332214
G04,1073.61967089578,3360.89725345859,92.5089605734767,2247.70259513341
G05,1673.41258826059,5623.50592384867,93.9473684210526,2800.72719907146
G06,1546.9195691062,4889.62338416158,93.4333198216457,2639.82648801152
G07,1722.02282287819,6609.7669276227,95.0244335850733,2905.63353914191
G08,1494.40353273762,5034.9422342376,92.0324105334234,2354.73222382418
G09,1034.2963210458,4973.10535942005,92.5959367945824,2230.34547762314
G10,1411.05384082232,4487.87877445926,94.1552062868369,3297.04156769888
G11,1182.39723581069,3994.65902835303,94.6147473073736,3268.60938435578
