"Experiment: 100U p2","Analysis: Analysis 2","User: Admin","Plate: control","Plate Type: 96 Well","Plate Order: Row","Export Date: 7/10/2015","Export Time: 7:33:29 PM"
"Well ID","Well Type","Count of live cells","Count of Amet+","Count of Amet+GFP+","Count of GFP+","GeoMean BV605-A - PD-1 of Amet+","GeoMean BV605-A - PD-1 of Amet+GFP+","GeoMean BV605-A - PD-1 of GFP+","GeoMean PerCP-Cy5-5-A - LAG3 of Amet+","GeoMean PerCP-Cy5-5-A - LAG3 of Amet+GFP+","GeoMean PerCP-Cy5-5-A - LAG3 of GFP+","Amet+Tim3+ as % of Amet+","Amet+GFP+Tim3+ as % of Amet+GFP+","GFP+ as % of GFP+Tim3+","GFP+Tim3+ as % of GFP+","GeoMean PE-A - Tim3 of Amet+","GeoMean PE-A - Tim3 of Amet+GFP+","GeoMean PE-A - Tim3 of GFP+"
"B02","Sample",9149,13,16,1184,705.6222947664,2022.7616443893,988.170578340211,3297.45207518137,6704.63807817331,5465.12088188795,61.5384615384615,87.5,104.686118479222,95.5236486486486,726.619868092669,1786.2353042108,3142.396108391
"B03","Sample",23559,1634,1433,2821,781.516382430065,1106.53096378415,1235.56997809302,3481.43949303022,4795.9302535867,5436.31038520971,63.5862913096695,93.3705512909979,105.457943925234,94.8245303084013,478.576730385356,2877.30007494113,2852.81895103591
"B04","Sample",26160,4477,2471,1959,923.920491392108,1615.55962568174,1388.81978141915,4376.92009592388,5820.36247537223,5966.71482865206,72.0125083761447,94.8603804127883,106.236442516269,94.1296579887698,698.697679276442,3292.49273304917,2918.68518210604
"B05","Sample",27917,7374,3491,1141,850.755740889178,1253.97186707142,1260.71136519779,3863.00112762604,5256.04453942584,5894.65659906098,65.5139679956604,93.2111142938986,105.94243268338,94.3908851884312,512.616313840578,2570.20309358916,2954.79938915516
"B06","Sample",24959,4888,2139,1598,825.308935810551,1610.08741331898,1174.51105879195,4105.73671769098,5050.25643886574,5682.91627334109,78.2324058919804,95.6054230949042,105.827814569536,94.4931163954944,1186.92510667847,3885.55191215177,3092.59196428495
"B07","Sample",31974,5364,2298,2891,538.9555900472,1154.49785459638,1157.1630244934,3820.42265441892,4842.09169768365,5430.87836564424,76.193139448173,94.6475195822454,104.556962025316,95.6416464891041,848.645382512562,3166.05557474329,3215.41061905838
"B08","Sample",27885,4904,2524,2084,893.272975876693,1609.77410033102,1212.63111516546,4447.08238422886,5502.94612890356,4891.01914156972,76.4070146818923,94.5324881141046,105.35894843276,94.9136276391555,902.823064501369,3411.90019731102,2933.44374115876
"B09","Sample",25215,5865,2907,1244,724.828779922529,1633.23667811299,1187.9278896754,2613.91910216378,3202.28406500962,3096.80349982342,68.150042625746,92.8104575163399,107.705627705628,92.8456591639871,543.844920317472,2276.61784231777,2158.14848370575
"B10","Sample",24702,4189,2893,1583,553.726922788345,1132.48359067468,1084.41884292039,2086.12080230648,2375.38612517856,2800.14533029328,61.7331105275722,90.9090909090909,108.128415300546,92.4826279216677,411.051268497281,2032.94148424317,2238.49722150449
"B11","Sample",28114,1227,6053,5672,387.612695556469,476.085342394381,440.271811596303,1166.54119670348,821.13862386702,1008.66350195747,54.0342298288509,58.8138113332232,166.774478094678,59.9612129760226,299.662164012804,312.426431437782,327.428965375709
