Well,GeoMean BV605-A - PD-1 of Amet+_PD1,GeoMean PerCP-Cy5-5-A - LAG3 of Amet+_Lag3,Amet+Tim3+ as % of Amet+,GeoMean PE-A - Tim3 of Amet+
B02,443.102342532954,2327.20767514512,63.4862385321101,482.768393123057
B03,471.537050341515,1647.81557902738,56.3261480787254,356.757175670829
B04,740.131258840334,2243.71259326961,72.9955456570156,741.694990311266
B05,507.02234167826,2531.75767898111,74.5887445887446,781.808035904034
B06,421.727088075274,2265.5291649287,64.1947732856824,513.657055434819
B07,520.48602445755,2564.17491996547,65.9869725290286,505.174041661072
B08,530.628479103571,2240.79820016481,68.4816502758455,589.43401626888
B09,389.775100061282,3238.69946926752,69.3398957730168,638.788727983424
B10,375.286680277089,2346.69020603843,71.0912052117264,706.023921165913
B11,564.870048790865,3414.55068832369,69.1640378548896,608.03074686352
C02,438.482979361226,2790.43207759803,61.436170212766,451.687664955647
C03,618.013222250168,2310.19968815176,76.4843142338605,894.786643190945
C04,425.140030014169,2522.65991445141,62.1072088724584,500.250941546297
C05,608.143211499096,4212.28924617056,69.6220584739719,668.753825559207
C06,402.310621347104,2596.52327954672,62.9939862542955,472.753568537689
C07,498.229947547882,3915.98279187952,70.0458076080462,665.753197734087
C08,424.452905204972,2643.18219061342,57.9453894359892,360.998800484095
C09,383.250190875816,4185.09420496208,69.2159383033419,705.007986801291
C10,518.117816484845,2484.58731642626,66.3454222673092,520.266356555023
C11,517.617174545799,2364.42022236818,51.3642269380684,276.794329998745
D02,436.683508259777,1773.80106237239,63.5499862296888,449.101061867738
D03,187.349292702607,2445.89082103788,63.3025291828794,516.649237032899
D04,578.306987769879,3354.25012169761,57.3803382057896,364.437619657073
D05,320.821076083607,4005.37364498649,71.4093508240834,820.67502963713
D06,518.769330865809,2427.49929104051,73.8556137554088,835.537810449529
D07,259.530633388472,2162.35107958406,69.3632228719948,695.04698563601
D08,378.093798074023,1646.84752051958,57.1321321321321,357.667407319474
D09,524.109511674627,3080.28519762217,66.2989230365117,556.475099558799
D10,325.840990432125,2119.93049168524,63.8888888888889,493.948783716156
D11,705.378277952149,3192.45757712798,68.4578183772166,654.673880825449
E02,310.636887914035,3392.68590948425,73.1958762886598,832.224588330125
E03,496.598015223291,3621.32382562007,68.5178236397749,602.411330319738
E04,275.924078354224,2282.57838841781,68.6116700201207,639.787323968675
E05,284.270967380023,5956.0049542054,77.7383367139959,953.750115319545
E06,444.724144776844,5477.30483506602,74.409820585458,679.524505225821
E07,264.794361718863,4267.64544816389,74.7652582159624,747.985121697459
E08,334.449151283273,3186.52734827265,63.9555899819262,454.471127703756
E09,514.32657816642,4355.00650129582,77.1908763505402,797.337542157893
E10,284.855713460839,3775.63428949061,75.6841445581784,720.449280916656
E11,298.972909072388,3717.77520961429,80.8068938503721,1077.18861674026
F02,486.228361840651,2100.72744064063,66.832504145937,564.044845127397
F03,441.769782193065,2379.89597771526,61.4568925772245,386.56638700347
F04,371.419169214306,1741.81374425085,59.9683856945268,381.906851933722
F05,353.229179221975,3040.00619347424,69.2173913043478,574.130092147693
F06,518.710005045075,2767.15278137314,78.3765032377428,1057.64346041995
F07,408.571888527817,3742.19854156776,69.731357109773,635.752304004885
F08,281.544456456159,2180.91161380067,64.2140468227425,470.966822309783
F09,339.934177814179,3288.73777159564,66.5742793791574,592.134827426523
F10,397.523770416729,2513.15838150539,74.9172733289212,807.424828895749
F11,442.387466126079,1549.5476389517,60.7142857142857,408.1249414849
G02,500.682608360296,2264.3275489833,63.9602803738318,462.857812407442
G03,419.811434061481,3150.89466223892,67.7879714576962,591.853210939409
G04,278.97678837288,1668.57395344452,61.2617598229109,391.476313203613
G05,447.985442263171,3385.68845477279,65.3352876511543,511.192867794562
G06,158.292981074464,1549.15636182047,63.7890807279515,475.471871635047
G07,407.03000707668,3345.3194991272,69.2351598173516,620.67968259379
G08,445.705779762539,2813.48366555992,56.7567567567568,411.063603155783
G09,364.831462206084,1807.60630144593,67.4621653084983,547.016814183225
G10,337.632219316209,2245.35008833263,75.7201646090535,802.075475422172
G11,351.674397485515,2804.87549553545,71.0748155953635,743.298315013201
