Well,GeoMean BV605-A of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A of Amet+GFP+_Lag3,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A of Amet+GFP+_Tim3
B02,5317.2044264322,3923.01980513022,83.3333333333333,850.93708250675
B03,5864.21644884394,1833.08401061113,34.5522388059701,116.766489499125
B04,5782.82594480756,2288.67720749665,26.9724770642202,76.5036824121062
B05,6505.21065336701,2460.61190318659,37.2854914196568,136.569286168205
B06,4588.52872731448,1992.25349471047,23.7518910741301,68.9377965511151
B07,5479.04700295959,2515.98718193796,42.2163588390501,167.172610204932
B08,5153.0437386385,1773.90781645944,28.1970649895178,86.6109452831782
B09,5437.50814031236,1680.90963136786,28.2520325203252,92.5807336133845
B10,3564.15090191745,1514.54094583654,18.9915966386555,46.6304953239846
B11,5897.14348272012,2692.56749760164,42.7586206896552,193.209832709752
C02,6550.9557301869,2619.6691254101,32.3336457357076,98.8207663390466
C03,5164.32306018847,2305.48257528407,32.9433785680861,102.751127140423
C04,4774.63363732437,2872.01554382671,31.292984869326,93.2753766287493
C05,7050.77205245808,2874.10695633789,30.7692307692308,90.6536434027558
C06,6001.62727891027,2816.75701540428,37.6543209876543,134.793281328068
C07,4623.6283281592,2029.93060833427,37.0735405610311,132.897998591419
C08,4324.91385526765,2669.8766498402,44.8180379746835,204.449136958301
C09,6221.23087296352,2037.16063944472,41.4197530864198,153.919038708245
C10,5892.51200059122,1616.33362426948,45.846394984326,217.084315701064
C11,7509.39754800514,2119.05112009502,43.8545454545455,178.232590488003
D02,6052.96749666182,2797.93010827186,29.0509259259259,85.8669331978034
D03,5726.03506852049,2445.27927069398,29.7112090063632,86.1222468697409
D04,7439.18856818885,3018.63337524383,33.843537414966,107.894530454416
D05,6634.70637997817,2809.11489960954,30.7044410413476,97.7592245522335
D06,3485.70772292057,1501.17965493544,57.1428571428571,250.9102432752
D07,6536.00271812918,2670.09634606512,34.5011424219345,116.542401569154
D08,6054.72168820288,2925.58779973232,29.4034090909091,87.2363257704768
D09,6819.84031723123,2473.95839860182,37.3817034700315,129.258108783512
D10,6382.20030637313,2157.35109267282,40.7799442896936,159.079067626417
D11,5715.52250182084,1683.89326465835,24.7073321010474,69.508163389093
E02,5426.46353020277,2798.13399573521,29.0857413548082,79.2366850199512
E03,7567.38690782603,2487.87986265809,37.2860635696821,142.069315889346
E04,6219.32465011467,2588.20695408452,26.3758056519584,66.7435078383166
E05,6570.84550634473,3080.96089396483,32.6133909287257,107.283389715576
E06,4540.26487940342,2271.25048345547,29.5620437956204,95.9556049516626
E07,7407.85118511406,2910.44616265462,38.1482904341145,128.481244494217
E08,5899.71168233417,2826.7364803629,31.3494099538225,113.505810599727
E09,6575.59750783051,3164.98432517971,32.088520055325,110.002827160531
E10,6488.6512616467,2358.18901940895,33.1117021276596,102.459228116585
E11,6573.07439334424,2798.21029666305,36.144578313253,127.928004317992
F02,5457.36927359199,2603.22850075633,37.0058873002523,135.742088525505
F03,6000.96284325149,3089.3889413881,25.2155172413793,76.1071190697458
F04,6964.80762894428,3192.51516556004,39.0378006872852,155.815943646265
F05,6707.97141323435,2991.66588900584,51.0236220472441,269.60141432279
F06,7883.83087903355,2715.62073644677,46.9039673711531,222.536876429342
F07,6574.13491874037,3257.02309644146,57.1183533447684,360.127203298689
F08,6773.30943651263,2521.19349977125,40.0476758045292,168.434581249814
F09,5487.44216536419,2436.07818996162,41.6041275797373,185.855660410014
F10,6101.38189246788,2402.65261236767,49.1763056431826,260.632140938611
F11,6755.58965878505,2526.25718803884,33.130081300813,126.876289138868
G02,7027.85854375898,903.601951426546,25,221.718646589166
G03,4215.34152754953,2010.00817716426,42.749731471536,173.228531015906
G04,5838.98307647537,2428.80520754361,39.5177494976557,143.98743248231
G05,4873.39575432277,2347.07963651944,35.459940652819,137.242695111906
G06,4349.72476890298,2001.59552910818,33.9575530586767,134.476822198434
G07,5599.53555792415,1949.75497613389,38.6690647482014,141.156617046522
G08,4695.63518689868,2483.06429762253,41.0609037328094,168.050060128026
G09,5016.83429929257,1393.00199781453,38.6254661694193,147.939853505317
G10,5626.01962431985,1864.07083630468,39.4070860448301,169.523163700468
G11,5420.91742687733,2093.60861784301,34.8585189644792,120.987516102571
