"Experiment: panel 2 10U","Analysis: Analysis 2","User: Admin","Plate: 12","Plate Type: 96 Well","Plate Order: Row","Export Date: 7/10/2015","Export Time: 6:50:34 PM"
"Well ID","Well Type","Count of live cells","Count of Amet+","Count of Amet+GFP+","Count of GFP+","GeoMean BV605-A of Amet+","GeoMean BV605-A of Amet+GFP+","GeoMean BV605-A of GFP+","GeoMean PerCP-Cy5-5-A of Amet+","GeoMean PerCP-Cy5-5-A of Amet+GFP+","GeoMean PerCP-Cy5-5-A of GFP+","Amet+Tim3+ as % of Amet+","Amet+GFP+Tim3+ as % of Amet+GFP+","GFP+ as % of GFP+Tim3+","GFP+Tim3+ as % of GFP+","GeoMean PE-A of Amet+","GeoMean PE-A of Amet+GFP+","GeoMean PE-A of GFP+"
"B02","Sample",17460,8,6,2047,721.819896834724,5317.2044264322,4955.29402511538,1278.24039787439,3923.01980513022,2178.40662643634,12.5,83.3333333333333,325.43720190779,30.7278944797264,17.6421923018644,850.93708250675,91.3799335702338
"B03","Sample",19794,2081,1340,1632,610.108761708276,5864.21644884394,5357.80978094346,1026.4988942599,1833.08401061113,2273.50337510377,4.08457472369053,34.5522388059701,371.753986332574,26.8995098039216,19.7780032456088,116.766489499125,72.4324530936493
"B04","Sample",21611,2854,1635,1573,432.757827875877,5782.82594480756,5131.37672590635,897.704955071381,2288.67720749665,2228.64882254869,2.76804484933427,26.9724770642202,415.039577836412,24.0940877304514,16.9022186400235,76.5036824121062,64.8210715211209
"B05","Sample",21652,1247,641,2408,720.880409949149,6505.21065336701,5495.45156453199,1625.98153409719,2460.61190318659,2195.43590145052,9.38251804330393,37.2854914196568,357.27002967359,27.9900332225914,30.400797697289,136.569286168205,79.3359098426703
"B06","Sample",18699,1251,661,1734,351.95841638144,4588.52872731448,5474.4717561577,863.832480939637,1992.25349471047,2227.22215768217,2.39808153477218,23.7518910741301,353.156822810591,28.3160322952711,16.0870427178346,68.9377965511151,82.3339370488882
"B07","Sample",21256,4977,1895,826,593.201286432876,5479.04700295959,5182.59193225784,1420.98690643836,2515.98718193796,2101.26585686046,10.4681535061282,42.2163588390501,441.711229946524,22.6392251815981,30.4779810781801,167.172610204932,58.0474390172261
"B08","Sample",15414,1979,954,1009,411.243897235175,5153.0437386385,5121.26395756059,825.480601332538,1773.90781645944,2247.90178590895,3.3855482566953,28.1970649895178,382.19696969697,26.1645193260654,18.5124589087819,86.6109452831782,68.2929289092727
"B09","Sample",15441,642,492,1787,354.684365122614,5437.50814031236,5140.20671525903,722.642614624819,1680.90963136786,1986.97710402663,4.3613707165109,28.2520325203252,348.343079922027,28.7073307218802,18.8385292802271,92.5807336133845,86.6140679646228
"B10","Sample",13257,2046,1190,784,278.779410432081,3564.15090191745,5237.06445063102,546.641368838388,1514.54094583654,1915.13886509905,1.80840664711632,18.9915966386555,364.651162790698,27.4234693877551,13.7254768137415,46.6304953239846,74.4391877964708
"B11","Sample",16470,1153,580,1472,608.865258739416,5897.14348272012,5424.36004128897,1110.55130111713,2692.56749760164,2138.70351472554,5.55073720728534,42.7586206896552,272.592592592593,36.6847826086956,23.3055974801407,193.209832709752,127.392953737504
"C02","Sample",20824,1587,1067,2235,480.058926918324,6550.9557301869,5843.76543247928,1305.50704799258,2619.6691254101,2658.88445362317,2.83553875236295,32.3336457357076,341.743119266055,29.261744966443,18.6620572908614,98.8207663390466,79.5857956889476
"C03","Sample",23401,3607,2137,1412,535.781348057729,5164.32306018847,5442.45587028922,1118.39480885066,2305.48257528407,2409.51179922442,5.01802051566399,32.9433785680861,373.544973544974,26.7705382436261,20.1651855309939,102.751127140423,76.148839262261
"C04","Sample",23406,1825,1454,2241,537.980566618455,4774.63363732437,5963.42924845833,1172.22326669883,2872.01554382671,2791.21425456897,2.73972602739726,31.292984869326,394.542253521127,25.3458277554663,17.7984568834586,93.2753766287493,72.8025104242857
"C05","Sample",23598,740,559,2979,866.592771037537,7050.77205245808,5552.81488127988,1538.7951853902,2874.10695633789,2416.11538373961,4.05405405405405,30.7692307692308,322.402597402597,31.0171198388721,20.75767368334,90.6536434027558,96.7382611327034
"C06","Sample",21318,3598,1782,958,510.235329879052,6001.62727891027,5979.05345741752,1321.79909016684,2816.75701540428,2857.76554972913,4.86381322957198,37.6543209876543,380.15873015873,26.3048016701461,21.7901424110346,134.793281328068,77.1798601700847
"C07","Sample",21098,1400,1319,2152,459.13193863887,4623.6283281592,5317.6393929383,1021.08658906652,2029.93060833427,2283.55646683697,5.57142857142857,37.0735405610311,345.425361155698,28.9498141263941,23.3593752174791,132.897998591419,90.9261391006914
"C08","Sample",22882,5955,2528,766,637.717147986718,4324.91385526765,5468.63475215737,1576.22136085271,2669.8766498402,2231.18792034793,8.51385390428212,44.8180379746835,333.04347826087,30.0261096605744,31.6101983278814,204.449136958301,82.2242075706107
"C09","Sample",18900,2427,1620,1134,524.164382350454,6221.23087296352,5424.83678103149,938.358059194351,2037.16063944472,2635.28362175693,7.16934487021014,41.4197530864198,280,35.7142857142857,24.9310440752839,153.919038708245,118.224548179374
"C10","Sample",15481,2075,1276,909,580.505688548275,5892.51200059122,5447.8518339148,755.371122178617,1616.33362426948,2395.67783712005,5.34939759036145,45.846394984326,329.347826086957,30.3630363036304,24.1928823668512,217.084315701064,98.5581906349682
"C11","Sample",18747,2356,1375,1492,633.135142850088,7509.39754800514,6011.34193194935,1007.79363981214,2119.05112009502,2493.80740662244,6.87606112054329,43.8545454545455,283.650190114068,35.254691689008,29.0475208853435,178.232590488003,108.626002822447
"D02","Sample",23235,2948,1728,1666,616.753840276892,6052.96749666182,5260.66071296613,1276.1457288443,2797.93010827186,2463.54938784431,3.12075983717775,29.0509259259259,419.647355163728,23.8295318127251,17.7521156767363,85.8669331978034,51.5515762096636
"D03","Sample",22392,3049,2043,1388,487.502257800127,5726.03506852049,5260.80351438013,1134.10466481319,2445.27927069398,2286.09434302667,3.64053788127255,29.7112090063632,472.108843537415,21.1815561959654,18.3676208436549,86.1222468697409,48.0973258485145
"D04","Sample",22936,1142,1176,2677,775.436248269644,7439.18856818885,5947.57634902161,1338.45642433831,3018.63337524383,2778.47353238476,6.12959719789842,33.843537414966,380.255681818182,26.298094882331,21.8718963146814,107.894530454416,68.6723746981959
"D05","Sample",27240,1530,1306,3345,553.04024518496,6634.70637997817,5801.75012475535,982.118612001774,2809.11489960954,2552.93585357704,3.00653594771242,30.7044410413476,369.613259668508,27.0553064275037,18.6144153199052,97.7592245522335,75.810195852831
"D06","Sample",27476,9,7,3498,595.560630919279,3485.70772292057,5740.97040931819,686.599121578326,1501.17965493544,2400.79212777093,0,57.1428571428571,340.603700097371,29.3596340766152,15.7210218678995,250.9102432752,79.3970753199896
"D07","Sample",22913,1198,1313,2583,484.313833304137,6536.00271812918,5744.26697129512,1135.48189536272,2670.09634606512,2607.45017705285,3.42237061769616,34.5011424219345,396.774193548387,25.2032520325203,19.2952040492152,116.542401569154,67.9415125424476
"D08","Sample",23958,1412,1408,2837,518.872116796968,6054.72168820288,5503.97437920574,1357.29376515187,2925.58779973232,2504.21308991311,3.11614730878187,29.4034090909091,375.761589403974,26.612618963694,17.1385956665726,87.2363257704768,70.3583655143213
"D09","Sample",20132,1486,1268,2027,555.02517458546,6819.84031723123,5572.35473657781,1111.80750789013,2473.95839860182,2218.47229985815,6.59488559892328,37.3817034700315,325.88424437299,30.6857424765664,25.9879639300455,129.258108783512,91.8771000534362
"D10","Sample",17150,2695,1795,1024,480.106070568088,6382.20030637313,6089.51836968639,900.410246111175,2157.35109267282,2472.58170516409,4.52690166975881,40.7799442896936,364.4128113879,27.44140625,20.8061011706898,159.079067626417,73.3667218495296
"D11","Sample",15581,2799,1623,623,531.329733588,5715.52250182084,4979.10962367663,1105.34400822566,1683.89326465835,1841.40495150705,2.64380135762772,24.7073321010474,429.655172413793,23.2744783306581,19.4743629540396,69.508163389093,67.4510737871809
"E02","Sample",22714,2011,2111,2305,465.37053595518,5426.46353020277,5763.35120523501,1060.96810546432,2798.13399573521,2654.97732005521,2.5360517155644,29.0857413548082,461.923847695391,21.648590021692,15.0600567767582,79.2366850199512,51.3258566320733
"E03","Sample",28198,868,818,3986,586.501384621714,7567.38690782603,5999.96641860144,1173.90049123674,2487.87986265809,2546.23391993948,6.22119815668203,37.2860635696821,340.683760683761,29.3527345709985,23.587474205514,142.069315889346,82.3773538192916
"E04","Sample",26530,2596,2017,2515,462.449008260719,6219.32465011467,5758.04082968481,1462.93358499939,2588.20695408452,2471.21590502896,2.27272727272727,26.3758056519584,419.166666666667,23.8568588469185,16.7827978449662,66.7435078383166,63.9663149629215
"E05","Sample",24620,2167,1852,2291,527.195132848408,6570.84550634473,5586.10869214619,1498.07317330096,3080.96089396483,2641.25310594622,3.36871250576834,32.6133909287257,443.992248062016,22.5229157573112,18.1339011967005,107.283389715576,59.1334674698478
"E06","Sample",23613,4010,2740,1049,437.907377173696,4540.26487940342,5016.31022087891,1131.02998088721,2271.25048345547,2215.55076421762,3.26683291770574,29.5620437956204,460.087719298246,21.7349857006673,18.1091168917978,95.9556049516626,57.5036408829984
"E07","Sample",23171,3725,2603,1204,620.023331454335,7407.85118511406,5257.34635068084,1322.47924965295,2910.44616265462,2315.4964062607,4.88590604026846,38.1482904341145,489.430894308943,20.4318936877076,19.7455144370749,128.481244494217,52.9800102793743
"E08","Sample",20517,2638,1949,1429,561.335949164858,5899.71168233417,5560.07557368694,1209.87859119953,2826.7364803629,2597.330717691,2.88097043214557,31.3494099538225,352.839506172839,28.3414975507348,19.341387029382,113.505810599727,85.1863598751276
"E09","Sample",17709,2497,1446,1225,609.444292472068,6575.59750783051,4900.19916136626,1479.63760208476,3164.98432517971,2282.87754949922,5.2062474969964,32.088520055325,390.127388535032,25.6326530612245,21.0264398727129,110.002827160531,67.6873240290247
"E10","Sample",19211,782,752,2631,519.807273374886,6488.6512616467,5885.92172623745,1182.3477772895,2358.18901940895,2591.92790295981,2.81329923273657,33.1117021276596,364.404432132964,27.4420372481946,17.4723286979538,102.459228116585,82.7705265219977
"E11","Sample",16802,1941,1660,1366,476.289246280219,6573.07439334424,6019.36776236902,1155.62735865848,2798.21029666305,2448.34828943297,4.63678516228748,36.144578313253,323.696682464455,30.8931185944363,21.7830560048509,127.928004317992,93.908590164277
"F02","Sample",23006,2759,2378,1785,520.155701858375,5457.36927359199,5636.66597472292,1299.50646111635,2603.22850075633,2269.26631237348,3.80572671257702,37.0058873002523,333.022388059701,30.0280112044818,19.7946631569234,135.742088525505,83.1138708027511
"F03","Sample",26766,4871,3712,1817,624.509112638046,6000.96284325149,4709.79788050182,1685.16534040191,3089.3889413881,2193.49582207293,2.21720385957709,25.2155172413793,431.591448931116,23.1700605393506,19.3183855334656,76.1071190697458,60.81782168058
"F04","Sample",26558,2523,1455,2593,626.128180727561,6964.80762894428,6701.73282249485,1261.86226768167,3192.51516556004,2788.71173009807,4.55806579468886,39.0378006872852,274.68220338983,36.4057076745083,22.9214410838909,155.815943646265,123.387445801982
"F05","Sample",28210,674,635,4556,673.158448389892,6707.97141323435,6080.26812380975,1472.23815986476,2991.66588900584,2575.47908949833,10.6824925816024,51.0236220472441,272.325164375374,36.7208077260755,32.4800923248866,269.60141432279,131.512597084438
"F06","Sample",29480,4244,2697,2545,734.835548496356,7883.83087903355,5787.06456149217,1331.40235563554,2715.62073644677,2607.80225635279,7.79924599434496,46.9039673711531,270.456960680128,36.9744597249509,27.021047269434,222.536876429342,129.368114948687
"F07","Sample",23470,1062,583,3186,668.570657544445,6574.13491874037,5475.75103607983,1683.2056499764,3257.02309644146,2341.54285494011,9.03954802259887,57.1183533447684,263.088356729975,38.0100439422473,30.6355854825481,360.127203298689,134.108793172058
