Well,GeoMean BV605-A of Amet+_PD1,GeoMean PerCP-Cy5-5-A of Amet+_Lag3,Amet+Tim3+ as % of Amet+,GeoMean PE-A of Amet+_Tim3
B02,471.048325349471,842.477859518545,3.53982300884956,17.8066260909688
B03,412.042375661274,919.444057208548,2.73141122913505,13.9811604356552
B04,491.24940845545,1271.08556613096,5.11701705672352,19.3772883177223
B05,393.999267546288,761.181494465154,3.35454019664546,15.6541586052428
B06,576.698200913709,1404.97267174044,10.1869158878505,28.4783151013034
B07,443.716045347147,1123.83287552755,6.26684636118598,21.6863599129533
B08,589.31101044795,1314.28709045091,10.1142615319509,29.5179727560913
B09,529.826360417304,975.161283431531,7.61836952652189,23.3160546835987
B10,461.80378280832,871.655248610027,4.10958904109589,18.1305703660546
B11,395.786022495263,667.034184943964,4.90196078431373,21.4396076907953
C02,149.165899745776,399.722240530362,8.80989180834621,27.4129858140104
C03,118.738472016417,438.826628480208,11.5081768625076,32.4813438783387
C04,383.936764922078,809.233287094369,2.48677248677249,15.4551592746019
C05,308.860445468039,774.330369747676,13.0141190914672,32.542972334979
C06,596.745080229702,1504.52678647172,3.57497517378352,16.8167039003045
C07,441.512701766976,1001.33530200613,4.79964773227653,17.9308930974173
C08,392.664172334922,644.356158420739,2.12765957446809,14.0647460485672
C09,405.923707281775,788.691074322376,2.0979020979021,13.7369551972567
C10,299.777072779667,702.431162727206,2.34131113423517,14.8943557361105
C11,298.111003004918,575.185277518423,2.82637954239569,15.0716341733333
D02,292.161813869662,855.119282343751,7.80871670702179,27.9092974223043
D03,634.841895229954,1268.74180052286,14.2857142857143,33.1680645339201
D04,377.906212755391,1173.4503165009,6.99693564862104,26.6700590864581
D05,240.689766893615,770.092329533453,3.34359876814782,20.5230476203708
D06,359.083769636299,600.638420015149,1.81664554288128,15.3540707025914
D07,321.822665330897,369.108771706181,3.02351623740202,13.9329122539068
D08,347.120982662638,576.636647184945,2.11092715231788,12.8112348845415
D09,411.486064194609,610.941566154085,2.08018154311649,16.0461863029957
D10,308.861219458994,498.830740149193,3.79301002438364,18.0445953721776
D11,252.977640875963,370.70664086395,4.93827160493827,18.5449598106698
E02,268.390598940899,887.130976666582,1.88412623645784,14.9900835711035
E03,230.618428721306,1243.40655584806,1.02040816326531,15.8995375688373
E04,252.374608430109,858.567698089753,1.58891142663962,14.1955418456597
E05,334.329752900562,958.529135596846,2.60416666666667,16.5244117762182
E06,699.950867703181,970.937682368623,5.60078953861337,21.2645864268463
E07,434.504809420116,1112.18568119215,4.63059313215401,19.0648572684264
E08,473.773349655469,1218.6485854415,5.14603616133519,20.9555368408184
E09,378.594723163927,855.441717560723,4.15478615071283,15.5631096600048
E10,546.826161809854,837.773852006596,8.27250608272506,25.2226663475878
E11,472.913666759245,683.560037374078,7.19131614654003,24.806817270327
F02,116.420632692268,486.314791259983,1.58337456704602,13.2950263779691
F03,124.511865803783,570.334866292002,1.63511187607573,13.8725808961562
F04,113.505789505078,393.393911714861,1.57987126974839,14.4982903436458
F05,135.067688235815,200.214949798816,0,14.5766035267459
F06,323.765782373298,830.712542173829,4.00158478605388,19.7627583018328
F07,265.055093903142,749.978852467233,4.46507515473033,19.0165831078764
F08,307.488788878767,648.561376634832,7.15254237288136,26.5516204192424
F09,310.333012695759,534.861452746518,2.94351630867144,14.6834196951656
F10,670.483027588451,849.765447318015,19.2307692307692,37.4084742195777
F11,507.042573461981,985.839211858627,5,18.6420939594084
G02,407.097815791029,1039.27981640479,4.46964643095397,19.6133817973608
G03,117.292303478608,558.30255837663,2.24977043158861,18.0567560475668
G04,96.3416782157731,311.575814131998,1.6636690647482,16.9875844473445
G05,264.334181234898,714.688780813203,1.70731707317073,14.2496008573007
G06,967.309540329783,1502.39528638993,4.27286356821589,22.4173541259125
G07,1296.26449821689,1775.73347631134,5.25164113785558,24.7684584764183
G08,985.934330394649,1875.72731804987,4.55125478519779,21.0789756628883
G09,952.445832577581,788.147777719852,4.19520547945205,21.0308373785182
G10,1650.46950973798,361.604132495735,0,14.7121066504606
G11,1184.38980367387,757.823109838582,9.09090909090909,50.1303560376454
