"Experiment: panel 2 10U","Analysis: Analysis 2","User: Admin","Plate: 9","Plate Type: 96 Well","Plate Order: Row","Export Date: 7/10/2015","Export Time: 6:40:56 PM"
"Well ID","Well Type","Count of live cells","Count of Amet+","Count of Amet+GFP+","Count of GFP+","GeoMean BV605-A of Amet+","GeoMean BV605-A of Amet+GFP+","GeoMean BV605-A of GFP+","GeoMean PerCP-Cy5-5-A of Amet+","GeoMean PerCP-Cy5-5-A of Amet+GFP+","GeoMean PerCP-Cy5-5-A of GFP+","Amet+Tim3+ as % of Amet+","Amet+GFP+Tim3+ as % of Amet+GFP+","GFP+ as % of GFP+Tim3+","GFP+Tim3+ as % of GFP+","GeoMean PE-A of Amet+","GeoMean PE-A of Amet+GFP+","GeoMean PE-A of GFP+"
"B02","Sample",4166,191,188,476,384.862894290155,6257.49413308186,5816.54192373822,727.055670358383,1772.17832173819,2276.30895138981,1.57068062827225,31.3829787234043,380.8,26.2605042016807,19.2404641772664,83.0993574223976,76.9924666558356
"B03","Sample",16814,2070,1523,1148,370.492935174269,4951.4870135325,5817.99805713074,895.632509918733,1806.09412029226,2477.16170047565,1.93236714975845,20.9455022980959,410,24.390243902439,15.2999551474087,47.5058884515933,58.469214489701
"B04","Sample",21953,2313,1707,1919,461.264241366791,5429.3402313931,5628.18355738821,1210.67377973534,2649.93623275737,2587.39747612057,2.93990488543018,26.8306971294669,360.714285714286,27.7227722772277,16.2955728235893,69.991887236803,67.5252477093664
"B05","Sample",14039,464,434,1875,559.740352795157,6648.33065155792,5993.46584999909,1246.72586363929,2933.81468949007,2653.65926832101,2.37068965517241,29.4930875576037,395.569620253165,25.28,16.1502397700969,92.9701479549626,57.6327821072681
"B06","Sample",21711,2327,1908,1835,667.099871687751,6444.97045271729,5457.97388954899,1719.94816471968,2934.81765624029,2291.36295613304,3.78169316716803,29.979035639413,479.11227154047,20.8719346049046,19.1217445979365,77.9972765327221,51.7881343260354
"B07","Sample",18012,1882,1421,1530,615.979569005842,6728.18238568056,6002.10532352692,1484.50990201582,2843.52116738619,2864.61854730262,4.94155154091392,36.5235749472203,381.546134663342,26.2091503267974,21.4753230236421,121.34872239429,62.0916472906045
"B08","Sample",20167,1012,823,2622,530.769456138531,4989.01961743213,5880.71028995233,1286.08539889377,2383.0090490703,2558.65204218018,3.65612648221344,27.3390036452005,350.534759358289,28.5278413424866,16.2067465772963,83.507009157433,75.8852620537981
"B09","Sample",16818,1315,1294,1940,543.561473757421,6485.2381849983,6347.14871137501,1310.15266136679,3174.15458969554,2960.85201795369,4.79087452471483,31.3755795981453,359.259259259259,27.8350515463918,21.1787064055147,92.5671560186927,73.6718356390284
"B10","Sample",18565,2214,1987,1529,449.779485368397,5896.43695703804,6231.31199312042,1524.39191493159,3341.48235249119,2639.60606726201,2.3486901535682,34.9270256668344,315.257731958763,31.7200784826684,19.5038886967192,106.800879617795,83.5211096301055
"B11","Sample",13935,764,929,1679,395.808976834388,4426.7669627676,5841.55838213996,896.398720054785,2331.44273451435,2530.6041728858,2.09424083769634,26.5877287405813,315.009380863039,31.7450863609291,15.4208055224702,66.9622238623364,90.4493812856314
"C02","Sample",18891,2822,1279,931,475.149111138175,3820.48778491981,5486.18572666337,1122.3394939876,1806.76869367439,2462.58113859982,4.11055988660524,33.6200156372166,279.57957957958,35.7679914070891,19.1551226062774,115.860365340995,100.423201952133
"C03","Sample",21070,3627,1584,893,388.260827990781,5661.52494028615,5198.00171396982,910.757662084211,1928.52473720612,2426.89026110995,3.63937138130687,31.1868686868687,292.786885245902,34.1545352743561,19.5271577447772,86.7449550127445,98.1406040180041
"C04","Sample",22510,2270,1339,1509,724.640396915398,6564.75100133585,5199.73882907231,1046.01694377259,2482.89770481844,2404.3237688038,5.02202643171806,33.3084391336819,346.100917431193,28.8933068257124,21.8600632579377,108.041389420988,78.4540240103215
"C05","Sample",22303,2510,1133,1312,523.658386772511,5443.63104443665,5042.10418557011,1006.49719236933,2444.66368378282,2394.4910766656,5.49800796812749,41.306266548985,296.162528216704,33.765243902439,21.2722717532758,143.128129751861,89.5398176942175
"C06","Sample",24140,54,48,2771,734.232451461185,6046.86453412192,5645.89452315018,1055.61582928588,2639.70469218461,2437.66914627743,1.85185185185185,37.5,283.333333333333,35.2941176470588,24.3455347511936,174.649709882385,108.204617834063
"C07","Sample",23931,3000,1870,1730,571.335644864249,6025.67141091158,5818.46499775367,1138.67398524709,2501.37333363018,2613.11382459717,5.26666666666667,37.8609625668449,315.11839708561,31.7341040462428,21.0861542474424,126.290018986192,79.5205376571536
"C08","Sample",21246,2377,1125,1232,499.111231607689,5113.75357592445,5224.31190468691,1240.95980307531,2532.48267059847,2514.22096466843,5.67942785023138,38.5777777777778,302.702702702703,33.0357142857143,24.4132751461314,141.246630100729,91.1240529534658
