Well,GeoMean BV605-A of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A of Amet+GFP+_Lag3,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A of Amet+GFP+_Tim3
B02,6460.05036018091,2991.49441562973,46.0978147762747,213.18821566295
B03,5874.08904822177,2196.02574936619,23.2539030402629,62.0398944380313
B04,5869.52557724841,2406.16312655078,43.2291666666667,195.598476175767
B05,6232.20663095503,2229.21922846176,41.6557161629435,153.310379406241
B06,5934.27828718071,2922.6070209077,36.4921030756442,125.186226157513
B07,5011.47937459169,2391.47287968027,30.8032424465733,108.07904829337
B08,5229.61455235781,2074.35788975278,29.1269841269841,90.3089047264133
B09,4855.10296512386,1638.72807000058,38.0769230769231,138.420839573359
B10,5524.74252876557,1463.9173251843,31.3725490196078,155.133843320015
B11,5926.98130718171,2203.82457965514,24.4194756554307,68.4328969656084
C02,6177.05811111655,2558.46014685089,41.812865497076,146.72349035175
C03,4743.01161686543,3093.62317119267,44.5736434108527,179.558238002552
C04,7045.40831844459,3364.84547954031,30.5084745762712,89.8720339990021
C05,6770.88670616568,2492.80668541311,28.1073446327684,82.8757625111559
C06,6403.61990222974,2374.71103519017,30.2443991853361,88.8310432455758
C07,4625.3438413377,2148.82245788374,25.4370102471368,78.8386988528168
C08,6402.25351696658,2150.04259783766,27.5236918005768,79.7370800139983
C09,5496.18378010222,2524.11227052975,30.7692307692308,93.2341515125115
C10,5000.99834644169,2477.39665229823,39.0493381468111,136.928159325184
C11,5979.46380755533,2871.2736010887,27.8544542032622,78.6699039158754
D02,7146.52103736761,2874.71759340548,40.8184679958027,164.929219066043
D03,5861.92541538697,2224.30428131157,37.212543554007,116.685579658228
D04,6341.64190194808,1945.81883932286,28.9982425307557,84.6063558400092
D05,4325.88317694972,1824.10172847595,44.0737489025461,193.532205535238
D06,6097.5839930863,2492.49244165956,35.1109013685701,119.890742607737
D07,5854.44114644621,2618.51329972262,38.1427072402938,131.842157394877
D08,6202.10021733027,2774.20393886191,38.4948096885813,137.939111012895
D09,4873.41901755736,2058.42252503658,34.7346295323174,119.303398016015
D10,5490.59355165531,1894.29138844796,32.6530612244898,94.7305597817373
D11,6909.52322337734,2663.64511359673,30.0225733634312,96.525574343099
E02,5749.4586387578,3413.63990673275,40.0819672131148,142.09544117288
E03,6140.20878481706,2333.30701810588,33.2798716920609,106.221757420037
E04,5545.45565328115,2248.44579984235,33.0732292917167,112.732776860831
E05,6134.25249215412,2204.58973755038,27.4005819592629,81.6139218207956
E06,7368.9804961519,2458.88060657038,33.0639235855988,106.481614177489
E07,7950.88499509278,2335.52227752761,42.1052631578947,95.3793230973271
E08,6467.54764126726,2293.62897074641,25.9188846641318,82.583593024947
E09,6925.30679803773,2681.49357413824,37.0539798719122,128.484042227383
E10,6228.14018991834,3310.5670619233,39.521800281294,140.115328402753
E11,7021.23413157091,2879.6997229483,49.8784933171324,240.817105834306
F02,7084.31269435277,3255.22256341373,44.4963308872582,189.792191565207
F03,5601.14617407369,2630.50162106543,32.9218106995885,106.057897237102
F04,5843.2709402932,2174.74961951651,28.5166240409207,84.8122362503174
F05,6980.97962059197,2735.73272828221,60.7278241091736,418.294962168954
F06,6528.79752390346,2376.45668915015,41.0492406810861,163.0003274724
F07,5661.02946659487,2812.50133280718,36.1836183618362,108.400806764451
F08,5453.03063905798,2613.93364854587,33.2480818414322,106.536724470991
F09,6048.08181045111,2304.62385783556,37.4339622641509,130.03637182113
F10,6198.33675778515,2524.70785655373,40.2805611222445,151.341391549118
F11,5867.52829137443,2089.55978169097,28.6046511627907,87.2055976368325
G02,5801.10449558667,2964.54109421407,46.5558194774347,224.533116317513
G03,6081.63337691792,2975.06336535884,39.9399399399399,191.827972524558
G04,5559.05869258118,1819.51568070701,40.1278976818545,159.057849873669
G05,3919.10472675701,2727.10992735077,21.9914040114613,68.7874396146935
G06,6149.53875779442,3045.07578127899,40.9679234665166,157.627332134518
G07,4975.01280699548,2357.98212417652,37.1061843640607,157.536187826946
G08,6290.73617397062,2364.57622842525,39.0804597701149,150.395219772616
G09,5983.45061032548,2666.68990123804,31.3528336380256,106.27193440765
G10,4763.25320670089,2209.31675228467,39.4052044609665,149.85142843531
G11,6753.38221559581,2345.45505707286,34.5070422535211,115.900158399744
