Well,GeoMean BV605-A of Amet+_PD1,GeoMean PerCP-Cy5-5-A of Amet+_Lag3,Amet+Tim3+ as % of Amet+,GeoMean PE-A of Amet+_Tim3
B02,613.286372760795,1332.93940100763,7.46594005449591,26.1382117304088
B03,550.660926624643,949.557851744001,2.47046186895811,15.8802500741094
B04,604.195544521781,1358.75855030411,6.06717226435536,27.6282452857374
B05,540.927508921574,1026.47940805377,4.70588235294118,22.0840187098782
B06,583.409081153175,1157.51322473318,3.90203403902034,21.8444666112827
B07,526.931241714963,1088.54921719582,3.38653172440638,19.7012751649109
B08,424.43309758896,775.872766308435,2.51813913785745,17.149271720539
B09,418.851058900995,959.094473232438,6.75675675675676,25.4976679548053
B10,632.648055551503,988.033341058179,6.32911392405063,22.1099947510708
B11,568.782276862792,1085.46707029578,2.3449920508744,17.7968401698483
C02,747.553789032511,1477.52907443156,3.79746835443038,25.9919600595594
C03,639.942326685843,1152.2994663488,5.71151984511133,23.973894838078
C04,999.702764851053,3341.36647258999,1.36518771331058,22.2708392177148
C05,612.319049036641,1368.07339724594,2.62738853503185,20.8487903834977
C06,486.400750868608,1069.29955047377,3.3311125916056,19.1526538108417
C07,397.063719726899,1029.01252470618,0.944206008583691,14.8251808565726
C08,721.014678475963,1249.94775676139,3.52798053527981,18.6450604117779
C09,445.715697268666,1159.28359651322,3.87488328664799,18.9048752013132
C10,460.759932187006,1430.20183775219,3.67932994316482,19.8200110348969
C11,594.239294244835,1341.37253634589,3.464499572284,18.1770516457985
D02,610.543250083434,1088.72759335999,7.52411575562701,27.0608868723384
D03,499.072821327553,1046.82545180714,4.80802490487721,19.6278067737304
D04,546.429511162072,907.135080447089,3.4805890227577,19.2409349962332
D05,507.854971807586,1377.27142490876,4.54780361757106,26.2295232190749
D06,828.409047032895,1478.20132759686,7.4228028503563,23.2955611611039
D07,493.791969647844,1435.45072077759,5.45262043409211,22.7813031208577
D08,521.897792570549,1429.95057628682,4.51582867783985,20.7888660075475
D09,383.431304952724,1047.98670339501,4.18207681365576,20.9639653449823
D10,485.468680381385,910.960552218247,3.55078447563997,19.3692137209487
D11,756.543342860694,1565.7682114669,3.3112582781457,18.5642749396979
E02,488.315527898809,1266.67977309824,4.1453428863869,19.818216156119
E03,519.991004372363,1059.5595789657,5.49295774647887,22.4472373467262
E04,463.892182641851,1037.96932942879,4.02203856749311,20.4660305137092
E05,590.489753986487,1208.91231608894,2.93501048218029,17.9158104027404
E06,487.674189452707,1156.82948031801,2.43445692883895,17.9248576715216
E07,1193.71401796977,1222.14997637521,12.5,52.8383726608105
E08,662.335206251758,1232.78406703595,3.30097087378641,19.0736261122035
E09,727.740593560466,2068.3040049315,3.68188512518409,21.3859180132165
E10,453.125313815033,1477.6703334378,4.27426536064114,19.4537004812212
E11,632.203279665692,1681.93015916691,11.4457831325301,35.5218308036588
F02,475.446215357214,1197.33138872447,5.47036883547451,23.7584997130827
F03,529.572288300665,1268.93557543209,4.08163265306122,18.599782073461
F04,407.962984686222,1029.18105583622,4.57492795389049,19.7836276085253
F05,509.551538790072,1541.87095382598,6.71992481203008,31.2963160498476
F06,488.045484301045,809.139353875567,4.4928522804629,20.4076278602515
F07,663.168646442904,1544.41290952036,4.68334220329963,21.0402838193155
F08,410.075178959272,1359.36621879747,2.77777777777778,18.7940090993672
F09,372.738201368224,1113.06701533217,2.56257449344458,22.0326271181464
F10,499.507335207883,1181.53981570269,4.34782608695652,20.5483493518971
F11,569.187928925774,937.535708249777,2.52252252252252,17.2980818984338
G02,379.478598399459,1005.20859146932,5.15191545574637,24.463962243401
G03,546.404262767463,1422.75994124502,5.4590570719603,23.6010668063408
G04,401.386449887711,721.731423259459,4.16151627523692,22.7306051307009
G05,411.835682833782,1309.13964904138,1.63398692810458,17.3809914342987
G06,435.334854815828,1243.96205910563,6.64010624169987,25.4729029581779
G07,398.03948931569,1268.59914480897,2.57323832145685,20.8909280687799
G08,507.303848103454,1133.04997565034,3.67483296213808,21.6143290606196
G09,573.798200392789,1367.65358993332,3.24499729583559,19.0046605550921
G10,450.106985388542,1132.27794195614,5.04587155963303,29.4230835103482
G11,600.610574337093,1000.45961200467,3.56312935708753,20.3337813805175
