Well,GeoMean BV605-A of Amet+_PD1,GeoMean PerCP-Cy5-5-A of Amet+_Lag3,Amet+Tim3+ as % of Amet+,GeoMean PE-A of Amet+_Tim3
B02,384.862894290155,727.055670358383,1.57068062827225,19.2404641772664
B03,370.492935174269,895.632509918733,1.93236714975845,15.2999551474087
B04,461.264241366791,1210.67377973534,2.93990488543018,16.2955728235893
B05,559.740352795157,1246.72586363929,2.37068965517241,16.1502397700969
B06,667.099871687751,1719.94816471968,3.78169316716803,19.1217445979365
B07,615.979569005842,1484.50990201582,4.94155154091392,21.4753230236421
B08,530.769456138531,1286.08539889377,3.65612648221344,16.2067465772963
B09,543.561473757421,1310.15266136679,4.79087452471483,21.1787064055147
B10,449.779485368397,1524.39191493159,2.3486901535682,19.5038886967192
B11,395.808976834388,896.398720054785,2.09424083769634,15.4208055224702
C02,475.149111138175,1122.3394939876,4.11055988660524,19.1551226062774
C03,388.260827990781,910.757662084211,3.63937138130687,19.5271577447772
C04,724.640396915398,1046.01694377259,5.02202643171806,21.8600632579377
C05,523.658386772511,1006.49719236933,5.49800796812749,21.2722717532758
C06,734.232451461185,1055.61582928588,1.85185185185185,24.3455347511936
C07,571.335644864249,1138.67398524709,5.26666666666667,21.0861542474424
C08,499.111231607689,1240.95980307531,5.67942785023138,24.4132751461314
C09,574.84191402882,855.402288123257,4.52065471551052,21.7936814563549
C10,468.817103876098,1050.0533584781,5.00333555703803,22.44471502289
C11,502.009567541174,1223.65958016292,4.36540016168149,22.8422593608133
D02,639.636878898595,1846.75793744045,4.01740877134248,19.8856285528681
D03,424.810536034856,1233.71766308612,2.20125786163522,17.8195923744761
D04,483.735176410576,857.925683308805,2.58760107816712,15.1609965511371
D05,574.082685757967,942.955703389984,2.87443267776097,17.837644610381
D06,516.009127519043,958.450202406494,2.30133045667026,17.223890258003
D07,505.680423949182,845.871610049935,3.77871825876663,18.8799127997917
D08,667.977490696169,1308.61266926933,9.35043442283823,27.8594988297121
D09,440.783187835729,972.128027552333,3.02304699191859,18.8680672167001
D10,487.35433263919,1152.73738596533,5.67583382094792,22.7660425849038
D11,474.030925097778,1129.25697830005,3.33333333333333,10.7995120254227
E02,769.643639563535,940.800452287371,0,16.6040476202877
E03,481.133412170324,1369.08293070274,3.29198473282443,20.1787293881479
E04,582.521695663769,1224.46549726271,4.05004939084623,18.8707140951057
E05,608.994498562999,983.936656643216,2.12569316081331,17.0482614464564
E06,479.232949863629,1034.89944929762,3.94932935916542,19.9240916802633
E07,606.026416333704,1109.9064495157,2.59552992069214,17.4930271893064
E08,439.846772382586,1134.23406869534,3.03848750844024,16.7315208631866
E09,480.341439225656,986.482480234855,4.08587257617729,18.8469878636993
E10,766.325395397284,1577.76587192284,12.4775044991002,39.0505509371444
E11,493.009317360338,1197.4050417161,2.84598214285714,20.0101863948424
F02,536.424858552638,1116.4588494542,4.14769853313101,20.6435892849345
F03,685.674445985843,1274.3853538965,6.12128146453089,26.4021309565586
F04,672.481520899267,1117.5850928336,7.69545640605813,29.7287556765325
F05,444.380715425897,1076.28277427241,2.85714285714286,18.7440850828624
F06,575.605091333644,875.853205716738,3.93858477970628,18.9362275713854
F07,588.196499181532,1338.11067084288,7.18884120171674,28.6519530859093
F08,425.095392584534,1053.41570538677,3.72073578595318,18.0658875041822
F09,487.967576515954,1215.41211995741,5.13555787278415,22.5391786161883
F10,468.848333498206,1005.9344256126,3.63738108561836,18.4605623808813
F11,500.248534531423,1163.94487712255,4.94590417310665,22.450266894299
G02,623.031062174058,1057.65111591928,6.84858212948101,27.7241631670573
G03,425.306055629503,1389.39134472921,5.1131221719457,23.0367066959187
G04,419.99152080596,1376.47442064583,7.81433607520564,28.5815204719502
G05,807.276385662866,1249.91101367853,5.72323462414579,26.1229187381789
G06,649.770364056464,1001.76465108196,3.6914963744232,20.2024803593297
G07,539.853332755234,1235.04018579409,4.9338146811071,22.2779046620198
G08,463.48704282575,720.505784338315,4.21074043938161,19.2552439384803
G09,601.281797466701,1060.86398780291,5.80431177446103,23.3207062207303
G10,548.779662567476,796.31889447824,3.85085574572127,21.8206684452574
G11,493.596591585757,1382.1840318424,6.78899082568807,26.6405787211662
