type,shRNA,count
target,Arid1a.1,9
target,Arid1a.2,3577
target,Arid1b.1,19
target,Arid1b.2,1
target,Arid1b.3,500
control,Bcl6.2,20831
control,Bcl6.3,15754
target,Brd7.1,2602
target,Brd7.2,0
target,Brd7.3,8116
target,Brdt.1,226680
target,Brdt.2,335
target,Brdt.3,30624
control,CD4.1,36651
control,CD4.2,3870
control,CD4.3,38834
control,CD4.4,138046
control,CDK9.1,70004
control,CDK9.2,92
control,CDK9.3,16628
target,Cbx2.1,24355
target,Cbx2.2,54397
target,Cbx2.3,641
control,Ccnt1.2,114347
control,Ccnt1.3,58468
control,Ccnt1.4,59894
control,Cd14.2,6265
control,Cd19.3,0
control,Cd19.4,4
control,Cd4.5,30
target,Cecr2.1,15030
target,Cecr2.2,491
target,Cecr2.3,2325
target,Chd7.1,26471
target,Chd7.2,4303
target,Chd7.3,5933
target,Clock.1,51823
target,Clock.2,41000
target,Clock.3,0
target,Dpy30.1,56204
target,Dpy30.2,1905
target,Dpy30.3,22
target,Eaf1.1,34958
target,Eaf1.2,1782
target,Eaf1.3,0
target,Fbxo17.1,150
target,Fbxo17.2,1446
target,Fbxo17.3,13336
target,Fkbp2.1,0
target,Fkbp2.2,18678
target,Fkbp2.3,843
target,Fkbp5.1,35548
target,Fkbp5.2,28019
target,Fkbp5.3,71
control,Fosb.2,0
target,Gtf2h1.1,2430
target,Gtf2h1.2,20259
target,Gtf2h1.3,10732
target,H2afz.1,528
target,H2afz.2,354
target,H2afz.3,35364
target,Hdac11.1,7166
target,Hdac11.2,30032
target,Hdac11.3,9717
target,Hdac5.1,365
target,Hdac5.2,17
target,Hdac5.3,58
control,Hes1.2,2091
control,Hes1.3,1
control,Hes6.3,1654
control,Id2.2,0
control,Id2.3,29259
control,Id2.4,0
control,Id2.5,1
control,Id3.2,0
control,Id3.3,0
control,Id3.4,128
control,Id3.5,0
target,Iws1.1,14241
target,Iws1.2,15356
target,Iws1.3,691
target,Jmjd8.1,6635
target,Jmjd8.2,13013
target,Jmjd8.3,6141
target,Kdm4b.1,9429
target,Kdm4b.2,4840
target,Kdm4b.3,444
control,Klf12.4,27
control,Klf12.5,18546
control,Klf2.2,0
control,Klf2.3,0
control,Klf2.4,0
control,Klf2.5,0
control,Klf2.6,316
control,Klf2.7,6
target,Mecp2.1,8
target,Mecp2.2,126
target,Mecp2.3,21411
