type,shRNA,count
target,Psip1.2,10715
target,Mll3.2,9481
target,Prmt8.4,9302
target,Rbbp7.3,8830
target,L3mbtl1.3,6763
target,Pcgf6.3,6052
target,Pcmt1.4,5972
target,Kdm5c.1,5444
target,Kat5.4,4897
target,Mbd3.2,4386
target,Kdm5a.2,4382
target,Nap1l3.1,4358
target,Prmt2.4,4303
target,Pbrm1.2,4281
target,Phf8.2,4086
target,Morf4l1.2,4080
target,Paxip1.4,3963
target,Rbbp7.1,3791
target,Rbbp5.4,3782
target,Phf19.3,3666
target,Kat5.2,3512
target,Phc1.1,3024
target,Prdm1.2,2846
target,Mta2.2,2833
target,Kdm4d.2,2784
target,Mll2.1,2616
target,Mta3.1,2599
target,Ncoa1.1,2482
target,Mta2.1,2452
target,Ncor1.1,2320
target,Kdm4c.1,2273
target,Ring1.3,2249
target,Mll5.2,2184
target,Kdm3a.3,2149
target,Prmt5.2,2122
target,Mtf2.2,2116
target,Mll2.2,2101
target,Ncor1.4,2100
target,Ppargc1a.4,2078
target,Rbbp4.3,2046
target,L3mbtl1.4,1979
target,Kdm5d.3,1917
target,Kat2b.2,1882
target,Morf4l1.4,1821
target,Prdm5.1,1813
target,Jmjd6.2,1802
target,Kdm5c.2,1795
target,Myst4.1,1755
target,Parp1.3,1743
target,Psip1.3,1737
target,Kdm1a.2,1720
target,Pcmt1.1,1710
target,Prdm15.4,1696
target,Prdm6.4,1629
target,Kdm1a.3,1621
target,Prdm1.4,1614
target,Kdm1b.1,1612
target,Prdm10.2,1609
target,Myst1.2,1555
target,L3mbtl4.2,1553
target,Prkaa2.3,1529
target,Kdm4c.2,1494
target,Prdm9.4,1463
target,Mbd4.1,1435
target,Mbd1.1,1428
target,Kdm2a.3,1421
target,Phf2.3,1405
target,Prmt3.3,1354
target,Kdm5d.1,1328
target,Msl3.3,1291
target,Kdm5a.1,1275
target,Jmjd5.3,1267
target,Psip1.1,1256
target,Mbd4.3,1222
target,Mtf2.1,1221
target,Myst1.3,1205
target,Mll1.2,1181
target,Kat2b.3,1170
target,Prkaa1.3,1143
target,Phf19.1,1114
target,Prdm8.1,1102
target,Mll5.1,1061
target,Prmt1.2,1054
target,Prkcd.1,1041
target,Nap1l2.1,1041
target,Padi4.2,1005
target,Phf8.1,986
target,Padi4.3,981
target,Rnf20.2,979
target,Nap1l1.4,964
target,Mll2.4,961
