type,shRNA,count,ZScore
target,Smarce1.3,329678,9.14649262809921
target,Smarcb1.2,288300,7.957224310894448
target,Smarcd1.2,286761,7.912991048286828
target,Smarca5.1,182047,4.903347214177413
target,Taf1.2,176545,4.745211144738082
target,Tet3.2,111611,2.878906613118043
target,Ssrp1.3,105030,2.6897583991994263
target,Zmynd11.3,86046,2.144128602355326
target,Setmar.2,75390,1.8378585267563619
target,Sp100.1,73050,1.7706032736687514
target,Smarca1.3,55630,1.2699252784609856
target,Sirt1.2,52520,1.1805390232889905
target,Wdr82.2,41102,0.8523678780948302
target,Suv39h2.3,34850,0.6726756377940867
target,Setmar.1,34195,0.6538499152417855
target,Smarcd1.1,33271,0.6272927127405239
target,Setd5.4,30984,0.5615607623937868
target,Sp140.1,30566,0.5495467898336923
target,Setdb1.2,26382,0.4292920979881531
target,Setd5.2,24259,0.36827376366977843
target,Taf3.2,22603,0.32067773840777725
target,Setd1a.2,22229,0.309928394538219
target,Suz12.4,21989,0.3030304198625666
target,Sfmbt2.3,21040,0.2757546783325913
target,Sfmbt1.1,19201,0.22289894738040525
target,Sirt1.4,19077,0.21933499379798488
target,Setmar.4,18856,0.212983108784155
target,Smarcd1.4,18727,0.20927544739599188
target,Ube2a.1,18548,0.20413070795040117
target,Smarce1.4,18154,0.1928065328578719
target,Rpa3.3,15265,0.1097721626997068
target,Tet1.2,14902,0.09933897600278263
target,Taf3.4,13473,0.05826728512150263
target,Setdb1.1,13306,0.053467444409694545
target,Sp110.2,13294,0.053122545675911924
target,Sfmbt1.3,13239,0.051541759812741596
target,Whsc1l1.4,12674,0.035302777763810037
target,Supt16h.4,12032,0.016850695506440014
target,Ube2a.2,11987,0.0155573252547552
target,Setd4.2,11951,0.014522629053407348
target,Setd3.1,11279,-0.004791700038419215
target,Tet3.4,11113,-0.009562799189078753
target,Supt16h.1,10996,-0.012925561843459272
target,Sirt4.2,10914,-0.015282369857640489
target,Setd2.3,10845,-0.017265537576890536
target,Sirt5.1,10695,-0.021576771749173253
target,Suz12.3,10586,-0.02470960191436536
target,Setdb1.3,10535,-0.026175421532941483
target,Setd7.1,10458,-0.028388521741379943
target,Smyd4.2,10227,-0.03502782236669533
target,Smarcc1.2,10207,-0.035602653589666355
target,Rpa3.4,9782,-0.047817817077800716
target,Sfmbt2.2,9201,-0.0645166641051091
target,Setd2.1,9157,-0.06578129279564536
target,Sin3a.3,8989,-0.070609875068602
target,Sp110.4,8964,-0.07132841409731579
target,Zmynd11.1,8608,-0.0815604098662001
target,Smyd3.2,8565,-0.08279629699558781
target,Sp100.2,8240,-0.09213730436886702
target,Smarca4.2,8181,-0.09383305647663157
target,Tet2.2,7975,-0.09975381807323315
target,Sin3b.3,7872,-0.10271419887153395
target,Suv420h2.1,7823,-0.10412253536781298
target,Smarca5.4,7641,-0.10935349949684933
target,Ube2b.1,7574,-0.11127918409380227
target,Suv39h1.4,7288,-0.11949927058228799
target,Setd8.3,7088,-0.12524758281199827
target,Taf1.3,7065,-0.12590863871841496
target,Setd4.4,6407,-0.1448205859541618
target,Sirt7.3,6197,-0.1508563137953576
target,Sp140.4,6194,-0.15094253847880326
target,Sin3a.1,6155,-0.15206345936359678
target,Suv39h2.2,5672,-0.16594563339834711
target,Taf1.4,5619,-0.16746893613922034
target,Sin3b.2,5455,-0.17218255216758277
target,Ube2i.2,5448,-0.17238374309562263
target,Whsc1l1.3,5369,-0.1746543264263582
target,Zmynd11.4,5347,-0.17528664077162634
target,Smyd5.1,5284,-0.17709735912398505
target,Ssrp1.4,5224,-0.17882185279289814
target,Scml2.4,5218,-0.17899430215978945
target,Sp100.4,5126,-0.1816385257854562
target,Sp110.3,5045,-0.18396659223848885
target,Smarcc1.1,5029,-0.18442645721686568
target,Suv39h2.4,4893,-0.18833530953306868
target,Suv39h1.1,4835,-0.19000232007968465
target,Ssrp1.2,4786,-0.19141065657596368
target,Trim24.3,4771,-0.19184177999319196
target,Smyd1.3,4754,-0.19233038653271733
target,Usp51.2,4530,-0.19876849622999285
target,Smarca5.2,4513,-0.19925710276951822
target,Smarcd3.2,4489,-0.19994690023708345
target,Smyd4.4,4483,-0.20011934960397476
target,Sirt3.3,4302,-0.2053215721718626
target,Whsc1.3,4224,-0.2075634139414496
target,Uhrf1.1,4200,-0.20825321140901482
target,Setd1a.4,4149,-0.20971903102759096
target,Sin3a.2,4126,-0.21038008693400762
target,Tdg.4,4080,-0.21170219874684099
target,Suv420h1.4,4037,-0.2129380858762287
target,Satb1.1,3938,-0.2157835004299353
target,Smyd3.3,3928,-0.2160709160414208
target,Tet3.1,3915,-0.21644455633635198
target,Wdr5.1,3887,-0.2172493200485114
target,Trim28.3,3772,-0.22055459958059484
target,Ube2i.4,3723,-0.22196293607687387
target,Suv420h1.1,3694,-0.22279644135018184
target,Setd2.4,3683,-0.22311259852281592
target,Whsc1.4,3681,-0.223170081645113
target,Sfmbt1.4,3658,-0.2238311375515297
target,Tet2.3,3647,-0.22414729472416375
target,Suv39h1.3,3616,-0.22503828311976887
target,Smarcd1.3,3565,-0.22650410273834498
target,Smyd2.1,3513,-0.22799866391806967
target,Smarcc2.4,3502,-0.22831482109070372
target,Scml4.1,3501,-0.22834356265185227
target,Setdb2.2,3483,-0.2288609107525262
target,Sirt1.3,3482,-0.22888965231367475
target,Sirt1.1,3475,-0.2290908432417146
target,Smarca4.1,3475,-0.2290908432417146
target,Suv39h1.2,3468,-0.22929203416975447
target,Setd4.3,3467,-0.22932077573090304
target,Sirt7.4,3433,-0.23029798880995378
target,Ube2b.2,3311,-0.23380445927007704
target,Sp140.2,3304,-0.2340056501981169
target,Scml4.2,3133,-0.2389204571545192
target,Setd1a.3,3112,-0.23952402993863878
target,Usp27x.2,3092,-0.2400988611616098
target,Smyd2.2,3066,-0.24084614175147215
target,Ube2b.4,3057,-0.24110481580180912
target,Sirt3.4,3053,-0.24121978204640332
target,Taf3.1,2959,-0.24392148879436715
target,Whsc1l1.2,2862,-0.24670942022577663
target,Satb1.3,2589,-0.2545558664193312
target,Smarcd3.3,2552,-0.2556193041818276
target,Trim33.3,2540,-0.25596420291561023
target,Tcea1.3,2509,-0.2568551913112153
target,Satb1.2,2474,-0.25786114595141457
target,Suv420h2.3,2461,-0.25823478624634577
target,Scml4.3,2454,-0.2584359771743856
target,Smarca5.3,2452,-0.25849346029668274
target,Setd3.3,2390,-0.2602754370878929
target,Smarcc1.3,2349,-0.26145384109498354
target,Setd2.2,2320,-0.26228734636829154
target,Smyd4.1,2317,-0.2623735710517372
target,Setd7.2,2287,-0.2632358178861937
target,Sirt3.2,2228,-0.2649315699939582
target,Smarca1.1,2204,-0.2656213674615235
target,Taf3.3,2195,-0.26588004151186045
target,Usp27x.4,2188,-0.2660812324399003
target,Scmh1.2,2168,-0.2666560636628713
target,Usp51.4,2091,-0.2688691638713098
target,Smarca4.4,2085,-0.2690416132382011
target,Ube2b.3,2043,-0.2702487588064403
target,Wdr82.4,2039,-0.27036372505103445
target,Wdr5.4,2029,-0.27065114066252
target,Tcea1.4,2027,-0.2707086237848171
target,Scml2.1,2006,-0.2713121965689367
target,Sirt6.1,1995,-0.27162835374157074
target,Sirt7.1,1990,-0.2717720615473135
target,Supt16h.3,1968,-0.2724043758925816
target,Smarca1.2,1962,-0.2725768252594729
target,Trim33.4,1944,-0.27309417336014685
target,Setmar.3,1866,-0.2753360151297339
target,Uhrf1.3,1843,-0.27599707103615057
target,Trim33.2,1741,-0.2789287102733028
target,Smarca1.4,1709,-0.27984844023005645
target,Sirt5.2,1697,-0.2801933389638391
target,Setd8.4,1692,-0.2803370467695818
target,Smarcc2.2,1663,-0.2811705520428898
target,Sin3b.1,1654,-0.2814292260932268
target,Tet1.4,1653,-0.2814579676543753
target,Smarcc2.3,1640,-0.2818316079493065
target,Uhrf1.2,1588,-0.2833261691290312
target,Ube2e1.3,1559,-0.28415967440233914
target,Trim66.4,1552,-0.284360865330379
target,Usp27x.1,1538,-0.28476324718645873
target,Sin3a.4,1519,-0.2853093368482812
target,Zmynd8.1,1492,-0.2860853589992921
target,Setdb1.4,1487,-0.28622906680503485
target,Rpa3.2,1463,-0.2869188642726001
target,Rpa3.1,1455,-0.2871487967617885
target,Wbp7.4,1441,-0.2875511786178682
target,Sp110.1,1410,-0.2884421670134733
target,Smarca4.3,1377,-0.28939063853137553
target,Tcea1.2,1360,-0.2898792450709009
target,Sfmbt1.2,1357,-0.28996546975434656
target,Smarce1.2,1348,-0.29022414380468353
target,Sirt4.3,1345,-0.2903103684881292
target,Trim28.4,1333,-0.29065526722191176
target,Sin3b.4,1300,-0.291603738739814
target,Sp140.3,1281,-0.29214982840163645
target,Smyd5.3,1261,-0.2927246596246075
target,Usp22.3,1230,-0.29361564802021256
target,Scmh1.1,1225,-0.29375935582595536
target,Zmynd11.2,1189,-0.2947940520273032
target,Smyd1.2,1189,-0.2947940520273032
target,Setd8.2,1177,-0.2951389507610858
target,Sirt5.3,1164,-0.29551259105601696
target,Smarca2.2,1144,-0.296087422278988
target,Trim24.2,1133,-0.29640357945162205
target,Whsc1.2,1130,-0.2964898041350677
target,Smarcd3.1,1121,-0.2967484781854047
target,Wdr82.3,1120,-0.29677721974655324
target,Suv420h1.3,1110,-0.29706463535803873
target,Smyd4.3,1067,-0.29830052248742644
target,Setdb2.4,1043,-0.2989903199549917
target,Sirt6.2,1042,-0.29901906151614027
target,Zmynd8.3,1020,-0.2996513758614084
target,Sirt4.1,1012,-0.2998813083505968
target,Suz12.1,1011,-0.29991004991174536
target,Suv420h1.2,993,-0.3004273980124193
target,Smarce1.1,985,-0.3006573305016077
target,Tet3.3,982,-0.30074355518505336
target,Smarcd3.4,929,-0.30226685792592656
target,Tdg.2,913,-0.3027267229043034
target,Suv39h2.1,905,-0.3029566553934918
target,Scmh1.3,891,-0.30335903724957153
target,Tet1.1,890,-0.30338777881072004
target,Usp51.3,868,-0.3040200931559882
target,Ube2e1.1,849,-0.30456618281781067
target,Smyd3.1,839,-0.3048535984292962
target,Usp51.1,837,-0.3049110815515933
target,Sirt6.4,832,-0.30505478935733604
target,Smarcd2.3,784,-0.3064343842924665
target,Usp22.1,737,-0.30778523766644844
target,Wbp7.3,734,-0.3078714623498941
target,Sirt7.2,721,-0.30824510264482524
target,Setdb2.3,713,-0.3084750351340137
target,Sirt4.4,708,-0.30861874293975644
target,Trim24.4,703,-0.3087624507454992
target,Setdb2.1,703,-0.3087624507454992
target,Ube2i.1,691,-0.3091073494792818
target,Sirt5.4,680,-0.30942350665191587
target,Zmynd8.2,673,-0.30962469757995575
target,Uhrf1.4,664,-0.30988337163029267
target,Tdg.1,640,-0.3105731690978579
target,Smyd5.2,631,-0.3108318431481949
target,Ube2i.3,624,-0.3110330340762347
target,Smyd2.3,624,-0.3110330340762347
target,Trim28.1,616,-0.3112629665654232
target,Smyd5.4,562,-0.31281501086744495
target,Suv420h2.4,531,-0.31370599926305004
target,Tet1.3,531,-0.31370599926305004
target,Tdg.3,488,-0.31494188639243775
target,Usp22.2,481,-0.3151430773204776
target,Sirt3.1,468,-0.3155167176154088
target,Suz12.2,432,-0.3165514138167566
target,Trim33.1,403,-0.3173849190900646
target,Trim66.1,398,-0.31752862689580735
target,Trim28.2,397,-0.3175573684569559
target,Ube2e1.4,394,-0.3176435931404016
target,Wdr5.3,372,-0.3182759074856697
target,Smarca2.1,362,-0.31856332309715524
target,Usp27x.3,309,-0.32008662583802844
target,Smyd3.4,304,-0.32023033364377124
target,Supt16h.2,287,-0.3207189401832966
target,Smyd1.1,282,-0.32086264798903935
target,Whsc1.1,272,-0.32115006360052484
target,Sp100.3,251,-0.32175363638464444
target,Scml2.2,235,-0.32221350136302124
target,Ssrp1.1,227,-0.3224434338522097
target,Wbp7.2,227,-0.3224434338522097
target,Usp22.4,214,-0.32281707414714084
target,Smarcd2.1,178,-0.32385177034848867
