shRNA,count,pctg
Bcl6.2,89581,3.5078657862771063
Bcl6.3,5320,0.2083237068462532
CD4.1,6378,0.24975349666642913
CD4.2,1469,0.05752397093179435
CD4.3,8382,0.32822731405738614
CD4.4,22848,0.89469549887654
Cd14,11672,0.4570590801333585
Cd14.2,1682,0.06586475092394696
Fosb,1374,0.05380390473811125
Fosb.2,2093,0.0819589320355654
Hes1,135,0.005286409854181238
Hes1.2,5020,0.1965761293925171
Hes1.3,5,0.00019579295756226803
Id2,0,0.0
Id2.2,518,0.020284150403450968
Id2.3,27208,1.0654269578708377
Id2.4,4066,0.15921883308963636
Id2.5,42,0.0016446608435230514
Id3,8603,0.3368813627816384
Id3.2,5030,0.19696771530764165
Id3.3,17235,0.6748983247171378
Id3.4,2762,0.10815602975739685
Id3.5,16,0.0006265374641992577
Klf12,9022,0.35328881262535644
Klf12.4,6185,0.24219588850452556
Klf12.5,5791,0.22676740344861884
Klf2,2308,0.09037802921074292
Klf2.2,146,0.005717154360818226
Klf2.3,31,0.0012139163368860618
Klf2.4,11457,0.44863998295818097
Klf2.5,267,0.010455343933825113
Klf2.6,1946,0.07620261908323472
Klf2.7,118,0.004620713798469526
Ms4a1,24954,0.9771634926017674
Ms4a1.2,7628,0.2987017360569961
Nfatc3.2,39948,1.5643074137394968
Nfatc3.3,27,0.0010572819708362473
Nfatc3.7,52,0.0020362467586475877
Nfatc3.8,0,0.0
Rpa3.1,165,0.0064611675995548444
Rpa3.2,134,0.005247251262668783
Rpa3.3,1188,0.04652040671679489
Rpa3.4,1078,0.042212961650424985
Runx3,890,0.03485114644608371
Runx3.2,4338,0.16986996998102374
Runx3.3,117,0.0045815552069570714
Satb1.1,190,0.0074401323873661855
Satb1.2,10752,0.42103317594190115
Satb1.3,16877,0.6608795489556795
Scmh1.1,1032,0.040411666440852125
Scmh1.2,4904,0.19203373277707247
Scmh1.3,8801,0.3446347639011042
Scml2.1,3064,0.11998192439415785
Scml2.2,2449,0.09589939061399888
Scml2.3,589,0.023064410400835175
Scml2.4,6471,0.25339524567708727
Scml4.1,2068,0.08097996724775405
Scml4.2,2286,0.08951654019746895
Scml4.3,433,0.01695567012489241
Setd1a.1,0,0.0
Setd1a.2,10593,0.4148069598914211
Setd1a.3,1349,0.05282493995029992
Setd1a.4,494,0.01934434420715208
Setd2.1,1194,0.04675535826586961
Setd2.2,9765,0.38238364611910947
Setd2.3,15366,0.6017109171803622
Setd2.4,22047,0.8633294670750647
Setd3.1,4636,0.1815392302517349
Setd3.2,279,0.010925247031974557
Setd3.3,6706,0.2625975146825139
Setd4.1,0,0.0
Setd4.2,4317,0.16904763955926222
Setd4.3,557,0.021811335472436657
Setd4.4,697,0.027293538284180165
Setd5.1,0,0.0
Setd5.2,120986,4.737641352725712
Setd5.3,0,0.0
Setd5.4,67713,2.651545707082771
Setd7.1,4880,0.1910939265807736
Setd7.2,92,0.0036025904191457317
Setd8.1,77,0.003015211546458928
Setd8.2,1351,0.05290325713332482
Setd8.3,1451,0.05681911628457019
Setd8.4,901,0.0352818909527207
Setdb1.1,19712,0.7718941558934855
Setdb1.2,57872,2.2661860080087153
Setdb1.3,5152,0.201745063472161
Setdb1.4,1857,0.07271750443862635
Setdb2.1,19,0.0007440132387366185
Setdb2.2,5236,0.20503438515920708
Setdb2.3,748,0.029290626451315298
Setdb2.4,931,0.036456648698094306
Setmar.1,6251,0.2447803555443475
Setmar.2,19808,0.7756533806786811
Setmar.3,470,0.018404538010853195
Setmar.4,5909,0.23138811724708838
Sfmbt1.1,6102,0.2389457254089919
Sfmbt1.2,9,0.0003524273236120825
Sfmbt1.3,18957,0.742329419301583
Sfmbt1.4,5791,0.22676740344861884
Sfmbt2.1,0,0.0
Sfmbt2.2,4109,0.16090265252467187
Sfmbt2.3,103,0.004033334925782722
Sgk1.1,9928,0.3887664965356394
Sin3a.1,1,3.915859151245361e-05
Sin3a.2,46354,1.8151573509682746
Sin3a.3,733,0.028703247578628494
Sin3a.4,36,0.00140970929444833
Sin3b.1,16,0.0006265374641992577
Sin3b.2,454,0.01777800054665394
Sin3b.3,512,0.020049198854376248
Sin3b.4,231,0.009045634639376783
Sirt1.1,13313,0.5213183288052948
Sirt1.2,92603,3.6262030498277413
Sirt1.3,3775,0.14782368295951237
Sirt1.4,3129,0.12252723284246735
Sirt3.1,879,0.03442040193944672
Sirt3.2,1,3.915859151245361e-05
Sirt3.3,4970,0.1946181998168944
Sirt3.4,10751,0.4209940173503887
Sirt4.1,2799,0.10960489764335764
Sirt4.2,4585,0.1795421420845998
Sirt4.3,154,0.006030423092917856
Sirt4.4,1953,0.0764767292238219
Sirt5.1,3381,0.13239519790360565
Sirt5.2,3114,0.12193985396978053
Sirt5.3,0,0.0
Sirt5.4,1891,0.07404889655004977
Sirt6.1,245,0.009593854920551134
Sirt6.2,509,0.019931723079838884
Sirt6.3,0,0.0
Sirt6.4,482,0.01887444110900264
Sirt7.1,8831,0.3458095216464778
Sirt7.2,3070,0.12021687594323258
Sirt7.3,526,0.020597419135550597
Sirt7.4,5579,0.21846578204797865
Smarca1.1,15724,0.6157296929418206
Smarca1.2,6090,0.23847582231084247
Smarca1.3,4672,0.18294893954618324
Smarca1.4,2609,0.10216476525599147
Smarca2.1,409,0.016015863928593527
Smarca2.2,5200,0.20362467586475877
Smarca2.3,137,0.005364727037206144
Smarca4.1,3171,0.12417189368599038
Smarca4.2,2825,0.11062302102268144
Smarca4.3,17453,0.6834348976668527
Smarca4.4,1051,0.04115567967958874
Smarca5.1,13905,0.5445002149806674
Smarca5.2,7,0.00027411014058717525
Smarca5.3,21,0.0008223304217615257
Smarca5.4,3904,0.15287514126461887
Smarcc1.1,4137,0.16199909308702057
Smarcc1.2,10405,0.4074451446870798
Smarcc1.3,5758,0.22547516992870784
Smarcc2.1,0,0.0
Smarcc2.2,2,7.831718302490722e-05
Smarcc2.3,1065,0.0417038999607631
Smarcc2.4,29099,1.1394758544208876
Smarcd1.1,11835,0.46344193054988847
Smarcd1.2,91297,3.575061929312477
Smarcd1.3,2705,0.10592399004118701
Smarcd1.4,13516,0.5292675228823229
Smarcd2.1,3054,0.11959033847903332
Smarcd2.2,1343,0.052589988401225196
Smarcd2.3,2345,0.0918268970967037
Smarcd3.1,78,0.003054370137971381
Smarcd3.2,1485,0.05815050839599361
Smarcd3.3,13453,0.5268005316170383
Smarcd3.4,3117,0.1220573297443179
Smarce1.1,1340,0.05247251262668783
Smarce1.2,5873,0.22997840795264002
Smarce1.3,7223,0.2828425064944524
Smarce1.4,15116,0.5919212693022488
Smyd1.1,1614,0.06320196670110012
Smyd1.2,1454,0.056936592059107546
Smyd1.3,8092,0.3168713225187746
Smyd2.1,2819,0.11038806947360671
Smyd2.2,4527,0.17727094377687747
Smyd2.3,2468,0.0966434038527355
Smyd2.4,0,0.0
Smyd3.1,4809,0.1883136665833894
Smyd3.2,671,0.02627541490485637
Smyd3.3,0,0.0
Smyd3.4,406,0.015898388154056167
Smyd4.1,19511,0.7640232789994823
Smyd4.2,8839,0.34612279037857746
Smyd4.3,208,0.00814498703459035
Smyd4.4,5303,0.20765801079054147
Smyd5.1,17660,0.6915407261099307
Smyd5.2,885,0.03465535348852144
Smyd5.3,852,0.03336311996861047
Smyd5.4,1656,0.06484662754462317
Sp100.1,180269,7.059080133358499
Sp100.2,3286,0.12867513170992256
Sp100.3,2228,0.08724534188974663
Sp100.4,790,0.03093528729483835
Sp110.1,3133,0.12268386720851715
Sp110.2,889,0.03481198785457126
Sp110.3,1951,0.07639841204079699
Sp110.4,2065,0.0808624914732167
Sp140.1,59373,2.324963053868908
Sp140.2,1677,0.0656689579663847
Sp140.3,1714,0.06711782585234548
Sp140.4,2447,0.09582107343097397
Ssrp1.1,456,0.01785631772967884
Ssrp1.2,2873,0.11250263341527922
Ssrp1.3,3062,0.11990360721113294
Ssrp1.4,3676,0.14394698239977946
Supt16h.1,3959,0.15502886379780384
Supt16h.2,5,0.00019579295756226803
Supt16h.3,110,0.004307445066369897
Supt16h.4,61669,2.4148711799815015
Suv39h1.1,309,0.012100004777348164
Suv39h1.2,9014,0.3529755438932568
Suv39h1.3,2150,0.08419097175177526
Suv39h1.4,7070,0.276851241993047
Suv39h2.1,7243,0.2836256783247015
Suv39h2.2,5743,0.22488779105602108
Suv39h2.3,22822,0.8936773754972162
Suv39h2.4,3057,0.11970781425357069
Suv420h1.1,477,0.018678648151440373
Suv420h1.2,1838,0.07197349119988973
Suv420h1.3,14,0.0005482202811743505
Suv420h1.4,1311,0.05133691347282668
Suv420h2.1,1211,0.04742105432158132
Suv420h2.2,1211,0.04742105432158132
Suv420h2.3,1392,0.05450875938533542
Suv420h2.4,11,0.0004307445066369897
Suz12.1,2646,0.10361363314195225
Suz12.2,2173,0.08509161935656168
Suz12.3,9639,0.3774496635885403
Suz12.4,187,0.0073226566128288244
Taf1.1,0,0.0
