type,shRNA,count
target,Actb,4
target,Actl6a,810
target,Actl6b.1,5358
target,Actl6b.2,3436
target,Actl6b.3,1217
target,Actl6b.4,5410
target,Aff1.1,771
target,Aff1.2,12110
target,Aff1.3,361699
target,Aff1.4,725
target,Aff4.1,55474
target,Aff4.2,89
target,Aff4.3,2486
target,Aff4.4,142
target,Arid1a.1,0
target,Arid1a.2,0
target,Arid1b.1,0
target,Arid1b.2,0
target,Arid1b.3,4
target,Arid2.1,69753
target,Arid2.2,3630
target,Arid2.3,796
target,Arid2.4,491
target,Ash1l.1,4403
target,Ash1l.2,9540
target,Ash1l.3,118
target,Ash1l.4,1508
target,Ash2l.1,3523
target,Ash2l.2,3820
target,Ash2l.3,330
target,Ash2l.4,0
target,Asxl1.1,874
target,Asxl1.2,1873
target,Asxl1.3,170
target,Asxl1.4,6569
target,Asxl2.1,92561
target,Asxl2.2,2317
target,Asxl2.3,3188
target,Asxl2.4,150390
target,Asxl3.2,3589
target,Asxl3.3,1431
target,Asxl3.4,3618
target,Atad2.1,4452
target,Atad2.2,3052
target,Atad2.3,4846
target,Atad2.4,3714
target,Atad2b.1,9603
target,Atad2b.2,939
target,Atad2b.3,3125
target,Atad2b.4,4566
target,Atm.1,1211
target,Atm.2,3262
target,Atm.3,5754
target,Atm.4,2182
target,Atr.1,15824
target,Atr.2,114262
target,Atr.3,6100
target,Atr.4,2529
target,Atrx.1,0
target,Atrx.2,831
target,Atrx.3,25100
target,Atrx.4,5149
target,Aurkb.1,25954
target,Aurkb.2,73592
target,Aurkb.3,1958
target,Aurkb.4,1105
target,Baz1a.1,1
target,Baz1a.2,185622
target,Baz1a.3,0
target,Baz1a.4,8854
target,Baz1b.1,4367
target,Baz1b.2,52634
target,Baz1b.3,8134
target,Baz1b.4,165
target,Baz2a.1,2749
target,Baz2a.3,0
target,Baz2a.4,706
target,Baz2b.1,37338
target,Baz2b.2,5969
target,Baz2b.3,836
target,Baz2b.4,1083
control,Bcl6,9943
control,Bcl6.2,14541
control,Bcl6.3,7
target,Bmi1.1,2965
target,Bmi1.2,3543
target,Bmi1.3,1351
target,Bmi1.4,489904
target,Bop1.1,1133
target,Bop1.2,1110
target,Bop1.3,33
target,Bop1.4,9
target,Bptf.1,1285
target,Bptf.2,1653
target,Bptf.3,165
target,Bptf.4,703
target,Brd1.1,1209
target,Brd1.2,16384
target,Brd1.3,76
target,Brd1.4,151
target,Brd2.1,375
target,Brd2.2,46982
target,Brd2.3,1620
target,Brd2.4,251
target,Brd3.1,1842
target,Brd3.2,15034
target,Brd3.3,2192
target,Brd3.4,776
target,Brd4.1,3040
target,Brd4.2,41997
target,Brd4.3,2434
target,Brd4.4,8893
target,Brd7.1,11141
target,Brd7.2,0
target,Brd7.3,0
target,Brd8.1,65499
target,Brd8.2,1183
target,Brd8.3,4911
target,Brd8.4,6577
target,Brd9.2,23392
target,Brd9.3,862
target,Brd9.4,67
target,Brdt.1,1
target,Brdt.2,0
target,Brdt.3,0
target,Brpf1.1,470
target,Brpf1.2,7611
target,Brpf1.3,7973
target,Brpf1.4,419
target,Brpf3.1,1572
target,Brpf3.2,1728
target,Brpf3.3,1574
target,Brpf3.4,792
target,Brwd1.1,16637
target,Brwd1.2,1326
target,Brwd1.3,2861
target,Brwd1.4,2586
target,Brwd3.1,5703
target,Brwd3.2,12306
target,Brwd3.3,2988
control,CD4.1,8638
control,CD4.2,13
control,CD4.3,7404
control,CD4.4,4842
control,CDK9.1,31336
control,CDK9.2,9774
control,CDK9.3,7780
target,Carm1.1,634
target,Carm1.2,10728
target,Carm1.3,767
target,Carm1.4,4111
target,Cbx1.1,4288
target,Cbx1.2,16890
target,Cbx1.3,1489
target,Cbx1.4,8544
target,Cbx2.1,2750
target,Cbx2.2,10103
target,Cbx2.3,612
target,Cbx3.1,40582
target,Cbx3.2,1545
target,Cbx3.3,253278
target,Cbx3.4,27689
target,Cbx4.1,2624
target,Cbx4.2,40538
target,Cbx4.3,692
target,Cbx4.4,3705
target,Cbx5.1,4616
target,Cbx5.2,9629
target,Cbx5.3,19
target,Cbx5.4,69517
target,Cbx6.1,42
target,Cbx6.2,3419
target,Cbx6.3,2828
target,Cbx6.4,0
target,Cbx7.1,1199
target,Cbx7.2,73
target,Cbx7.3,5000
target,Cbx7.4,1538
target,Cbx8.1,769
target,Cbx8.2,44335
target,Cbx8.3,1828
target,Cbx8.4,11706
control,Ccnt1,14658
control,Ccnt1.2,54395
control,Ccnt1.3,5484
control,Ccnt1.4,42455
control,Cd14,562
control,Cd14.2,1535
control,Cd19,1562
control,Cd19.3,1445
control,Cd19.4,5526
target,Cd4.5,16
target,Cecr2.1,0
target,Cecr2.2,0
target,Cecr2.3,4
target,Chaf1a.1,4989
target,Chaf1a.2,8
target,Chaf1a.3,6271
target,Chaf1a.4,6105
target,Chaf1b.1,5844
target,Chaf1b.2,1092
target,Chaf1b.3,5576
target,Chaf1b.4,18327
target,Chd1.1,7703
target,Chd1.2,733
target,Chd1.3,35972
target,Chd1.4,49815
target,Chd1l.1,3237
target,Chd1l.2,4775
target,Chd1l.3,29139
target,Chd2.1,3568
target,Chd2.2,2044
target,Chd2.3,5415
target,Chd2.4,3249
target,Chd3.1,187688
target,Chd3.2,130
target,Chd3.3,1635
target,Chd3.4,723
target,Chd4.1,1985
target,Chd4.2,925
target,Chd4.3,2395
target,Chd4.4,1087
target,Chd5.1,2889
target,Chd5.2,1140
target,Chd5.3,281
target,Chd5.4,2551
target,Chd6.1,344
target,Chd6.2,303
target,Chd6.3,4246
target,Chd6.4,130
target,Chd7.1,0
target,Chd7.2,1
target,Chd7.3,0
target,Chd8.1,15686
target,Chd8.2,5545
target,Chd8.3,2685
target,Chd8.4,2376
target,Chd9.1,2337
target,Chd9.2,727
target,Chd9.3,6081
target,Chd9.4,22811
target,Clock.1,3
target,Clock.2,3
target,Clock.3,0
target,Crebbp.1,38171
target,Crebbp.2,492
target,Crebbp.3,14964
target,Crebbp.4,1114
target,Ctsl.1,10290
target,Ctsl.2,7439
target,Ctsl.3,3507
target,Ctsl.4,78091
target,Cxxc1.1,2907
target,Cxxc1.2,3286
target,Cxxc1.3,1630
target,Cxxc1.4,8896
target,Dmap1.1,2530
target,Dmap1.2,2304
target,Dmap1.3,228
target,Dmap1.4,887
target,Dnmt1.1,0
target,Dnmt1.2,8527
target,Dnmt1.3,98
target,Dnmt1.4,9346
target,Dnmt3a.1,3122
target,Dnmt3a.2,372
target,Dnmt3a.3,1710
target,Dnmt3a.4,4820
target,Dnmt3b.1,268627
target,Dnmt3b.2,9934
target,Dnmt3b.3,2748
target,Dnmt3b.4,8899
target,Dnmt3l.1,25488
target,Dnmt3l.2,2194
target,Dnmt3l.3,6667
target,Dnmt3l.4,613
target,Dot1l.1,2792
target,Dot1l.2,1676
target,Dot1l.3,915
target,Dot1l.4,0
target,Dpy30.1,0
target,Dpy30.2,4
target,Dpy30.3,0
target,Dub2a.1,230
target,Dub2a.2,7
target,Dub2a.3,2952
target,Dub2a.4,5821
target,Eaf1.1,1563
target,Eaf1.2,2
target,Eaf1.3,0
target,Eed.1,2
target,Eed.2,2255
target,Eed.3,11080
target,Eed.4,15256
target,Ehmt1.1,642
target,Ehmt1.2,94549
target,Ehmt1.3,81
target,Ehmt1.4,54857
target,Ehmt2.1,2924
target,Ehmt2.2,2234
target,Ehmt2.3,1707
target,Ehmt2.4,1140
target,Elp3.1,20619
target,Elp3.2,1263
target,Elp3.4,1556
target,Elp4.1,2164
target,Elp4.2,4172
target,Elp4.3,5396
target,Elp4.4,35627
target,Ep300.2,2034
target,Ep300.3,2853
target,Ep400.1,5129
target,Ep400.2,583
target,Ep400.3,54
target,Ep400.4,1659
target,Epc1.1,48
target,Epc1.2,15446
target,Epc1.3,2891
target,Epc1.4,938
target,Epc2.1,686
target,Epc2.2,9
target,Epc2.3,1014
target,Epc2.4,10169
target,Ercc5.1,3909
target,Ercc5.2,778
target,Ercc5.3,981
target,Ercc5.4,364
target,Ezh1.2,24668
target,Ezh1.3,655
target,Ezh1.4,854
target,Ezh2.1,1851
target,Ezh2.2,1101
target,Ezh2.3,284
target,Ezh2.4,3758
target,Fbxl19.1,5036
target,Fbxl19.2,3167
target,Fbxl19.3,9263
target,Fbxl19.4,1181
target,Fbxo17.1,0
target,Fbxo17.2,0
target,Fbxo17.3,0
target,Fbxo44.1,477
target,Fbxo44.2,3025
target,Fbxo44.3,67
target,Fbxo44.4,2281
target,Fbxw9.1,1125
target,Fbxw9.2,368
target,Fbxw9.3,0
target,Fbxw9.4,821
target,Fkbp1a.1,5193
target,Fkbp1a.3,1775
target,Fkbp1a.4,78320
target,Fkbp2.1,0
target,Fkbp2.2,0
target,Fkbp2.3,0
target,Fkbp5.1,2
target,Fkbp5.2,1
target,Fkbp5.3,0
control,Fosb,0
control,Fosb.2,576
target,Gadd45a.1,163
target,Gadd45a.2,66
target,Gadd45a.3,3753
target,Gadd45a.4,155784
target,Gadd45b.1,160
target,Gadd45b.2,2113
target,Gadd45b.3,1978
target,Gadd45b.4,0
target,Gtf2b.1,8805
target,Gtf2b.2,1935
target,Gtf2b.3,0
target,Gtf2b.4,2426
target,Gtf2f1.1,2958
target,Gtf2f1.2,478
target,Gtf2f1.3,7018
target,Gtf2f1.4,1725
target,Gtf2h1.1,0
target,Gtf2h1.2,351
target,Gtf2h1.3,0
target,Gtf3c4.1,0
target,Gtf3c4.2,299
target,Gtf3c4.3,0
target,Gtf3c4.4,1808
target,H2afz.1,0
target,H2afz.2,0
target,H2afz.3,0
target,Hat1.1,36035
target,Hat1.2,0
target,Hat1.3,9366
target,Hat1.4,0
target,Hcfc1.1,21809
target,Hcfc1.2,1756
target,Hcfc1.3,1923
target,Hcfc1.4,281
target,Hdac1.1,19
target,Hdac1.2,2551
target,Hdac1.3,2
target,Hdac1.4,1326
target,Hdac10.1,53
target,Hdac10.2,6443
target,Hdac10.3,549
target,Hdac10.4,2998
target,Hdac11.1,0
target,Hdac11.2,0
target,Hdac11.3,0
target,Hdac2.2,2999
target,Hdac2.3,6034
target,Hdac2.4,1092
target,Hdac3.1,959
target,Hdac3.2,969
target,Hdac3.3,33
target,Hdac3.4,2164
target,Hdac4.1,0
target,Hdac4.2,44
target,Hdac4.3,1
target,Hdac4.4,164472
target,Hdac5.1,0
target,Hdac5.2,0
target,Hdac5.3,0
target,Hdac6.1,796
target,Hdac6.2,3932
target,Hdac6.3,14908
target,Hdac6.4,3467
target,Hdac7.1,118
target,Hdac7.2,18089
target,Hdac7.3,903
target,Hdac7.4,2391
target,Hdac8.1,9639
target,Hdac8.2,2811
target,Hdac8.3,3870
target,Hdac8.4,4401
target,Hdac9.2,21473
target,Hdac9.3,1770
target,Hells.1,3843
target,Hells.2,129362
target,Hells.3,0
target,Hells.4,34720
control,Hes1,469
control,Hes1.2,20677
control,Hes1.3,25739
target,Hes6,1340
target,Hes6.3,24
target,Hira.1,2368
target,Hira.2,1117
target,Hira.3,186
target,Hira.4,9203
target,Hltf.1,0
target,Hltf.2,723
target,Hltf.3,30284
target,Hltf.4,2265
control,Id2,6272
control,Id2.2,0
control,Id2.3,7722
control,Id2.4,0
control,Id2.5,0
control,Id3,1
control,Id3.2,15
control,Id3.3,7565
control,Id3.4,283
control,Id3.5,653
target,Ing2.1,2513
target,Ing2.2,2944
target,Ing2.3,60490
target,Ing2.4,76
target,Ing3.1,1923
target,Ing3.2,2817
target,Ing3.3,1614
target,Ing3.4,5659
target,Ing4.1,576
target,Ing4.2,17
target,Ing4.3,15392
target,Ing4.4,1703
target,Ing5.1,5
target,Ing5.2,5741
target,Ing5.3,4059
target,Ing5.4,276
target,Ino80.1,3550
target,Ino80.2,3804
target,Ino80.3,2574
target,Ino80.4,2264
target,Iws1.1,0
target,Iws1.2,0
target,Iws1.3,3
target,Jarid2.1,1650
target,Jarid2.2,9413
target,Jarid2.3,3546
target,Jarid2.4,44633
target,Jhdm1d.2,1298
target,Jhdm1d.3,0
target,Jhdm1d.4,1179
target,Jmjd1c.2,5820
target,Jmjd1c.3,667
target,Jmjd1c.4,6400
target,Jmjd4.1,80
target,Jmjd4.2,3090
target,Jmjd4.3,1355
target,Jmjd4.4,520
control,Klf12,57
control,Klf12.4,3438
control,Klf12.5,4745
control,Klf2,497
control,Klf2.2,2
control,Klf2.3,3347
control,Klf2.4,42
control,Klf2.5,0
control,Klf2.6,1703
control,Klf2.7,504
control,Ms4a1,25529
control,Ms4a1.2,797
control,Nfatc3.2,9886
control,Nfatc3.3,436
control,Nfatc3.7,9
control,Nfatc3.8,1
control,Runx3,1044
control,Runx3.2,2084
control,Runx3.3,934
control,Tbx21,4339
control,Tbx21.3,697
control,Tbx21.4,883
