shRNA,count,pctg
Bcl6,20460,0.37784010272227697
Bcl6.2,19109,0.3528908368973603
Bcl6.3,4522,0.0835089415694104
CD4.1,8159,0.15067435963397155
CD4.2,2040,0.03767320672304228
CD4.3,39352,0.7267235445907646
CD4.4,85694,1.5825332239825418
Cd14,23000,0.4247469385441041
Cd14.2,9917,0.1831397995452992
Fosb,6,0.00011080354918541847
Fosb.2,0,0.0
Hes1,1705,0.03148667522685642
Hes1.2,9419,0.17394310496290943
Hes1.3,8,0.00014773806558055795
Id2,0,0.0
Id2.2,1281,0.023656557751086844
Id2.3,18684,0.3450422521633931
Id2.4,4153,0.07669452329450716
Id2.5,384,0.007091427147866782
Id3,4839,0.08936306241804
Id3.2,6557,0.12108981200146482
Id3.3,24296,0.44868050516815455
Id3.4,1027,0.018965874168904127
Id3.5,465,0.008587275061869931
Klf12,6465,0.1193908242472884
Klf12.4,987,0.01822718384100134
Klf12.5,15772,0.29126559629207005
Klf2,681,0.012576202832544996
Klf2.2,729,0.013462631226028343
Klf2.3,0,0.0
Klf2.4,3033,0.05601119411322903
Klf2.5,0,0.0
Klf2.6,771,0.014238256070326274
Klf2.7,5,9.233629098784873e-05
Ms4a1,93213,1.7213885383700687
Ms4a1.2,4780,0.08827349418438339
Nfatc3.2,131491,2.4282782476566434
Nfatc3.3,380,0.007017558115076503
Nfatc3.7,0,0.0
Nfatc3.8,0,0.0
Rpa3.1,152,0.0028070232460306013
Rpa3.2,168,0.0031024993771917174
Rpa3.3,701,0.01294554799649639
Rpa3.4,144,0.0026592851804500433
Runx3,1069,0.01974149901320206
Runx3.2,3016,0.05569725072387035
Runx3.3,1213,0.0224007841936521
Satb1.1,1084,0.020018507886165604
Satb1.2,16408,0.3030107725057244
Satb1.3,84745,1.5650077959530482
Scmh1.1,5083,0.09386907341824702
Scmh1.2,10984,0.20284436404210607
Scmh1.3,14152,0.26134863801200703
Scml2.1,1410,0.02603883405857334
Scml2.2,9164,0.16923395412252915
Scml2.3,1501,0.027719354554552187
Scml2.4,11661,0.2153466978418608
Scml4.1,4430,0.08180995381523397
Scml4.2,544,0.010046188459477941
Scml4.3,1151,0.021255814185402778
Setd1a.1,0,0.0
Setd1a.2,25948,0.4791884157105398
Setd1a.3,6857,0.12662998946073575
Setd1a.4,1475,0.027239205841415377
Setd2.1,972,0.01795017496803779
Setd2.2,18280,0.33758147985157494
Setd2.3,30344,0.5603704827470564
Setd2.4,65450,1.2086820490309398
Setd3.1,5591,0.10325044058261246
Setd3.2,729,0.013462631226028343
Setd3.3,7125,0.13157921465768443
Setd4.1,0,0.0
Setd4.2,13125,0.24238276384310292
Setd4.3,996,0.018393389164779467
Setd4.4,4143,0.07650985071253145
Setd5.1,0,0.0
Setd5.2,315330,5.8232805274396675
Setd5.3,0,0.0
Setd5.4,138098,2.550291422567987
Setd7.1,6322,0.11675000632503593
Setd7.2,796,0.014699937525265518
Setd8.1,364,0.006722081983915388
Setd8.2,1300,0.02400743565684067
Setd8.3,7644,0.14116372166222313
Setd8.4,52,0.0009602974262736268
Setdb1.1,60346,1.114425163190544
Setdb1.2,89836,1.6590246074368757
Setdb1.3,7081,0.13076665529699136
Setdb1.4,2729,0.050397147621167836
Setdb2.1,7,0.0001292708073829882
Setdb2.2,34069,0.6291610195330036
Setdb2.3,4663,0.08611282497526773
Setdb2.4,895,0.016528196086824924
Setmar.1,15261,0.2818288273531119
Setmar.2,28510,0.5265015312127135
Setmar.3,715,0.013204089611262368
Setmar.4,8263,0.1525949544865188
Sfmbt1.1,12611,0.23289059312955207
Sfmbt1.2,3,5.5401774592709236e-05
Sfmbt1.3,12900,0.23822763074864972
Sfmbt1.4,24841,0.45874516088583006
Sfmbt2.1,0,0.0
Sfmbt2.2,2038,0.03763627220664714
Sfmbt2.3,7704,0.14227175715407733
Sgk1.1,1149,0.021218879669007637
Sin3a.1,239,0.004413674709219169
Sin3a.2,74249,1.371175453911356
Sin3a.3,50,0.0009233629098784872
Sin3a.4,159,0.0029362940534135894
Sin3b.1,890,0.016435859795837074
Sin3b.2,1788,0.033019457657254704
Sin3b.3,280,0.005170832295319529
Sin3b.4,87,0.0016066514631885678
Sirt1.1,21063,0.3889758594154115
Sirt1.2,70181,1.2960506475636422
Sirt1.3,11498,0.21233653475565695
Sirt1.4,5746,0.10611286560323575
Sirt3.1,5908,0.10910456143124204
Sirt3.2,363,0.0067036147257178175
Sirt3.3,23713,0.43791409363897144
Sirt3.4,10394,0.19194868170553994
Sirt4.1,18,0.0003324106475562554
Sirt4.2,4710,0.0869807861105535
Sirt4.3,2005,0.03702685268612734
Sirt4.4,9045,0.16703635039701836
Sirt5.1,10719,0.1979505406197501
Sirt5.2,2847,0.05257628408848107
Sirt5.3,0,0.0
Sirt5.4,576,0.010637140721800173
Sirt6.1,391,0.00722069795524977
Sirt6.2,1303,0.02406283743143338
Sirt6.3,0,0.0
Sirt6.4,7197,0.13290885724790946
Sirt7.1,14580,0.26925262452056686
Sirt7.2,10424,0.19250269945146703
Sirt7.3,72,0.0013296425902250217
Sirt7.4,15698,0.28989901918544986
Smarca1.1,12636,0.2333522745844913
Smarca1.2,13120,0.24229042755211505
Smarca1.3,3752,0.06928915275728169
Smarca1.4,1640,0.03028630344401438
Smarca2.1,1342,0.0247830605011386
Smarca2.2,7421,0.1370455230841651
Smarca2.3,666,0.01229919395958145
Smarca4.1,3203,0.0591506280068159
Smarca4.2,922,0.017026812058159306
Smarca4.3,3418,0.06312108851929339
Smarca4.4,531,0.009806114102909535
Smarca5.1,19847,0.36651967344716674
Smarca5.2,7,0.0001292708073829882
Smarca5.3,347,0.006408138594556702
Smarca5.4,13236,0.24443262950303316
Smarcc1.1,6420,0.11855979762839777
Smarcc1.2,3630,0.06703614725717819
Smarcc1.3,4634,0.0855772744875382
Smarcc2.1,0,0.0
Smarcc2.2,4754,0.08779334547124658
Smarcc2.3,5342,0.09865209329141758
Smarcc2.4,57803,1.067462925594124
Smarcd1.1,30287,0.5593178490297949
Smarcd1.2,91301,1.6860791406963154
Smarcd1.3,3040,0.056140464920612025
Smarcd1.4,61606,1.1376939085194817
Smarcd2.1,1702,0.03143127345226371
Smarcd2.2,1377,0.025429414538053544
Smarcd2.3,196,0.0036195826067236705
Smarcd3.1,1044,0.019279817558262816
Smarcd3.2,8591,0.1586522151753217
Smarcd3.3,5034,0.0929641777665661
Smarcd3.4,3300,0.06094195205198016
Smarce1.1,894,0.016509728828627352
Smarce1.2,586,0.01082181330377587
Smarce1.3,252,0.0046537490657875755
Smarce1.4,19147,0.35359259270886795
Smyd1.1,7313,0.13505105919882757
Smyd1.2,1290,0.023822763074864972
Smyd1.3,13909,0.2568610942699976
Smyd2.1,2722,0.05026787681378485
Smyd2.2,6979,0.12888299496083927
Smyd2.3,1500,0.027700887296354622
Smyd2.4,51,0.000941830168076057
Smyd3.1,4773,0.0881442233770004
Smyd3.2,556,0.010267795557848779
Smyd3.3,9,0.0001662053237781277
Smyd3.4,3680,0.06795951016705666
Smyd4.1,111301,2.0554243046477105
Smyd4.2,15829,0.2923182300093315
Smyd4.3,88,0.0016251187213861377
Smyd4.4,6273,0.11584511067335501
Smyd5.1,9579,0.1768978662745206
Smyd5.2,1309,0.024173640980618798
Smyd5.3,454,0.008384135221696665
Smyd5.4,719,0.013277958644052647
Sp100.1,348363,6.433309467479989
Sp100.2,18882,0.34869876928651194
Sp100.3,1697,0.03133893716127586
Sp100.4,2898,0.05351811425655712
Sp110.1,13243,0.24456190031041614
Sp110.2,3165,0.05844887219530825
Sp110.3,3718,0.06866126597856431
Sp110.4,4566,0.08432150093010346
Sp140.1,218762,4.039934337816753
Sp140.2,292,0.005392439393690366
Sp140.3,4292,0.07926147218396934
Sp140.4,3002,0.055438709109104374
Ssrp1.1,4411,0.08145907590948015
Ssrp1.2,8711,0.16086828615903007
Ssrp1.3,819,0.01512468446380962
Ssrp1.4,4473,0.08260404591772948
