type,shRNA,count,pctg,nbPctg
target,Morf4l1.2,50660,1.7581358900918664,99.71659308232147
target,Mll2.2,48578,1.685880877790815,99.65228141749456
target,L3mbtl1.3,46506,1.6139729116583568,99.57352913766402
target,Mbd1.1,44997,1.5616036448176809,99.50495831112349
target,Prmt5.3,43677,1.5157935505634121,99.43581916026865
target,Phf20.2,41417,1.4373611164614062,99.29378416585591
target,Prmt3.2,36699,1.2736247341192541,98.86773858315789
target,Nap1l1.4,33173,1.1512562550733811,98.38327443961155
target,Prmt5.2,31624,1.0974988035583337,98.1073883961079
target,Kdm5c.2,31102,1.079382993557782,98.00385957675128
target,Phf20.3,29565,1.026041997445046,97.66376851159063
target,Mll1.2,28369,0.9845352756813298,97.35804850212392
target,Kdm5a.2,28334,0.9833206140912545,97.3484997885311
target,Mbd4.1,26697,0.9265091562925891,96.85962440132282
target,Phf20l1.4,26542,0.9211299406793985,96.80871818822258
target,Rbbp4.3,26458,0.9182147528632176,96.78077885173526
target,Prdm8.2,26429,0.9172083189742981,96.77107779222266
target,Prdm8.1,26423,0.9170000912731423,96.76906822773623
target,Myst4.3,25146,0.872682295543823,96.30977284727702
target,Pcgf6.3,24615,0.8542541439915375,96.09923731799923
target,Mtf2.1,23878,0.8286768413662375,95.78602740922857
target,Phc1.2,23307,0.8088605051395803,95.52535876770128
target,Nap1l3.3,23271,0.8076111389326457,95.50837367789627
target,Mbd2.3,22739,0.7891482827635009,95.24926495412676
target,Psip1.1,22197,0.7703383804257632,94.96911744677037
target,Mta3.1,20698,0.7183161597536805,94.10006875982167
target,Kdm5d.1,20065,0.696348137281747,93.68676749524903
target,Kdm4c.4,20031,0.695168180308531,93.66371818302068
target,Prmt1.4,19309,0.6701114469361202,93.15263122526201
target,L3mbtl3.1,18590,0.6451588274142873,92.59996983099103
target,Kdm1a.2,18281,0.6344351008047654,92.34806518526344
target,Prdm9.4,17916,0.6217679156511228,92.03863071995791
target,Ncor1.4,17829,0.6187486139843642,91.96293294940514
target,Myst3.2,17775,0.6168745646739623,91.91555801569582
target,Psip1.4,17772,0.6167704508233843,91.91292014519803
target,Prdm4.2,17689,0.6138899676240629,91.83947930275455
target,Mecom.2,17546,0.6089272074131837,91.71131312742119
target,Nap1l3.2,17199,0.5968847053630086,91.39119802076985
target,Men1.4,17153,0.5952882929874811,91.34779018620328
target,Prdm1.2,16884,0.5859527510523308,91.08911970525817
target,Prmt2.4,16875,0.5856404095005971,91.08033306486432
target,Prmt3.4,16827,0.5839745878913509,91.03325685600004
target,Mta1.4,16703,0.5796712154007985,90.91042693992325
target,Phf19.1,16635,0.5773113014543664,90.84229316897144
target,Polr2b.1,16049,0.5569743959748197,90.23184762624163
target,Kdm5b.2,15675,0.5439948692694435,89.81936707898024
target,Phf1.3,15571,0.5403855891160768,89.70136017267943
target,Ncoa1.2,15493,0.5376786290010519,89.61187480182332
target,Kat2a.3,15177,0.5267119700735148,89.24061723774925
target,Jmjd5.3,15165,0.5262955146712033,89.22625416590728
target,Phip.1,15144,0.525566717717158,89.20103403825306
target,Prmt2.3,14956,0.5190422497476106,88.97245558816375
target,Ring1.4,14770,0.5125871910117819,88.74110657841823
target,L3mbtl3.4,14724,0.5109907786362543,88.68305775722698
target,Myst3.3,14568,0.5055768584062044,88.48382606168545
target,Prdm10.2,14496,0.5030781259923351,88.3906144461954
target,Mta2.1,14460,0.5018287597854005,88.34366250953693
target,Prdm10.1,14335,0.4974906826779887,88.17910512505472
target,Mll5.2,14331,0.4973518642105515,88.17379051025367
target,Kdm5b.3,14208,0.49308319633685826,88.00932707847554
target,Kdm4a.3,14082,0.48871041461258713,87.83821881814885
target,Rbbp7.4,13197,0.4579968286921114,86.55816626290225
target,Ncoa3.4,12937,0.4489736283086948,86.15443267799337
target,Mbd3.2,12644,0.43880517556892146,85.68330944012223
target,Kdm4c.1,12562,0.43595939698645936,85.54827864315384
target,Kdm1a.1,12287,0.4264156273501533,85.08501883553376
target,Kdm4d.1,11891,0.4126725990738726,84.38859524672834
target,Mll1.3,11556,0.4010465524260089,83.7709751479662
target,Morf4l1.4,11299,0.39212746589317016,83.27854232242903
target,Pcmt1.4,11261,0.390808690452517,83.20430003466515
target,Nap1l3.1,11212,0.38910816422641153,83.10806364249329
target,Nsd1.2,11028,0.3827225147243013,82.74095203824413
target,Ncor1.1,10948,0.37994614537555776,82.57856236986964
target,Kdm5a.1,10910,0.37862736993490453,82.50079813511896
target,Ppargc1a.4,10581,0.36720955098819663,81.81091999247569
target,Phf19.3,10353,0.35929689834427747,81.31465874673832
target,Prdm15.4,10090,0.3501695841102829,80.72294654253098
target,Phc1.1,9610,0.3335113680178215,79.58663689501019
