type,shRNA,count,nbRawCount
target,Pbrm1.2,15130,99.84969972689743
target,Prmt8.4,12296,99.62244806483888
target,Morf4l1.2,12279,99.62032968154492
target,Prmt3.2,11124,99.44342815845366
target,Pcgf6.3,11073,99.43388388296451
target,Mll5.1,10455,99.30377337556546
target,Phf8.2,9900,99.1604397713227
target,Rbbp4.3,8991,98.85546286032164
target,Pcmt1.4,8097,98.44051255898106
target,Prdm4.2,6945,97.6574685481076
target,Prdm15.4,6909,97.62707968952819
target,Phf20.3,6447,97.19724143868824
target,Kdm1a.1,6324,97.06918409377423
target,Prdm8.1,6261,97.001161753707
target,Parp1.3,5958,96.64926997243643
target,L3mbtl1.3,5720,96.34143495032535
target,Pbrm1.1,5570,96.13166611501713
target,Nap1l3.1,5332,95.7713164732801
target,Mbd4.1,5322,95.75538987556152
target,Kdm4d.1,4769,94.7624246574021
target,Prdm9.4,4506,94.20154665377359
target,Kat2a.3,4472,94.12424579438947
target,Phc1.2,4396,93.94722887217473
target,Nap1l1.4,4366,93.87570648204581
target,Kdm4a.3,4357,93.85406427293404
target,Jmjd5.4,4143,93.31308253792044
target,L3mbtl3.3,4020,92.97776654990932
target,Prmt5.3,4005,92.93557779269203
target,Nap1l3.2,3953,92.78706415489705
target,Ncor1.4,3908,92.65565287177476
target,Psip1.1,3804,92.3412950897978
target,Phip.1,3708,92.03729545285653
target,Kdm3a.3,3618,91.73955730989482
target,Ppargc1a.4,3599,91.67506197499648
target,Prmt5.2,3439,91.10803427704035
target,Padi1.4,3320,90.65687818285268
target,Mta3.1,3174,90.0659523878206
target,Psip1.4,3159,90.00276603676977
target,Rbbp7.1,3078,89.65317132936374
target,Prdm13.1,3074,89.6355326212617
target,Paxip1.4,2954,89.0892169285951
target,Prmt3.4,2900,88.83210542470364
target,Rnf217.4,2876,88.71548696632631
target,Mta1.4,2856,88.61717697853084
target,Kdm4c.1,2824,88.4577106840018
target,Mll2.2,2750,88.07841061057256
target,Myst1.2,2711,87.87238658179875
target,Nsd1.1,2702,87.82422492234215
target,Phf20l1.4,2657,87.5798642706332
target,Prkaa2.3,2657,87.5798642706332
target,Ncor2.1,2646,87.5192169623557
target,Prdm6.4,2642,87.49707300274751
target,Kdm4c.2,2562,87.04383134665453
target,Mll1.3,2557,87.01483388295615
target,Kdm5b.3,2548,86.96243519872067
target,Kdm1a.3,2525,86.82732918941886
target,Rnf20.3,2516,86.77398789463187
target,Mbd3.2,2482,86.57003116886457
target,Kat2b.3,2361,85.81146503424966
target,Jmjd6.2,2353,85.7594339381635
target,Phf1.3,2305,85.44212351609255
target,Rnf217.1,2278,85.25968944238943
target,Nap1l3.4,2238,84.98402797638259
target,Phip.2,2223,84.87895843438973
target,Ncoa1.2,2212,84.80130852669994
target,Myst3.2,2176,84.5435765313884
target,Ncor1.1,2169,84.49281087755067
target,Mbd1.4,2155,84.39063332041418
target,Men1.4,2135,84.24315312488544
target,Prkcd.1,2115,84.09386612895688
target,Kdm4d.4,2062,83.68927911370987
target,L3mbtl3.4,2058,83.65820327365793
target,Prdm10.2,2010,83.27918475211395
target,Kdm5a.2,2001,83.20684025429485
target,Nap1l2.1,1966,82.92155470887144
target,Kdm5a.1,1959,82.86373252294482
target,Rbbp7.4,1929,82.61297007186985
target,Phf19.3,1892,82.29694748593036
target,Prmt3.3,1885,82.23630129063936
target,Phc1.1,1864,82.0526904255081
target,Ncor1.3,1837,81.81286795439864
target,Prmt2.4,1830,81.74999055279989
target,Mta2.2,1764,81.1424786325682
target,Mll1.2,1696,80.4874752618351
target,Kdm2a.2,1647,79.99601307058033
target,Kdm5c.2,1636,79.88334081090858
target,Mtf2.1,1610,79.61350182725255
target,Myst4.3,1601,79.51892321783059
target,Padi6.1,1584,79.33859764699832
target,Morf4l1.3,1512,78.5496474803354
target,Prdm10.4,1511,78.53839268635173
target,Prdm2.4,1490,78.30009303080506
target,Kdm5a.3,1367,76.8251651443825
target,Kdm5c.1,1361,76.74954193968044
target,Prmt3.1,1322,76.24905883117776
target,Prdm10.1,1311,76.10502960227628
target,Kdm5c.3,1308,76.06552488137983
target,Prkcd.3,1303,75.99946854718458
target,Kdm4a.1,1270,75.5566287582082
target,Kdm5d.1,1248,75.25459501474427
target,Myst4.1,1212,74.74811540090374
target,Prkaa2.2,1181,74.29928734950572
target,Msl3.3,1160,73.98828511361029
target,Mll5.2,1151,73.8532268359671
target,Orc1.2,1151,73.8532268359671
target,Prdm1.2,1143,73.73226591603046
target,Prkaa1.2,1142,73.71708510205993
target,Rbbp4.1,1142,73.71708510205993
target,Prdm1.4,1073,72.63571943829858
target,Polr2b.3,1059,72.40779908088282
target,L3mbtl3.2,1051,72.27620710915758
target,Rbbp7.2,1032,71.95964845444556
target,Myst2.1,983,71.11598217132841
target,Mtf2.2,981,71.08067862181258
target,Pcgf1.1,962,70.74176126584757
target,Nsd1.4,952,70.56076872087108
target,Rbbp5.1,924,70.04406723069455
target,Ncoa1.3,923,70.02533679598228
target,Phf19.1,913,69.83695746607219
target,Kdm1a.2,880,69.20105495911038
target,Myst1.4,876,69.12244528070894
target,Mll2.1,873,69.0632652989541
target,Rbbp5.3,859,68.78453350151138
target,Mecom.4,858,68.76446094700087
target,Kat5.1,848,68.56251939811807
target,Mbd1.1,847,68.54220268101831
target,Kat2b.4,846,68.5218635032172
target,Prmt2.3,844,68.48111758691583
target,Rnf40.1,830,68.19334516566356
target,Mta2.1,826,68.11029345632838
target,Ncoa1.1,823,68.04775884740933
target,Kdm1b.4,817,67.92205189722678
target,Mbd4.3,811,67.79548587850815
target,Nap1l2.4,790,67.3455833735265
target,L3mbtl4.2,779,67.10550739187036
target,Orc1.3,774,66.99535247038322
target,Pcgf5.4,749,66.43463551811725
target,Morf4l1.4,738,66.18250975472425
target,Prmt7.3,722,65.80964532530167
target,Kdm5d.3,720,65.76251452825056
target,Mll3.2,711,65.54895816620173
target,L3mbtl4.1,707,65.45326419770161
target,Prdm5.1,699,65.26041223572095
target,Nsd1.2,699,65.26041223572095
target,Padi1.1,699,65.26041223572095
target,Phf8.1,695,65.16324489389869
target,Psip1.3,688,64.99199457844226
target,Rnf40.3,687,64.96740357913356
target,Mbd4.4,683,64.86871982026368
target,Pcgf1.2,677,64.71972624855567
target,Kdm4d.2,677,64.71972624855567
target,Rnf2.1,677,64.71972624855567
target,Mll1.4,676,64.6947800402168
target,Mecom.1,665,64.41819085671452
target,Kdm1b.2,664,64.39284596928843
target,Kdm5d.2,662,64.34205480940437
target,Pcgf5.3,660,64.2911279001262
target,Kdm3a.4,654,64.13752576645172
target,Phf20l1.1,652,64.08604892227764
target,Padi4.3,644,63.87874188618754
target,Ppargc1a.2,638,63.7217715692964
target,Ncoa3.4,636,63.66916035519083
target,Prdm12.2,635,63.64280036545822
target,Pcgf6.1,626,63.40391165953632
target,Mta3.4,625,63.37718348205951
target,Kdm6a.1,621,63.26989617199082
target,Rbbp4.2,614,63.080685562932736
target,Padi4.4,613,63.05350237032066
target,Mbd2.3,605,62.834638718587456
target,Pcmt1.1,589,62.389280809604266
target,L3mbtl4.4,588,62.36110019838783
target,Rbbp5.2,583,62.21957427903884
target,Kat5.4,579,62.105598956468185
target,Prdm12.1,575,61.990944493669254
target,L3mbtl1.4,569,61.817672083278964
target,Kdm2a.1,566,61.7304476709976
target,Kdm5b.2,560,61.55480500754108
target,Prdm6.1,551,61.28830263807647
target,Phip.4,548,61.19864357764374
target,Myst2.2,546,61.138638467563354
target,Phf17.2,534,60.77463492074801
target,Prmt2.2,529,60.62091687771136
target,Prkaa2.1,522,60.40363450967471
target,Kdm3a.1,518,60.27836658409264
target,Padi4.1,515,60.18387956109016
target,Kdm6a.3,513,60.12063045526924
target,Kdm6b.3,505,59.865542660411805
target,Prmt1.2,500,59.70438541217143
target,Prdm15.2,500,59.70438541217143
target,Paxip1.1,499,59.67199203670132
target,Phf20l1.3,493,59.4764830502599
target,Myst1.3,486,59.2458607555568
target,Pcgf1.4,481,59.079429010030715
target,Ring1.4,481,59.079429010030715
target,Kdm5a.4,475,58.87780011450713
target,Jmjd6.4,464,58.50259217788818
target,Prdm8.4,457,58.25997257723192
target,Ring1.1,456,58.22506250637345
target,Mbd3.1,445,57.83682766701236
target,Prdm8.2,440,57.65774278181437
target,Prdm2.3,425,57.110292847547115
target,Kdm1b.1,423,57.036111000826686
target,Kdm4a.2,422,56.99891273521428
target,Rbbp5.4,420,56.924300102255096
target,Parp1.1,417,56.811836592855435
target,Phc1.4,414,56.6987126227128
target,Ppargc1a.3,408,56.47045113578134
target,Prmt2.1,407,56.43214299102931
target,Pcgf6.4,401,56.20067833210466
target,Pcmt1.3,397,56.04480616816292
target,Prdm12.4,392,55.84817117835056
target,Phf2.3,391,55.80860148886663
target,Prmt8.2,386,55.60952047561416
target,Pbrm1.4,385,55.56945527742852
target,Phf2.2,383,55.48907300428837
target,Prdm1.1,379,55.327290654003114
target,L3mbtl3.1,360,54.53959062088561
target,Padi3,360,54.53959062088561
target,Prkaa1.3,358,54.45475550695107
target,Kdm5b.4,351,54.15482761610442
target,Myst3.3,344,53.850105772631885
target,Rnf20.4,344,53.850105772631885
target,Jmjd5.3,337,53.540426040962345
target,Kdm2a.3,335,53.45101150129822
target,Nap1l1.3,332,53.31609528603896
target,Prdm9.2,330,53.22561531743022
target,Prdm5.4,328,53.13470162086976
target,Kdm3b.2,326,53.04334977258911
target,Phf19.2,325,52.997508139327735
target,Ncor2.4,325,52.997508139327735
target,Paxip1.3,321,52.81302354696555
target,Prkcd.4,320,52.76661997972253
target,Orc1.1,316,52.57985824149952
target,Prdm4.3,313,52.438565065786
target,Mbd4.2,311,52.34377845353846
target,Kdm2b.3,305,52.056524593332576
target,Prkaa1.4,303,51.959791039666534
target,L3mbtl1.2,284,51.015063350507674
target,Prdm11.3,281,50.86143611807293
target,Prkaa1.1,273,50.44546036132949
target,Prdm6.2,272,50.392803054521615
target,Rnf217.2,272,50.392803054521615
target,Parp1.2,267,50.12725177427912
target,Ppargc1a.1,266,50.0736819684504
target,Ring1.3,261,49.80348174754608
target,Pcgf1.3,260,49.74896445449198
target,Prmt6.3,257,49.584439584542125
target,Mll5.3,252,49.30692425115075
target,Kdm1a.4,251,49.250915261036454
target,Men1.1,251,49.250915261036454
target,Mta2.4,243,48.79658007229616
target,Mecom.3,243,48.79658007229616
target,Phc1.3,240,48.6232546731438
target,Jmjd6.3,230,48.033304172509105
target,Prmt7.4,227,47.85251768131644
target,Paxip1.2,221,47.48543323849047
target,Prmt1.4,214,47.0475000969232
target,Prmt7.1,206,46.53354798511954
target,Mll5.4,205,46.46825136084085
target,Padi4.2,202,46.27091198420633
target,Nap1l2.2,198,46.00433521929665
target,Padi6.4,196,45.86952741572101
target,Ncoa3.3,192,45.596785679083574
target,Prdm14.1,189,45.389422144174226
target,Mtf2.4,184,45.038277448686756
target,Padi6.3,183,44.96719510826115
target,Prdm12.3,180,44.75219412764457
target,Kdm2a.4,179,44.67993342402629
target,Prdm8.3,179,44.67993342402629
target,Mll3.4,177,44.53450472042213
target,Prdm9.1,173,44.23993705760213
target,Kdm6a.2,172,44.165504760647366
target,Pcgf2.4,167,43.788444661268585
target,Nap1l2.3,166,43.7120300712094
target,Men1.3,166,43.7120300712094
target,Prdm11.4,163,43.480720022653486
target,Kdm5b.1,163,43.480720022653486
target,Kdm2b.4,157,43.00847675119421
target,Phf2.1,154,42.76733772837533
target,L3mbtl1.1,152,42.6046459680915
target,Kat2b.1,145,42.02249973063378
target,Pcgf5.1,145,42.02249973063378
target,Kdm2b.2,143,41.852382916450296
target,Mta3.3,143,41.852382916450296
target,Kdm4c.3,140,41.593901110203454
target,Prmt1.3,137,41.33132375124071
target,Pcgf6.2,133,40.9745867863197
target,Rnf20.2,132,40.88417829908402
target,Mll3.3,130,40.70184849316358
target,Mll2.4,129,40.60991416395671
target,Pcgf5.2,122,39.95136813847158
target,Prmt6.2,121,39.855058823660514
target,Prdm13.2,114,39.16415844753317
target,Prdm1.3,111,38.85860815618644
target,Kdm3b.4,110,38.75542875216678
target,Polr2b.2,106,38.33578924690109
target,Msl3.4,106,38.33578924690109
target,Nsd1.3,105,38.22909434751379
target,Kdm3b.3,104,38.12166264610209
target,Mecom.2,99,37.57302415361111
target,Prdm2.2,98,37.460910262432776
target,L3mbtl2.4,93,36.887641446934374
target,Pcgf2.2,92,36.77034164174186
target,Mbd2.4,92,36.77034164174186
target,Kdm5c.4,91,36.652122379248766
target,L3mbtl4.3,88,36.29177538490538
target,Phf1.4,81,35.4153531530556
target,Myst2.4,78,35.02310997857829
target,Jmjd8.3,78,35.02310997857829
target,Rnf217.3,78,35.02310997857829
target,Phf20.4,70,33.921707776189756
target,Myst2.3,69,33.7778325020358
target,Padi1.3,65,33.18707008999306
target,Prdm15.3,64,33.035368634484755
target,Ncor2.3,64,33.035368634484755
target,Kdm6b.2,62,32.72685590104904
target,Phf1.1,61,32.569952533987156
target,Phf1.2,59,32.25060624656419
target,Myst4.4,57,31.92352023922322
target,Myst1.1,56,31.7569329208771
target,Prmt8.1,55,31.588234954009774
target,Prdm5.2,53,31.244245755952154
target,Rnf40.2,51,30.890996638585648
target,Mta1.3,51,30.890996638585648
target,Prmt7.2,50,30.71071000446918
target,Mll2.3,50,30.71071000446918
target,Nap1l1.1,49,30.527872768537602
target,Kdm3a.2,49,30.527872768537602
target,Ncoa3.2,49,30.527872768537602
target,Prdm14.3,49,30.527872768537602
target,Ncor2.2,49,30.527872768537602
target,Myst3.1,48,30.342397428042972
target,Orc1.4,48,30.342397428042972
target,Jmjd6.1,47,30.15419159878518
target,Prdm4.4,46,29.96315763373837
target,Padi1.2,43,29.372022379713663
target,Prdm14.2,42,29.168578488436637
target,Kdm6b.4,42,29.168578488436637
target,Msl3.1,41,28.961722934222177
target,Rnf40.4,37,28.09724280820911
target,Prdm10.3,36,27.871031378053985
target,Paf1.3,35,27.64041006963697
target,Mll1.1,30,26.413131493122666
target,Prmt5.4,29,26.150957826314205
target,Pcgf2.3,28,25.88246997073687
target,Prmt6.1,27,25.60729006669698
target,Msl3.2,27,25.60729006669698
target,Kdm4c.4,26,25.325002946684837
target,Rnf20.1,25,25.035150892542664
target,Phf20.2,24,24.737227419485823
target,Mbd1.2,24,24.737227419485823
target,Mta1.1,21,23.7890655313008
target,Prdm11.2,20,23.452522412563493
target,Parp1.4,19,23.104323121428322
target,Prdm16.1,17,22.368711691979627
target,Prmt5.1,17,22.368711691979627
target,Prkaa2.4,15,21.572032489609104
target,Kat5.3,15,21.572032489609104
target,Prkcd.2,14,21.146644055767315
target,Kdm4a.4,12,20.230617391301063
target,Mbd3.4,12,20.230617391301063
target,Mta2.3,11,19.734078169998863
target,Prmt1.1,11,19.734078169998863
target,Phc2.2,10,19.206759050602187
target,Polr2b.4,10,19.206759050602187
target,Phf19.4,9,18.643593737505494
target,Nap1l1.2,9,18.643593737505494
target,L3mbtl2.1,8,18.038047334391948
target,Ncoa3.1,7,17.381462436033367
target,Kdm1b.3,7,17.381462436033367
target,Mtf2.3,6,16.661984639529695
target,Kdm5d.4,6,16.661984639529695
target,Kdm4d.3,5,15.862687313127614
target,Prdm5.3,4,14.958035337171763
target,Phf2.4,4,14.958035337171763
target,Polr2b.1,2,12.632585826545007
target,Prmt6.4,2,12.632585826545007
target,Phf20l1.2,2,12.632585826545007
target,Ncoa1.4,2,12.632585826545007
target,Prdm4.1,2,12.632585826545007
target,Kdm6a.4,2,12.632585826545007
target,Parp2.1,1,10.972485269050212
