type,shRNA,count,nbRawCount
target,Morf4l1.2,50660,99.71662978545
target,Mll2.2,48578,99.65232420464089
target,L3mbtl1.3,46506,99.5735789637563
target,Mbd1.1,44997,99.50501352157873
target,Prmt5.3,43677,99.43587970689582
target,Phf20.2,41417,99.29385437499573
target,Prmt3.2,36699,98.86783789997745
target,Nap1l1.4,33173,98.3833984275892
target,Prmt5.2,31624,98.10752885040999
target,Kdm5c.2,31102,98.00400612802203
target,Phf20.3,29565,97.66393091740863
target,Mll1.2,28369,97.35821866051376
target,Kdm5a.2,28334,97.3486730028525
target,Mbd4.1,26697,96.85981287934014
target,Phf20l1.4,26542,96.80891603426839
target,Rbbp4.3,26458,96.78097599236558
target,Prdm8.2,26429,96.77127111853221
target,Prdm8.1,26423,96.76925942170843
target,Myst4.3,25146,96.30998259827386
target,Pcgf6.3,24615,96.09945259169467
target,Mtf2.1,23878,95.78626201499651
target,Phc1.2,23307,95.52559782607305
target,Nap1l3.3,23271,95.50860830774947
target,Mbd2.3,22739,95.24950985725337
target,Psip1.1,22197,94.96937264808125
target,Mta3.1,20698,94.10034656873331
target,Kdm5d.1,20065,93.68705682656528
target,Kdm4c.4,20031,93.66400900990044
target,Prmt1.4,19309,93.15294227824312
target,L3mbtl3.1,18590,92.60030565418353
target,Kdm1a.2,18281,92.34839117798856
target,Prdm9.4,17916,92.03898553058366
target,Ncor1.4,17829,91.96328243073576
target,Myst3.2,17775,91.91590762867385
target,Psip1.4,17772,91.91326695776479
target,Prdm4.2,17689,91.83984143579808
target,Mecom.2,17546,91.7116593411372
target,Nap1l3.2,17199,91.39156658610007
target,Men1.4,17153,91.34814878371529
target,Prdm1.2,16884,91.0894984195866
target,Prmt2.4,16875,91.08070241733559
target,Prmt3.4,16827,91.03363259404418
target,Mta1.4,16703,90.91079553322137
target,Phf19.1,16635,90.84266613679992
target,Polr2b.1,16049,90.23224065235425
target,Kdm5b.2,15675,89.81978724289013
target,Phf1.3,15571,89.70177469309778
target,Ncoa1.2,15493,89.61229328095877
target,Kat2a.3,15177,89.24105845736271
target,Jmjd5.3,15165,89.22668010225581
target,Phip.1,15144,89.20146774434542
target,Prmt2.3,14956,88.97287959347439
target,Ring1.4,14770,88.74153506832683
target,L3mbtl3.4,14724,88.68350933034219
target,Myst3.3,14568,88.48428669963116
target,Prdm10.2,14496,88.39105052360449
target,Mta2.1,14460,88.34412378098804
target,Prdm10.1,14335,88.17956851827978
target,Mll5.2,14331,88.17426101598105
target,Kdm5b.3,14208,88.00977680222444
target,Kdm4a.3,14082,87.83868211895178
target,Rbbp7.4,13197,86.5586868607761
target,Ncoa3.4,12937,86.15495743200098
target,Mbd3.2,12644,85.68382821330445
target,Kdm4c.1,12562,85.54881220875752
target,Kdm1a.1,12287,85.08557884802227
target,Kdm4d.1,11891,84.38917754315099
target,Mll1.3,11556,83.77157649292779
target,Morf4l1.4,11299,83.279156331721
target,Pcmt1.4,11261,83.20492935986921
target,Nap1l3.1,11212,83.10866660379533
target,Nsd1.2,11028,82.74158825605096
target,Ncor1.1,10948,82.57918272233316
target,Kdm5a.1,10910,82.50143457422958
target,Ppargc1a.4,10581,81.81159316261828
target,Phf19.3,10353,81.31537320914565
target,Prdm15.4,10090,80.72366462308274
target,Phc1.1,9610,79.58738685915007
target,Pbrm1.1,9392,79.045922068998
target,Phf8.2,9193,78.53705211641908
target,Pcgf2.3,9170,78.47731616272397
target,Mbd1.4,8970,77.94961469814885
target,Mll3.4,8866,77.6692386163081
target,Parp1.3,8817,77.53569168361972
target,Ring1.1,8815,77.53022091703856
target,Pcgf2.2,8801,77.49188174995642
target,Prdm1.4,8296,76.05597043272577
target,Jmjd6.2,8272,75.98507452362603
target,Kat2b.3,8216,75.81867878041739
target,Kdm5a.3,8197,75.76191194944046
target,Myst3.1,8165,75.66594585836862
target,Prkaa1.2,8059,75.34480925948176
target,Mta1.2,7935,74.96269636527548
target,Padi6.1,7870,74.75956539723616
target,Mecom.4,7818,74.59563667677232
target,Rnf40.3,7815,74.58614032329571
target,Rnf217.4,7730,74.31529570055048
target,Padi1.4,7657,74.07991137895277
target,Phip.4,7469,73.46162360033652
target,Kdm1a.3,7447,73.38811001203031
target,Nap1l2.2,7197,72.53509076500382
target,Kdm4d.4,7084,72.1385951067654
target,Paxip1.4,7035,71.96448552679084
target,Mta2.3,6997,71.82854166686752
target,Prmt3.3,6876,71.3902320526005
target,Jmjd5.4,6858,71.32431289993052
target,Padi4.1,6830,71.22139884766742
target,Prdm6.4,6818,71.17715316902023
target,Rbbp4.1,6596,70.34319648499522
target,Myst1.3,6573,70.25509139532832
target,Mecom.3,6557,70.19360845417681
target,Rbbp7.1,6552,70.17436254440742
target,Myst1.2,6532,70.09722370572295
target,Msl3.3,6440,69.73915794484796
target,Kdm6a.2,6435,69.71954458516235
target,Prmt3.1,6432,69.70776892633648
target,Prkaa2.3,6388,69.53439808977598
target,Prdm13.2,6375,69.48293687164178
target,Prdm14.2,6368,69.4551817915083
target,Prdm2.4,6295,69.1638370632228
target,Mtf2.4,6291,69.14777216253016
target,Orc1.2,6261,69.02694876115422
target,L3mbtl3.3,6092,68.33503046799582
target,Kdm6a.3,6082,68.29347813079542
target,Rnf20.3,6053,68.172584195946
target,Polr2b.2,6046,68.14331519928535
target,Prdm5.1,6016,68.01748825926474
target,Prdm2.3,5971,67.827559072631
target,Kdm4c.2,5803,67.1056317723593
target,Mll5.4,5707,66.68375853907776
target,Mbd4.4,5705,66.67489563244303
target,Kdm6b.3,5627,66.32685488033967
target,Prdm12.4,5585,66.13749978407493
target,Rnf217.3,5528,65.87830275074917
target,Kdm1b.1,5486,65.68566319708458
target,Phf8.3,5481,65.66263568526813
target,Prdm13.1,5195,64.31108611027506
target,Prkcd.1,5150,64.09208879642915
target,Rbbp5.1,5140,64.04318125126258
target,Prmt6.3,5065,63.673541825883895
target,Rnf40.4,4986,63.278698553488596
target,Rnf20.2,4906,62.87298936162053
target,Mta3.3,4829,62.476790143549266
target,Kdm4a.1,4826,62.46123880711642
target,Kdm3a.4,4788,62.2635000051866
target,Prdm12.2,4702,61.81075165329193
target,L3mbtl1.2,4686,61.72570718640288
target,Kdm3a.3,4658,61.5762582289459
target,Mll2.4,4657,61.57090607914809
target,Kdm5b.1,4546,60.97043118041372
target,Mll1.4,4511,60.77842756683316
target,Pbrm1.4,4452,60.4518106317918
target,Pcmt1.3,4436,60.36259008765792
target,Prmt6.2,4398,60.149572667777285
target,Mecom.1,4396,60.138317355022586
target,Kdm1b.2,4358,59.92362596810179
target,Myst4.1,4356,59.91228198976179
target,Mbd4.3,4311,59.65585705499825
target,Phf2.1,4302,59.6042980324214
target,Ppargc1a.1,4194,58.97833836295321
target,Rbbp7.2,4193,58.97247907668389
target,L3mbtl1.4,4168,58.825613448703265
target,Prmt1.1,4150,58.71941134102706
target,Pcgf6.2,4127,58.583145474947095
target,Polr2b.3,4009,57.873925829867545
target,Nsd1.1,3990,57.7581176616527
target,Kdm5c.4,3988,57.74590090473223
target,Ncor2.2,3973,57.65411413009032
target,Rnf217.2,3971,57.641854366723024
target,Kdm2a.2,3959,57.568189055349315
target,L3mbtl4.4,3941,57.45734675032965
target,Prdm5.3,3936,57.42648358885969
target,Mll2.3,3925,57.358471496565436
target,Kdm3b.3,3882,57.09110297750621
target,Polr2b.4,3866,56.99100087372449
target,Phf19.4,3852,56.90313501659408
target,Mta3.4,3845,56.859104879061874
target,Pcgf5.1,3827,56.74558555324716
target,Prdm1.1,3823,56.72030036669929
target,Prdm6.1,3810,56.63797554891451
target,Kdm6b.2,3795,56.542703089722536
target,L3mbtl3.2,3760,56.31921547795121
target,Nap1l2.1,3759,56.312805584637324
target,Paf1.3,3676,55.77596317737936
