"Position","Pool","shRNA","Percentage","precentile","z"
"control1_B02",1,"Bptf.1",42.88199478,71.8167228257795,0.577405523934257
"control1_B03",1,"Bptf.2",47.57709251,82.9427039726411,0.951903507505391
"control1_B04",1,"Bptf.3",38.39208942,58.6781858978624,0.219274426257355
"control1_B05",1,"Bptf.4",31.30193906,36.4573054209495,-0.346261621282203
"control1_B06",1,"Whsc1.1",34.91773309,47.6932937677607,-0.0578528061490736
"control1_B07",1,"Whsc1.2",32.08722741,38.8349202001175,-0.283624181018121
"control1_B08",1,"Whsc1.3",34.29855217,45.7298927850623,-0.10724091675731
"control1_B09",1,"Whsc1.4",37.7426559,56.65011566298,0.167473258807854
"control1_B10",1,"Cd4.1",29.14454277,30.2109364180214,-0.518343355642362
"control1_B11",1,"Cd4.1",17.55071375,7.44948688575922,-1.44310910910379
"control1_C02",1,"Mll2.1",42.78129817,71.5448684878658,0.569373597962516
"control1_C03",1,"Mll2.2",47.98520786,83.7554387320694,0.984456264535953
"control1_C04",1,"Mll2.3",42.32121923,70.2871071573331,0.532676036969777
"control1_C05",1,"Mll2.4",42.17623079,69.8855357367131,0.521111234372766
"control1_C06",1,"Brd8.1",36.53715065,52.8427584768223,0.0713177980972596
"control1_C07",1,"Brd8.2",40.90069284,66.2527022051357,0.41936971210557
"control1_C08",1,"Brd8.3",35.38611926,49.1825195453033,-0.0204926304328575
"control1_C09",1,"Brd8.4",32.05474171,38.7356590792684,-0.28621535799558
"control1_C10",1,"Cd4.2",40.53318825,65.175251100746,0.390056216237586
"control1_C11",1,"Cd4.2",17.67483033,7.58990418409823,-1.43320912158261
"control1_D02",1,"Ncor1.1",48.65979381,85.0426343734675,1.03826368081319
"control1_D03",1,"Ncor1.2",22.22222222,14.2198798744175,-1.07049269026506
"control1_D04",1,"Ncor1.3",51.094196,89.1107692847619,1.23244040806869
"control1_D05",1,"Ncor1.4",47.56918474,82.926703317028,0.95127275515691
"control1_D06",1,"Cxxcl.1",16.87898089,6.72371060755227,-1.49668895259908
"control1_D07",1,"Cxxcl.2",33.70629371,43.8615011220498,-0.154481594540379
"control1_D08",1,"Cxxcl.3",34.60534899,46.7017334231275,-0.0827696922880299
"control1_D09",1,"Cxxcl.4",29.02628656,29.8827443447299,-0.527775898847329
"control1_D10",1,"Cd4.3",29.71602434,31.819223667231,-0.472759917784283
"control1_D11",1,"Cd4.3",14.45783133,4.55322887895835,-1.68980860213279
"control1_E02",1,"Smarca4.1",27.63234439,26.1423901133648,-0.638961770132647
"control1_E03",1,"Smarca4.2",33.64537445,43.6700214352799,-0.159340735146733
"control1_E04",1,"Smarca4.3",33.71294852,43.8824271227372,-0.153950782815177
"control1_E05",1,"Smarca4.4",30.64476587,34.5064454253089,-0.398680132815936
"control1_E06",1,"Klf2.1",38.0740233,57.6874600128678,0.193904321643517
"control1_E07",1,"Klf2.2",39.47617545,62.0100615358851,0.305745050640426
"control1_E08",1,"Klf2.3",42.12046205,69.7304256874571,0.516662917878127
"control1_E09",1,"Klf2.4",37.1556022,54.8014969667941,0.120647731515161
"control1_E10",1,"Cd4.4",28.66716307,28.8961581448575,-0.556420887853346
"control1_E11",1,"Cd4.4",15.72096807,5.60238474783499,-1.58905624524743
"control1_F02",1,"Runx3.1",34.69506292,46.9863184663775,-0.075613784612549
"control1_F03",1,"Runx3.2",21.16814159,12.4133283921371,-1.15456997537333
"control1_F04",1,"Runx3.3",25.45779366,20.8277687430976,-0.812411804698411
"control1_F05",1,"Empty",33.33333333,42.6916409298471,-0.184230263959859
"control1_F06",1,"Sp140.1",41.33301931,67.5032911885304,0.453853635672252
"control1_F07",1,"Sp140.2",44.01147502,74.777262290481,0.667496954760222
"control1_F08",1,"Sp140.3",40.17173358,64.1034478710709,0.361225283879684
"control1_F09",1,"Sp140.4",37.07331552,54.5414495585308,0.114084248174259
"control1_F10",1,"Empty",42.85714286,71.7497456436098,0.57542324487148
"control1_F11",1,"Empty",50,87.3929256762878,1.14516337589676
"control1_G02",1,"Smarce1.1",44.47202166,75.9355791407812,0.704231821197275
"control1_G03",1,"Smarce1.2",39.1990646,61.1657506360603,0.283641686553331
"control1_G04",1,"Smarce1.3",43.60632184,73.7344640772674,0.635180471127104
"control1_G05",1,"Smarce1.4",38.8230222,60.0115929618566,0.253647184066744
"control1_G06",1,"Wdr82.1",25.81721147,21.6595363248144,-0.783743339664233
"control1_G07",1,"Wdr82.2",23.93693263,17.5223867442394,-0.933721183497416
"control1_G08",1,"Wdr82.3",33.79483952,44.1400709879168,-0.147418860342794
"control1_G09",1,"Wdr82.4",23.13386798,15.9193867733136,-0.997776525770826
"control1_G10",1,"Empty",16.66666667,6.50606275591719,-1.51362390301884
"control1_G11",1,"Empty",100,99.9999857680739,5.13334429466897
"7_B02",1,"Hdac7.1",40.75895994,65.8386869539568,0.408064583158724
"7_B03",1,"Ing4.1",42.07650273,69.6079096268906,0.513156563453603
"7_B04",1,"Ing5.1",32.36772803,39.6949692707218,-0.261250436610365
"7_B05",1,"Ing3.1",40.82535004,66.0328597625586,0.413360097759032
"7_B06",1,"Hdac9.1",43.75,74.1067764557518,0.64664076105023
"7_B07",1,"Jmjd4.1",31.43408981,36.8540709846599,-0.335720799291174
"7_B08",1,"Jarid2.1",40.9173361,66.3011911132527,0.420697238744733
"7_B09",1,"Hltf.1",32.44416873,39.9302368730104,-0.255153249787213
"7_B10",1,"Hdac8.1",28.31091181,27.9328736330854,-0.584836777401757
"7_B11",1,"Jhdm1d.1",35.65008987,50.0224453119566,0.000562620565515816
"7_C02",1,"Jarid2.2",41.64556962,68.3953771336797,0.47878377932222
"7_C03",1,"Hells.1",36.45240033,52.5736959703875,0.064557805915583
"7_C04",1,"Hdac7.2",40.17769003,64.1212032912318,0.361700391884356
"7_C05",1,"Jhdm1d.2",36.17914626,51.7054400983779,0.0427620725565661
"7_C06",1,"Ino80.1",34.69716495,46.992988300702,-0.075446119093815
"7_C07",1,"Ing5.2",34.9537037,47.8075740708968,-0.0549836601403017
"7_C08",1,"Hdac9.2",32.69012486,40.6896797609181,-0.235534898896793
"7_C09",1,"Jmjd1c.1",44.44444444,75.8670446911644,0.702032162345339
"7_C10",1,"Ing4.2",33.19415449,42.2566652021717,-0.195331671839556
