"Position","Pool","shRNA","GeoMean","precentile","z"
"control1_B02",1,"Bptf.1",18.20539099,42.844445776662,-0.180335846486903
"control1_B03",1,"Bptf.2",24.13411387,43.301057802194,-0.168714572320478
"control1_B04",1,"Bptf.3",22.13182205,43.1467442289271,-0.172639394355913
"control1_B05",1,"Bptf.4",24.81863161,43.3538361008442,-0.167372804710601
"control1_B06",1,"Whsc1.1",19.33188772,42.9311333541492,-0.178127727198502
"control1_B07",1,"Whsc1.2",17.59126913,42.7972016172926,-0.181539626567556
"control1_B08",1,"Whsc1.3",19.35639232,42.933019443082,-0.178079694143036
"control1_B09",1,"Whsc1.4",15.93791842,42.6700614744494,-0.184780466506117
"control1_B10",1,"Cd4.1",20.28780984,43.0047214266422,-0.176253962264111
"control1_B11",1,"Cd4.1",144.3322377,52.6666781814267,0.0668935644724391
"control1_C02",1,"Mll2.1",16.83043372,42.7386851653127,-0.183030989391236
"control1_C03",1,"Mll2.2",15.72219735,42.6534784396663,-0.185203315363904
"control1_C04",1,"Mll2.3",21.23549245,43.0776992058536,-0.174396348127563
"control1_C05",1,"Mll2.4",17.39920206,42.782428087271,-0.181916109686094
"control1_C06",1,"Brd8.1",33.8718626,44.0529460585538,-0.14962697958835
"control1_C07",1,"Brd8.2",18.62543397,42.8767654332047,-0.179512493004026
"control1_C08",1,"Brd8.3",24.87860381,43.3584606971288,-0.167255249312471
"control1_C09",1,"Brd8.4",22.29410244,43.1592470693309,-0.172321298040366
"control1_C10",1,"Cd4.2",21.39729269,43.0901612559213,-0.174079192985167
"control1_C11",1,"Cd4.2",493.4573663,77.3744791687438,0.751236368136928
"control1_D02",1,"Ncor1.1",19.94311862,42.9781838530079,-0.17692961387601
"control1_D03",1,"Ncor1.2",13.69449177,42.4976673479418,-0.189177952558276
"control1_D04",1,"Ncor1.3",21.89692227,43.1286476675193,-0.173099836646819
"control1_D05",1,"Ncor1.4",24.16323029,43.3033025198217,-0.168657499337576
"control1_D06",1,"Cxxcl.1",31.57967316,43.8757540264809,-0.154120048747222
"control1_D07",1,"Cxxcl.2",44.50245713,44.8762201260909,-0.128789261906861
"control1_D08",1,"Cxxcl.3",25.38369044,43.397412707365,-0.166265196256554
"control1_D09",1,"Cxxcl.4",31.47179629,43.8674178668419,-0.154331505195408
"control1_D10",1,"Cd4.3",22.18405219,43.1507682083795,-0.172537014671624
"control1_D11",1,"Cd4.3",171.1110167,54.7514584373615,0.119384385666144
"control1_E02",1,"Smarca4.1",45.28371075,44.9368149617704,-0.127257876025736
"control1_E03",1,"Smarca4.2",29.28529971,43.6985159992366,-0.158617398925717
"control1_E04",1,"Smarca4.3",25.0085737,43.3684832906005,-0.167000486903155
"control1_E05",1,"Smarca4.4",23.39512777,43.2440932481981,-0.170163106894804
"control1_E06",1,"Klf2.1",24.63999185,43.3400613115293,-0.167722968088111
"control1_E07",1,"Klf2.2",23.99339057,43.2902091059171,-0.168990413186041
"control1_E08",1,"Klf2.3",20.58138489,43.0273260891478,-0.175678506771667
"control1_E09",1,"Klf2.4",20.41811284,43.0147542015495,-0.175998546904284
"control1_E10",1,"Cd4.4",21.78055372,43.1196832267077,-0.173327938187618
"control1_E11",1,"Cd4.4",234.0372637,59.5892795741606,0.242730202877148
"control1_F02",1,"Runx3.1",33.58467355,44.0307390181582,-0.150189917468092
"control1_F03",1,"Runx3.2",102.9049913,49.4291064512607,-0.0143106675550908
"control1_F04",1,"Runx3.3",95.7283961,48.8680344397744,-0.0283779771745025
"control1_F05",1,"Empty",44.85131527,44.903276454544,-0.128105442444864
"control1_F06",1,"Sp140.1",26.71676034,43.5002490425486,-0.163652159502354
"control1_F07",1,"Sp140.2",22.92327386,43.2077278473207,-0.171088018341266
"control1_F08",1,"Sp140.3",23.06086669,43.2183314229671,-0.170818313712945
"control1_F09",1,"Sp140.4",26.69851319,43.4988411134363,-0.163687926924309
"control1_F10",1,"Empty",37.55035311,44.3375502494388,-0.142416531807175
"control1_F11",1,"Empty",105.6766673,49.6458346387491,-0.00887772569755196
"control1_G02",1,"Smarce1.1",23.25297535,43.2331370718335,-0.170441749071151
"control1_G03",1,"Smarce1.2",29.74240621,43.7338170433527,-0.157721394833896
"control1_G04",1,"Smarce1.3",20.47424421,43.0190762165141,-0.175888520166096
"control1_G05",1,"Smarce1.4",29.93574527,43.7487495759216,-0.157342418405276
"control1_G06",1,"Wdr82.1",30.21750566,43.7705129193009,-0.156790121594023
"control1_G07",1,"Wdr82.2",24.80265817,43.3526043669549,-0.167404115286146
"control1_G08",1,"Wdr82.3",29.24784649,43.695623814812,-0.158690813410901
"control1_G09",1,"Wdr82.4",24.65579478,43.3412798320254,-0.167691991740274
"control1_G10",1,"Empty",35.64771897,44.1903063439561,-0.146146008361717
"control1_G11",1,"Empty",3958.478271,99.9999999999977,7.54324853348085
"7_B02",1,"Hdac7.1",26.96358057,43.5192942166377,-0.163168351164419
"7_B03",1,"Ing4.1",40.79203252,44.5886012985913,-0.13606230578822
"7_B04",1,"Ing5.1",28.73387361,43.6559375975107,-0.159698284981674
"7_B05",1,"Ing3.1",37.41507581,44.3270785998525,-0.142681697614991
"7_B06",1,"Hdac9.1",51.37853726,45.4099305389101,-0.115311011363122
"7_B07",1,"Jmjd4.1",29.89237744,43.7453999862139,-0.157427426501056
"7_B08",1,"Jarid2.1",33.42973983,44.0187594681049,-0.150493613099376
"7_B09",1,"Hltf.1",33.17162576,43.998803179935,-0.150999559225446
"7_B10",1,"Hdac8.1",35.19698028,44.1554355824261,-0.147029530496235
"7_B11",1,"Jhdm1d.1",43.60015237,44.8062513187134,-0.130557927977087
"7_C02",1,"Jarid2.2",22.98021801,43.2121161824015,-0.170976398420295
"7_C03",1,"Hells.1",29.59182545,43.7221875640993,-0.158016557946014
