type,shRNA,count,ZScore
target,Rbbp7.3,94542,16.910945653931694
target,Kat2b.2,42575,7.46371416283411
target,Kat5.2,40304,7.050862493192172
target,Psip1.2,32154,5.569250380650649
target,Nap1l3.3,16931,2.8018171058997776
target,Pbrm1.2,15130,2.4744080979626877
target,Prmt8.4,12296,1.9592070271721755
target,Morf4l1.2,12279,1.9561165479190215
target,Prmt3.2,11124,1.746145751601787
target,Pcgf6.3,11073,1.7368743138423248
target,Mll5.1,10455,1.6245263033453112
target,Phf8.2,9900,1.5236312453746923
target,Rbbp4.3,8991,1.3583815017795702
target,Pcmt1.4,8097,1.1958586516431136
target,Prdm4.2,6945,0.9864332340176124
target,Prdm15.4,6909,0.9798886897168155
target,Phf20.3,6447,0.8959003711899218
target,Kdm1a.1,6324,0.8735398448288657
target,Prdm8.1,6261,0.8620868923024712
target,Parp1.3,5958,0.8070036444374304
target,L3mbtl1.3,5720,0.7637369348932731
target,Pbrm1.1,5570,0.7364680003066193
target,Nap1l3.1,5332,0.693201290762462
target,Mbd4.1,5322,0.6913833617900184
target,Kdm4d.1,4769,0.590851889613888
target,Prdm9.4,4506,0.5430403576386217
target,Kat2a.3,4472,0.5368593991323135
target,Phc1.2,4396,0.5230431389417423
target,Nap1l1.4,4366,0.5175893520244115
target,Kdm4a.3,4357,0.5159532159492123
target,Jmjd5.4,4143,0.4770495359389195
target,L3mbtl3.3,4020,0.4546890095778634
target,Prmt5.3,4005,0.451962116119198
target,Nap1l3.2,3953,0.44250888546249134
target,Ncor1.4,3908,0.4343282050864952
target,Psip1.1,3804,0.41542174377308194
target,Phip.1,3708,0.3979696256376235
target,Kdm3a.3,3618,0.3816082648856312
target,Ppargc1a.4,3599,0.3781541998379884
target,Prmt5.2,3439,0.349067336278891
target,Padi1.4,3320,0.32743398150681235
target,Mta3.1,3174,0.300892218509136
target,Psip1.4,3159,0.2981653250504706
target,Rbbp7.1,3078,0.28344010037367756
target,Prdm13.1,3074,0.2827129287847001
target,Paxip1.4,2954,0.2608977811153771
target,Prmt3.4,2900,0.2510809646641817
target,Rnf217.4,2876,0.24671793513031712
target,Mta1.4,2856,0.24308207718542996
target,Kdm4c.1,2824,0.23726470447361048
target,Mll2.2,2750,0.22381203007752792
target,Myst1.2,2711,0.21672210708499795
target,Nsd1.1,2702,0.2150859710097987
target,Phf20l1.4,2657,0.20690529063380259
target,Prkaa2.3,2657,0.20690529063380259
target,Ncor2.1,2646,0.20490556876411464
target,Prdm6.4,2642,0.2041783971751372
target,Kdm4c.2,2562,0.18963496539558852
target,Mll1.3,2557,0.18872600090936673
target,Kdm5b.3,2548,0.18708986483416748
target,Kdm1a.3,2525,0.18290862819754725
target,Rnf20.3,2516,0.181272492122348
target,Mbd3.2,2482,0.17509153361603982
target,Kat2b.3,2361,0.15309459304947243
target,Jmjd6.2,2353,0.15164024987151756
target,Phf1.3,2305,0.14291419080378834
target,Rnf217.1,2278,0.13800578257819066
target,Nap1l3.4,2238,0.1307340666884163
target,Phip.2,2223,0.12800717322975094
target,Ncoa1.2,2212,0.126007451360063
target,Myst3.2,2176,0.11946290705926609
target,Ncor1.1,2169,0.11819035677855556
target,Mbd1.4,2155,0.11564525621713455
target,Men1.4,2135,0.11200939827224737
target,Prkcd.1,2115,0.1083735403273602
target,Kdm4d.4,2062,0.0987385167734092
target,L3mbtl3.4,2058,0.09801134518443176
target,Prdm10.2,2010,0.08928528611670254
target,Kdm5a.2,2001,0.08764915004150332
target,Nap1l2.1,1966,0.08128639863795077
target,Kdm5a.1,1959,0.08001384835724026
