"Position","shRNA","CD103Percentage_100U","CD103Percentage_10U","CD127GeoMean_100U","CD127GeoMean_10U","CD25GeoMean_100U","CD25GeoMean_10U","CD44GeoMean_100U","CD44GeoMean_10U","CD62LPercentage_100U","CD62LPercentage_10U","CXCR3GeoMean_100U","CXCR3GeoMean_10U","CXCR3Percentage_100U","CXCR3Percentage_10U","Lag3GeoMean_100U","Lag3GeoMean_10U","PD1GeoMean_100U","PD1GeoMean_10U","Tim3GeoMean_100U","Tim3GeoMean_10U","Tim3Percentage_100U","Tim3Percentage_10U"
"1_B02","Actl6b.1",-0.257596808660196,-0.383538561298562,-0.454617664502308,0.776521181287445,0.249817937593125,1.20210950170921,1.47410013563774,1.61773587144097,-0.597487572456461,-0.233815084191943,-0.266673456837288,0.903983833070701,0.116871925005635,0.593277040553367,0.207651262934237,-0.605251979486301,-0.386925019750082,-0.306397147825111,0.915202658537992,0.631041049712308,1.03484181529301,0.932204673393517
"1_B03","Asxl3.1",-0.353125714148507,0.0636086695352335,-0.0463456047764226,1.1472548326941,-0.0462717157694705,0.841786285174728,2.18684316036917,1.81855030479939,-0.364296454013646,0.54653783298775,-0.477509472910339,1.09503937235715,-0.416218980196434,0.668337031971827,0.420881684441513,0.504724468841763,0.147502523571973,0.252726562488727,1.06721918162223,0.369083734612843,1.11289474680891,0.800478760261607
"1_B04","Atad2.1",-0.381552711575884,-0.0875622062463874,-0.262823517942896,0.696908789306279,0.276305830115208,0.644956886303125,2.13404308376703,1.14331882553063,-0.370559959549513,0.872527907792638,-0.545497247314243,0.398657013117911,-0.48680226993818,0.456061656029026,0.599544468997004,0.187163242079859,0.289134947237527,-0.108720572025813,1.98578863988049,0.338218611075152,1.45166588008913,0.871459497136256
"1_B05","Asxl2.1",-0.384540016968375,0.202571499888935,-0.493166059602122,1.46733112684107,-0.325635654849294,0.261547736738377,2.55218803792568,1.14039273108515,-0.295131697205895,0.925028517721563,-0.414117492211929,1.05167197133492,0.0189391790935603,0.644691702168632,0.832608469290056,0.220070797692784,0.304870778749509,-0.542475308623865,0.148063317480681,-0.300113887609984,0.468638233151992,-0.107933669608375
"1_B06","Aff4.1",-0.274015707807872,0.436426873564696,-0.457697239862474,1.109833637858,-0.052127297721737,1.21914731380559,2.74504855581732,2.44055535295688,-0.250808288033137,0.275745000507908,-0.488529394894121,1.07023408046466,-0.377008697932491,0.684043422012693,-0.0412830602614152,0.417452088676773,-0.0298528867688338,0.14036623390176,0.646392836055694,0.0238083400411987,0.836658009581333,0.249860220294164
"1_B07","Aurkb.1",-0.330244721842996,0.215960381655357,-0.472789346536607,1.0206176233389,-0.120551765967609,0.861040787102896,2.44223945707636,2.19938690237597,-0.249144144138329,0.362603936853594,-0.547230775732745,1.07651684292649,-0.57882956639268,0.682637447625326,0.966334485919258,-0.537616468347535,0.00825789994105088,-0.334432306942733,1.45714299727003,0.234250561750407,1.20200879553927,0.387470737375324
"1_B08","Atm.1",-0.238232374530962,0.013783354749988,-0.532840920485894,1.43986832310219,-0.0898887025026061,0.502007412273846,1.97060552202462,1.72557662443967,-0.250586687214329,0.465736024944359,-0.569077649140825,0.76336443580549,-0.553754968011637,0.645807589008474,-0.0997193091580432,-0.170473777358407,0.604428691674153,-0.349887641154947,0.68118055043384,-0.00151001113060229,0.860184616226264,0.312407655568806
"1_B09","A2l.1",-0.127817985584645,0.636685968865765,-0.453383175579902,1.48229807725447,0.163957302396954,0.718322202836049,1.23562201768425,-0.0639649326974922,0.00262600305173879,0.23972447511949,-0.474140566937998,-0.516332316152183,-0.241234383351584,-0.118430610250214,-0.358633864702882,-0.970389643395488,0.262092020698478,-0.106115801763609,0.974634440004331,0.822549010732883,0.808760104886854,1.05262084424071
"1_B10","Aff1.1",-0.284900474618732,-0.355114671128472,-0.384507476038204,1.17464612662493,-0.0775248320395287,0.638147436235941,2.50039038000508,2.03329486488664,-0.462986424455857,0.182938241357213,-0.602905018522205,0.634891830130819,-0.694339887359152,0.554671402341796,0.249540758699556,0.215914937371766,-0.0283322950215269,0.0273670461533121,3.25260988286003,0.784030422423588,1.8262887324479,1.3626854102848
"1_B11","Atr.1",-0.237883147879439,-0.658534976102799,-0.373355710660079,0.101610281375735,0.154220920789638,0.736257027390107,2.34236395367728,0.459987408014435,-0.39052147196576,-0.196611930584657,-0.624606356208458,0.250213801629856,-0.788113487106151,0.248803430171733,-0.257751515335142,0.0219224020952356,-0.120974586190121,0.484889463956175,2.90037992213742,0.981031678285471,1.69879081502564,1.9356322880874
