shRNA_names,Q4,Q1,Q2,Q3
Smarcd3.3_repP15-21_rep1,50.29,54.69,50.39,52.49
Smarcd3.4_repP15-21_rep1,42.09,47.43,41.81,19.46
Smarce1.1_repP15-21_rep1,50.26,54.59,49.14,25.06
Smarce1.2_repP15-21_rep1,24.49,26.42,22.81,50.00
Smarce1.3_repP15-21_rep1,29.29,26.96,23.55,31.50
Smarce1.4_repP15-21_rep1,50.68,53.86,48.45,52.20
Smyd1.1_repP15-21_rep1,49.98,53.65,50.59,19.83
Smyd1.2_repP15-21_rep1,47.80,52.97,47.61,38.41
Smyd1.3_repP15-21_rep1,32.44,29.59,26.61,52.13
Smyd2.1_repP15-21_rep1,46.90,52.24,46.63,18.51
Smyd2.2_repP15-21_rep1,48.77,51.67,47.30,52.20
Smyd2.3_repP15-21_rep1,47.69,52.98,47.47,23.63
Smyd2.4_repP15-21_rep1,17.20,22.49,16.93,49.93
Smyd3.1_repP15-21_rep1,46.25,51.65,47.63,18.98
Smyd3.2_repP15-21_rep1,46.72,51.89,51.02,49.07
Smyd3.3_repP15-21_rep1,40.30,45.59,40.03,51.56
Smyd3.4_repP15-21_rep1,47.92,52.77,47.06,51.83
Smyd4.1_repP15-21_rep1,79.37,57.78,77.45,25.87
Smyd4.2_repP15-21_rep1,66.99,53.84,58.75,26.88
Smyd4.3_repP15-21_rep1,48.74,53.91,48.35,52.02
Smyd4.4_repP15-21_rep1,21.70,21.19,16.07,19.04
Smyd5.1_repP15-21_rep1,18.12,21.25,16.91,36.82
Smyd5.2_repP15-21_rep1,15.89,21.16,15.85,52.18
Smyd5.3_repP15-21_rep1,53.98,54.86,49.30,52.20
Smyd5.4_repP15-21_rep1,49.58,54.85,49.30,18.73
Sp100.1_repP15-21_rep1,50.07,37.63,50.07,54.22
Sp100.2_repP15-21_rep1,51.19,53.89,48.87,18.99
Sp100.3_repP15-21_rep1,46.34,50.44,47.93,25.22
Sp100.4_repP15-21_rep1,33.02,35.74,30.18,51.48
Sp110.1_repP15-21_rep1,61.22,54.48,58.72,19.51
Sp110.2_repP15-21_rep1,49.75,54.69,49.09,52.20
Sp110.3_repP15-21_rep1,17.80,22.07,17.84,20.19
Sp110.4_repP15-21_rep1,44.51,49.78,46.21,42.93
Sp140.1_repP15-21_rep1,74.48,57.66,75.38,60.55
Sp140.2_repP15-21_rep1,47.38,51.71,46.96,24.99
Sp140.3_repP15-21_rep1,58.12,52.12,49.60,52.23
Sp140.4_repP15-21_rep1,46.41,51.69,46.13,18.75
Ssrp1.1_repP15-21_rep1,50.67,55.08,49.56,19.24
Ssrp1.2_repP15-21_rep1,16.98,21.76,19.54,18.66
Ssrp1.3_repP15-21_rep1,24.95,30.23,24.67,52.18
Ssrp1.4_repP15-21_rep1,39.35,43.94,38.64,48.03
Supt16h.1_repP15-21_rep1,17.82,21.91,20.42,35.15
Supt16h.2_repP15-21_rep1,47.43,51.91,46.96,51.33
Supt16h.3_repP15-21_rep1,45.74,50.98,45.43,25.21
Supt16h.4_repP15-21_rep1,50.78,46.58,53.48,60.18
Suv39h1.1_repP15-21_rep1,50.07,55.05,64.81,41.61
Suv39h1.2_repP15-21_rep1,71.05,54.00,52.97,51.37
Suv39h1.3_repP15-21_rep1,21.45,26.55,24.69,47.08
Suv39h1.4_repP15-21_rep1,29.16,22.19,25.01,18.86
Suv39h2.1_repP15-21_rep1,52.09,40.94,56.51,53.59
Suv39h2.2_repP15-21_rep1,32.30,36.78,31.09,42.93
Suv39h2.3_repP15-21_rep1,21.99,27.54,21.70,19.87
Suv39h2.4_repP15-21_rep1,43.21,47.65,44.72,51.91
Suv420h1.1_repP15-21_rep1,47.87,53.17,47.59,26.82
Suv420h1.2_repP15-21_rep1,54.92,52.00,49.41,18.51
Suv420h1.3_repP15-21_rep1,42.13,45.36,43.36,49.44
Suv420h1.4_repP15-21_rep1,16.44,21.25,18.54,51.73
Suv420h2.1_repP15-21_rep1,51.42,54.92,49.42,49.25
Suv420h2.2_repP15-21_rep1,48.64,53.60,48.03,45.02
Suv420h2.3_repP15-21_rep1,17.08,21.45,15.74,50.98
Suv420h2.4_repP15-21_rep1,15.88,21.16,15.60,29.57
Suz12.1_repP15-21_rep1,50.31,54.55,51.49,52.20
Suz12.2_repP15-21_rep1,32.58,34.95,29.99,21.51
Suz12.3_repP15-21_rep1,42.70,41.51,38.25,46.64
Suz12.4_repP15-21_rep1,40.30,45.59,40.02,51.89
Taf1.1_repP15-21_rep1,49.57,54.86,49.29,51.42
Taf1.2_repP15-21_rep1,49.71,28.23,47.22,50.06
Taf1.3_repP15-21_rep1,46.13,51.43,45.89,47.22
Taf1.4_repP15-21_rep1,50.33,54.48,48.91,44.80
Taf3.1_repP15-21_rep1,41.91,23.93,30.13,31.36
Taf3.2_repP15-21_rep1,49.55,55.02,49.28,51.41
Taf3.3_repP15-21_rep1,50.50,54.54,50.63,20.24
Taf3.4_repP15-21_rep1,47.65,52.36,49.76,50.96
Tbx21.3_repP15-21_rep1,50.78,54.12,49.13,40.94
Tbx21.4_repP15-21_rep1,45.68,50.53,44.96,52.59
Tbx21_repP15-21_rep1,39.73,44.93,39.54,46.18
Tcea1.1_repP15-21_rep1,48.02,53.28,48.06,50.98
Tcea1.2_repP15-21_rep1,49.52,54.72,49.56,19.49
Tcea1.3_repP15-21_rep1,21.10,21.38,16.34,52.35
Tcea1.4_repP15-21_rep1,25.47,22.21,17.57,29.93
Tdg.1_repP15-21_rep1,50.02,54.86,49.20,42.50
Tdg.2_repP15-21_rep1,46.75,50.32,45.71,48.86
Tdg.3_repP15-21_rep1,51.00,54.74,54.52,42.71
Tdg.4_repP15-21_rep1,17.41,22.68,17.16,24.20
Tet1.1_repP15-21_rep1,51.08,54.58,55.68,46.68
Tet1.2_repP15-21_rep1,47.79,53.08,47.51,43.99
Tet1.3_repP15-21_rep1,25.62,29.52,24.46,51.98
Tet1.4_repP15-21_rep1,26.17,31.37,26.46,51.39
Tet2.1_repP15-21_rep1,49.54,54.83,49.27,34.00
Tet2.2_repP15-21_rep1,29.38,22.04,16.11,50.88
Tet2.3_repP15-21_rep1,59.77,34.42,59.55,37.90
Tet2.4_repP15-21_rep1,53.39,53.29,49.49,51.43
Tet3.1_repP15-21_rep1,43.32,48.60,43.05,19.18
Tet3.2_repP15-21_rep1,50.00,50.00,50.00,77.36
Tet3.3_repP15-21_rep1,26.57,31.70,26.72,19.26
Tet3.4_repP15-21_rep1,49.75,55.06,49.40,51.58
Trim24.1_repP15-21_rep1,49.39,54.08,51.83,18.89
Trim24.2_repP15-21_rep1,33.65,26.76,29.02,45.24
Trim24.3_repP15-21_rep1,44.57,25.03,42.98,51.40
Trim24.4_repP15-21_rep1,69.61,53.29,77.67,41.93
Trim28.1_repP15-21_rep1,50.10,54.02,51.14,54.15
Trim28.2_repP15-21_rep1,68.28,51.80,58.91,52.07
Trim28.3_repP15-21_rep1,59.65,55.07,52.90,30.85
Trim28.4_repP15-21_rep1,41.52,46.24,40.68,23.39
Trim33.1_repP15-21_rep1,51.16,51.46,56.44,52.20
Trim33.2_repP15-21_rep1,50.74,52.46,51.72,49.75
Trim33.3_repP15-21_rep1,51.95,55.16,62.98,19.56
Trim33.4_repP15-21_rep1,52.28,48.26,54.42,42.95
Trim66.1_repP15-21_rep1,19.42,22.73,20.69,44.07
Trim66.3_repP15-21_rep1,50.36,54.17,49.07,46.79
Trim66.4_repP15-21_rep1,49.26,54.26,48.85,50.45
Ube2a.1_repP15-21_rep1,50.65,35.07,46.41,52.29
Ube2a.2_repP15-21_rep1,18.94,21.58,15.90,42.67
Ube2b.1_repP15-21_rep1,68.45,51.49,73.83,32.96
Ube2b.2_repP15-21_rep1,49.44,54.70,49.26,46.17
Ube2b.3_repP15-21_rep1,59.16,55.04,67.65,53.12
Ube2b.4_repP15-21_rep1,75.36,51.96,72.56,52.60
Ube2e1.1_repP15-21_rep1,39.30,44.29,39.39,51.55
Ube2e1.3_repP15-21_rep1,39.96,34.56,52.78,43.76
Ube2e1.4_repP15-21_rep1,45.55,50.83,45.27,52.20
Ube2i.1_repP15-21_rep1,49.22,54.42,49.69,50.18
Ube2i.2_repP15-21_rep1,16.19,21.47,15.94,52.33
Ube2i.3_repP15-21_rep1,47.88,52.59,47.09,36.79
Ube2i.4_repP15-21_rep1,37.88,37.01,36.41,23.06
Uhrf1.1_repP15-21_rep1,27.19,25.87,37.04,52.20
Uhrf1.2_repP15-21_rep1,51.99,54.51,51.09,47.34
Uhrf1.3_repP15-21_rep1,17.56,21.88,19.47,20.50
Uhrf1.4_repP15-21_rep1,47.20,52.49,47.59,19.15
Usp22.1_repP15-21_rep1,26.87,22.44,19.51,50.21
Usp22.2_repP15-21_rep1,50.46,38.76,43.05,36.90
Usp22.3_repP15-21_rep1,50.16,51.44,51.32,19.56
Usp22.4_repP15-21_rep1,18.69,21.90,16.74,52.25
Usp27x.1_repP15-21_rep1,66.61,42.00,63.32,38.52
Usp27x.2_repP15-21_rep1,40.49,39.98,35.91,48.92
Usp27x.3_repP15-21_rep1,47.65,51.62,49.53,48.36
Usp27x.4_repP15-21_rep1,27.70,23.71,33.02,52.58
Usp51.1_repP15-21_rep1,59.30,52.39,63.12,21.75
Usp51.2_repP15-21_rep1,43.35,37.68,41.18,47.42
Usp51.3_repP15-21_rep1,66.54,54.18,56.73,24.51
Usp51.4_repP15-21_rep1,49.24,53.40,47.81,18.95
Wbp7.1_repP15-21_rep1,44.13,48.84,43.33,52.20
Wbp7.2_repP15-21_rep1,49.87,55.33,51.13,18.91
Wbp7.3_repP15-21_rep1,16.01,21.18,15.67,42.57
Wbp7.4_repP15-21_rep1,53.99,54.85,49.90,47.81
Wdr5.1_repP15-21_rep1,31.86,36.90,32.34,51.83
Wdr5.2_repP15-21_rep1,27.25,32.54,26.97,47.87
Wdr5.3_repP15-21_rep1,38.43,43.87,38.09,48.33
Wdr5.4_repP15-21_rep1,19.32,21.24,16.25,31.20
Wdr82.1_repP15-21_rep1,49.57,54.86,49.29,50.49
Wdr82.2_repP15-21_rep1,68.39,43.57,66.38,36.33
Wdr82.3_repP15-21_rep1,49.68,55.00,57.05,52.64
Wdr82.4_repP15-21_rep1,32.45,34.48,33.48,18.76
Whsc1.1_repP15-21_rep1,18.59,21.26,18.67,52.20
Whsc1.2_repP15-21_rep1,29.39,34.67,29.11,52.06
Whsc1.3_repP15-21_rep1,30.52,33.68,31.74,18.60
Whsc1.4_repP15-21_rep1,26.30,21.17,18.27,21.76
Whsc1l1.2_repP15-21_rep1,59.07,51.50,59.43,18.63
Whsc1l1.3_repP15-21_rep1,49.56,54.70,50.91,18.71
Whsc1l1.4_repP15-21_rep1,73.76,52.47,72.02,58.65
Zmynd11.1_repP15-21_rep1,50.29,51.78,49.39,32.21
Zmynd11.2_repP15-21_rep1,52.03,55.24,53.11,49.04
Zmynd11.3_repP15-21_rep1,50.00,50.00,50.00,70.42
Zmynd11.4_repP15-21_rep1,56.75,52.27,56.39,35.89
Zmynd8.1_repP15-21_rep1,21.38,25.96,21.16,47.86
Zmynd8.2_repP15-21_rep1,23.79,27.11,21.55,27.24
Zmynd8.3_repP15-21_rep1,16.91,21.33,16.28,18.69
Zmynd8.4_repP15-21_rep1,49.58,54.79,49.23,49.53
Bcl6.2_repP8-14_rep1,60.78,54.77,80.11,49.96
Bcl6.3_repP8-14_rep1,77.61,64.91,67.48,56.73
Bcl6_repP8-14_rep1,83.92,63.39,83.92,51.61
CD4.1_repP8-14_rep1,54.35,69.57,56.41,47.36
CD4.2_repP8-14_rep1,53.58,51.41,52.65,51.57
CD4.3_repP8-14_rep1,59.93,53.76,59.22,23.79
CD4.4_repP8-14_rep1,79.97,61.21,63.45,57.08
CDK9.1_repP8-14_rep1,72.21,73.00,67.78,51.28
CDK9.2_repP8-14_rep1,38.20,43.42,38.36,55.51
CDK9.3_repP8-14_rep1,63.05,69.18,66.01,56.75
Ccnt1.2_repP8-14_rep1,58.47,80.30,72.34,23.33
Ccnt1.3_repP8-14_rep1,30.04,33.28,32.46,24.14
Ccnt1.4_repP8-14_rep1,46.44,77.43,58.13,25.74
Ccnt1_repP8-14_rep1,64.24,66.35,55.28,52.05
Cd14.2_repP8-14_rep1,48.90,47.73,48.97,52.83
Cd14_repP8-14_rep1,18.84,19.70,18.92,57.16
Cd19.3_repP8-14_rep1,56.11,54.95,56.19,21.62
Cd19.4_repP8-14_rep1,51.35,50.19,51.42,47.14
Cd19_repP8-14_rep1,53.31,52.15,53.39,37.93
Fosb.2_repP8-14_rep1,55.57,54.40,55.64,55.25
Fosb_repP8-14_rep1,18.88,17.71,18.95,55.37
Hes1.2_repP8-14_rep1,56.51,54.99,56.23,56.56
Hes1.3_repP8-14_rep1,54.92,53.75,54.99,53.28
Hes1_repP8-14_rep1,56.15,54.99,56.23,39.38
Id2.2_repP8-14_rep1,55.24,54.08,55.32,52.49
Id2.3_repP8-14_rep1,60.66,52.04,53.29,44.29
Id2.4_repP8-14_rep1,43.37,42.21,43.45,51.80
Id2.5_repP8-14_rep1,54.57,53.41,54.65,56.24
Id2_repP8-14_rep1,38.98,37.82,39.06,53.57
Id3.2_repP8-14_rep1,55.58,54.42,55.65,21.98
Id3.3_repP8-14_rep1,53.20,51.72,52.96,20.25
Id3.4_repP8-14_rep1,53.81,55.56,53.61,53.14
Id3.5_repP8-14_rep1,53.07,51.91,53.15,39.82
Id3_repP8-14_rep1,70.38,77.28,73.81,52.07
Jmjd5.1_repP8-14_rep1,43.45,41.32,42.53,49.14
Jmjd5.2_repP8-14_rep1,56.45,55.35,56.90,20.31
Jmjd5.3_repP8-14_rep1,79.52,71.65,78.61,19.93
Jmjd5.4_repP8-14_rep1,39.05,24.21,35.62,46.18
Jmjd6.1_repP8-14_rep1,65.63,58.32,59.41,26.56
Jmjd6.2_repP8-14_rep1,58.98,52.31,44.95,57.20
Jmjd6.3_repP8-14_rep1,54.07,56.08,53.22,48.66
Jmjd6.4_repP8-14_rep1,28.17,26.11,27.27,57.20
Jmjd8.1_repP8-14_rep1,56.15,54.99,56.23,56.60
Jmjd8.2_repP8-14_rep1,56.16,54.99,56.23,57.20
Jmjd8.3_repP8-14_rep1,56.15,54.99,56.23,53.87
Kat2a.1_repP8-14_rep1,56.16,54.99,56.23,53.01
Kat2a.2_repP8-14_rep1,56.15,54.99,56.23,39.23
Kat2a.3_repP8-14_rep1,45.06,40.19,47.76,54.76
Kat2b.1_repP8-14_rep1,56.88,53.16,56.36,56.91
Kat2b.2_repP8-14_rep1,73.84,71.43,73.81,57.20
Kat2b.3_repP8-14_rep1,50.22,40.66,48.10,45.77
Kat2b.4_repP8-14_rep1,52.02,53.80,51.97,56.58
Kat5.1_repP8-14_rep1,65.78,55.16,53.89,53.98
Kat5.2_repP8-14_rep1,71.16,66.58,68.61,56.61
Kat5.3_repP8-14_rep1,54.79,54.73,54.90,56.63
Kat5.4_repP8-14_rep1,50.02,46.02,49.90,41.42
Kdm1a.1_repP8-14_rep1,66.06,50.02,59.65,55.34
Kdm1a.2_repP8-14_rep1,74.93,61.42,67.16,20.41
Kdm1a.3_repP8-14_rep1,43.99,50.37,49.75,55.52
Kdm1a.4_repP8-14_rep1,54.80,30.99,50.50,49.37
Kdm1b.1_repP8-14_rep1,53.18,56.90,51.83,47.71
Kdm1b.2_repP8-14_rep1,59.47,58.51,57.14,50.40
Kdm1b.3_repP8-14_rep1,60.03,56.14,55.32,48.89
Kdm1b.4_repP8-14_rep1,51.04,42.48,47.73,33.94
Kdm2a.1_repP8-14_rep1,56.90,55.72,58.47,41.60
Kdm2a.2_repP8-14_rep1,41.31,30.02,21.71,56.85
Kdm2a.3_repP8-14_rep1,76.47,58.92,60.87,19.91
Kdm2a.4_repP8-14_rep1,24.13,19.44,19.89,35.17
Kdm2b.1_repP8-14_rep1,32.75,31.57,32.82,49.79
Kdm2b.2_repP8-14_rep1,49.82,30.88,31.84,52.72
Kdm2b.3_repP8-14_rep1,32.34,27.19,28.49,27.27
Kdm2b.4_repP8-14_rep1,20.20,18.45,20.88,57.17
Kdm3a.1_repP8-14_rep1,39.10,36.03,35.88,57.02
Kdm3a.2_repP8-14_rep1,47.51,38.35,51.06,41.04
Kdm3a.3_repP8-14_rep1,50.00,46.29,49.47,54.12
Kdm3a.4_repP8-14_rep1,51.76,59.75,59.15,54.74
Kdm3b.2_repP8-14_rep1,66.05,53.51,51.83,56.48
Kdm3b.3_repP8-14_rep1,54.14,46.34,49.85,54.43
Kdm3b.4_repP8-14_rep1,54.48,52.53,53.56,55.17
Kdm4a.1_repP8-14_rep1,75.27,62.82,63.66,53.89
Kdm4a.2_repP8-14_rep1,41.89,40.52,42.14,50.49
Kdm4a.3_repP8-14_rep1,77.49,65.67,63.02,56.91
Kdm4a.4_repP8-14_rep1,58.24,56.01,55.83,50.23
Kdm4b.1_repP8-14_rep1,56.16,54.99,56.23,19.95
Kdm4b.2_repP8-14_rep1,56.16,54.99,56.23,56.99
Kdm4b.3_repP8-14_rep1,56.14,54.98,56.21,19.94
Kdm4c.1_repP8-14_rep1,50.06,50.06,49.26,56.63
Kdm4c.2_repP8-14_rep1,75.66,62.57,62.19,54.20
Kdm4c.3_repP8-14_rep1,81.69,66.19,73.37,56.99
Kdm4c.4_repP8-14_rep1,46.16,41.48,44.96,35.86
Kdm4d.1_repP8-14_rep1,78.86,74.95,70.95,48.79
Kdm4d.2_repP8-14_rep1,79.65,53.51,64.91,40.03
Kdm4d.3_repP8-14_rep1,51.65,50.43,51.16,53.96
Kdm4d.4_repP8-14_rep1,64.81,70.53,57.89,53.72
Kdm5a.1_repP8-14_rep1,79.30,75.41,73.40,29.34
Kdm5a.2_repP8-14_rep1,54.00,54.00,54.00,58.73
Kdm5a.3_repP8-14_rep1,42.75,29.75,34.07,57.20
Kdm5a.4_repP8-14_rep1,58.46,57.09,56.65,56.48
Kdm5b.1_repP8-14_rep1,56.41,54.99,56.23,57.20
Kdm5b.2_repP8-14_rep1,63.54,58.29,62.68,24.72
Kdm5b.3_repP8-14_rep1,36.00,34.32,37.09,56.03
Kdm5b.4_repP8-14_rep1,59.91,56.49,57.68,48.94
Kdm5c.1_repP8-14_rep1,52.94,52.63,38.52,60.70
Kdm5c.2_repP8-14_rep1,50.00,49.90,40.95,57.20
Kdm5c.3_repP8-14_rep1,63.29,53.24,54.16,55.54
Kdm5c.4_repP8-14_rep1,51.27,49.92,48.72,55.34
Kdm5d.1_repP8-14_rep1,44.77,31.07,29.66,33.78
Kdm5d.2_repP8-14_rep1,55.70,55.06,55.42,56.47
Kdm5d.3_repP8-14_rep1,77.83,67.22,63.75,28.08
Kdm5d.4_repP8-14_rep1,56.17,54.98,56.18,56.13
Kdm6a.1_repP8-14_rep1,59.81,58.58,56.00,51.80
Kdm6a.2_repP8-14_rep1,34.25,32.36,30.21,55.27
Kdm6a.3_repP8-14_rep1,57.39,55.23,56.25,56.06
Kdm6a.4_repP8-14_rep1,59.27,60.07,57.72,40.43
Kdm6b.1_repP8-14_rep1,57.98,52.75,53.99,56.73
Kdm6b.2_repP8-14_rep1,46.40,46.04,45.26,53.16
Kdm6b.3_repP8-14_rep1,54.61,48.94,50.12,57.11
Kdm6b.4_repP8-14_rep1,48.25,47.24,50.49,57.20
Klf12.4_repP8-14_rep1,47.56,46.38,47.62,50.97
Klf12.5_repP8-14_rep1,44.02,42.85,44.09,57.08
Klf12_repP8-14_rep1,32.87,31.66,32.90,53.35
Klf2.2_repP8-14_rep1,47.30,46.13,47.37,20.01
Klf2.3_repP8-14_rep1,53.92,52.75,53.99,56.61
Klf2.4_repP8-14_rep1,56.15,54.99,56.23,52.80
Klf2.5_repP8-14_rep1,55.94,54.78,56.02,49.55
Klf2.6_repP8-14_rep1,39.74,38.58,39.82,49.93
Klf2.7_repP8-14_rep1,22.64,21.48,22.72,53.96
Klf2_repP8-14_rep1,20.14,18.12,19.80,47.18
L3mbtl1.1_repP8-14_rep1,52.27,51.15,52.09,54.57
L3mbtl1.2_repP8-14_rep1,54.27,40.88,40.62,38.43
L3mbtl1.3_repP8-14_rep1,61.47,61.46,59.49,53.62
L3mbtl1.4_repP8-14_rep1,82.75,79.41,67.25,53.17
L3mbtl2.1_repP8-14_rep1,60.92,57.47,63.00,57.19
L3mbtl2.3_repP8-14_rep1,54.47,55.02,54.07,55.26
L3mbtl2.4_repP8-14_rep1,54.76,52.60,54.25,46.53
L3mbtl3.1_repP8-14_rep1,28.81,33.60,33.43,51.24
L3mbtl3.2_repP8-14_rep1,55.55,53.09,54.57,57.20
L3mbtl3.3_repP8-14_rep1,57.01,54.58,58.36,57.20
L3mbtl3.4_repP8-14_rep1,79.97,61.43,58.52,20.07
L3mbtl4.1_repP8-14_rep1,65.76,48.20,49.15,56.64
L3mbtl4.2_repP8-14_rep1,76.96,57.58,55.47,26.40
L3mbtl4.3_repP8-14_rep1,52.67,50.49,52.04,56.93
L3mbtl4.4_repP8-14_rep1,57.19,54.93,56.09,57.20
Mbd1.1_repP8-14_rep1,60.38,51.61,41.46,56.91
Mbd1.2_repP8-14_rep1,29.33,28.18,34.57,41.38
Mbd1.3_repP8-14_rep1,39.95,36.76,37.50,48.41
Mbd1.4_repP8-14_rep1,64.62,46.43,51.72,47.62
Mbd2.2_repP8-14_rep1,21.73,26.44,19.41,20.14
Mbd2.3_repP8-14_rep1,53.28,72.20,51.40,55.30
Mbd2.4_repP8-14_rep1,42.18,40.56,44.16,48.01
Mbd3.1_repP8-14_rep1,52.96,49.58,56.73,57.20
Mbd3.2_repP8-14_rep1,69.95,70.24,67.23,65.48
Mbd3.3_repP8-14_rep1,52.30,52.44,52.20,42.74
Mbd3.4_repP8-14_rep1,53.75,50.56,52.16,45.70
Mbd4.1_repP8-14_rep1,77.33,75.78,74.96,44.27
Mbd4.2_repP8-14_rep1,69.84,60.35,58.97,52.81
Mbd4.3_repP8-14_rep1,56.02,44.64,44.36,31.44
Mbd4.4_repP8-14_rep1,67.76,58.00,56.44,46.11
Mecom.1_repP8-14_rep1,59.80,54.38,55.61,43.20
Mecom.2_repP8-14_rep1,56.08,56.68,55.93,52.90
Mecom.3_repP8-14_rep1,58.20,56.73,59.71,52.90
Mecom.4_repP8-14_rep1,60.62,55.57,57.93,56.38
Mecp2.1_repP8-14_rep1,56.15,54.99,56.23,51.31
Mecp2.2_repP8-14_rep1,56.20,54.99,56.23,37.30
Mecp2.3_repP8-14_rep1,56.15,57.05,56.23,57.20
Men1.1_repP8-14_rep1,26.40,26.42,28.29,28.43
Men1.3_repP8-14_rep1,46.77,43.48,46.03,57.19
Men1.4_repP8-14_rep1,64.22,53.85,69.87,45.40
Mll1.1_repP8-14_rep1,53.49,53.28,54.58,57.19
Mll1.2_repP8-14_rep1,45.23,35.78,36.96,50.52
Mll1.3_repP8-14_rep1,48.97,55.78,56.38,20.35
Mll1.4_repP8-14_rep1,55.51,54.87,55.71,57.16
Mll2.1_repP8-14_rep1,68.58,68.81,65.46,56.29
Mll2.2_repP8-14_rep1,71.56,67.99,62.59,49.49
Mll2.3_repP8-14_rep1,54.22,53.08,54.30,55.68
Mll2.4_repP8-14_rep1,41.45,48.55,48.71,50.19
Mll3.2_repP8-14_rep1,49.94,50.00,49.17,53.87
Mll3.3_repP8-14_rep1,64.00,57.59,59.32,23.15
Mll3.4_repP8-14_rep1,65.74,60.58,57.48,19.99
Mll5.1_repP8-14_rep1,78.46,65.56,52.52,54.14
Mll5.2_repP8-14_rep1,40.59,29.86,25.78,54.53
Mll5.3_repP8-14_rep1,70.28,61.54,58.39,55.65
Mll5.4_repP8-14_rep1,47.54,47.46,43.70,56.91
Morf4l1.2_repP8-14_rep1,57.14,57.14,57.14,49.94
Morf4l1.3_repP8-14_rep1,77.30,72.40,76.64,53.42
Morf4l1.4_repP8-14_rep1,66.36,59.06,58.84,57.20
Ms4a1.2_repP8-14_rep1,51.76,50.60,51.84,20.14
Ms4a1_repP8-14_rep1,37.19,37.65,42.54,20.52
Msl3.1_repP8-14_rep1,61.24,54.81,55.96,50.91
Msl3.2_repP8-14_rep1,67.32,54.97,57.58,45.56
Msl3.3_repP8-14_rep1,73.77,63.04,62.10,29.81
Msl3.4_repP8-14_rep1,58.62,64.78,56.04,53.08
Mta1.1_repP8-14_rep1,59.48,48.58,50.30,55.37
Mta1.2_repP8-14_rep1,45.28,50.35,45.72,55.13
Mta1.3_repP8-14_rep1,53.06,52.45,52.45,56.27
Mta1.4_repP8-14_rep1,64.98,64.36,54.62,28.73
Mta2.1_repP8-14_rep1,62.28,67.34,52.86,55.62
Mta2.2_repP8-14_rep1,78.82,76.03,77.07,55.96
Mta2.3_repP8-14_rep1,57.19,54.73,56.10,54.60
Mta2.4_repP8-14_rep1,62.53,63.41,58.21,56.90
Mta3.1_repP8-14_rep1,72.24,71.90,70.61,54.24
Mta3.2_repP8-14_rep1,56.21,55.09,56.09,50.38
Mta3.3_repP8-14_rep1,55.97,54.77,56.33,46.01
Mta3.4_repP8-14_rep1,68.39,55.96,56.73,19.89
Mtf2.1_repP8-14_rep1,63.02,63.18,60.28,20.01
Mtf2.2_repP8-14_rep1,49.98,39.10,45.13,56.44
Mtf2.3_repP8-14_rep1,31.64,30.86,30.76,56.78
Mtf2.4_repP8-14_rep1,75.54,58.10,57.59,56.79
Myst1.1_repP8-14_rep1,56.22,57.02,55.18,50.31
Myst1.2_repP8-14_rep1,77.30,76.53,72.44,20.36
Myst1.3_repP8-14_rep1,64.05,43.74,53.96,51.34
Myst1.4_repP8-14_rep1,59.98,48.50,51.83,56.17
Myst2.1_repP8-14_rep1,54.69,53.03,58.13,55.31
Myst2.2_repP8-14_rep1,60.81,52.40,52.68,53.17
Myst2.3_repP8-14_rep1,51.38,50.18,51.50,48.19
Myst2.4_repP8-14_rep1,49.52,44.96,47.85,41.07
Myst3.1_repP8-14_rep1,56.58,54.76,55.98,47.71
Myst3.2_repP8-14_rep1,69.04,67.57,70.33,44.52
Myst3.3_repP8-14_rep1,60.74,58.20,58.13,56.51
Myst3.4_repP8-14_rep1,56.17,54.93,56.14,49.21
Myst4.1_repP8-14_rep1,80.89,70.70,78.29,22.26
Myst4.3_repP8-14_rep1,44.58,40.88,41.91,20.45
Myst4.4_repP8-14_rep1,29.65,30.36,29.83,19.96
Nap1l1.1_repP8-14_rep1,56.28,57.28,62.84,57.20
Nap1l1.2_repP8-14_rep1,50.83,51.32,51.11,54.92
Nap1l1.3_repP8-14_rep1,56.52,58.57,57.90,56.18
Nap1l1.4_repP8-14_rep1,78.72,76.55,67.22,42.58
Nap1l2.1_repP8-14_rep1,78.54,71.79,71.68,57.20
Nap1l2.2_repP8-14_rep1,55.33,54.17,55.40,19.91
Nap1l2.3_repP8-14_rep1,65.63,53.19,62.74,55.90
Nap1l2.4_repP8-14_rep1,78.18,71.96,68.60,20.13
Nap1l3.1_repP8-14_rep1,50.00,49.01,49.72,80.30
Nap1l3.2_repP8-14_rep1,74.39,59.29,53.20,42.28
Nap1l3.3_repP8-14_rep1,65.92,62.96,65.91,49.51
Nap1l3.4_repP8-14_rep1,54.80,57.28,58.89,55.71
Ncoa1.1_repP8-14_rep1,48.39,53.12,47.83,44.42
Ncoa1.2_repP8-14_rep1,66.80,59.28,42.57,31.75
Ncoa1.3_repP8-14_rep1,65.95,49.55,54.57,47.30
Ncoa1.4_repP8-14_rep1,24.64,24.09,24.18,49.00
Ncoa3.1_repP8-14_rep1,62.31,56.21,57.21,51.91
Ncoa3.2_repP8-14_rep1,70.19,56.23,59.10,57.15
Ncoa3.3_repP8-14_rep1,72.02,55.44,59.22,47.74
Ncoa3.4_repP8-14_rep1,62.97,50.04,50.94,46.68
Ncor1.1_repP8-14_rep1,71.94,67.21,60.62,52.73
