gene_name,Q4,Q1,Q2,Q3,Q1-Q2,Q1-Q3,Q1-Q4,Q2-Q3,Q2-Q4,Q3-Q4
Arid1b,54.847132137901326,55.0103190165188,50.04106821304172,53.296734897721414,4.969250803477075,1.7135841187973782,0.1631868786174735,-3.255666684679697,-4.806063924859601,-1.5503972401799047
Smarcd1,46.85749616237611,48.86212846729253,49.93660087045475,43.67393400086773,-1.0744724031622175,5.188194466424799,2.004632304916425,6.262666869587017,3.0791047080786424,-3.183562161508374
Brd3,50.94463874674699,54.09738647357858,52.440409596501496,50.319305689971856,1.6569768770770867,3.7780807836067325,3.1527477268315973,2.1211039065296458,1.4957708497545106,-0.6253330567751352
Supt16h,46.069961720640684,45.44375047224326,45.946805773043664,49.56888808265353,-0.5030553008004004,-4.125137610410274,-0.6262112483974134,-3.622082309609873,-0.12315594759701298,3.49892636201286
Ehmt1,45.41486034107421,46.60276768310847,45.46749506626565,46.731120309594445,1.135272616842811,-0.12835262648598356,1.187907342034256,-1.2636252433287947,0.052634725191444964,1.3162599685202405
Smyd1,50.016632159814776,46.39237431945176,46.76817881619075,41.21073882010992,-0.37580449673898936,5.181635499341843,-3.6242578403630215,5.557439996080833,-3.248453343624032,-8.805893339704864
Ash1l,48.85939802850911,50.82834002525634,53.19841956899179,58.11733023052892,-2.370079543735449,-7.288990205272585,1.96894199674722,-4.918910661537136,4.339021540482669,9.257932202019804
Hdac8,50.175519673182144,59.75141182969877,50.545909077812894,42.84008699961178,9.20550275188587,16.91132483008699,9.575892156516623,7.705822078201119,0.3703894046307523,-7.3354326735703665
Cbx6,51.96732567037365,50.0323402818615,50.40368982181408,49.02927532810236,-0.3713495399525888,1.0030649537591367,-1.934985388512156,1.3744144937117255,-1.5636358485595672,-2.9380503422712927
Hdac10,52.39895850122123,50.40576277011955,52.53897986533396,55.7633185376548,-2.1332170952144125,-5.357555767535239,-1.9931957311016788,-3.224338672320827,0.1400213641127337,3.3643600364335606
Setd5,55.37420744904889,51.58301716155983,53.17675213880041,51.872972859017345,-1.5937349772405804,-0.2899556974575104,-3.791190287489047,1.30377927978307,-2.1974553102484666,-3.5012345900315367
Paxip1,56.63754505883297,56.48289867900371,54.672768844762,53.823959662803745,1.8101298342417103,2.6589390161999633,-0.1546463798292681,0.8488091819582531,-1.9647762140709784,-2.8135853960292314
Nap1l1,57.214117294821406,57.580629819554545,53.53713630315969,52.83790618354368,4.043493516394845,4.742723636010862,0.36651252473313356,0.6992301196160176,-3.6769809916617113,-4.376211111277729
Prdm1,58.64963668687027,52.58019839074339,54.02266187649543,45.19769762615352,-1.4424634857520324,7.382500764589872,-6.069438296126876,8.824964250341903,-4.626974810374843,-13.451939060716747
Hes6,62.96956138262465,59.29357811038612,55.665883886700954,53.96394146309996,3.6276942236851646,5.329636647286161,-3.6759832722385397,1.7019424236009968,-7.303677495923704,-9.005619919524701
Mbd2,44.75937449259993,54.945536312190065,45.26549179775859,45.92067272138658,9.680044514431463,9.02486359080348,10.186161819590142,-0.6551809236279826,0.5061173051586785,1.1612982287866611
Prkcd,52.080093945305244,48.928961128790974,52.159857250433674,53.877464787685064,-3.230896121642709,-4.948503658894089,-3.1511328165142736,-1.7176075372513808,0.07976330512843477,1.7973708423798156
Prdm8,59.02842364344848,52.2530853914433,55.208732535751295,47.34718212934037,-2.955647144308001,4.905903262102921,-6.775338252005184,7.861550406410922,-3.8196911076971833,-11.681241514108105
Zmynd11,52.701087965176484,50.70150142711776,53.172457401868044,47.31724518526599,-2.4709559747502734,3.38425624185178,-1.999586538058714,5.8552122166020535,0.4713694366915595,-5.383842779910494
Bmi1,50.97412590391207,52.44776618866649,49.85077026428402,44.9660654933612,2.5969959243824734,7.481700695305303,1.4736402847544285,4.88470477092283,-1.1233556396280449,-6.008060410550875
Cbx5,51.92825543593188,53.87034516117729,50.951896080799564,48.486283155746435,2.9184490803777394,5.384062005430866,1.942089725245415,2.465612925053126,-0.9763593551323244,-3.4419722801854498
Gtf2f1,48.5350531754656,51.188184985083225,53.410278130352964,49.5766901934752,-2.222093145269726,1.611494791608031,2.6531318096176335,3.8335879368777572,4.87522495488736,1.0416370180096024
L3mbtl1,58.555992357317365,53.22180775816369,51.942346694873855,52.92823237806112,1.2794610632898316,0.2935753801025687,-5.334184599153679,-0.9858856831872629,-6.613645662443511,-5.627759979256248
Rnf217,53.51662244985988,50.40572538498507,58.24496215064612,49.40301428971296,-7.839236765661033,1.0027110952721152,-3.1108970648748118,8.841947860933148,4.728339700786221,-4.113608160146927
Phc2,54.79039280952219,56.82508047191875,57.030116454967725,49.23854682495173,-0.2050359830489814,7.5865336469670215,2.0346876623965624,7.791569630016003,2.239723645445544,-5.551845984570459
Mta2,59.04602759361999,58.42480802304036,57.079180311309045,52.95496225059378,1.3456277117313062,5.469845772446574,-0.6212195705796342,4.124218060715267,-1.9668472823109404,-6.091065343026208
Dnmt3l,48.03636875602409,47.1529547047506,45.636463703585136,52.72637524503074,1.5164910011654675,-5.57342054028013,-0.8834140512734878,-7.0899115414455975,-2.3999050524389554,4.690006489006642
Prmt1,53.51455567351042,51.219975298758825,51.67046283467414,50.10249915457502,-0.45048753591532,1.1174761441837981,-2.2945803747516047,1.5679636800991181,-1.8440928388362847,-3.412056518935403
Hdac1,53.72024901006179,52.346369687796816,52.81295500466419,45.20630129158898,-0.46658531686737525,7.140068396207834,-1.3738793222649823,7.606653713075209,-0.9072940053976071,-8.513947718472817
Prmt6,53.3717874858623,54.87092998107007,53.08708053898723,43.710962548429876,1.7838494420828415,11.159967432640194,1.4991424952077663,9.376117990557352,-0.28470694687507514,-9.660824937432428
Pcgf1,54.929107015341486,51.73910156119469,54.332593957141924,47.22025501138615,-2.5934923959472407,4.5188465498085275,-3.1900054541468075,7.112338945755768,-0.5965130581995668,-7.708852003955335
Dnmt3a,56.634421164908616,58.874730179089745,52.53786053447774,56.908916208669524,6.33686964461201,1.9658139704202284,2.2403090141811326,-4.371055674191782,-4.0965606304308775,0.27449504376090417
Padi6,54.897808395600975,53.94092995244784,55.498999613260125,48.64477853195629,-1.5580696608122846,5.296151420491542,-0.9568784431531441,6.854221081303827,0.6011912176591405,-6.253029863644686
Myst1,57.856306781143424,53.14463594901773,53.18661571716356,45.94940562737161,-0.04197976814583537,7.195230321646116,-4.711670832125696,7.237210089791951,-4.669691063979861,-11.906901153771813
Cbx8,48.37741217377362,48.97475155532092,45.885932975971635,47.66873492455268,3.088818579349285,1.3060166307682453,0.5973393815472905,-1.7828019485810396,-2.4914791978019943,-0.7086772492209548
Nap1l3,56.255547339062055,53.322393491057056,52.53955689820002,51.00562268225319,0.7828365928570431,2.316770808803865,-2.933153848004997,1.533934215946822,-3.71599044086204,-5.249924656808862
Pcmt1,58.96883102882676,53.533012468551654,49.70067845757111,53.11366057637223,3.832334010980542,0.41935189217941726,-5.435818560275112,-3.412982118801125,-9.268152571255653,-5.855170452454529
Cbx1,49.4061887471035,54.2502755721808,50.72860991550536,52.9865306928711,3.521665656675438,1.2637448793096957,4.844086825077304,-2.2579207773657424,1.322421168401866,3.5803419457676084
Chd8,53.74219856930863,56.29769437244908,50.29316737123481,49.9766975463849,6.004527001214277,6.320996826064183,2.555495803140449,0.31646982484990627,-3.449031198073828,-3.7655010229237345
Wdr82,53.24525107004564,50.54745163864216,51.50160293117618,44.19853583471828,-0.9541512925340108,6.348915803923888,-2.6977994314034683,7.303067096457899,-1.7436481388694576,-9.046715235327357
Smarca4,48.43837009028604,44.13342996481573,49.817723030859575,51.21250013662,-5.684293066043844,-7.079070171804273,-4.30494012547031,-1.3947771057604283,1.3793529405735345,2.774130046333963
Prmt8,52.44067621249304,52.37702027321123,53.53296975128449,50.54520696007869,-1.1559494780732562,1.8318133131325443,-0.06365593928179969,2.9877627912058005,1.0922935387914565,-1.895469252414344
Cbx2,50.66681887797225,50.23001301246063,50.55585498033306,50.65413052121929,-0.3258419678724209,-0.42411750875865667,-0.4368058655116194,-0.09827554088623576,-0.11096389763919845,-0.012688356752962685
Elp4,48.248446284444455,50.55904285684259,47.06751652979873,49.76235545213098,3.491526327043852,0.7966874047115935,2.3105965723981297,-2.6948389223322584,-1.1809297546457223,1.5139091676865362
Mta3,55.94915351303887,63.838556558834256,56.75573246815744,49.09043490145604,7.082824090676821,14.748121657378215,7.889403045795382,7.665297566701396,0.8065789551185603,-6.858718611582836
CD4,55.543249818602966,54.892901254843935,54.13703444588446,45.502745926990066,0.755866808959467,9.39015532785386,-0.6503485637590464,8.634288518894392,-1.4062153727185134,-10.040503891612905
Padi2,55.2866258917601,51.96943652609968,53.33813902338294,47.5759449422202,-1.3687024972832624,4.39349158387947,-3.3171893656604303,5.762194081162733,-1.9484868683771677,-7.7106809495399
Baz1b,54.01958764552452,58.9241172851645,52.417870552025214,48.221267833471536,6.506246733139283,10.702849451692956,4.904529639639989,4.196602718553675,-1.6017170934992935,-5.798319812052968
Parp2,53.198285936769594,54.67971436976331,58.73251978636184,49.24465847842014,-4.052805416598512,5.435055891343172,1.4814284329937213,9.487861307941683,5.534233849592233,-3.9536274583494504
Sirt1,41.481605963748976,43.36145141609035,41.298285023973065,42.72449191646448,2.0631663921172883,0.6369594996258776,1.87984545234138,-1.4262068924914106,-0.18332093977590835,1.2428859527155023
Smyd4,52.54183091860344,50.35328024486832,51.63765146834221,41.25629511079997,-1.2843712234738844,9.096985134068357,-2.1885506737351075,10.381356357542241,-0.904179450261223,-11.285535807803464
Kat5,54.640287434497026,54.10308897944158,55.40550150564637,50.26701295989485,-1.3024125262047885,3.836076019546738,-0.5371984550554494,5.138488545751526,0.7652140711493391,-4.373274474602187
Brd7,47.756592416557076,46.60440310731902,41.72330288488022,46.87255611287467,4.881100222438796,-0.2681530055556607,-1.1521893092380473,-5.149253227994457,-6.033289531676843,-0.8840363036823865
Dpy30,51.758032877701616,48.38122288433656,54.92812266437094,49.79731501326154,-6.5468997800343836,-1.416092128924986,-3.3768099933650597,5.130807651109397,3.170089786669324,-1.960717864440074
Chaf1b,48.08811707265807,48.438808189179596,49.57392100530264,51.29734513052905,-1.1351128161230362,-2.8585369413494552,0.35069111652152696,-1.723424125226419,1.4858039326445631,3.209228057870982
Sirt5,46.53938267250111,51.387594689784315,46.906490384062614,54.90785552931399,4.481104305721702,-3.520260839529678,4.848212017283204,-8.00136514525138,0.36710771156150246,8.368472856812883
Suv420h1,48.12635925321573,50.16471228155747,45.952685481900836,43.79565960233801,4.212026799656634,6.369052679219454,2.0383530283417426,2.1570258795628208,-2.173673771314891,-4.330699650877712
Smyd5,44.81590107278893,46.06271500238471,41.565478392014064,45.79061241000169,4.497236610370656,0.2721025923830247,1.2468139295957803,-4.2251340179876316,-3.2504226807748764,0.9747113372127547
Prkaa2,58.98597896099844,54.52079386458287,52.75223289617722,43.12090767978434,1.7685609684056547,11.399886184798534,-4.4651850964155635,9.631325216392879,-6.233746064821219,-15.865071281214098
Ezh1,57.32109209180819,56.71494568087704,51.8165785531968,51.55253157278408,4.898367127680239,5.162414108092961,-0.6061464109311446,0.2640469804127221,-5.504513538611384,-5.768560519024106
Ep300,51.15215400444103,48.22663872502771,50.77878033050577,51.51510560922564,-2.5521416054780417,-3.2884668841979146,-2.9255152794133075,-0.7363252787198729,-0.37337367393526577,0.3629516047846071
Sin3b,49.919764385423036,54.898456835783094,54.185835666630005,48.163973097092004,0.7126211691530759,6.734483738691076,4.978692450360054,6.021862569538001,4.266071281206978,-1.755791288331023
Cd4,51.022122282662195,47.976378424118465,62.192320655453564,51.27784616900345,-14.215942231335099,-3.3014677448849845,-3.0457438585437338,10.914474486450114,11.170198372791365,0.25572388634125076
Myst2,53.19283070579695,49.25607678494843,51.60134572270294,48.578612128277875,-2.3452689377545104,0.6774646566705513,-3.936753920848524,3.0227335944250617,-1.5914849830940136,-4.614218577519075
Pcgf6,58.17747597526609,56.36255316411321,60.3343047988125,46.22369711007726,-3.971751634699281,10.138856054035951,-1.814922811152881,14.110607688735232,2.1568288235464,-11.953778865188832
Phf17,50.23133252419978,49.53149099975655,46.99028725404075,51.56342031404233,2.541203745715796,-2.031929314285784,-0.6998415244432303,-4.57313306000158,-3.2410452701590264,1.3320877898425536
Phip,54.95043492962008,47.99380181251935,50.310116849105576,48.8613703923033,-2.3163150365862304,-0.8675685797839545,-6.9566331171007345,1.4487464568022759,-4.640318080514504,-6.08906453731678
Setdb2,46.24371363899015,48.94662981439501,50.737188491274196,52.2892548614877,-1.7905586768791966,-3.342625047092694,2.702916175404857,-1.5520663702134976,4.493474852284054,6.045541222497551
Rnf20,53.49351261456497,51.7251280642776,57.63302157670863,47.80036770296188,-5.907893512431024,3.9247603613157205,-1.768384550287374,9.832653873746745,4.13950896214365,-5.6931449116030945
Ctsl,45.45315719935782,45.736792508789605,44.47523274715358,50.18697160733578,1.2615597616360255,-4.450179098546173,0.2836353094317836,-5.711738860182199,-0.9779244522042418,4.733814407977957
Whsc1l1,57.644977289482846,49.426809714967895,55.7093011610087,44.50749711838483,-6.282491446040816,4.919312596583054,-8.218167574514947,11.201804042623868,-1.9356761284741306,-13.137480171098
Setd1a,48.61588521339994,50.94773100820774,43.994692864150316,46.32064127349305,6.9530381440574125,4.627089734714682,2.331845794807786,-2.325948409342731,-4.621192349249626,-2.2952439399068947
Chd7,49.83939102566499,52.10375604058553,55.72338612978724,56.66414984024336,-3.6196300892017064,-4.560393799657832,2.264365014920545,-0.9407637104561258,5.883995104122252,6.824758814578377
Dnmt1,52.00005259586251,48.62436081153828,57.03077690433096,46.58127369261037,-8.40641609279267,2.0430871189279225,-3.3756917843242302,10.44950321172059,5.030724308468439,-5.418778903252153
Bop1,52.785320845113354,48.4386921598313,51.43038085854774,51.07214608979672,-2.9916886987164375,-2.6334539299654187,-4.34662868528205,0.3582347687510188,-1.3549399865656122,-1.713174755316631
Mll5,54.272564055272866,49.94797700927254,47.17097293671046,53.38297335594438,2.7770040725620877,-3.4349963466718254,-4.32458704600032,-6.212000419233913,-7.101591118562408,-0.8895906993284948
Setmar,48.67987910847966,44.70746166878259,48.96723642259848,46.35185198980095,-4.259774753815893,-1.6443903210183475,-3.972417439697075,2.6153844327975455,0.2873573141188177,-2.328027118678728
Prdm12,54.658797656604264,54.60604531967137,52.36837022359548,49.12690173924331,2.237675096075886,5.479143580428052,-0.052752336932891275,3.241468484352165,-2.2904274330087775,-5.531895917360943
Usp27x,51.09298897671387,46.989186002149005,51.212591490451956,49.623440726951806,-4.223405488302948,-2.6342547248027968,-4.103802974564862,1.5891507635001512,0.11960251373808628,-1.4695482497620649
Setd3,39.498399555283584,43.43101006874438,41.13459837917836,45.857857534679965,2.2964116895660296,-2.426847465935591,3.932610513460802,-4.72325915550162,1.6361988238947724,6.359457979396393
Jarid2,55.09917112528702,51.84975006641254,49.34454020357687,52.175883338446724,2.5052098628356685,-0.32613327203418896,-3.2494210588744807,-2.831343134869857,-5.754630921710149,-2.9232877868402927
Jmjd5,51.69193058631976,49.54564035453281,55.5180992352465,41.881782854080896,-5.972458880713685,7.663857500451922,-2.1462902317869434,13.636316381165607,3.826168648926741,-9.810147732238864
Zmynd8,41.70306998484142,42.8498264248623,37.27887970042816,44.42843126060265,5.570946724434134,-1.578604835740356,1.1467564400208805,-7.149551560174491,-4.424190284413254,2.7253612757612364
Fosb,49.66321900483691,52.03089222602651,48.625420060308386,51.78361656726347,3.405472165718118,0.24727565876302826,2.367673221189598,-3.1581965069550897,-1.0377989445285196,2.12039756242657
Hdac7,52.13431751852037,50.610633404591006,52.17168221531847,50.309191786415525,-1.5610488107274678,0.3014416181754771,-1.5236841139293635,1.8624904289029445,0.037364696798103836,-1.8251257321048406
Setd2,45.030611082674795,41.03889032367254,42.18299180811698,55.68506818821499,-1.144101484444449,-14.646177864542452,-3.9917207590022596,-13.502076380098002,-2.8476192745578106,10.65445710554019
Cbx3,48.21672746260903,55.567248019563195,47.0718209824723,45.28512621031675,8.495427037090879,10.282121809246444,7.350520556954172,1.7866947721555642,-1.144906480136707,-2.931601252292271
Eaf1,51.24184198748969,53.08811377482197,53.92927628575624,51.81816260590949,-0.8411625109342774,1.2699511689124705,1.846271787332262,2.111113679846748,2.6874342982665396,0.5763206184197914
Satb1,58.263333453591905,57.07474819887779,56.02628922221618,52.64202832490332,1.048458976661614,4.432719873974463,-1.1885852547141067,3.384260897312849,-2.237044231375721,-5.62130512868857
Fbxo44,49.856247352945715,47.84120040114274,49.82576202950098,50.31735885051004,-1.9845616283582297,-2.4761584493672975,-2.0150469518029697,-0.49159682100906776,-0.030485323444739976,0.4611114975643278
Kdm1b,54.047038215674974,51.80171139581751,49.86521936502121,48.92305285658614,1.9364920307963072,2.8786585392313757,-2.2453268198574508,0.9421665084350686,-4.181818850653758,-5.1239853590888265
Arid2,48.98874974206697,56.80273832261362,48.92208508381993,53.29742332651406,7.880653238793693,3.5053149960995658,7.813988580546661,-4.375338242694126,-0.06666465824703183,4.308673584447095
Cxxc1,52.24541423547363,53.836333117446614,45.81762300381458,46.81678821581029,8.01871011363204,7.019544901636324,1.590918881972983,-0.9991652119957144,-6.4277912316590555,-5.428626019663342
Epc2,52.92546440910488,52.39329412216207,55.846959770225205,46.88329734445417,-3.4536656480631303,5.509996777707897,-0.5321702869428035,8.963662425771027,2.9214953611203267,-6.042167064650701
Mbd4,58.5905352316138,51.526878041099785,56.71250867998619,47.055938388866565,-5.185630638886405,4.470939652233222,-7.0636571905140135,9.656570291119627,-1.8780265516276087,-11.534596842747236
Parp1,51.403386667622755,52.78902165011722,52.30368132005908,50.306768766165476,0.4853403300581478,2.482252883951748,1.3856349824944694,1.9969125538936,0.9002946524363216,-1.0966179014572783
Ing2,52.36647837087504,49.618513351432604,46.59548494434223,50.00752164770353,3.023028407090362,-0.3890082962709207,-2.7479650194424434,-3.4120367033612826,-5.770993426532805,-2.3589567231715227
Taf1,51.02429214025988,48.20799633314496,45.537452159084545,51.33506811226674,2.6705441740604297,-3.127071779121768,-2.816295807114903,-5.797615953182198,-5.486839981175333,0.3107759720068648
Prdm2,54.080969393770026,49.923981654946886,52.26151254604153,45.58706079647335,-2.3375308910946524,4.336920858473528,-4.156987738823143,6.67445174956818,-1.8194568477284907,-8.49390859729667
Fbxw9,50.70489370559844,52.204777744977434,52.00285228890991,45.868604157870266,0.20192545606753676,6.33617358710718,1.499884039379018,6.134248131039643,1.2979585833114813,-4.836289547728161
Asxl1,52.183676805202545,52.64613962052676,49.57587001854271,51.383577157622696,3.0702696019840543,1.262562462904067,0.4624628153242183,-1.8077071390799873,-2.607806786659836,-0.8000996475798487
Chd1,45.00027994702175,48.062030962702444,45.31521256812562,53.269754635958535,2.746818394576832,-5.207723673256098,3.0617510156806937,-7.9545420678329295,0.31493262110386233,8.269474688936793
Ing3,51.75978403066444,50.53829525520614,51.910939556566554,50.59446885766115,-1.3726443013604195,-0.0561736024550088,-1.2214887754582975,1.3164706989054107,0.151155525902122,-1.1653151730032887
Mll1,49.74159449108559,55.03455406795478,52.68846978304188,48.55948806354531,2.346084284912906,6.475066004409469,5.292959576869189,4.128981719496563,2.9468752919562826,-1.1821064275402806
Prmt7,47.848508966559784,48.42819389303871,46.93125282870929,49.01482370007551,1.4969410643294117,-0.5866298070367968,0.5796849264789286,-2.0835708713662084,-0.9172561378504831,1.1663147335157253
Brd9,50.1831791011377,46.0467990163875,47.05031130153797,51.77219209819727,-1.003512285150461,-5.725393081809767,-4.136380084750193,-4.721880796659306,-3.1328677995997314,1.5890129970595754
Sirt6,50.439339830402275,54.12664004509654,49.12889160152887,44.959260696994036,4.997748443567684,9.167379348102507,3.68730021469427,4.169630904534824,-1.3104482288734145,-5.480079133408239
Chd4,55.27542997533351,46.75858553402263,51.63670389173157,42.873505544470156,-4.878118357708948,3.885079989552464,-8.51684444131089,8.763198347261412,-3.6387260836019424,-12.401924430863353
Ing5,53.312194922482675,52.587539586841345,54.73816077604153,44.96981308305808,-2.1506211892001774,7.6177265037832775,-0.7246553356413195,9.768347692983454,1.425965853558858,-8.342381839424597
Ino80,53.92888564140883,50.82995847112973,50.90850792031796,55.78377698122442,-0.07854944918823303,-4.953818510094697,-3.0989271702791106,-4.875269060906464,-3.0203777210908775,1.8548913398155866
Ncoa3,60.343228955168556,57.0024976964979,52.049146740317916,50.40520242003107,4.953350956179978,6.597295276466829,-3.340731258670666,1.6439443202868507,-8.294082214850643,-9.938026535137496
Eed,51.647747431833494,49.364458519955775,46.26020580011577,47.516668155104284,3.1042527198399985,1.8477903648514933,-2.283288911877723,-1.2564623549885052,-5.387541631717721,-4.131079276729216
Phf20l1,55.65458655416155,48.707494216009394,47.99348281416277,48.10654287004254,0.7140114018466126,0.6009513459668465,-6.947092338152156,-0.11306005587976653,-7.661103739998769,-7.548043684119002
Pcgf5,53.964354201183184,49.803486384795164,49.15599104546404,54.22786897734177,0.6474953393311234,-4.424382592546604,-4.160867816388013,-5.071877931877728,-4.808363155719136,0.2635147761585914
Ehmt2,52.87342194075425,55.22210559206556,54.32593662444758,49.21485464289697,0.8961689676179807,6.0072509491685855,2.3486836513113145,5.111081981550605,1.4525146836933338,-3.658567297857271
Cbx4,48.7231768426067,54.24621103286009,51.47287789575927,51.59480967732956,2.773333137100826,2.6514013555305342,5.523034190253393,-0.12193178157029161,2.7497010531525667,2.8716328347228584
Ssrp1,47.56440795242435,48.37453249541013,45.28591085878243,41.39707042128513,3.0886216366277037,6.977462074124999,0.8101245429857911,3.888840437497297,-2.2784970936419127,-6.167337531139209
Tet2,50.824817183708554,50.335604803287396,46.59492268427759,48.315671119599706,3.740682119009808,2.0199336836876873,-0.48921238042116144,-1.72074843532212,-4.229894499430969,-2.5091460641088488
Gadd45b,51.497653524384674,48.73729573209066,53.85327454407592,50.70272746828308,-5.115978811985264,-1.9654317361924214,-2.7603577922940206,3.1505470757928427,2.3556210196912435,-0.7949260561015992
Phf19,54.88984347641161,50.89764026724494,54.1797462794478,42.403223704202034,-3.2821060122028483,8.494416563042915,-3.992203209166661,11.776522575245764,-0.7100971969638126,-12.486619772209576
Prdm5,51.08780073060219,49.41909723845046,51.025826212465034,49.35861607341088,-1.6067289740145907,0.06048116503958134,-1.6687034921517387,1.667210139054172,-0.06197451813714805,-1.7291846571913205
Asxl3,51.3931953260299,49.71907589465361,52.11554432069533,45.95199610928407,-2.396468426041717,3.767079785369546,-1.6741194313762913,6.163548211411263,0.7223489946654258,-5.441199216745837
Ncoa1,51.4274947008813,52.79543544381628,43.309564963782506,48.458654522751985,9.485870480033777,4.3367809210643,1.3679407429349801,-5.149089558969477,-8.117929737098796,-2.968840178129319
Prdm10,58.57314193544498,54.55225467181304,53.59783060826532,50.110719139580425,0.9544240635477177,4.441535532232616,-4.020887263631946,3.4871114686848985,-4.975311327179663,-8.462422795864562
Ing4,51.21503282026403,52.015080495708396,51.295970557954384,49.741941005575455,0.7191099377540118,2.273139490132942,0.8000476754443717,1.55402955237893,0.08093773769035995,-1.47309181468857
Ube2i,50.24794041539222,48.12492606228384,44.17711526118455,48.617673501465525,3.947810801099282,-0.4927474391816937,-2.123014353108387,-4.440558240280977,-6.070825154207669,-1.6302669139266928
Gadd45a,45.96729131825205,50.60592383107877,45.441708443811585,44.2878125285849,5.16421538726719,6.318111302493881,4.638632512826725,1.1538959152266903,-0.5255828744404649,-1.6794787896671552
Tet3,49.701546917803775,52.20786328803686,47.27870722220371,47.085937967990645,4.929156065833161,5.121925320046221,2.506316370233094,0.19276925421306013,-2.4228396956000675,-2.615608949813128
Jmjd6,49.80107940640379,47.20242263623492,49.37553247380313,43.5605881099899,-2.1731098375682083,3.64183452624502,-2.5986567701688585,5.81494436381323,-0.42554693260065024,-6.240491296413881
Ms4a1,49.33384459830888,47.84668591288468,52.85725593438599,46.152654781521456,-5.010570021501303,1.6940311313632277,-1.4871586854242012,6.704601152864531,3.523411336077102,-3.181189816787429
Rbbp7,60.543232300856026,55.00252545737267,57.9407566278816,49.59633280007683,-2.93823117050892,5.406192657295845,-5.54070684348335,8.344423827804764,-2.60247567297443,-10.946899500779196
Hdac5,52.494791608221185,45.09676815995304,54.727715184800246,53.47128510404101,-9.63094702484721,-8.374516944087963,-7.398023448268141,1.2564300807592457,2.2329235765790685,0.9764934958198227
Paf1,54.30149764670904,62.43083308332147,57.057674986015115,52.493901730891004,5.373158097306362,9.936931352430465,8.129335436612438,4.5637732551241035,2.7561773393060762,-1.8075959158180268
