GeneName,q3minusOther_nbPctg
Actb,46.9342003636015
Actl6a,39.033995442340256
Actl6b,17.599519915656515
Aff1,27.768168575919425
Aff4,31.960121267101567
Arid1a,52.72923490125894
Arid1b,51.585901124147675
Arid2,9.072148197884804
Ash1l,16.624244920577002
Ash2l,27.89630754788662
Asxl1,18.343941070675164
Asxl2,10.921191327991405
Asxl3,5.7918103097433224
Atad2,17.597508702770096
Atad2b,14.939213867647005
Atm,14.953625046690384
Atr,10.491059653977391
Atrx,19.86069114725165
Aurkb,33.64817684985652
Baz1a,24.237376361969122
Baz1b,7.655099983113876
Baz2a,35.19954308689877
Baz2b,7.13812609025312
Bcl6,20.349746937345895
Bmi1,11.933060789671513
Bop1,40.81992807489621
Bptf,17.375301350823552
Brd1,20.61764540268804
Brd2,27.280724756745553
Brd3,17.940700101160406
Brd4,21.133452444097568
Brd7,47.70491787456922
Brd8,16.037356503354502
Brd9,21.755083063267023
Brdt,51.603074077763836
Brpf1,22.026082384057254
Brpf3,22.191830199872122
Brwd1,16.475498499012268
Brwd3,11.059866567630513
CD4,25.42028910828171
CDK9,12.365596865820104
Carm1,20.412367499295335
Cbx1,9.791977190998434
Cbx2,22.22237520021217
Cbx3,6.577511854298759
Cbx4,17.08539351044992
Cbx5,11.485221482046342
Cbx6,35.17657789090279
Cbx7,15.646950218560697
Cbx8,14.654784403016215
Ccnt1,12.251564358882778
Cd14,40.70075558772348
Cd19,26.854296639512302
Cd4,30.152530603396805
Cecr2,53.818302491411714
Chaf1a,19.71844229819645
Chaf1b,18.09443938491505
Chd1,12.455619181701778
Chd1l,14.122889597436668
Chd2,13.795128289932734
Chd3,21.131352512999992
Chd4,20.550341449283668
Chd5,24.416853613557194
Chd6,23.18914626942198
Chd7,50.78977640042192
Chd8,15.521864773945692
Chd9,11.121707321272487
Clock,54.30544674493269
Crebbp,18.760038492875175
Ctsl,13.119464807891024
Cxxc1,15.6987751086524
Dmap1,18.854741599691053
Dnmt1,41.122081432997014
Dnmt3a,11.783103211744471
Dnmt3b,10.087611293521586
Dnmt3l,20.177924861635333
Dot1l,23.768541536340475
Dpy30,48.97862678289514
Dub2a,23.626403595442902
Eaf1,42.992061262077094
Eed,20.26485787032528
Ehmt1,25.82817956055257
Ehmt2,13.48621558358709
Elp3,21.017905003026165
Elp4,13.934521727388685
Ep300,28.08856337168076
Ep400,25.31077087487474
Epc1,23.01154621656439
Epc2,13.232530720229498
Ercc5,19.579602306863293
Ezh1,8.82527382239798
Ezh2,30.519298814154357
Fbxl19,28.044246741485942
Fbxo17,57.61158319398146
Fbxo44,33.123988494889566
Fbxw9,35.118161216855555
Fkbp1a,12.78496257572055
Fkbp2,59.043988782097585
Fkbp5,51.057092033773266
Fosb,30.207085135011276
Gadd45a,38.50436925016111
Gadd45b,25.464518865379883
Gtf2b,22.422385437616597
Gtf2f1,22.244109068889298
Gtf2h1,32.07748868979212
Gtf3c4,36.410297722816296
H2afz,56.20922380647422
Hat1,34.75865210725067
Hcfc1,38.0404661170169
Hdac1,36.90557119874292
Hdac10,40.15616683990887
Hdac11,53.64763779856884
Hdac2,10.256222648124652
Hdac3,29.032505408381645
Hdac4,33.11456657202112
Hdac5,57.32315608337609
Hdac6,16.470115340292814
Hdac7,17.987976285216057
Hdac8,11.057145376662255
Hdac9,22.738182320803002
Hells,18.790988058902677
Hes1,39.50012603356594
Hes6,15.00451293832296
Hira,7.9507292934277665
Hltf,23.006520652890543
Id2,51.65272827829955
Id3,34.98118062237618
Ing2,17.115161148313845
Ing3,19.400608274840803
Ing4,18.71813544064762
Ing5,27.79942469408519
Ino80,15.483492564247026
Iws1,57.95393137045096
Jarid2,9.846973728265741
Jhdm1d,17.764666794150585
Jmjd1c,11.617420670132049
Jmjd4,23.9140743691748
Klf12,38.14622979346125
Klf2,37.56878412865043
Ms4a1,12.008872339697128
Nfatc3,32.575292650407704
Runx3,35.163045922482716
Tbx21,29.48865295098444
