GeneName,q4minusq1_nbPctg
Actb,4.581502320603196
Actl6a,9.079530074784735
Actl6b,-11.272836480012389
Aff1,9.608265067778884
Aff4,6.422913810693931
Arid1a,3.5691193215194676
Arid1b,6.609248538754748
Arid2,4.647606058496416
Ash1l,4.145282478601526
Ash2l,4.517850173673499
Asxl1,5.884995329522216
Asxl2,3.9952649829761846
Asxl3,-0.710056764305989
Atad2,6.199656499411516
Atad2b,2.541947687227969
Atm,-3.3553398628869733
Atr,1.1942785103520155
Atrx,-4.073826665124951
Aurkb,15.135101308595818
Baz1a,2.97236344692739
Baz1b,-0.8457869285044932
Baz2a,9.2997180017075
Baz2b,-2.4602245732474763
Bcl6,6.663051366800356
Bmi1,-0.9759837749602074
Bop1,-13.70956050061126
Bptf,1.5902717247596296
Brd1,3.2095239400458393
Brd2,-6.3824362832261965
Brd3,9.43517015633479
Brd4,22.45220639034384
Brd7,-1.3696397088381158
Brd8,2.3248658797823314
Brd9,5.020728893182782
Brdt,5.001924538405402
Brpf1,3.7469670683680754
Brpf3,4.124884540025797
Brwd1,11.217346132366373
Brwd3,-6.503814413418574
CD4,10.136173822668969
CDK9,-0.7172132257537575
Carm1,-6.484340471291297
Cbx1,2.1164804679676283
Cbx2,3.9436874401842394
Cbx3,-3.1545206415600404
Cbx4,-11.888388512038258
Cbx5,7.510798182671824
Cbx6,9.547068275056937
Cbx7,-0.9604386253879618
Cbx8,0.08890689970868593
Ccnt1,2.56938354612074
Cd14,-13.143795096113784
Cd19,-4.1617553007771235
Cd4,18.048590949470487
Cecr2,-2.9813330018384043
Chaf1a,5.360015058090986
Chaf1b,12.796992560785212
Chd1,4.208137502309864
Chd1l,11.651045450192903
Chd2,5.1635804631857205
Chd3,1.5938085188761946
Chd4,25.584893425597222
Chd5,11.227400159534401
Chd6,-1.3334835358791306
Chd7,15.520896497022223
Chd8,9.856545585358141
Chd9,8.339917086454566
Clock,0.4303807855829274
Crebbp,-2.647863814755617
Ctsl,5.995440484381051
Cxxc1,-1.3914308243127085
Dmap1,8.223535080245567
Dnmt1,1.2725102461198103
Dnmt3a,1.8644617974015496
Dnmt3b,8.31536664742865
Dnmt3l,11.04637625874035
Dot1l,23.601414417905797
Dpy30,2.678781618445212
Dub2a,7.029956499661727
Eaf1,11.734664330376654
Eed,3.864759581507486
Ehmt1,8.370653185955016
Ehmt2,-3.000667468862318
Elp3,-7.910641426109972
Elp4,5.953962061601761
Ep300,12.389268651334447
Ep400,-6.569096805507352
Epc1,11.822078111691841
Epc2,5.382035263057437
Ercc5,4.5896239504164225
Ezh1,7.309506303175927
Ezh2,7.93178570191882
Fbxl19,-0.0434889093816615
Fbxo17,8.112942675168096
Fbxo44,4.971024147644324
Fbxw9,7.515282026343155
Fkbp1a,8.195704801386546
Fkbp2,7.666845196210463
Fkbp5,10.664634448020479
Fosb,56.51900870529486
Gadd45a,-0.8042068732278018
Gadd45b,3.9269065522709887
Gtf2b,-0.9403068628313758
Gtf2f1,-7.272770505646669
Gtf2h1,-2.620530891718951
Gtf3c4,2.324885408215481
H2afz,5.702894739220159
Hat1,3.713165620567362
Hcfc1,2.499246152984659
Hdac1,1.4936458357517646
Hdac10,10.232439983505953
Hdac11,5.32909554714931
Hdac2,-0.4714677292121827
Hdac3,-0.6855603208873653
Hdac4,-0.662194211601423
Hdac5,4.95700537806055
Hdac6,2.5896058968087186
Hdac7,-4.896678086895962
Hdac8,-2.4869854117810526
Hdac9,13.741432666107805
Hells,8.667797135724104
Hes1,15.56901528716268
Hes6,-2.7789765314150188
Hira,0.9668298852965194
Hltf,-1.0909916122523127
Id2,38.89474834882078
Id3,23.62480719652582
Ing2,-2.6131442749462597
Ing3,-9.095711568207303
Ing4,-1.755622434939383
Ing5,11.599154759402118
Ino80,14.576462636812536
Iws1,10.937017431150357
Jarid2,8.884612943768293
Jhdm1d,10.08871768562341
Jmjd1c,-5.104863232485688
Jmjd4,6.025095217691323
Klf12,9.97240125623494
Klf2,18.86696568640578
Ms4a1,-3.260997458351902
Nfatc3,-2.1993955506904532
Runx3,-3.2535450845466642
Tbx21,3.477224588038736
