Position,Pool,shRNA,GeoMean
9_B02,2,Kdm5b.1,6909.671165
9_B03,2,L3mbtl4.1,8424.248524
9_B04,2,Mbd1.1,8421.215716
9_B05,2,L3mbtl3.1,9359.87877
9_B06,2,Kdm5d.1,11493.59392
9_B07,2,Men1.1,10881.2638
9_B08,2,Mbd3.1,7697.754619
9_B09,2,L3mbtl1.1,10364.24308
9_B10,2,Kdm5c.1,11684.28837
9_B11,2,Mbd4.1,9295.033769
9_C02,2,Mbd3.2,8688.313176
9_C03,2,Kdm6a.1,8437.77018
9_C04,2,Kdm5b.2,8092.72533
9_C05,2,Mbd4.2,10012.90402
9_C06,2,Mbd2.1,7361.802708
9_C07,2,Mbd1.2,9308.500463
9_C08,2,Kdm5d.2,8574.600145
9_C09,2,Mecom.1,7769.519418
9_C10,2,L3mbtl4.2,9442.580328
9_C11,2,L3mbtl2.1,8069.416139
9_D02,2,Kdm5c.2,11767.14957
9_D03,2,Mecom.2,8757.164713
9_D04,2,L3mbtl4.3,9629.36065
9_D05,2,Kdm6b.1,6999.26713
9_D06,2,Kdm6a.2,6838.046521
9_D07,2,Mecom.3,9415.559673
9_D08,2,Mbd2.2,6554.426378
9_D09,2,L3mbtl1.2,8639.703282
9_D10,2,Kdm5b.3,8763.005552
9_D11,2,Men1.2,7162.006146
9_E02,2,L3mbtl2.2,7892.906511
9_E03,2,L3mbtl3.2,10986.86302
9_E04,2,Kdm5b.4,10905.05858
9_E05,2,Mbd3.3,13145.33058
9_E06,2,Mbd1.3,8542.925364
9_E07,2,Kdm6b.2,12316.92636
9_E08,2,Kdm5c.3,10494.75883
9_E09,2,Mbd4.3,9866.618797
9_E10,2,Mbd2.3,6366.447233
9_E11,2,L3mbtl1.3,8398.266079
9_F02,2,Kdm5d.3,9944.597685
9_F03,2,Men1.3,9466.941251
9_F04,2,Mbd1.4,10265.06638
9_F05,2,Kdm6b.3,10593.69461
9_F06,2,Kdm6a.3,6493.814382
9_F07,2,Mbd3.4,9120.391061
9_F08,2,L3mbtl3.3,8664.888731
9_F09,2,L3mbtl2.3,8357.103351
9_F10,2,Kdm6a.4,9120.021579
9_F11,2,Mbd4.4,9553.872361
9_G02,2,Mbd2.4,9146.906996
9_G03,2,L3mbtl2.4,8914.428761
9_G04,2,Kdm5c.4,9751.725827
9_G05,2,Men1.4,10664.82592
9_G06,2,Mecom.4,13413.10614
9_G07,2,Kdm6b.4,11817.31045
9_G08,2,Kdm5d.4,10554.22751
9_G09,2,L3mbtl4.4,9985.362285
9_G10,2,L3mbtl1.4,9280.408955
9_G11,2,L3mbtl3.4,9263.906068
11_B02,2,Nap1l2.1,8312.359464
11_B03,2,Padi1.1,9764.678644
11_B04,2,Padi4.1,7321.064271
11_B05,2,Orc1.1,10593.77472
11_B06,2,Ncoa1.1,10193.86185
11_B07,2,Pcgf1.1,11147.75052
11_B08,2,Parp1.1,8729.733468
11_B09,2,Ncor2.1,8593.565465
11_B10,2,Nap1l3.1,7460.825201
11_B11,2,Paxip1.1,9280.088456
11_C02,2,Parp1.2,9881.94924
11_C03,2,Ncoa3.1,8887.751511
